file,File,Repo,File,for loops,while loops,do-while loops,total,File,File,for loops,while loops,do-while loops,total loops,total nodes,File,for/loops,while/loops,do-while/loops,total/loops,total/nodes
modules/interactive_music/editor/audio_stream_interactive_editor_plugin.c,modules/interactive_music/editor/audio_stream_interactive_editor_plugin.c,godot,modules/interactive_music/editor/audio_stream_interactive_editor_plugin.c,7,0,0,7,modules/interactive_music/editor/audio_stream_interactive_editor_plugin.c,modules/interactive_music/editor/audio_stream_interactive_editor_plugin.c,19,11,32,62,113919,modules/interactive_music/editor/audio_stream_interactive_editor_plugin.c,19,11,32,62,113919
modules/dds/texture_loader_dds.c,modules/dds/texture_loader_dds.c,godot,modules/dds/texture_loader_dds.c,14,0,0,14,modules/dds/texture_loader_dds.c,modules/dds/texture_loader_dds.c,3,1,26,30,31901,modules/dds/texture_loader_dds.c,4,1,26,31,31553
modules/websocket/wsl_peer.c,modules/websocket/wsl_peer.c,godot,modules/websocket/wsl_peer.c,8,3,0,11,modules/websocket/wsl_peer.c,modules/websocket/wsl_peer.c,8,6,34,48,92904,modules/websocket/wsl_peer.c,9,6,34,49,92028
modules/websocket/websocket_multiplayer_peer.c,modules/websocket/websocket_multiplayer_peer.c,godot,modules/websocket/websocket_multiplayer_peer.c,0,2,0,2,modules/websocket/websocket_multiplayer_peer.c,modules/websocket/websocket_multiplayer_peer.c,5,14,32,51,146095,modules/websocket/websocket_multiplayer_peer.c,9,13,32,54,141079
modules/text_server_adv/thorvg_svg_in_ot.c,modules/text_server_adv/thorvg_svg_in_ot.c,godot,modules/text_server_adv/thorvg_svg_in_ot.c,1,1,1,2,modules/text_server_adv/thorvg_svg_in_ot.c,modules/text_server_adv/thorvg_svg_in_ot.c,3,10,39,52,61710,modules/text_server_adv/thorvg_svg_in_ot.c,5,10,39,54,61200
modules/mbedtls/crypto_mbedtls.c,modules/mbedtls/crypto_mbedtls.c,godot,modules/mbedtls/crypto_mbedtls.c,0,3,0,3,modules/mbedtls/crypto_mbedtls.c,modules/mbedtls/crypto_mbedtls.c,9,0,19,28,67653,modules/mbedtls/crypto_mbedtls.c,11,0,19,30,67070
modules/vhacd/register_types.c,modules/vhacd/register_types.c,godot,modules/vhacd/register_types.c,3,0,0,3,modules/vhacd/register_types.c,modules/vhacd/register_types.c,1,3,9,13,11698,modules/vhacd/register_types.c,3,3,9,15,11556
modules/theora/video_stream_theora.c,modules/theora/video_stream_theora.c,godot,modules/theora/video_stream_theora.c,2,10,0,12,modules/theora/video_stream_theora.c,modules/theora/video_stream_theora.c,10,5,26,41,59671,modules/theora/video_stream_theora.c,12,5,26,43,59172
modules/raycast/raycast_occlusion_cull.c,modules/raycast/raycast_occlusion_cull.c,godot,modules/raycast/raycast_occlusion_cull.c,9,0,0,9,modules/raycast/raycast_occlusion_cull.c,modules/raycast/raycast_occlusion_cull.c,3,20,83,106,112043,modules/raycast/raycast_occlusion_cull.c,3,20,83,106,112043
modules/openxr/scene/openxr_hand.c,modules/openxr/scene/openxr_hand.c,godot,modules/openxr/scene/openxr_hand.c,7,0,0,7,modules/openxr/scene/openxr_hand.c,modules/openxr/scene/openxr_hand.c,5,0,25,30,91493,modules/openxr/scene/openxr_hand.c,13,0,25,38,89962
modules/openxr/openxr_api_extension.c,modules/openxr/openxr_api_extension.c,godot,modules/openxr/openxr_api_extension.c,0,0,0,0,modules/openxr/openxr_api_extension.c,modules/openxr/openxr_api_extension.c,3,1,14,18,192832,modules/openxr/openxr_api_extension.c,5,1,14,20,192168
modules/openxr/openxr_api.c,modules/openxr/openxr_api.c,godot,modules/openxr/openxr_api.c,18,1,0,19,modules/openxr/openxr_api.c,modules/openxr/openxr_api.c,41,39,142,222,260286,modules/openxr/openxr_api.c,50,39,142,231,258445
modules/openxr/action_map/openxr_interaction_profile_metadata.c,modules/openxr/action_map/openxr_interaction_profile_metadata.c,godot,modules/openxr/action_map/openxr_interaction_profile_metadata.c,5,0,0,5,modules/openxr/action_map/openxr_interaction_profile_metadata.c,modules/openxr/action_map/openxr_interaction_profile_metadata.c,7,13,48,68,106145,modules/openxr/action_map/openxr_interaction_profile_metadata.c,11,13,48,72,105545
modules/openxr/openxr_interface.c,modules/openxr/openxr_interface.c,godot,modules/openxr/openxr_interface.c,22,0,0,22,modules/openxr/openxr_interface.c,modules/openxr/openxr_interface.c,19,11,38,68,246537,modules/openxr/openxr_interface.c,19,11,38,68,246537
modules/openxr/editor/openxr_select_runtime.c,modules/openxr/editor/openxr_select_runtime.c,godot,modules/openxr/editor/openxr_select_runtime.c,1,0,0,1,modules/openxr/editor/openxr_select_runtime.c,modules/openxr/editor/openxr_select_runtime.c,8,2,20,30,42376,modules/openxr/editor/openxr_select_runtime.c,11,2,19,32,40628
modules/openxr/editor/openxr_binding_modifier_editor.c,modules/openxr/editor/openxr_binding_modifier_editor.c,godot,modules/openxr/editor/openxr_binding_modifier_editor.c,2,0,0,2,modules/openxr/editor/openxr_binding_modifier_editor.c,modules/openxr/editor/openxr_binding_modifier_editor.c,20,9,23,52,91224,modules/openxr/editor/openxr_binding_modifier_editor.c,20,9,23,52,91102
modules/openxr/editor/openxr_select_interaction_profile_dialog.c,modules/openxr/editor/openxr_select_interaction_profile_dialog.c,godot,modules/openxr/editor/openxr_select_interaction_profile_dialog.c,0,1,0,1,modules/openxr/editor/openxr_select_interaction_profile_dialog.c,modules/openxr/editor/openxr_select_interaction_profile_dialog.c,13,4,19,36,47192,modules/openxr/editor/openxr_select_interaction_profile_dialog.c,18,4,19,41,46746
modules/openxr/editor/openxr_action_map_editor.c,modules/openxr/editor/openxr_action_map_editor.c,godot,modules/openxr/editor/openxr_action_map_editor.c,8,2,0,10,modules/openxr/editor/openxr_action_map_editor.c,modules/openxr/editor/openxr_action_map_editor.c,19,18,38,75,140590,modules/openxr/editor/openxr_action_map_editor.c,19,18,38,75,140590
modules/openxr/editor/openxr_binding_modifiers_dialog.c,modules/openxr/editor/openxr_binding_modifiers_dialog.c,godot,modules/openxr/editor/openxr_binding_modifiers_dialog.c,1,0,0,1,modules/openxr/editor/openxr_binding_modifiers_dialog.c,modules/openxr/editor/openxr_binding_modifiers_dialog.c,11,5,12,28,59542,modules/openxr/editor/openxr_binding_modifiers_dialog.c,11,5,12,28,59542
modules/openxr/editor/openxr_action_editor.c,modules/openxr/editor/openxr_action_editor.c,godot,modules/openxr/editor/openxr_action_editor.c,0,0,0,0,modules/openxr/editor/openxr_action_editor.c,modules/openxr/editor/openxr_action_editor.c,8,6,15,29,55120,modules/openxr/editor/openxr_action_editor.c,8,6,15,29,55112
modules/openxr/editor/openxr_select_action_dialog.c,modules/openxr/editor/openxr_select_action_dialog.c,godot,modules/openxr/editor/openxr_select_action_dialog.c,2,1,0,3,modules/openxr/editor/openxr_select_action_dialog.c,modules/openxr/editor/openxr_select_action_dialog.c,14,3,7,24,49173,modules/openxr/editor/openxr_select_action_dialog.c,22,3,7,32,48561
modules/openxr/editor/openxr_interaction_profile_editor.c,modules/openxr/editor/openxr_interaction_profile_editor.c,godot,modules/openxr/editor/openxr_interaction_profile_editor.c,4,1,0,5,modules/openxr/editor/openxr_interaction_profile_editor.c,modules/openxr/editor/openxr_interaction_profile_editor.c,17,13,32,62,98497,modules/openxr/editor/openxr_interaction_profile_editor.c,17,13,32,62,98497
modules/openxr/editor/openxr_action_set_editor.c,modules/openxr/editor/openxr_action_set_editor.c,godot,modules/openxr/editor/openxr_action_set_editor.c,2,0,0,2,modules/openxr/editor/openxr_action_set_editor.c,modules/openxr/editor/openxr_action_set_editor.c,13,6,21,40,88882,modules/openxr/editor/openxr_action_set_editor.c,13,6,21,40,88882
modules/openxr/extensions/openxr_dpad_binding_extension.c,modules/openxr/extensions/openxr_dpad_binding_extension.c,godot,modules/openxr/extensions/openxr_dpad_binding_extension.c,0,0,0,0,modules/openxr/extensions/openxr_dpad_binding_extension.c,modules/openxr/extensions/openxr_dpad_binding_extension.c,6,1,14,21,103362,modules/openxr/extensions/openxr_dpad_binding_extension.c,9,1,14,24,102327
modules/openxr/extensions/openxr_debug_utils_extension.c,modules/openxr/extensions/openxr_debug_utils_extension.c,godot,modules/openxr/extensions/openxr_debug_utils_extension.c,2,0,0,2,modules/openxr/extensions/openxr_debug_utils_extension.c,modules/openxr/extensions/openxr_debug_utils_extension.c,0,3,7,10,19451,modules/openxr/extensions/openxr_debug_utils_extension.c,2,3,7,12,19290
modules/openxr/extensions/openxr_extension_wrapper_extension.c,modules/openxr/extensions/openxr_extension_wrapper_extension.c,godot,modules/openxr/extensions/openxr_extension_wrapper_extension.c,2,0,0,2,modules/openxr/extensions/openxr_extension_wrapper_extension.c,modules/openxr/extensions/openxr_extension_wrapper_extension.c,5,3,19,27,172957,modules/openxr/extensions/openxr_extension_wrapper_extension.c,22,3,19,44,172398
modules/multiplayer/multiplayer_debugger.c,modules/multiplayer/multiplayer_debugger.c,godot,modules/multiplayer/multiplayer_debugger.c,6,1,0,7,modules/multiplayer/multiplayer_debugger.c,modules/multiplayer/multiplayer_debugger.c,9,12,40,61,62856,modules/multiplayer/multiplayer_debugger.c,13,12,40,65,61210
modules/multiplayer/scene_replication_interface.c,modules/multiplayer/scene_replication_interface.c,godot,modules/multiplayer/scene_replication_interface.c,1,2,0,3,modules/multiplayer/scene_replication_interface.c,modules/multiplayer/scene_replication_interface.c,8,69,159,236,152827,modules/multiplayer/scene_replication_interface.c,11,68,157,236,151414
modules/multiplayer/scene_multiplayer.c,modules/multiplayer/scene_multiplayer.c,godot,modules/multiplayer/scene_multiplayer.c,0,1,0,1,modules/multiplayer/scene_multiplayer.c,modules/multiplayer/scene_multiplayer.c,10,13,69,92,224760,modules/multiplayer/scene_multiplayer.c,10,13,69,92,224760
modules/multiplayer/editor/replication_editor.c,modules/multiplayer/editor/replication_editor.c,godot,modules/multiplayer/editor/replication_editor.c,2,2,0,4,modules/multiplayer/editor/replication_editor.c,modules/multiplayer/editor/replication_editor.c,12,18,42,72,110939,modules/multiplayer/editor/replication_editor.c,19,18,41,78,110039
modules/multiplayer/editor/editor_network_profiler.c,modules/multiplayer/editor/editor_network_profiler.c,godot,modules/multiplayer/editor/editor_network_profiler.c,2,0,0,2,modules/multiplayer/editor/editor_network_profiler.c,modules/multiplayer/editor/editor_network_profiler.c,11,16,43,70,103306,modules/multiplayer/editor/editor_network_profiler.c,11,16,43,70,103306
modules/multiplayer/multiplayer_spawner.c,modules/multiplayer/multiplayer_spawner.c,godot,modules/multiplayer/multiplayer_spawner.c,4,0,0,4,modules/multiplayer/multiplayer_spawner.c,modules/multiplayer/multiplayer_spawner.c,5,18,35,58,132594,modules/multiplayer/multiplayer_spawner.c,7,18,35,60,131266
servers/movie_writer/movie_writer.c,servers/movie_writer/movie_writer.c,godot,servers/movie_writer/movie_writer.c,3,0,0,3,servers/movie_writer/movie_writer.c,servers/movie_writer/movie_writer.c,3,4,43,50,106754,servers/movie_writer/movie_writer.c,4,4,43,51,106427
servers/movie_writer/movie_writer_mjpeg.c,servers/movie_writer/movie_writer_mjpeg.c,godot,servers/movie_writer/movie_writer_mjpeg.c,2,0,0,2,servers/movie_writer/movie_writer_mjpeg.c,servers/movie_writer/movie_writer_mjpeg.c,3,0,6,9,28125,servers/movie_writer/movie_writer_mjpeg.c,6,0,6,12,27327
servers/physics_server_2d.c,servers/physics_server_2d.c,godot,servers/physics_server_2d.c,10,0,0,10,servers/physics_server_2d.c,servers/physics_server_2d.c,12,14,72,98,860221,servers/physics_server_2d.c,14,14,72,100,857761
servers/physics_server_3d.c,servers/physics_server_3d.c,godot,servers/physics_server_3d.c,10,0,0,10,servers/physics_server_3d.c,servers/physics_server_3d.c,14,15,89,118,1014694,servers/physics_server_3d.c,17,15,87,119,1009924
servers/rendering/rendering_server_default.c,servers/rendering/rendering_server_default.c,godot,servers/rendering/rendering_server_default.c,2,2,0,4,servers/rendering/rendering_server_default.c,servers/rendering/rendering_server_default.c,5,3,96,104,740460,servers/rendering/rendering_server_default.c,5,3,96,104,740460
servers/rendering/storage/camera_attributes_storage.c,servers/rendering/storage/camera_attributes_storage.c,godot,servers/rendering/storage/camera_attributes_storage.c,0,0,0,0,servers/rendering/storage/camera_attributes_storage.c,servers/rendering/storage/camera_attributes_storage.c,0,0,7,7,14581,servers/rendering/storage/camera_attributes_storage.c,1,0,7,8,14452
servers/rendering/storage/render_scene_data.c,servers/rendering/storage/render_scene_data.c,godot,servers/rendering/storage/render_scene_data.c,0,0,0,0,servers/rendering/storage/render_scene_data.c,servers/rendering/storage/render_scene_data.c,3,2,22,27,101074,servers/rendering/storage/render_scene_data.c,8,2,22,32,100766
servers/rendering/storage/render_scene_buffers.c,servers/rendering/storage/render_scene_buffers.c,godot,servers/rendering/storage/render_scene_buffers.c,0,0,0,0,servers/rendering/storage/render_scene_buffers.c,servers/rendering/storage/render_scene_buffers.c,4,2,21,27,151140,servers/rendering/storage/render_scene_buffers.c,5,2,21,28,150610
servers/rendering/storage/compositor_storage.c,servers/rendering/storage/compositor_storage.c,godot,servers/rendering/storage/compositor_storage.c,0,0,0,0,servers/rendering/storage/compositor_storage.c,servers/rendering/storage/compositor_storage.c,1,9,14,24,25478,servers/rendering/storage/compositor_storage.c,3,9,14,26,25353
servers/rendering/shader_language.c,servers/rendering/shader_language.c,godot,servers/rendering/shader_language.c,121,60,3,181,servers/rendering/shader_language.c,servers/rendering/shader_language.c,30,177,536,743,784187,servers/rendering/shader_language.c,57,178,531,766,777436
servers/rendering/shader_preprocessor.c,servers/rendering/shader_preprocessor.c,godot,servers/rendering/shader_preprocessor.c,14,19,0,33,servers/rendering/shader_preprocessor.c,servers/rendering/shader_preprocessor.c,6,33,81,120,149250,servers/rendering/shader_preprocessor.c,24,33,81,138,146558
servers/rendering/renderer_canvas_cull.c,servers/rendering/renderer_canvas_cull.c,godot,servers/rendering/renderer_canvas_cull.c,24,7,1,31,servers/rendering/renderer_canvas_cull.c,servers/rendering/renderer_canvas_cull.c,8,57,146,211,271487,servers/rendering/renderer_canvas_cull.c,43,57,146,246,267651
servers/rendering/renderer_viewport.c,servers/rendering/renderer_viewport.c,godot,servers/rendering/renderer_viewport.c,11,6,0,17,servers/rendering/renderer_viewport.c,servers/rendering/renderer_viewport.c,6,19,86,111,151239,servers/rendering/renderer_viewport.c,6,19,86,111,151239
servers/rendering/rendering_device_graph.c,servers/rendering/rendering_device_graph.c,godot,servers/rendering/rendering_device_graph.c,42,17,0,59,servers/rendering/rendering_device_graph.c,servers/rendering/rendering_device_graph.c,5,18,90,113,140081,servers/rendering/rendering_device_graph.c,19,18,90,127,138680
servers/rendering/renderer_scene_cull.c,servers/rendering/renderer_scene_cull.c,godot,servers/rendering/renderer_scene_cull.c,52,12,0,64,servers/rendering/renderer_scene_cull.c,servers/rendering/renderer_scene_cull.c,32,163,426,621,474133,servers/rendering/renderer_scene_cull.c,45,163,426,634,472108
servers/rendering/renderer_scene_render.c,servers/rendering/renderer_scene_render.c,godot,servers/rendering/renderer_scene_render.c,3,0,0,3,servers/rendering/renderer_scene_render.c,servers/rendering/renderer_scene_render.c,0,0,6,6,16894,servers/rendering/renderer_scene_render.c,1,0,6,7,16872
servers/rendering/renderer_scene_occlusion_cull.c,servers/rendering/renderer_scene_occlusion_cull.c,godot,servers/rendering/renderer_scene_occlusion_cull.c,6,1,0,7,servers/rendering/renderer_scene_occlusion_cull.c,servers/rendering/renderer_scene_occlusion_cull.c,2,0,6,8,10837,servers/rendering/renderer_scene_occlusion_cull.c,3,0,6,9,10619
servers/rendering/renderer_rd/framebuffer_cache_rd.c,servers/rendering/renderer_rd/framebuffer_cache_rd.c,godot,servers/rendering/renderer_rd/framebuffer_cache_rd.c,2,0,0,2,servers/rendering/renderer_rd/framebuffer_cache_rd.c,servers/rendering/renderer_rd/framebuffer_cache_rd.c,2,4,26,32,34992,servers/rendering/renderer_rd/framebuffer_cache_rd.c,9,4,26,39,33036
servers/rendering/renderer_rd/renderer_canvas_render_rd.c,servers/rendering/renderer_rd/renderer_canvas_render_rd.c,godot,servers/rendering/renderer_rd/renderer_canvas_render_rd.c,37,12,0,49,servers/rendering/renderer_rd/renderer_canvas_render_rd.c,servers/rendering/renderer_rd/renderer_canvas_render_rd.c,7,47,190,244,301249,servers/rendering/renderer_rd/renderer_canvas_render_rd.c,7,47,190,244,301249
servers/rendering/renderer_rd/environment/fog.c,servers/rendering/renderer_rd/environment/fog.c,godot,servers/rendering/renderer_rd/environment/fog.c,6,0,0,6,servers/rendering/renderer_rd/environment/fog.c,servers/rendering/renderer_rd/environment/fog.c,6,16,98,120,149304,servers/rendering/renderer_rd/environment/fog.c,11,16,98,125,148244
servers/rendering/renderer_rd/environment/sky.c,servers/rendering/renderer_rd/environment/sky.c,godot,servers/rendering/renderer_rd/environment/sky.c,38,2,0,40,servers/rendering/renderer_rd/environment/sky.c,servers/rendering/renderer_rd/environment/sky.c,6,25,122,153,184810,servers/rendering/renderer_rd/environment/sky.c,6,25,122,153,184810
servers/rendering/renderer_rd/environment/gi.c,servers/rendering/renderer_rd/environment/gi.c,godot,servers/rendering/renderer_rd/environment/gi.c,80,9,0,89,servers/rendering/renderer_rd/environment/gi.c,servers/rendering/renderer_rd/environment/gi.c,17,27,147,191,299761,servers/rendering/renderer_rd/environment/gi.c,23,26,138,187,294351
servers/rendering/renderer_rd/renderer_scene_render_rd.c,servers/rendering/renderer_rd/renderer_scene_render_rd.c,godot,servers/rendering/renderer_rd/renderer_scene_render_rd.c,17,0,0,17,servers/rendering/renderer_rd/renderer_scene_render_rd.c,servers/rendering/renderer_rd/renderer_scene_render_rd.c,4,11,43,58,112993,servers/rendering/renderer_rd/renderer_scene_render_rd.c,4,11,43,58,112993
servers/rendering/renderer_rd/effects/ss_effects.c,servers/rendering/renderer_rd/effects/ss_effects.c,godot,servers/rendering/renderer_rd/effects/ss_effects.c,30,0,0,30,servers/rendering/renderer_rd/effects/ss_effects.c,servers/rendering/renderer_rd/effects/ss_effects.c,8,6,134,148,242022,servers/rendering/renderer_rd/effects/ss_effects.c,9,6,134,149,239682
servers/rendering/renderer_rd/effects/luminance.c,servers/rendering/renderer_rd/effects/luminance.c,godot,servers/rendering/renderer_rd/effects/luminance.c,6,1,0,7,servers/rendering/renderer_rd/effects/luminance.c,servers/rendering/renderer_rd/effects/luminance.c,5,8,45,58,64950,servers/rendering/renderer_rd/effects/luminance.c,5,8,45,58,64950
servers/rendering/renderer_rd/effects/debug_effects.c,servers/rendering/renderer_rd/effects/debug_effects.c,godot,servers/rendering/renderer_rd/effects/debug_effects.c,4,0,0,4,servers/rendering/renderer_rd/effects/debug_effects.c,servers/rendering/renderer_rd/effects/debug_effects.c,5,8,34,47,51393,servers/rendering/renderer_rd/effects/debug_effects.c,6,8,34,48,51205
servers/rendering/renderer_rd/effects/fsr2.c,servers/rendering/renderer_rd/effects/fsr2.c,godot,servers/rendering/renderer_rd/effects/fsr2.c,7,0,0,7,servers/rendering/renderer_rd/effects/fsr2.c,servers/rendering/renderer_rd/effects/fsr2.c,61,10,60,131,86477,servers/rendering/renderer_rd/effects/fsr2.c,66,10,60,136,85420
servers/rendering/renderer_rd/effects/bokeh_dof.c,servers/rendering/renderer_rd/effects/bokeh_dof.c,godot,servers/rendering/renderer_rd/effects/bokeh_dof.c,3,0,0,3,servers/rendering/renderer_rd/effects/bokeh_dof.c,servers/rendering/renderer_rd/effects/bokeh_dof.c,2,11,71,84,70088,servers/rendering/renderer_rd/effects/bokeh_dof.c,3,11,71,85,69897
