File,for loops,while loops,do-while loops,total loops,total nodes
thirdparty/jolt_physics/Jolt/TriangleSplitter/TriangleSplitterBinning.c,0,0,10,10,5828
core/io/file_access_compressed.c,3,2,7,12,33907
platform/linuxbsd/freedesktop_screensaver.c,0,0,2,2,4268
core/variant/variant.c,1,40,116,157,169710
modules/webrtc/webrtc_data_channel.c,4,0,21,25,74938
thirdparty/openxr/src/loader/loader_logger.c,7,16,17,40,33351
thirdparty/embree/kernels/builders/primrefgen.c,0,9,38,47,74207
thirdparty/mbedtls/library/x509_csr.c,2,0,2,4,5057
thirdparty/icu4c/common/propsvec.c,0,1,3,4,4973
thirdparty/meshoptimizer/vcacheoptimizer.c,2,4,16,22,6727
thirdparty/jolt_physics/Jolt/Geometry/OrientedBox.c,0,0,5,5,6023
thirdparty/freetype/src/cache/ftcache.c,0,15,26,41,31919
modules/multiplayer/scene_rpc_interface.c,2,14,66,82,72706
editor/create_dialog.c,20,51,117,188,194532
modules/jolt_physics/shapes/jolt_world_boundary_shape_3d.c,0,0,3,3,7092
thirdparty/libwebp/src/dec/alpha_dec.c,0,0,1,1,2284
thirdparty/harfbuzz/src/hb-ucd.c,0,0,2,2,2799
thirdparty/icu4c/common/filteredbrk.c,0,3,10,13,20783
thirdparty/icu4c/common/umutex.c,0,2,1,3,2566
thirdparty/icu4c/common/rbbistbl.c,0,0,1,1,5740
editor/filesystem_dock.c,44,99,269,412,559859
thirdparty/thorvg/src/renderer/sw_engine/tvgSwRenderer.c,0,2,15,17,24475
modules/godot_physics_2d/godot_collision_object_2d.c,1,4,6,11,13463
servers/rendering/renderer_rd/effects/sort_effects.c,1,2,8,11,8330
thirdparty/zlib/inffast.c,0,2,6,8,3061
modules/tga/image_loader_tga.c,3,5,14,22,21007
modules/openxr/extensions/platform/openxr_vulkan_extension.c,1,1,12,14,40069
scene/3d/physics/character_body_3d.c,17,8,32,57,226926
core/object/undo_redo.c,6,9,41,56,140497
modules/openxr/action_map/openxr_action_map.c,5,3,31,39,121291
modules/upnp/upnp_miniupnp.c,4,3,13,20,36391
scene/gui/button.c,6,2,10,18,201132
modules/enet/enet_packet_peer.c,4,1,29,34,102095
thirdparty/misc/fastlz.c,2,5,20,27,9769
thirdparty/glslang/SPIRV/InReadableOrder.c,2,5,3,10,13570
editor/debugger/editor_expression_evaluator.c,10,10,22,42,59032
core/object/worker_thread_pool.c,6,20,78,104,129541
thirdparty/libvorbis/psy.c,1,15,38,54,18486
core/io/packed_data_container.c,6,6,69,81,99453
editor/gui/editor_validation_panel.c,11,6,28,45,55033
modules/openxr/editor/openxr_select_runtime.c,8,2,20,30,42376
thirdparty/msdfgen/core/msdf-error-correction.c,0,2,13,15,20154
scene/gui/spin_box.c,6,10,18,34,168903
thirdparty/mbedtls/library/sha256.c,4,0,10,14,10602
thirdparty/libtheora/quant.c,1,1,5,7,1678
modules/godot_physics_3d/godot_soft_body_3d.c,12,12,68,92,70460
scene/resources/shader_include.c,7,4,18,29,56971
thirdparty/libwebp/src/dec/idec_dec.c,0,0,3,3,11448
thirdparty/libwebp/src/dsp/ssim.c,0,0,5,5,2896
scene/gui/color_rect.c,0,0,3,3,15767
scene/resources/style_box.c,4,2,22,28,101519
scene/2d/physics/physics_body_2d.c,10,1,14,25,68126
thirdparty/jolt_physics/Jolt/TriangleSplitter/TriangleSplitterMean.c,0,0,2,2,1596
modules/ktx/texture_loader_ktx.c,3,0,7,10,27791
modules/multiplayer/multiplayer_debugger.c,9,12,40,61,62856
core/string/translation.c,4,10,44,58,132285
thirdparty/icu4c/common/dictbe.c,2,16,40,58,29715
modules/godot_physics_3d/godot_body_3d.c,0,1,24,25,41935
thirdparty/clipper2/src/clipper.engine.c,25,94,206,325,162773
editor/animation_track_editor.c,80,139,549,768,1071381
modules/openxr/scene/openxr_composition_layer_quad.c,12,2,6,20,43758
thirdparty/graphite/src/Segment.c,5,3,23,31,15091
scene/2d/parallax_background.c,4,1,19,24,63502
scene/main/instance_placeholder.c,4,3,16,23,46295
thirdparty/mbedtls/library/x509_crl.c,3,2,5,10,5589
thirdparty/libpng/intel/filter_sse2_intrinsics.c,0,0,6,6,14294
modules/openxr/extensions/openxr_eye_gaze_interaction.c,0,1,9,10,14141
scene/gui/panel_container.c,6,2,7,15,26284
modules/gdscript/gdscript_editor.c,12,30,120,162,199968
thirdparty/libwebp/src/enc/frame_enc.c,2,7,27,36,14117
thirdparty/libtheora/idct.c,1,0,7,8,7594
core/os/midi_driver.c,0,0,1,1,3079
thirdparty/thorvg/src/renderer/sw_engine/tvgSwImage.c,0,0,1,1,3555
editor/editor_audio_buses.c,30,60,171,261,298919
core/variant/variant_callable.c,0,0,1,1,2886
thirdparty/jolt_physics/Jolt/Physics/SoftBody/SoftBodyCreationSettings.c,7,8,13,28,25030
thirdparty/thorvg/src/renderer/sw_engine/tvgSwStroke.c,0,2,2,4,4126
modules/camera/camera_feed_linux.c,6,9,18,33,31050
thirdparty/icu4c/common/locdispnames.c,0,1,6,7,13427
modules/godot_physics_3d/godot_body_pair_3d.c,1,18,23,42,78428
scene/resources/environment.c,4,3,16,23,339486
thirdparty/zlib/adler32.c,0,0,5,5,2351
editor/plugins/polygon_2d_editor_plugin.c,40,21,43,104,202674
thirdparty/libpng/pngwutil.c,0,9,33,42,29830
core/math/transform_2d.c,0,2,4,6,13194
thirdparty/mbedtls/library/constant_time.c,0,0,9,9,1520
thirdparty/pcre2/src/pcre2_compile_32.c,5,28,57,90,100131
servers/rendering/renderer_rd/cluster_builder_rd.c,0,4,20,24,47239
editor/plugins/gizmos/audio_stream_player_3d_gizmo_plugin.c,5,3,6,14,31553
scene/2d/physics/collision_object_2d.c,14,35,47,96,262207
thirdparty/glslang/glslang/MachineIndependent/ParseContextBase.c,5,16,46,67,156040
modules/openxr/scene/openxr_composition_layer_equirect.c,6,4,18,28,60560
scene/3d/physics/joints/joint_3d.c,4,3,16,23,67821
scene/2d/line_2d.c,5,2,13,20,196645
thirdparty/libwebp/src/enc/iterator_enc.c,1,0,28,29,12518
thirdparty/graphite/src/Justifier.c,1,1,10,12,5466
editor/plugins/gizmos/camera_3d_gizmo_plugin.c,5,1,7,13,35952
thirdparty/libwebp/src/enc/picture_tools_enc.c,0,2,25,27,4813
editor/plugins/gizmos/gizmo_3d_helper.c,0,0,2,2,10729
editor/plugins/gizmos/sprite_base_3d_gizmo_plugin.c,5,0,6,11,16874
modules/astcenc/image_compress_astcenc.c,0,0,2,2,3994
thirdparty/harfbuzz/src/hb-buffer-verify.c,0,1,8,9,3887
editor/editor_main_screen.c,12,10,28,50,58462
drivers/gles3/effects/copy_effects.c,0,43,8,51,60908
thirdparty/libwebp/src/dec/tree_dec.c,23,3,6,32,9958
thirdparty/libwebp/src/dec/frame_dec.c,0,1,15,16,12768
thirdparty/mbedtls/library/psa_crypto.c,9,3,7,19,68376
core/math/a_star.c,4,33,92,129,307737
thirdparty/jolt_physics/Jolt/Physics/PhysicsScene.c,18,15,42,75,50900
drivers/egl/egl_manager.c,0,1,10,11,23631
editor/import/resource_importer_texture_atlas.c,11,5,23,39,62300
editor/uid_upgrade_tool.c,9,8,16,33,43231
core/debugger/engine_profiler.c,3,2,20,25,55110
scene/resources/3d/sphere_shape_3d.c,5,1,10,16,39068
thirdparty/misc/pcg.c,0,0,1,1,437
editor/plugins/animation_state_machine_editor.c,29,54,125,208,321888
editor/plugins/font_config_plugin.c,34,44,80,158,214901
editor/plugins/canvas_item_editor_plugin.c,61,82,211,354,603293
modules/multiplayer/multiplayer_synchronizer.c,3,10,35,48,148675
scene/2d/animated_sprite_2d.c,7,26,67,100,179074
core/object/script_language.c,14,76,186,276,258943
thirdparty/thorvg/src/renderer/tvgCanvas.c,0,2,6,8,4429
modules/jolt_physics/spaces/jolt_contact_listener_3d.c,3,8,18,29,39882
thirdparty/enet/host.c,1,1,10,12,6411
thirdparty/jolt_physics/Jolt/Renderer/DebugRendererRecorder.c,14,7,18,39,26145
scene/resources/mesh_texture.c,6,0,7,13,61553
thirdparty/freetype/src/gxvalid/gxvalid.c,1,10,51,62,49616
modules/godot_physics_3d/joints/godot_slider_joint_3d.c,0,4,15,19,30847
scene/gui/color_picker.c,41,44,101,186,440767
modules/interactive_music/register_types.c,1,0,7,8,20850
modules/openxr/action_map/openxr_interaction_profile_metadata.c,7,13,48,68,106145
thirdparty/icu4c/common/rbbi_cache.c,0,10,7,17,15866
thirdparty/msdfgen/core/edge-coloring.c,1,12,41,54,28563
thirdparty/libtheora/decode.c,7,6,67,80,30114
thirdparty/miniupnpc/src/minixml.c,0,11,4,15,2531
thirdparty/jolt_physics/Jolt/Physics/SoftBody/SoftBodySharedSettings.c,78,64,171,313,173061
thirdparty/mbedtls/library/pkparse.c,0,1,0,1,8503
core/input/input_event.c,25,2,54,81,469801
thirdparty/openxr/src/loader/loader_instance.c,8,6,26,40,30584
scene/gui/scroll_bar.c,6,4,11,21,74388
editor/inspector_dock.c,11,18,44,73,118042
thirdparty/jolt_physics/Jolt/Physics/Body/BodyManager.c,17,12,30,59,39726
thirdparty/jolt_physics/Jolt/Physics/Vehicle/MotorcycleController.c,2,1,3,6,20585
thirdparty/harfbuzz/src/hb-ot-layout.c,30,214,610,854,577765
scene/2d/canvas_modulate.c,5,2,11,18,37654
thirdparty/libktx/lib/hashlist.c,0,4,11,15,13474
core/input/input.c,21,61,130,212,461877
scene/2d/physics/rigid_body_2d.c,8,22,55,85,252079
servers/rendering/renderer_rd/shader_rd.c,12,54,145,211,165924
thirdparty/basis_universal/encoder/basisu_gpu_texture.c,7,12,108,127,52549
thirdparty/zstd/compress/zstd_lazy.c,560,93,361,1014,478722
servers/audio/effects/audio_effect_hard_limiter.c,8,1,16,25,52971
thirdparty/glad/glx.c,0,1,0,1,2426
thirdparty/icu4c/common/loclikely.c,0,2,2,4,12936
thirdparty/vulkan/vk_mem_alloc.c,53,48,171,272,197531
scene/resources/packed_scene.c,37,53,165,255,377469
thirdparty/meshoptimizer/indexcodec.c,0,6,11,17,9134
thirdparty/msdfgen/core/render-sdf.c,0,3,29,32,11983
modules/webrtc/webrtc_multiplayer_peer.c,13,9,52,74,115361
scene/3d/xr_face_modifier_3d.c,0,4,21,25,47284
core/math/vector4.c,0,0,11,11,14166
thirdparty/mbedtls/library/sha1.c,5,0,6,11,13024
core/variant/callable_bind.c,0,5,8,13,9909
editor/editor_native_shader_source_visualizer.c,10,3,7,20,47615
thirdparty/misc/r128.c,7,3,18,28,13561
platform/web/api/api.c,2,1,19,22,98248
core/debugger/remote_debugger.c,7,16,51,74,95105
thirdparty/icu4c/common/unistr_props.c,0,1,1,2,1220
thirdparty/icu4c/common/edits.c,2,4,8,14,19917
scene/3d/navigation_agent_3d.c,10,8,26,44,263337
editor/project_manager/project_dialog.c,17,21,63,101,184609
modules/godot_physics_3d/joints/godot_generic_6dof_joint_3d.c,0,3,17,20,27048
servers/rendering/renderer_rd/effects/luminance.c,5,8,45,58,64950
thirdparty/mbedtls/library/x509_crt.c,3,6,20,29,18092
scene/resources/surface_tool.c,6,25,88,119,307010
thirdparty/freetype/src/base/ftglyph.c,1,0,0,1,8967
editor/code_editor.c,21,31,76,128,211306
modules/gdscript/editor/gdscript_translation_parser_plugin.c,6,10,42,58,55727
thirdparty/clipper2/src/clipper.offset.c,11,34,104,149,66856
scene/3d/visible_on_screen_notifier_3d.c,7,3,14,24,70601
thirdparty/libwebp/src/dsp/filters_sse2.c,0,2,14,16,12967
modules/godot_physics_2d/godot_area_pair_2d.c,1,6,14,21,26921
core/math/triangulate.c,0,1,5,6,6337
core/variant/dictionary.c,10,28,86,124,185701
thirdparty/harfbuzz/src/hb-style.c,0,3,7,10,12569
servers/rendering/storage/utilities.c,3,1,4,8,4055
modules/openxr/extensions/openxr_extension_wrapper_extension.c,5,3,19,27,172957
drivers/gles3/storage/mesh_storage.c,6,84,146,236,256697
thirdparty/manifold/src/manifold.c,9,38,90,137,170668
servers/rendering/renderer_rd/environment/sky.c,6,25,122,153,184810
thirdparty/freetype/src/base/ftgasp.c,0,0,1,1,252
thirdparty/zlib/crc32.c,2,2,19,23,4109
thirdparty/zstd/common/fse_decompress.c,5,3,14,22,15157
thirdparty/brotli/common/transform.c,1,0,4,5,2309
modules/openxr/extensions/openxr_mxink_extension.c,0,1,7,8,24925
scene/3d/lightmap_probe.c,4,0,5,9,12859
thirdparty/jolt_physics/Jolt/Physics/Collision/Shape/SphereShape.c,3,0,4,7,20298
thirdparty/rvo2/rvo2_3d/Agent3d.c,0,1,10,11,11909
modules/openxr/extensions/openxr_meta_controller_extension.c,0,1,10,11,40981
editor/localization_editor.c,17,22,59,98,134824
thirdparty/thorvg/src/loaders/external_webp/tvgWebpLoader.c,0,0,2,2,4400
scene/3d/retarget_modifier_3d.c,11,14,39,64,107326
scene/resources/texture.c,8,5,37,50,216269
modules/openxr/action_map/openxr_haptic_feedback.c,5,0,12,17,51392
thirdparty/mbedtls/library/pem.c,3,0,2,5,4427
servers/rendering/renderer_canvas_cull.c,8,57,146,211,271487
thirdparty/icu4c/common/uhash.c,0,5,8,13,6648
servers/rendering/dummy/storage/light_storage.c,0,0,11,11,17812
scene/3d/xr_nodes.c,10,17,53,80,193516
servers/audio/effects/eq_filter.c,0,1,6,7,6523
thirdparty/misc/qoa.c,0,1,13,14,5947
thirdparty/icu4c/common/uresdata.c,0,1,8,9,20024
scene/resources/audio_stream_polyphonic.c,13,2,23,38,100369
thirdparty/manifold/src/smoothing.c,5,41,60,106,92526
thirdparty/jolt_physics/Jolt/Physics/LargeIslandSplitter.c,6,1,9,16,9240
scene/resources/audio_stream_wav.c,26,11,44,81,164658
modules/gltf/extensions/gltf_document_extension_texture_webp.c,5,3,9,17,27733
servers/navigation_server_3d.c,12,5,38,55,425014
thirdparty/thorvg/src/renderer/tvgShape.c,0,0,4,4,22945
core/io/stream_peer_gzip.c,4,3,19,26,48008
scene/3d/physics/collision_object_3d.c,11,38,73,122,264905
editor/project_manager/quick_settings_dialog.c,13,18,23,54,63396
thirdparty/miniupnpc/src/upnpreplyparse.c,1,2,1,4,2028
scene/resources/animated_texture.c,6,2,24,32,101122
scene/3d/cpu_particles_3d.c,33,17,71,121,459283
core/os/time.c,10,4,52,66,153284
editor/window_wrapper.c,15,13,18,46,79265
thirdparty/mbedtls/library/x509write_crt.c,3,0,2,5,6134
thirdparty/icu4c/common/ucasemap_titlecase_brkiter.c,3,0,0,3,1887
thirdparty/pcre2/src/pcre2_serialize_16.c,2,1,4,7,2531
editor/plugins/navigation_obstacle_2d_editor_plugin.c,12,0,14,26,48178
modules/jolt_physics/spaces/jolt_space_3d.c,2,5,28,35,48815
platform/linuxbsd/x11/gl_manager_x11.c,0,0,5,5,9439
servers/audio/effects/audio_effect_compressor.c,8,1,24,33,73982
editor/plugins/curve_editor_plugin.c,21,7,37,65,136802
core/string/optimized_translation.c,5,17,50,72,78956
modules/enet/register_types.c,0,0,3,3,10683
thirdparty/pcre2/src/pcre2_match_32.c,5,19,111,135,94056
thirdparty/astcenc/astcenc_percentile_tables.c,0,1,2,3,1303
modules/gdscript/gdscript_rpc_callable.c,0,0,2,2,5949
editor/plugins/gizmos/geometry_instance_3d_gizmo_plugin.c,8,0,10,18,33338
scene/2d/navigation_obstacle_2d.c,8,3,24,35,141098
thirdparty/libvorbis/floor1.c,4,9,43,56,16333
editor/plugins/audio_stream_editor_plugin.c,18,6,11,35,78892
thirdparty/graphite/src/Collider.c,1,1,11,13,25096
thirdparty/glslang/glslang/MachineIndependent/parseConst.c,11,3,18,32,15909
servers/rendering/renderer_viewport.c,6,19,86,111,151239
thirdparty/freetype/src/gzip/ftgzip.c,1,3,2,6,4936
editor/plugins/gizmos/ray_cast_3d_gizmo_plugin.c,5,0,6,11,18349
scene/3d/physics/area_3d.c,7,29,70,106,229791
scene/resources/external_texture.c,6,0,10,16,46592
modules/openxr/extensions/openxr_hand_interaction_extension.c,0,1,7,8,24941
thirdparty/mbedtls/library/psa_crypto_mac.c,8,0,1,9,3994
thirdparty/libwebp/src/dsp/enc_sse2.c,3,0,44,47,83937
scene/3d/label_3d.c,15,9,47,71,365506
editor/editor_sectioned_inspector.c,13,9,20,42,70641
thirdparty/jolt_physics/Jolt/Physics/Body/Body.c,0,1,5,6,27198
core/io/stream_peer_tls.c,0,0,9,9,51270
servers/rendering/renderer_rd/forward_mobile/render_forward_mobile.c,22,61,188,271,318176
modules/gridmap/register_types.c,0,0,3,3,8900
thirdparty/icu4c/common/uiter.c,1,1,4,6,17631
editor/gui/editor_title_bar.c,8,0,9,17,28990
thirdparty/harfbuzz/src/hb-subset-instancer-iup.c,11,10,58,79,27934
drivers/gles3/effects/glow.c,0,22,8,30,31711
thirdparty/icu4c/common/ucase.c,0,1,14,15,19282
thirdparty/jolt_physics/Jolt/TriangleGrouper/TriangleGrouperClosestCentroid.c,1,6,7,14,8070
core/variant/array.c,1,49,89,139,162353
thirdparty/etcpak/DecodeRGB.c,0,4,20,24,11750
scene/3d/marker_3d.c,4,0,7,11,28343
modules/noise/noise_texture_2d.c,6,9,27,42,119230
core/math/color.c,0,1,15,16,34848
core/debugger/local_debugger.c,6,9,32,47,63410
platform/macos/export/export_plugin.c,6,14,64,84,425752
modules/noise/register_types.c,0,0,4,4,18248
servers/rendering/rendering_device_graph.c,5,18,90,113,140081
thirdparty/libwebp/src/dsp/cost.c,0,0,2,2,1359
thirdparty/harfbuzz/src/hb-subset-instancer-solver.c,0,0,3,3,2366
thirdparty/libwebp/src/utils/huffman_utils.c,0,2,13,15,3740
modules/gltf/editor/editor_import_blend_runner.c,3,7,26,36,45204
scene/3d/physics/ray_cast_3d.c,10,4,17,31,159603
editor/debugger/editor_profiler.c,15,34,81,130,150909
scene/resources/3d/shape_3d.c,8,1,16,25,58733
thirdparty/harfbuzz/src/hb-subset-input.c,2,10,28,40,20731
thirdparty/zlib/trees.c,0,6,16,22,12977
core/variant/variant_op.c,1,6,421,428,861527
modules/enet/enet_connection.c,6,3,35,44,153767
modules/openxr/extensions/openxr_local_floor_extension.c,0,1,7,8,7453
scene/2d/tile_map.c,28,16,87,131,428421
editor/import/editor_import_plugin.c,9,4,25,38,111219
thirdparty/pcre2/src/pcre2_dfa_match_16.c,6,9,21,36,52574
core/math/expression.c,4,13,30,47,102225
thirdparty/icu4c/common/patternprops.c,0,1,4,5,2333
editor/animation_bezier_editor.c,19,51,221,291,321518
thirdparty/jolt_physics/Jolt/Core/RTTI.c,0,0,19,19,4392
modules/godot_physics_3d/godot_collision_solver_3d.c,2,2,8,12,20467
modules/jolt_physics/objects/jolt_object_3d.c,0,2,2,4,5593
thirdparty/astcenc/astcenc_ideal_endpoints_and_weights.c,0,0,37,37,36274
thirdparty/jolt_physics/Jolt/Physics/Collision/Shape/PlaneShape.c,3,1,9,13,27589
scene/gui/texture_button.c,6,2,9,17,87840
modules/gltf/structures/gltf_mesh.c,0,0,16,16,70653
modules/vorbis/audio_stream_ogg_vorbis.c,16,9,42,67,141373
thirdparty/harfbuzz/src/hb-shape-plan.c,1,9,19,29,9414
thirdparty/libtheora/x86/mmxidct.c,0,0,1,1,23588
thirdparty/zstd/decompress/zstd_decompress.c,2,3,9,14,31686
thirdparty/freetype/src/pcf/pcf.c,0,3,23,26,16657
editor/animation_track_editor_plugins.c,15,24,34,73,148552
editor/import_dock.c,21,31,104,156,174956
modules/multiplayer/scene_multiplayer.c,10,13,69,92,224760
thirdparty/glslang/glslang/MachineIndependent/preprocessor/PpTokens.c,4,2,4,10,9640
core/io/image_loader.c,8,6,32,46,84050
thirdparty/freetype/src/cid/type1cid.c,1,4,19,24,18880
thirdparty/harfbuzz/src/hb-graphite2.c,2,1,15,18,5402
thirdparty/libktx/lib/filestream.c,0,0,1,1,1971
modules/webxr/webxr_interface.c,0,0,8,8,85132
scene/3d/physics/collision_polygon_3d.c,4,2,12,18,77213
scene/gui/option_button.c,11,10,39,60,219503
thirdparty/thorvg/src/renderer/tvgLoader.c,0,1,5,6,7088
editor/plugins/editor_plugin_settings.c,14,13,32,59,76429
modules/godot_physics_3d/godot_area_pair_3d.c,0,10,26,36,39796
core/io/resource_saver.c,4,7,42,53,103180
thirdparty/icu4c/common/ubidi_props.c,0,2,3,5,3682
servers/rendering/storage/render_scene_buffers.c,4,2,21,27,151140
editor/plugins/color_channel_selector.c,13,2,21,36,57763
modules/openxr/editor/openxr_binding_modifier_editor.c,20,9,23,52,91224
modules/bmp/image_loader_bmp.c,3,3,15,21,23759
thirdparty/icu4c/common/locavailable.c,0,2,3,5,4100
platform/linuxbsd/tts_linux.c,2,12,29,43,43275
servers/rendering/renderer_rd/storage_rd/render_scene_buffers_rd.c,9,16,79,104,351195
thirdparty/etcpak/ProcessDxtc.c,0,4,25,29,15367
scene/resources/theme.c,32,107,243,382,615093
servers/rendering/dummy/storage/mesh_storage.c,3,5,20,28,40319
scene/3d/reflection_probe.c,5,0,8,13,115427
scene/resources/curve_texture.c,11,5,34,50,89364
editor/import/resource_importer_csv_translation.c,5,11,21,37,46098
thirdparty/harfbuzz/src/hb-ot-map.c,3,5,35,43,19500
modules/openxr/extensions/openxr_composition_layer_depth_extension.c,0,1,7,8,7702
modules/openxr/openxr_api.c,41,39,142,222,260286
editor/connections_dialog.c,24,40,99,163,251468
