File,for loops,while loops,do-while loops,total loops,total nodes
modules/godot_physics_2d/godot_broad_phase_2d_bvh.c,7,7,37,51,72779
thirdparty/mbedtls/library/ctr_drbg.c,5,0,9,14,6742
modules/upnp/register_types.c,0,0,2,2,6027
thirdparty/libwebp/src/utils/rescaler_utils.c,0,1,2,3,2132
scene/resources/style_box_texture.c,5,0,8,13,109791
scene/3d/remote_transform_3d.c,4,4,18,26,57565
thirdparty/manifold/src/subdivision.c,5,13,62,80,61667
thirdparty/jolt_physics/Jolt/Physics/Vehicle/WheeledVehicleController.c,4,7,34,45,39766
editor/gui/editor_dir_dialog.c,13,10,22,45,77482
thirdparty/jolt_physics/Jolt/Physics/Collision/Shape/DecoratedShape.c,2,0,2,4,7399
thirdparty/basis_universal/encoder/basisu_comp.c,67,81,375,523,278437
editor/debugger/script_editor_debugger.c,25,49,143,217,377956
core/object/script_language_extension.c,0,2,5,7,115108
thirdparty/icu4c/common/uprops.c,0,10,6,16,21780
thirdparty/libtheora/x86/mmxstate.c,0,0,5,5,25097
editor/editor_locale_dialog.c,13,9,24,46,81721
editor/editor_script.c,3,0,5,8,33062
modules/openxr/action_map/openxr_interaction_profile.c,11,9,34,54,143333
modules/gdscript/language_server/gdscript_extend_parser.c,16,18,102,136,147100
modules/gltf/editor/editor_scene_importer_blend.c,19,12,48,79,165367
servers/rendering/rendering_light_culler.c,1,5,10,16,14961
editor/plugins/navigation_obstacle_3d_editor_plugin.c,19,9,32,60,114282
thirdparty/embree/kernels/bvh/bvh_statistics.c,49,0,21,70,77349
thirdparty/glslang/SPIRV/SpvPostProcess.c,15,37,59,111,50231
thirdparty/jolt_physics/Jolt/Core/JobSystemWithBarrier.c,0,3,10,13,5043
servers/camera_server.c,3,6,18,27,62981
thirdparty/icu4c/common/caniter.c,1,11,9,21,12647
thirdparty/thorvg/src/common/tvgCompressor.c,0,0,13,13,6822
scene/2d/camera_2d.c,5,11,20,36,182880
thirdparty/jolt_physics/Jolt/Physics/Collision/Shape/HeightFieldShape.c,79,52,196,327,234258
editor/export/project_zip_packer.c,0,1,3,4,7940
thirdparty/icu4c/common/ucptrie.c,0,0,3,3,7475
servers/rendering/shader_compiler.c,22,74,197,293,243780
editor/plugins/editor_resource_tooltip_plugins.c,12,2,18,32,86945
scene/resources/style_box_line.c,5,0,16,21,78360
thirdparty/vhacd/src/vhacdMesh.c,0,6,14,20,27552
editor/plugins/gizmos/mesh_instance_3d_gizmo_plugin.c,5,0,7,12,20253
thirdparty/embree/kernels/bvh/bvh_builder_sah_spatial.c,35,77,180,292,549508
thirdparty/openxr/src/loader/runtime_interface.c,12,15,40,67,52405
thirdparty/astcenc/astcenc_symbolic_physical.c,0,0,21,21,6484
scene/3d/spring_bone_simulator_3d.c,10,19,47,76,382228
servers/xr/xr_interface.c,3,1,11,15,154493
core/io/resource_importer.c,10,13,56,79,102719
thirdparty/jolt_physics/Jolt/Geometry/ConvexHullBuilder2D.c,0,1,12,13,6630
editor/doc_tools.c,24,70,235,329,359133
thirdparty/libtheora/state.c,1,6,29,36,15747
scene/resources/portable_compressed_texture.c,7,0,36,43,104136
thirdparty/mbedtls/library/version_features.c,0,0,1,1,189
editor/export/codesign.c,3,24,81,108,193011
drivers/gles3/storage/light_storage.c,3,30,105,138,169857
thirdparty/libtheora/fragment.c,0,0,9,9,1158
scene/resources/3d/concave_polygon_shape_3d.c,5,3,20,28,61385
drivers/gles3/rasterizer_canvas_gles3.c,0,47,76,123,208686
scene/animation/animation_tree.c,12,75,102,189,378861
thirdparty/libwebp/src/dec/vp8l_dec.c,6,9,26,41,24779
servers/audio/effects/audio_effect_record.c,9,1,34,44,84804
thirdparty/harfbuzz/src/hb-aat-layout.c,20,96,201,317,244521
core/io/ip.c,7,10,45,62,115516
core/math/dynamic_bvh.c,1,3,48,52,29259
editor/project_converter_3_to_4.c,31,32,149,212,357136
editor/gui/editor_zoom_widget.c,11,2,11,24,66534
editor/export/export_template_manager.c,17,19,39,75,153424
thirdparty/icu4c/common/ustrtrns.c,0,9,23,32,17715
scene/gui/subviewport_container.c,8,6,15,29,69688
modules/gltf/structures/gltf_accessor.c,0,0,17,17,88521
scene/resources/text_paragraph.c,3,2,39,44,341241
thirdparty/icu4c/common/ustring.c,3,21,35,59,14297
thirdparty/glslang/SPIRV/GlslangToSpv.c,46,112,210,368,549888
thirdparty/libvorbis/bitrate.c,0,0,5,5,4771
thirdparty/zstd/compress/huf_compress.c,9,15,95,119,34200
thirdparty/harfbuzz/src/hb-ot-name.c,0,20,27,47,21262
servers/rendering/storage/compositor_storage.c,1,9,14,24,25478
scene/resources/sky.c,4,0,12,16,60833
servers/navigation/navigation_path_query_parameters_3d.c,0,0,14,14,120229
thirdparty/harfbuzz/src/hb-face-builder.c,4,2,31,37,15339
scene/animation/animation_blend_space_1d.c,7,9,30,46,150113
modules/fbx/fbx_document.c,69,55,159,283,331193
thirdparty/libwebp/src/enc/analysis_enc.c,1,4,18,23,6003
editor/gui/editor_bottom_panel.c,10,17,23,50,66433
thirdparty/mbedtls/library/psa_crypto_slot_management.c,1,4,5,10,5351
modules/websocket/register_types.c,0,0,2,2,10502
scene/3d/spring_bone_collision_sphere_3d.c,5,0,10,15,47268
core/io/tcp_server.c,3,0,11,14,49530
core/io/compression.c,0,1,3,4,6148
thirdparty/icu4c/common/appendable.c,0,0,2,2,828
scene/2d/parallax_layer.c,5,2,14,21,42740
thirdparty/graphite/src/Sparse.c,0,0,1,1,741
core/io/dir_access.c,4,6,44,54,186321
thirdparty/icu4c/common/utrie2.c,2,1,7,10,10549
modules/csg/csg_shape.c,21,23,86,130,461946
core/os/os.c,5,11,61,77,91086
thirdparty/zlib/compress.c,0,0,1,1,508
thirdparty/msdfgen/core/msdfgen.c,0,8,56,64,26372
thirdparty/mbedtls/library/pkcs7.c,1,8,1,10,5285
modules/gltf/editor/editor_scene_importer_gltf.c,8,9,31,48,53808
modules/jsonrpc/register_types.c,0,0,1,1,2434
thirdparty/graphite/src/gr_features.c,0,0,1,1,1412
editor/debugger/debug_adapter/debug_adapter_parser.c,3,4,13,20,78683
thirdparty/embree/kernels/bvh/bvh_rotate.c,5,0,2,7,14693
thirdparty/minizip/zip.c,0,5,29,34,28902
drivers/unix/file_access_unix.c,7,0,7,14,22600
editor/export/editor_export.c,9,28,68,105,101659
thirdparty/jolt_physics/Jolt/Physics/Collision/CollideConvexVsTriangles.c,0,3,17,20,42038
thirdparty/xatlas/xatlas.c,13,72,433,518,270908
modules/godot_physics_3d/godot_physics_server_3d.c,4,14,53,71,171418
drivers/alsa/audio_driver_alsa.c,0,7,10,17,29116
thirdparty/recastnavigation/Recast/Source/RecastArea.c,0,6,27,33,11879
thirdparty/icu4c/common/locdistance.c,0,1,4,5,5963
thirdparty/icu4c/common/uvectr64.c,0,0,2,2,3442
thirdparty/astcenc/astcenc_find_best_partitioning.c,2,2,26,30,12813
modules/websocket/websocket_multiplayer_peer.c,5,14,32,51,146095
thirdparty/icu4c/common/ucln_cmn.c,0,0,2,2,506
editor/shader_globals_editor.c,12,6,28,46,72792
thirdparty/libwebp/src/enc/backward_references_cost_enc.c,2,10,22,34,10410
scene/3d/velocity_tracker_3d.c,2,0,10,12,39757
thirdparty/freetype/src/bdf/bdf.c,0,13,22,35,32765
thirdparty/icu4c/i18n/scriptset.c,3,3,19,25,6068
modules/openxr/scene/openxr_composition_layer_cylinder.c,5,2,17,24,58899
editor/register_editor_types.c,7,0,14,21,156657
drivers/unix/file_access_unix_pipe.c,4,0,4,8,14138
thirdparty/libwebp/src/enc/tree_enc.c,1,2,7,10,1884
modules/webp/image_loader_webp.c,3,0,4,7,14299
scene/resources/visual_shader_sdf_nodes.c,9,0,18,27,48216
core/config/engine.c,1,7,20,28,38906
scene/resources/syntax_highlighter.c,11,19,56,86,189178
scene/property_utils.c,1,0,9,10,13945
editor/export/editor_export_plugin.c,3,5,33,41,201197
modules/jolt_physics/spaces/jolt_motion_filter_3d.c,0,0,2,2,5165
thirdparty/libvorbis/floor0.c,0,1,3,4,2766
modules/etcpak/image_decompress_etcpak.c,0,0,5,5,1886
thirdparty/freetype/src/raster/raster.c,4,8,20,32,25870
thirdparty/meshoptimizer/overdrawanalyzer.c,1,0,9,10,4326
scene/main/timer.c,3,2,24,29,80064
editor/editor_paths.c,2,0,23,25,49727
editor/plugins/resource_preloader_editor_plugin.c,14,23,38,75,104204
editor/plugins/editor_context_menu_plugin.c,7,9,35,51,88637
modules/gltf/editor/editor_scene_exporter_gltf_settings.c,1,4,28,33,66126
thirdparty/manifold/src/edge_op.c,0,16,48,64,59712
editor/plugins/root_motion_editor_plugin.c,12,7,31,50,68930
modules/gdscript/gdscript_cache.c,3,16,87,106,126423
thirdparty/jolt_physics/Jolt/Physics/Collision/Shape/RotatedTranslatedShape.c,0,0,18,18,50799
scene/main/canvas_layer.c,3,4,10,17,114498
core/math/projection.c,0,0,16,16,33317
scene/theme/theme_db.c,9,33,86,128,181374
scene/3d/decal.c,5,1,13,19,111039
thirdparty/glad/egl.c,0,0,1,1,2895
editor/themes/editor_theme.c,5,20,23,48,59958
scene/2d/touch_screen_button.c,4,2,12,18,113078
servers/rendering/renderer_rd/effects/debug_effects.c,5,8,34,47,51393
thirdparty/embree/kernels/bvh/bvh_builder_twolevel.c,46,109,221,376,633260
drivers/unix/ip_unix.c,4,8,15,27,23588
thirdparty/icu4c/common/unormcmp.c,0,4,0,4,4686
thirdparty/icu4c/common/simpleformatter.c,0,1,4,5,6470
thirdparty/jolt_physics/Jolt/Renderer/DebugRenderer.c,26,49,165,240,158377
core/variant/callable.c,1,11,17,29,31049
thirdparty/graphite/src/GlyphCache.c,1,2,9,12,12939
thirdparty/libvorbis/lsp.c,0,7,22,29,5804
drivers/png/resource_saver_png.c,3,0,4,7,16780
thirdparty/embree/kernels/bvh/bvh4_factory.c,32,0,0,32,79781
thirdparty/glslang/glslang/MachineIndependent/RemoveTree.c,9,0,3,12,4184
scene/resources/visual_shader_nodes.c,90,14,170,274,1650322
core/crypto/crypto.c,6,0,11,17,186090
thirdparty/icu4c/common/bytestrie.c,0,7,9,16,6562
editor/plugins/gizmos/label_3d_gizmo_plugin.c,5,0,6,11,16874
thirdparty/icu4c/common/stringtriebuilder.c,0,1,13,14,16263
thirdparty/minizip/unzip.c,1,1,10,12,18792
thirdparty/glslang/SPIRV/SPVRemapper.c,13,77,85,175,138665
editor/plugins/audio_stream_randomizer_editor_plugin.c,4,3,13,20,27286
servers/xr/xr_vrs.c,2,2,17,21,57016
scene/resources/2d/polygon_path_finder.c,7,18,38,63,137497
thirdparty/libpng/pngwrite.c,3,2,19,24,20908
scene/3d/physics/joints/pin_joint_3d.c,5,0,10,15,44435
editor/plugins/gizmos/fog_volume_gizmo_plugin.c,7,0,8,15,36461
scene/3d/camera_3d.c,5,5,17,27,265843
thirdparty/harfbuzz/src/hb-ft.c,3,1,11,15,22051
scene/gui/texture_rect.c,4,2,18,24,79657
thirdparty/libpng/pngrutil.c,4,16,37,57,41313
thirdparty/pcre2/src/pcre2_auto_possess_32.c,1,3,9,13,7681
thirdparty/embree/common/lexers/tokenstream.c,3,6,23,32,136527
thirdparty/icu4c/common/normlzr.c,0,1,1,2,10870
editor/event_listener_line_edit.c,6,4,19,29,56843
thirdparty/jolt_physics/Jolt/Physics/Collision/Shape/MeshShape.c,29,22,131,182,238606
thirdparty/jolt_physics/Jolt/Physics/Vehicle/VehicleConstraint.c,12,10,17,39,69022
thirdparty/vhacd/src/btConvexHullComputer.c,9,26,81,116,72412
modules/interactive_music/audio_stream_synchronized.c,13,10,40,63,94242
thirdparty/icu4c/i18n/uspoof.c,0,2,3,5,15368
scene/2d/node_2d.c,4,2,6,12,101953
thirdparty/libpng/pngmem.c,2,0,0,2,2388
modules/navigation/2d/nav_mesh_generator_2d.c,35,29,94,158,127210
scene/resources/2d/concave_polygon_shape_2d.c,5,0,13,18,35757
thirdparty/zstd/compress/hist.c,1,2,5,8,3180
modules/godot_physics_3d/joints/godot_cone_twist_joint_3d.c,0,4,12,16,28621
core/io/remote_filesystem_client.c,1,8,39,48,44325
scene/resources/compressed_texture.c,16,2,15,33,109167
scene/gui/control.c,10,88,231,329,918333
editor/node_dock.c,8,2,7,17,48071
thirdparty/libwebp/src/dsp/lossless_sse2.c,0,1,20,21,80717
thirdparty/enet/protocol.c,5,2,11,18,24946
modules/openxr/extensions/openxr_dpad_binding_extension.c,6,1,14,21,103362
thirdparty/icu4c/common/normalizer2impl.c,0,17,33,50,73136
editor/plugins/dedicated_server_export_plugin.c,3,3,11,17,25698
thirdparty/mbedtls/library/x509_create.c,0,1,8,9,4596
thirdparty/mbedtls/library/ripemd160.c,3,0,3,6,14252
editor/editor_dock_manager.c,21,28,58,107,171481
drivers/gles3/storage/utilities.c,0,6,30,36,52277
editor/plugins/editor_plugin.c,3,8,32,43,382888
scene/3d/skeleton_modifier_3d.c,4,3,15,22,57405
modules/godot_physics_3d/joints/godot_pin_joint_3d.c,0,4,12,16,16740
scene/resources/2d/separation_ray_shape_2d.c,5,0,12,17,50874
drivers/gles3/storage/config.c,1,1,29,31,32174
thirdparty/astcenc/astcenc_compute_variance.c,0,1,32,33,7823
thirdparty/icu4c/common/utrie.c,5,6,31,42,14380
servers/rendering/renderer_rd/effects/vrs.c,0,6,20,26,25666
servers/rendering/renderer_rd/storage_rd/texture_storage.c,6,66,183,255,296179
core/doc_data.c,0,1,9,10,18046
scene/animation/animation_mixer.c,20,114,175,309,492276
modules/jolt_physics/objects/jolt_physics_direct_body_state_3d.c,3,1,5,9,17102
editor/project_manager.c,23,43,115,181,254751
scene/2d/mesh_instance_2d.c,15,8,34,57,82725
editor/import/audio_stream_import_settings.c,22,11,38,71,124835
thirdparty/msdfgen/core/Contour.c,0,1,10,11,5417
thirdparty/basis_universal/transcoder/basisu_transcoder.c,27,71,509,607,302705
thirdparty/libvorbis/smallft.c,0,1,98,99,20163
modules/openxr/extensions/openxr_pico_controller_extension.c,0,1,9,10,30514
drivers/gles3/storage/texture_storage.c,4,35,114,153,262929
thirdparty/vhacd/src/vhacdVolume.c,2,11,93,106,91643
scene/2d/visible_on_screen_notifier_2d.c,6,3,18,27,77671
thirdparty/embree/kernels/bvh/bvh_builder_sah.c,8,24,35,67,75864
thirdparty/zlib/inflate.c,9,5,19,33,25477
modules/openxr/editor/openxr_action_map_editor.c,19,18,38,75,140590
modules/multiplayer/multiplayer_spawner.c,5,18,35,58,132594
platform/android/api/api.c,9,1,19,29,85801
modules/raycast/static_raycaster_embree.c,4,2,9,15,19444
modules/noise/noise.c,5,9,61,75,114738
drivers/alsamidi/midi_driver_alsamidi.c,2,4,7,13,10595
thirdparty/zstd/common/xxhash.c,1,0,8,9,6082
platform/web/export/export_plugin.c,7,5,32,44,137719
thirdparty/libwebp/src/enc/picture_psnr_enc.c,0,0,16,16,3423
modules/mbedtls/packet_peer_mbed_dtls.c,6,0,11,17,31175
thirdparty/icu4c/common/ubidiln.c,2,11,47,60,16629
thirdparty/glslang/glslang/MachineIndependent/Scan.c,2,22,38,62,137741
editor/plugins/sub_viewport_preview_editor_plugin.c,10,2,15,27,43014
servers/rendering/rendering_server_default.c,5,3,96,104,740460
thirdparty/zstd/compress/zstd_compress.c,32,12,35,79,108066
modules/ktx/register_types.c,2,0,3,5,8973
modules/jolt_physics/shapes/jolt_separation_ray_shape_3d.c,0,0,4,4,7239
modules/gltf/editor/editor_scene_exporter_gltf_plugin.c,11,11,36,58,63628
thirdparty/libwebp/src/utils/bit_writer_utils.c,0,1,4,5,5431
thirdparty/harfbuzz/src/hb-subset-plan.c,39,184,618,841,581454
thirdparty/glslang/glslang/ResourceLimits/ResourceLimits.c,0,1,0,1,21350
modules/openxr/extensions/openxr_composition_layer_extension.c,2,3,9,14,18420
thirdparty/meshoptimizer/vertexcodec.c,1,4,16,21,19494
core/io/json.c,32,12,65,109,198526
servers/rendering/shader_language.c,30,177,536,743,784187
editor/import/resource_importer_layered_texture.c,8,15,41,64,96539
thirdparty/icu4c/common/uloc.c,2,15,24,41,37358
editor/editor_layouts_dialog.c,17,6,25,48,68786
scene/resources/curve.c,12,14,133,159,521610
scene/gui/line_edit.c,12,10,46,68,370925
core/variant/variant_call.c,4,119,1247,1370,2154589
editor/editor_properties_array_dict.c,27,55,155,237,279207
editor/groups_editor.c,17,40,115,172,203717
servers/audio/effects/reverb_filter.c,1,1,14,16,5280
modules/vorbis/register_types.c,2,0,4,6,15400
scene/resources/3d/navigation_mesh_source_geometry_data_3d.c,7,3,56,66,151309
scene/3d/voxel_gi.c,12,4,31,47,203400
modules/openxr/action_map/openxr_binding_modifier.c,4,0,14,18,31771
thirdparty/harfbuzz/src/hb-ot-shaper-hangul.c,2,2,19,23,14977
scene/3d/physics/joints/cone_twist_joint_3d.c,5,0,9,14,46715
scene/2d/marker_2d.c,5,0,10,15,35259
thirdparty/thorvg/src/renderer/sw_engine/tvgSwPostEffect.c,0,1,16,17,9108
thirdparty/freetype/src/sdf/sdf.c,2,5,36,43,27318
core/math/geometry_3d.c,2,13,68,83,43832
editor/import/resource_importer_wav.c,4,0,9,13,44065
thirdparty/manifold/src/boolean_result.c,10,29,77,116,91503
core/string/string_builder.c,0,1,3,4,4267
thirdparty/misc/smaz.c,1,1,4,6,2461
editor/plugins/editor_debugger_plugin.c,5,15,43,63,133305
thirdparty/libwebp/src/dsp/lossless.c,1,0,35,36,12197
servers/rendering/storage/environment_storage.c,1,1,5,7,53067
thirdparty/mbedtls/library/ecjpake.c,1,0,3,4,8283
thirdparty/jolt_physics/Jolt/TriangleSplitter/TriangleSplitterMorton.c,2,2,8,12,5698
thirdparty/mbedtls/library/camellia.c,4,5,24,33,9608
editor/plugins/text_editor.c,17,9,21,47,103221
thirdparty/meshoptimizer/spatialorder.c,2,0,13,15,3778
scene/gui/reference_rect.c,0,0,7,7,45066
servers/audio/effects/audio_effect_delay.c,8,0,13,21,85664
modules/gdscript/language_server/gdscript_language_protocol.c,6,11,46,63,134604
thirdparty/graphite/src/TtfUtil.c,0,2,8,10,10562
thirdparty/jolt_physics/Jolt/Physics/Constraints/GearConstraint.c,1,0,2,3,19292
thirdparty/freetype/src/otvalid/otvalid.c,1,15,57,73,39431
modules/gltf/gltf_document.c,111,133,448,692,1113994
scene/3d/navigation_obstacle_3d.c,4,5,19,28,143077
thirdparty/basis_universal/encoder/pvpngreader.c,5,11,106,122,40921
thirdparty/pcre2/src/pcre2_compile_16.c,4,28,58,90,96506
scene/3d/gpu_particles_3d.c,7,10,25,42,265701
modules/jolt_physics/shapes/jolt_shape_3d.c,2,4,21,27,38942
thirdparty/mbedtls/library/oid.c,0,6,21,27,6445
scene/resources/3d/box_shape_3d.c,5,0,11,16,40315
modules/webxr/register_types.c,0,0,1,1,3463
thirdparty/icu4c/common/cstring.c,0,6,2,8,2532
scene/resources/camera_attributes.c,6,0,8,14,89709
thirdparty/icu4c/common/utext.c,2,4,15,21,36869
servers/audio/audio_rb_resampler.c,0,0,8,8,5477
thirdparty/harfbuzz/src/hb-aat-map.c,0,3,27,30,12475
thirdparty/jolt_physics/Jolt/Physics/Collision/EstimateCollisionResponse.c,0,0,5,5,11384
editor/plugins/gizmos/gpu_particles_3d_gizmo_plugin.c,5,0,7,12,22839
thirdparty/miniupnpc/src/miniupnpc.c,7,6,10,23,9797
core/object/object.c,17,46,127,190,400040
thirdparty/icu4c/common/unistr_case.c,0,1,0,1,3589
scene/debugger/scene_debugger.c,15,67,161,243,266980
core/io/dtls_server.c,0,0,4,4,21207
modules/openxr/extensions/openxr_ml2_controller_extension.c,0,1,8,9,19723
thirdparty/vhacd/src/VHACD-ASYNC.c,11,0,10,21,26459
thirdparty/meshoptimizer/stripifier.c,2,1,6,9,3924
modules/godot_physics_3d/joints/godot_hinge_joint_3d.c,0,4,15,19,35035
modules/openxr/extensions/openxr_visibility_mask_extension.c,0,2,15,17,23679
thirdparty/vhacd/src/vhacdManifoldMesh.c,0,24,19,43,12040
thirdparty/libwebp/src/dsp/lossless_enc.c,12,2,33,47,15799
modules/lightmapper_rd/lightmapper_rd.c,18,86,237,341,345505
thirdparty/icu4c/common/ubrk.c,4,0,0,4,4092
thirdparty/basis_universal/encoder/basisu_enc.c,14,26,216,256,109346
thirdparty/harfbuzz/src/hb-ot-cff1-table.c,2,8,42,52,91862
servers/xr/xr_face_tracker.c,7,0,11,18,112435
servers/audio/effects/audio_effect_phaser.c,9,0,20,29,56350
servers/rendering/dummy/storage/material_storage.c,0,44,129,173,105927
editor/plugins/gizmos/audio_listener_3d_gizmo_plugin.c,5,0,6,11,18297
thirdparty/misc/smolv.c,7,6,70,83,32974
editor/editor_folding.c,11,4,24,39,46698
modules/tinyexr/image_loader_tinyexr.c,3,1,10,14,20853
scene/2d/multimesh_instance_2d.c,17,7,35,59,83030
modules/interactive_music/editor/audio_stream_interactive_editor_plugin.c,19,11,32,62,113919
editor/plugins/debugger_editor_plugin.c,4,2,8,14,39111
modules/xatlas_unwrap/register_types.c,0,0,3,3,2955
servers/rendering/rendering_context_driver.c,0,7,10,17,15689
servers/rendering/renderer_rd/environment/gi.c,17,27,147,191,299761
thirdparty/mbedtls/library/ecdh.c,1,0,0,1,2838
scene/gui/graph_element.c,5,2,14,21,65641
thirdparty/libwebp/src/enc/vp8l_enc.c,13,5,37,55,29340
platform/linuxbsd/joypad_linux.c,8,6,24,38,24134
editor/fbx_importer_manager.c,13,4,17,34,56551
scene/gui/texture_progress_bar.c,6,5,15,26,149341
thirdparty/mbedtls/library/ecp.c,0,25,34,59,25871
thirdparty/graphite/src/Face.c,0,0,8,8,7046
editor/gui/editor_version_button.c,7,0,9,16,28291
scene/3d/spring_bone_collision_capsule_3d.c,5,0,12,17,50526
thirdparty/glslang/glslang/MachineIndependent/preprocessor/PpContext.c,9,0,3,12,6322
main/main_timer_sync.c,0,1,4,5,7045
core/extension/extension_api_dump.c,39,35,158,232,217040
servers/physics_server_3d_wrap_mt.c,1,2,38,41,170270
thirdparty/harfbuzz/src/hb-draw.c,0,3,5,8,9346
scene/3d/soft_body_3d.c,9,17,57,83,212487
platform/windows/export/export_plugin.c,7,10,41,58,160565
thirdparty/miniupnpc/src/miniwget.c,0,7,8,15,6575
thirdparty/zstd/compress/zstd_ldm.c,6,6,15,27,12242
modules/openxr/action_map/openxr_action.c,5,3,18,26,70962
thirdparty/jolt_physics/Jolt/TriangleSplitter/TriangleSplitterLongestAxis.c,0,0,2,2,1713
thirdparty/astcenc/astcenc_decompress_symbolic.c,0,1,11,12,16300
thirdparty/libwebp/src/enc/quant_enc.c,4,4,35,43,24090
modules/ogg/register_types.c,4,0,9,13,20534
thirdparty/pcre2/src/pcre2_match_16.c,8,20,124,152,111422
servers/xr/xr_hand_tracker.c,9,0,14,23,119824
thirdparty/msdfgen/core/rasterization.c,0,0,12,12,6395
editor/editor_property_name_processor.c,3,8,46,57,92761
core/io/packet_peer_dtls.c,0,0,7,7,30633
thirdparty/libvorbis/lpc.c,0,3,9,12,2636
scene/3d/skeleton_ik_3d.c,5,4,20,29,153083
modules/openxr/editor/openxr_action_editor.c,8,6,15,29,55120
thirdparty/recastnavigation/Recast/Source/Recast.c,2,2,14,18,10028
thirdparty/jpeg-compressor/jpge.c,9,8,55,72,57265
scene/main/missing_node.c,3,5,31,39,68706
thirdparty/rvo2/rvo2_2d/KdTree2d.c,0,3,13,16,17099
thirdparty/libwebp/src/dsp/cost_sse2.c,1,0,1,2,4374
core/io/http_client.c,6,0,18,24,175497
thirdparty/thorvg/src/renderer/sw_engine/tvgSwMemPool.c,0,0,1,1,2030
thirdparty/embree/kernels/common/acceln.c,0,0,16,16,29872
scene/3d/lightmapper.c,3,0,4,7,9554
editor/gui/editor_spin_slider.c,6,12,28,46,104791
editor/plugins/gizmos/occluder_instance_3d_gizmo_plugin.c,5,0,8,13,34242
thirdparty/jolt_physics/Jolt/Physics/IslandBuilder.c,0,6,20,26,9741
scene/gui/scroll_container.c,13,8,21,42,140392
thirdparty/jolt_physics/Jolt/Physics/Collision/Shape/TriangleShape.c,0,0,5,5,32724
thirdparty/embree/kernels/common/rtcore_builder.c,41,83,176,300,526831
thirdparty/mbedtls/library/ssl_ticket.c,1,0,0,1,3032
editor/plugins/shader_file_editor_plugin.c,16,33,63,112,94566
modules/gdscript/language_server/gdscript_workspace.c,14,32,128,174,222824
thirdparty/icu4c/common/locmap.c,0,2,4,6,5087
thirdparty/jolt_physics/Jolt/Physics/Constraints/ContactConstraintManager.c,15,27,138,180,191881
editor/themes/editor_fonts.c,1,2,5,8,55114
scene/3d/occluder_instance_3d.c,16,9,49,74,222274
editor/surface_upgrade_tool.c,11,7,17,35,55044
modules/text_server_adv/thorvg_svg_in_ot.c,3,10,39,52,61710
core/object/callable_method_pointer.c,0,1,1,2,1050
core/variant/variant_destruct.c,0,0,1,1,3879
thirdparty/vhacd/src/vhacdRaycastMesh.c,0,0,5,5,3171
editor/editor_autoload_settings.c,20,27,66,113,153418
thirdparty/mbedtls/library/rsa_alt_helpers.c,0,0,2,2,3522
core/io/pck_packer.c,1,1,27,29,59062
modules/jolt_physics/shapes/jolt_convex_polygon_shape_3d.c,0,1,7,8,7895
thirdparty/clipper2/src/clipper.rectclip.c,6,19,38,63,41517
platform/windows/export/export.c,0,0,3,3,11724
thirdparty/recastnavigation/Recast/Source/RecastLayers.c,5,1,33,39,10260
servers/register_server_types.c,69,30,230,329,1076259
thirdparty/icu4c/common/loclikelysubtags.c,4,4,14,22,28963
modules/csg/register_types.c,0,0,9,9,27567
editor/plugins/camera_3d_editor_plugin.c,15,8,13,36,65049
servers/rendering/renderer_rd/renderer_canvas_render_rd.c,7,47,190,244,301249
core/config/project_settings.c,31,81,219,331,404448
modules/navigation/nav_map.c,9,18,75,102,61705
editor/progress_dialog.c,13,14,31,58,72524
core/io/file_access_zip.c,3,5,20,28,33948
thirdparty/libwebp/src/enc/predictor_enc.c,6,3,25,34,10184
thirdparty/basis_universal/encoder/basisu_ssim.c,1,2,46,49,18259
thirdparty/jolt_physics/Jolt/Physics/Collision/BroadPhase/BroadPhaseBruteForce.c,5,4,19,28,14549
thirdparty/mbedtls/library/ccm.c,2,2,9,13,8089
thirdparty/jolt_physics/Jolt/Skeleton/Skeleton.c,3,1,13,17,12364
modules/openxr/openxr_interface.c,19,11,38,68,246537
thirdparty/harfbuzz/src/hb-buffer.c,5,10,74,89,41411
editor/plugins/gizmos/decal_gizmo_plugin.c,7,1,8,16,35619
thirdparty/libwebp/src/enc/syntax_enc.c,0,1,7,8,4760
thirdparty/libwebp/src/demux/anim_decode.c,0,0,5,5,4725
thirdparty/icu4c/common/util_props.c,0,3,1,4,6096
editor/directory_create_dialog.c,12,4,21,37,60933
servers/rendering/renderer_rd/effects/bokeh_dof.c,2,11,71,84,70088
thirdparty/openxr/src/loader/api_layer_interface.c,9,16,51,76,58581
thirdparty/jolt_physics/Jolt/Physics/Constraints/ConeConstraint.c,0,0,8,8,44583
modules/navigation/editor/navigation_mesh_editor_plugin.c,9,2,4,15,39375
thirdparty/pcre2/src/pcre2_serialize_32.c,2,1,4,7,2531
modules/openxr/action_map/openxr_action_set.c,5,1,18,24,73134
thirdparty/basis_universal/encoder/basisu_uastc_enc.c,28,33,146,207,322228
thirdparty/jolt_physics/Jolt/Math/Vec3.c,0,0,4,4,2826
editor/import/3d/editor_import_collada.c,27,72,406,505,476868
thirdparty/jolt_physics/Jolt/Physics/PhysicsSystem.c,22,25,98,145,155482
thirdparty/icu4c/common/ubidi.c,3,6,57,66,39734
modules/jolt_physics/shapes/jolt_capsule_shape_3d.c,0,0,4,4,6941
scene/resources/2d/convex_polygon_shape_2d.c,6,6,34,46,52886
