File,for/loops,while/loops,do-while/loops,total
apps/openssl-bin-genpkey.c,0,0,0,0
crypto/asn1/libcrypto-lib-t_pkey.c,0,0,0,0
crypto/libcrypto-shlib-core_namemap.c,0,0,0,0
crypto/bn/libcrypto-shlib-bn_x931p.c,0,0,0,0
thirdparty/icu4c/common/ucnvscsu.c,0,0,0,0
thirdparty/jolt_physics/Jolt/Physics/Collision/Shape/DecoratedShape.c,2,0,2,4
thirdparty/icu4c/common/errorcode.c,0,0,0,0
modules/text_server_adv/text_server_adv.c,0,0,0,0
ssl/libssl-lib-methods.c,0,0,0,0
test/asn1_internal_test-bin-asn1_internal_test.c,0,0,0,0
drivers/windows/thread_windows.c,0,0,0,0
thirdparty/basis_universal/encoder/basisu_comp.c,80,81,373,534
thirdparty/icu4c/common/servls.c,0,0,0,0
providers/implementations/ciphers/libdefault-lib-cipher_sm4_xts_hw.c,0,0,0,0
crypto/x509/libcrypto-lib-v3_battcons.c,0,0,0,0
thirdparty/pcre2/src/pcre2_find_bracket_16.c,0,0,0,0
modules/etcpak/register_types.c,0,0,0,0
providers/implementations/kdfs/libdefault-lib-hmacdrbg_kdf.c,0,0,0,0
editor/debugger/script_editor_debugger.c,25,50,142,217
crypto/cast/libcrypto-lib-c_skey.c,0,0,0,0
lib/malloc/libcoreutils_a-dynarray_emplace_enlarge.c,0,0,0,0
core/object/script_language_extension.c,5,2,5,12
thirdparty/icu4c/common/uprops.c,5,10,6,21
lib/libcoreutils_a-xgetgroups.c,0,0,0,0
crypto/store/libcrypto-shlib-store_register.c,5,0,3,8
thirdparty/libtheora/x86/mmxstate.c,1,0,5,6
providers/implementations/ciphers/libdefault-lib-cipher_chacha20_poly1305.c,0,0,0,0
test/params_test-bin-params_test.c,0,0,0,0
crypto/ec/libcrypto-shlib-ec_asn1.c,0,0,0,0
test/helpers/sslapitest-bin-ssltestlib.c,6,7,12,25
lib/libcoreutils_a-dirname.c,0,0,0,0
thirdparty/graphite/src/direct_machine.c,0,0,0,0
editor/editor_locale_dialog.c,13,9,24,46
crypto/asn1/libcrypto-shlib-p8_pkey.c,0,0,0,0
crypto/dsa/libcrypto-shlib-dsa_gen.c,1,0,0,1
crypto/bio/libcrypto-lib-bio_addr.c,6,1,1,8
crypto/mdc2/libcrypto-shlib-mdc2_one.c,0,0,0,0
editor/renames_map_3_to_4.c,0,0,0,0
crypto/buffer/libcrypto-shlib-buffer.c,0,0,0,0
core/crypto/crypto_core.c,0,0,0,0
ssl/quic/libssl-shlib-qlog.c,4,3,4,11
crypto/bio/libcrypto-shlib-bss_dgram.c,1,4,9,14
crypto/evp/libcrypto-shlib-e_cast.c,0,0,0,0
editor/editor_script.c,4,0,5,9
modules/openxr/action_map/openxr_interaction_profile.c,0,0,0,0
crypto/des/libcrypto-lib-ofb_enc.c,0,0,0,0
crypto/rsa/libcrypto-shlib-rsa_asn1.c,0,0,0,0
thirdparty/recastnavigation/Recast/Source/RecastAlloc.c,0,0,0,0
crypto/bn/libcrypto-lib-bn_exp.c,2,5,37,44
modules/gdscript/language_server/gdscript_extend_parser.c,28,18,102,148
modules/gltf/editor/editor_scene_importer_blend.c,19,12,48,79
ssl/statem/libssl-shlib-statem.c,3,0,0,3
servers/rendering/rendering_light_culler.c,0,0,0,0
ssl/libssl-lib-ssl_init.c,0,0,0,0
thirdparty/libtheora/x86/x86cpu.c,0,0,0,0
editor/plugins/navigation_obstacle_3d_editor_plugin.c,19,9,32,60
thirdparty/embree/kernels/bvh/bvh_statistics.c,49,0,21,70
thirdparty/glslang/SPIRV/SpvPostProcess.c,0,0,0,0
thirdparty/glslang/SPIRV/SpvTools.c,0,0,0,0
crypto/x509/libcrypto-shlib-v3err.c,0,0,0,0
fuzz/quic-server-test-bin-quic-server.c,0,0,0,0
thirdparty/jolt_physics/Jolt/Core/JobSystemWithBarrier.c,0,0,0,0
servers/camera_server.c,2,6,16,24
crypto/ct/libcrypto-shlib-ct_sct_ctx.c,0,0,0,0
crypto/dsa/libcrypto-lib-dsa_gen.c,1,0,0,1
thirdparty/icu4c/common/caniter.c,0,0,0,0
thirdparty/thorvg/src/common/tvgCompressor.c,0,0,0,0
thirdparty/libwebp/src/dsp/enc_neon.c,0,0,0,0
crypto/x509/libcrypto-lib-v3_lib.c,0,0,0,0
crypto/x509/libcrypto-lib-x509_att.c,0,0,0,0
scene/2d/camera_2d.c,5,11,20,36
crypto/x509/libcrypto-lib-x509aset.c,0,0,0,0
thirdparty/jolt_physics/Jolt/Physics/Collision/Shape/HeightFieldShape.c,73,46,185,304
crypto/slh_dsa/libcrypto-lib-slh_hash.c,0,0,0,0
editor/export/project_zip_packer.c,0,0,0,0
thirdparty/icu4c/common/ucptrie.c,0,0,0,0
crypto/asn1/libcrypto-shlib-x_info.c,0,0,0,0
crypto/dsa/libcrypto-lib-dsa_key.c,1,0,0,1
lib/libcoreutils_a-xmemcoll.c,0,0,0,0
test/exptest-bin-exptest.c,0,0,0,0
apps/lib/uitest-bin-apps_ui.c,4,0,1,5
crypto/store/libcrypto-lib-store_err.c,0,0,0,0
crypto/asn1/libcrypto-lib-a_bitstr.c,0,0,0,0
crypto/evp/libcrypto-shlib-keymgmt_meth.c,26,0,1,27
crypto/engine/libcrypto-lib-eng_pkey.c,1,0,0,1
crypto/ts/libcrypto-lib-ts_req_print.c,0,0,0,0
servers/rendering/shader_compiler.c,25,74,197,296
crypto/aes/libcrypto-lib-aes_ofb.c,0,0,0,0
editor/plugins/editor_resource_tooltip_plugins.c,12,2,18,32
lib/libcoreutils_a-mbsrtoc32s-state.c,0,0,0,0
thirdparty/astcenc/astcenc_weight_quant_xfer_tables.c,0,0,0,0
providers/implementations/ciphers/libdefault-lib-cipher_aes_xts_hw.c,0,0,0,0
crypto/des/libcrypto-lib-xcbc_enc.c,0,0,0,0
scene/resources/style_box_line.c,7,0,16,23
thirdparty/miniupnpc/src/minisoap.c,0,0,0,0
fuzz/punycode-test-bin-punycode.c,0,0,0,0
thirdparty/vhacd/src/vhacdMesh.c,0,0,0,0
editor/plugins/gizmos/mesh_instance_3d_gizmo_plugin.c,0,0,0,0
test/helpers/json_test-bin-ssltestlib.c,6,7,12,25
crypto/ec/libcrypto-shlib-ec_err.c,0,0,0,0
crypto/dsa/libcrypto-shlib-dsa_key.c,1,0,0,1
ssl/record/methods/libssl-shlib-tlsany_meth.c,0,0,0,0
crypto/x509/libcrypto-lib-x509type.c,0,0,0,0
crypto/evp/libcrypto-shlib-m_sigver.c,7,0,1,8
thirdparty/embree/kernels/bvh/bvh_builder_sah_spatial.c,35,77,184,296
thirdparty/libktx/lib/checkheader.c,0,0,0,0
test/rc2test-bin-rc2test.c,0,0,0,0
providers/implementations/kdfs/liblegacy-lib-pbkdf1.c,3,0,1,4
crypto/pem/loader_attic-dso-pvkfmt.c,3,0,0,3
ssl/quic/libssl-shlib-quic_rx_depack.c,1,1,1,3
thirdparty/openxr/src/loader/runtime_interface.c,18,15,40,73
thirdparty/astcenc/astcenc_symbolic_physical.c,1,0,21,22
src/timeout.c,0,0,0,0
thirdparty/zstd/common/pool.c,0,0,0,0
scene/3d/spring_bone_simulator_3d.c,12,19,47,78
servers/xr/xr_interface.c,8,1,11,20
core/io/resource_importer.c,12,10,56,78
thirdparty/jolt_physics/Jolt/Geometry/ConvexHullBuilder2D.c,0,0,0,0
test/buildtest_c_core-bin-buildtest_core.c,0,0,0,0
editor/doc_tools.c,94,70,235,399
crypto/poly1305/libcrypto-lib-poly1305.c,1,0,2,3
crypto/ec/libcrypto-lib-ec_oct.c,3,0,0,3
crypto/x509/libcrypto-lib-x_x509a.c,0,0,0,0
crypto/evp/libcrypto-shlib-dsa_ctrl.c,0,0,0,0
test/buildtest_c_conftypes-bin-buildtest_conftypes.c,0,0,0,0
lib/libcoreutils_a-strnumcmp.c,0,0,0,0
thirdparty/libtheora/state.c,9,6,29,44
providers/implementations/digests/libdefault-lib-null_prov.c,0,0,0,0
crypto/ripemd/libcrypto-lib-rmd_one.c,0,0,0,0
crypto/des/libcrypto-lib-des_enc.c,4,0,4,8
crypto/x509/libcrypto-lib-v3_ncons.c,0,0,0,0
thirdparty/icu4c/common/icuplug.c,0,0,0,0
scene/resources/portable_compressed_texture.c,7,0,36,43
providers/implementations/ciphers/liblegacy-lib-cipher_tdes_common.c,0,0,0,0
thirdparty/mbedtls/library/version_features.c,0,0,0,0
test/curve448_internal_test-bin-curve448_internal_test.c,0,0,0,0
src/wc.c,0,0,0,0
fuzz/quic-rcidm-test-bin-fuzz_rand.c,0,0,0,0
editor/export/codesign.c,4,24,81,109
thirdparty/thorvg/src/renderer/tvgFill.c,0,0,0,0
drivers/gles3/storage/light_storage.c,15,30,104,149
crypto/evp/libcrypto-lib-ec_support.c,0,0,0,0
thirdparty/libtheora/fragment.c,0,0,0,0
servers/rendering/rendering_method.c,0,0,0,0
crypto/x509/libcrypto-shlib-v3_pci.c,0,0,0,0
scene/resources/3d/concave_polygon_shape_3d.c,0,0,0,0
lib/unictype/libcoreutils_a-ctype_xdigit.c,0,0,0,0
test/cmp_ctx_test-bin-cmp_ctx_test.c,10,0,1,11
thirdparty/icu4c/common/ustr_cnv.c,0,0,0,0
drivers/gles3/rasterizer_canvas_gles3.c,0,47,76,123
crypto/ts/libcrypto-shlib-ts_rsp_print.c,0,0,0,0
scene/animation/animation_tree.c,12,75,102,189
thirdparty/libwebp/src/dec/vp8l_dec.c,0,0,0,0
servers/audio/effects/audio_effect_record.c,0,0,0,0
thirdparty/jolt_physics/Jolt/Physics/Constraints/MotorSettings.c,0,0,0,0
thirdparty/harfbuzz/src/hb-aat-layout.c,29,96,199,324
core/io/ip.c,10,10,45,65
crypto/encode_decode/libcrypto-shlib-encoder_pkey.c,0,0,0,0
core/math/dynamic_bvh.c,11,3,48,62
editor/project_converter_3_to_4.c,29,32,149,210
crypto/x509/libcrypto-lib-x_req.c,0,0,0,0
apps/openssl-bin-crl.c,0,0,0,0
editor/gui/editor_zoom_widget.c,11,2,11,24
fuzz/crl-test-bin-test-corpus.c,0,0,0,0
crypto/asn1/libcrypto-shlib-tasn_prn.c,0,0,0,0
crypto/evp/libcrypto-lib-cmeth_lib.c,0,0,0,0
providers/implementations/macs/libdefault-lib-blake2s_mac.c,0,0,0,0
providers/implementations/rands/libdefault-lib-drbg_ctr.c,2,0,6,8
modules/bcdec/register_types.c,0,0,0,0
editor/export/export_template_manager.c,18,19,39,76
ssl/quic/libssl-shlib-quic_ackm.c,5,4,10,19
thirdparty/freetype/src/base/ftbdf.c,0,0,0,0
crypto/asn1/libcrypto-shlib-a_dup.c,0,0,0,0
lib/libcoreutils_a-c32isalnum.c,0,0,0,0
providers/implementations/ciphers/libdefault-lib-cipher_aes_ocb.c,0,0,0,0
thirdparty/icu4c/common/ustrtrns.c,0,0,0,0
drivers/alsa/asound-so_wrap.c,0,0,0,0
test/buildtest_c_encoder-bin-buildtest_encoder.c,0,0,0,0
scene/gui/subviewport_container.c,8,6,15,29
thirdparty/icu4c/common/ucnv.c,0,0,0,0
thirdparty/jolt_physics/Jolt/Physics/Vehicle/VehicleTrack.c,0,0,0,0
modules/gltf/structures/gltf_accessor.c,0,0,0,0
lib/malloc/libcoreutils_a-dynarray_at_failure.c,0,0,0,0
scene/resources/text_paragraph.c,9,2,39,50
thirdparty/freetype/src/base/ftsystem.c,0,0,0,0
thirdparty/icu4c/common/ustring.c,0,0,0,0
test/asn1_stable_parse_test-bin-asn1_stable_parse_test.c,0,0,0,0
thirdparty/glslang/SPIRV/GlslangToSpv.c,47,112,210,369
ssl/quic/libssl-lib-quic_sf_list.c,0,0,0,0
thirdparty/libvorbis/bitrate.c,2,0,5,7
crypto/asn1/libcrypto-lib-a_utctm.c,0,0,0,0
thirdparty/zstd/compress/huf_compress.c,0,0,0,0
crypto/http/libcrypto-shlib-http_lib.c,0,0,0,0
thirdparty/harfbuzz/src/hb-ot-name.c,1,20,27,48
ssl/statem/libssl-shlib-extensions_srvr.c,1,4,10,15
thirdparty/mbedtls/library/padlock.c,0,0,0,0
crypto/asn1/libcrypto-lib-asn1_gen.c,0,0,0,0
crypto/ct/libcrypto-lib-ct_sct_ctx.c,0,0,0,0
crypto/engine/libcrypto-lib-tb_cipher.c,0,0,0,0
crypto/asn1/libcrypto-shlib-f_int.c,0,0,0,0
thirdparty/libwebp/src/dsp/cost_mips_dsp_r2.c,0,0,0,0
crypto/des/liblegacy-lib-des_enc.c,4,0,4,8
servers/rendering/storage/compositor_storage.c,3,9,14,26
scene/resources/sky.c,0,0,0,0
providers/implementations/ciphers/liblegacy-lib-cipher_blowfish_hw.c,0,0,0,0
crypto/ec/curve448/libcrypto-lib-curve448.c,0,0,0,0
lib/libcoreutils_a-set-acl.c,0,0,0,0
crypto/dh/libcrypto-lib-dh_gen.c,1,0,0,1
thirdparty/icu4c/common/static_unicode_sets.c,0,0,0,0
ssl/libssl-lib-ssl_cert_comp.c,0,0,0,0
providers/implementations/ciphers/libcommon-lib-ciphercommon_ccm_hw.c,0,0,0,0
lib/libcoreutils_a-mbsrtoc32s.c,0,0,0,0
servers/navigation/navigation_path_query_parameters_3d.c,0,0,0,0
crypto/libcrypto-lib-provider_conf.c,0,0,0,0
crypto/bf/libcrypto-lib-bf_cfb64.c,0,0,0,0
crypto/evp/libcrypto-shlib-ctrl_params_translate.c,0,0,0,0
thirdparty/harfbuzz/src/hb-face-builder.c,0,0,0,0
crypto/cms/libcrypto-lib-cms_io.c,0,0,0,0
test/cmactest-bin-cmactest.c,0,0,0,0
crypto/x509/libcrypto-lib-v3_audit_id.c,0,0,0,0
test/bio_pw_callback_test-bin-bio_pw_callback_test.c,2,1,1,4
scene/animation/animation_blend_space_1d.c,0,0,0,0
modules/fbx/fbx_document.c,65,55,159,279
thirdparty/libwebp/src/enc/analysis_enc.c,0,0,0,0
editor/gui/editor_bottom_panel.c,10,17,23,50
crypto/libcrypto-shlib-params.c,0,0,0,0
thirdparty/mbedtls/library/psa_crypto_slot_management.c,2,4,5,11
thirdparty/pcre2/src/pcre2_extuni_16.c,0,0,0,0
providers/implementations/exchange/libdefault-lib-ecx_exch.c,0,0,0,0
modules/websocket/register_types.c,0,0,0,0
scene/3d/spring_bone_collision_sphere_3d.c,0,0,0,0
core/io/tcp_server.c,4,0,11,15
crypto/bio/libcrypto-shlib-bf_null.c,0,0,0,0
crypto/libcrypto-lib-cryptlib.c,0,0,0,0
lib/libcoreutils_a-unicodeio.c,0,0,0,0
crypto/ml_dsa/libcrypto-shlib-ml_dsa_encoders.c,0,0,0,0
core/io/compression.c,0,0,0,0
thirdparty/icu4c/common/appendable.c,0,0,0,0
thirdparty/jolt_physics/Jolt/Physics/Vehicle/Wheel.c,0,0,0,0
test/tls13ccstest-bin-tls13ccstest.c,0,0,0,0
test/buildtest_c_whrlpool-bin-buildtest_whrlpool.c,0,0,0,0
ssl/statem/libssl-shlib-statem_srvr.c,13,1,7,21
crypto/x509/libcrypto-shlib-x509_set.c,0,0,0,0
crypto/sm2/libcrypto-shlib-sm2_sign.c,0,0,0,0
scene/2d/parallax_layer.c,6,2,14,22
thirdparty/graphite/src/Sparse.c,0,0,0,0
core/io/dir_access.c,5,6,44,55
thirdparty/icu4c/common/utrie2.c,12,1,7,20
fuzz/decoder-test-bin-test-corpus.c,0,0,0,0
fuzz/ml-dsa-test-bin-test-corpus.c,0,0,0,0
test/helpers/pkcs12_api_test-bin-pkcs12.c,0,0,0,0
crypto/modes/libcrypto-shlib-ghash-x86_64.c,131,4,3,138
modules/csg/csg_shape.c,21,23,85,129
core/os/os.c,10,11,61,82
thirdparty/zlib/compress.c,0,0,0,0
thirdparty/msdfgen/core/msdfgen.c,0,0,0,0
crypto/evp/libcrypto-lib-e_rc4_hmac_md5.c,0,0,0,0
thirdparty/mbedtls/library/pkcs7.c,0,0,0,0
providers/implementations/ciphers/libcommon-lib-ciphercommon_gcm.c,0,0,0,0
lib/libcoreutils_a-areadlink.c,0,0,0,0
test/shlibloadtest-bin-shlibloadtest.c,0,0,0,0
lib/libcoreutils_a-ldtoastr.c,1,1,0,2
ssl/quic/libssl-lib-quic_stream_map.c,4,0,0,4
modules/gltf/editor/editor_scene_importer_gltf.c,8,9,31,48
providers/libcrypto-lib-defltprov.c,0,0,0,0
crypto/objects/libcrypto-lib-obj_dat.c,5,0,6,11
modules/jsonrpc/register_types.c,0,0,0,0
thirdparty/graphite/src/gr_features.c,0,0,0,0
crypto/lhash/libcrypto-lib-lh_stats.c,0,0,0,0
crypto/dh/libcrypto-lib-dh_key.c,1,0,1,2
test/helpers/quicapitest-bin-noisydgrambio.c,0,0,0,0
lib/libcoreutils_a-xgethostname.c,0,0,0,0
crypto/ec/libcrypto-shlib-ec_print.c,0,0,0,0
lib/libcoreutils_a-malloca.c,0,0,0,0
lib/libcoreutils_a-creat-safer.c,0,0,0,0
fuzz/client-test-bin-test-corpus.c,0,0,0,0
editor/debugger/debug_adapter/debug_adapter_parser.c,3,4,11,18
crypto/ess/libcrypto-shlib-ess_asn1.c,0,0,0,0
crypto/idea/libcrypto-lib-i_ofb64.c,0,0,0,0
thirdparty/embree/kernels/bvh/bvh_rotate.c,6,0,2,8
crypto/asn1/libcrypto-shlib-i2d_evp.c,2,2,2,6
apps/lib/libapps-lib-tlssrp_depr.c,0,0,0,0
crypto/asn1/libcrypto-shlib-tasn_utl.c,0,0,0,0
crypto/bf/libcrypto-shlib-bf_cfb64.c,0,0,0,0
thirdparty/minizip/zip.c,0,0,0,0
crypto/x509/libcrypto-shlib-x509_txt.c,0,0,0,0
crypto/bio/libcrypto-lib-bss_sock.c,0,0,0,0
drivers/unix/file_access_unix.c,9,0,7,16
crypto/evp/libcrypto-lib-e_rc5.c,0,0,0,0
fuzz/asn1-test-bin-test-corpus.c,0,0,0,0
editor/export/editor_export.c,0,0,0,0
thirdparty/jolt_physics/Jolt/Physics/Collision/CollideConvexVsTriangles.c,6,3,17,26
crypto/store/libcrypto-shlib-store_init.c,0,0,0,0
crypto/aes/libcrypto-lib-aes_wrap.c,0,0,0,0
src/chown-chgrp.c,0,0,0,0
thirdparty/xatlas/xatlas.c,30,72,433,535
test/dhtest-bin-dhtest.c,0,0,0,0
modules/godot_physics_3d/godot_physics_server_3d.c,13,14,53,80
test/buildtest_c_store-bin-buildtest_store.c,0,0,0,0
crypto/rand/libcrypto-shlib-rand_err.c,0,0,0,0
drivers/alsa/audio_driver_alsa.c,0,0,0,0
crypto/cms/libcrypto-shlib-cms_rsa.c,0,0,0,0
test/buildtest_c_aes-bin-buildtest_aes.c,0,0,0,0
lib/unistr/libcoreutils_a-u32-chr.c,0,0,0,0
thirdparty/recastnavigation/Recast/Source/RecastArea.c,0,0,0,0
modules/freetype/register_types.c,0,0,0,0
thirdparty/icu4c/common/locdistance.c,0,0,0,0
thirdparty/icu4c/common/uvectr64.c,0,0,0,0
thirdparty/astcenc/astcenc_find_best_partitioning.c,4,2,26,32
modules/websocket/websocket_multiplayer_peer.c,9,13,32,54
thirdparty/icu4c/common/ucln_cmn.c,0,0,0,0
crypto/rsa/libcrypto-lib-rsa_pmeth.c,0,0,0,0
crypto/evp/libcrypto-shlib-p5_crpt2.c,0,0,0,0
fuzz/provider-test-bin-provider.c,0,0,0,0
test/pbelutest-bin-pbelutest.c,0,0,0,0
editor/shader_globals_editor.c,12,6,28,46
drivers/gles3/environment/fog.c,0,0,0,0
crypto/ml_dsa/libcrypto-lib-ml_dsa_key_compress.c,0,0,0,0
engines/ossltest-dso-e_ossltest.c,12,0,2,14
thirdparty/libwebp/src/enc/backward_references_cost_enc.c,0,0,0,0
scene/3d/velocity_tracker_3d.c,3,0,10,13
thirdparty/freetype/src/bdf/bdf.c,11,13,22,46
crypto/rc4/liblegacy-lib-rc4-md5-x86_64.c,0,0,0,0
crypto/cmp/libcrypto-lib-cmp_util.c,0,0,0,0
thirdparty/icu4c/i18n/scriptset.c,4,3,19,26
crypto/engine/libcrypto-shlib-tb_cipher.c,0,0,0,0
crypto/cast/libcrypto-shlib-c_skey.c,0,0,0,0
thirdparty/glslang/SPIRV/doc.c,0,0,0,0
core/core_globals.c,0,0,0,0
crypto/cmp/libcrypto-shlib-cmp_status.c,0,0,0,0
modules/openxr/scene/openxr_composition_layer_cylinder.c,0,0,0,0
servers/extensions/physics_server_3d_extension.c,17,28,100,145
editor/register_editor_types.c,7,0,14,21
lib/libcoreutils_a-xprintf.c,0,0,0,0
providers/implementations/exchange/libdefault-lib-dh_exch.c,0,0,0,0
thirdparty/freetype/src/bzip2/ftbzip2.c,0,0,0,0
drivers/unix/file_access_unix_pipe.c,0,0,0,0
src/who.c,0,0,0,0
thirdparty/libwebp/src/enc/tree_enc.c,0,0,0,0
modules/webp/image_loader_webp.c,0,0,0,0
scene/resources/visual_shader_sdf_nodes.c,0,0,0,0
ssl/libssl-lib-ssl_rsa_legacy.c,0,0,0,0
apps/openssl-bin-dhparam.c,0,0,0,0
core/config/engine.c,0,0,0,0
crypto/evp/libcrypto-lib-legacy_wp.c,0,0,0,0
crypto/asn1/libcrypto-lib-asn1_parse.c,0,0,0,0
scene/resources/syntax_highlighter.c,11,19,56,86
crypto/async/arch/libcrypto-lib-async_win.c,0,0,0,0
scene/property_utils.c,0,0,0,0
lib/libcoreutils_a-freadahead.c,0,0,0,0
crypto/asn1/libcrypto-lib-asn_moid.c,0,0,0,0
modules/webp/register_types.c,0,0,0,0
crypto/evp/libcrypto-lib-c_alld.c,0,0,0,0
crypto/cmp/libcrypto-lib-cmp_ctx.c,2,0,0,2
crypto/x509/libcrypto-shlib-v3_group_ac.c,0,0,0,0
src/realpath.c,0,0,0,0
providers/implementations/ciphers/libdefault-lib-cipher_aes_cbc_hmac_sha1_hw.c,13,3,7,23
editor/export/editor_export_plugin.c,11,5,33,49
modules/jolt_physics/spaces/jolt_motion_filter_3d.c,0,0,0,0
lib/libcoreutils_a-c32isalpha.c,0,0,0,0
lib/libcoreutils_a-fseterr.c,0,0,0,0
fuzz/server-test-bin-fuzz_rand.c,0,0,0,0
crypto/ess/libcrypto-lib-ess_err.c,0,0,0,0
thirdparty/icu4c/common/lsr.c,0,0,0,0
thirdparty/libvorbis/floor0.c,0,0,0,0
crypto/x509/libcrypto-shlib-v3_aaa.c,0,0,0,0
crypto/des/libcrypto-lib-fcrypt_b.c,0,0,0,0
modules/etcpak/image_decompress_etcpak.c,0,0,0,0
thirdparty/freetype/src/raster/raster.c,8,8,20,36
thirdparty/meshoptimizer/overdrawanalyzer.c,0,0,0,0
scene/main/timer.c,4,2,24,30
editor/editor_paths.c,3,0,23,26
crypto/ml_dsa/libcrypto-shlib-ml_dsa_sign.c,0,0,0,0
editor/plugins/resource_preloader_editor_plugin.c,14,23,38,75
crypto/cms/libcrypto-lib-cms_rsa.c,0,0,0,0
thirdparty/icu4c/common/ustr_titlecase_brkiter.c,0,0,0,0
editor/plugins/editor_context_menu_plugin.c,0,0,0,0
providers/implementations/macs/libdefault-lib-gmac_prov.c,0,0,0,0
thirdparty/glslang/glslang/GenericCodeGen/Link.c,0,0,0,0
modules/gltf/editor/editor_scene_exporter_gltf_settings.c,0,0,0,0
crypto/x509/libcrypto-shlib-x_x509.c,0,0,0,0
test/evp_pkey_provided_test-bin-evp_pkey_provided_test.c,4,9,3,16
crypto/ui/libcrypto-lib-ui_lib.c,6,4,0,10
providers/implementations/ciphers/libcommon-lib-ciphercommon.c,0,0,0,0
crypto/rsa/libcrypto-shlib-rsa_saos.c,0,0,0,0
thirdparty/manifold/src/edge_op.c,0,0,0,0
editor/plugins/root_motion_editor_plugin.c,12,7,31,50
modules/gdscript/gdscript_cache.c,7,16,87,110
crypto/bio/libcrypto-shlib-bio_addr.c,6,1,1,8
thirdparty/jolt_physics/Jolt/Physics/Collision/Shape/RotatedTranslatedShape.c,0,0,0,0
lib/libcoreutils_a-mbrtoc32.c,0,0,0,0
crypto/pkcs7/libcrypto-lib-pk7_asn1.c,0,0,0,0
lib/libcoreutils_a-write-any-file.c,0,0,0,0
scene/main/canvas_layer.c,0,0,0,0
crypto/rsa/libcrypto-shlib-rsa_prn.c,0,0,0,0
core/math/projection.c,12,0,16,28
scene/theme/theme_db.c,16,33,83,132
scene/3d/decal.c,6,1,13,20
test/asn1_decode_test-bin-asn1_decode_test.c,0,0,0,0
thirdparty/glad/egl.c,0,0,0,0
editor/themes/editor_theme.c,6,20,23,49
ssl/record/methods/libssl-lib-ssl3_meth.c,0,0,0,0
test/helpers/quic_radix_test-bin-ssltestlib.c,6,7,12,25
editor/import/3d/resource_importer_scene.c,0,0,0,0
scene/2d/touch_screen_button.c,0,0,0,0
crypto/ec/libcrypto-shlib-ecp_nistz256.c,9,3,18,30
crypto/aes/libcrypto-lib-aesni-sha256-x86_64.c,0,0,0,0
servers/rendering/renderer_rd/effects/debug_effects.c,6,8,34,48
lib/libcoreutils_a-mbswidth.c,0,0,0,0
lib/libcoreutils_a-hash-triple-simple.c,0,0,0,0
crypto/x509/libcrypto-lib-pcy_lib.c,0,0,0,0
crypto/aes/libcrypto-shlib-aes_misc.c,0,0,0,0
crypto/thread/arch/libcrypto-shlib-thread_win.c,0,0,0,0
ssl/quic/libssl-lib-quic_trace.c,1,0,9,10
test/pkcs7_test-bin-pkcs7_test.c,0,0,0,0
editor/themes/editor_theme_manager.c,0,0,0,0
thirdparty/embree/kernels/bvh/bvh_builder_twolevel.c,44,108,230,382
test/ocspapitest-bin-ocspapitest.c,1,0,0,1
crypto/evp/libcrypto-lib-p_legacy.c,0,0,0,0
drivers/unix/ip_unix.c,0,0,0,0
crypto/ui/libcrypto-lib-ui_util.c,0,0,0,0
thirdparty/icu4c/common/unormcmp.c,0,0,0,0
crypto/pkcs7/libcrypto-shlib-pk7_doit.c,0,0,0,0
thirdparty/icu4c/common/simpleformatter.c,0,0,0,0
lib/libcoreutils_a-mcel.c,0,0,0,0
thirdparty/jolt_physics/Jolt/Renderer/DebugRenderer.c,49,49,160,258
lib/libcoreutils_a-mbszero.c,0,0,0,0
test/versions-bin-versions.c,0,0,0,0
crypto/dh/libcrypto-shlib-dh_check.c,0,0,0,0
core/variant/callable.c,3,11,17,31
thirdparty/graphite/src/GlyphCache.c,5,2,9,16
test/helpers/quicapitest-bin-ssltestlib.c,6,7,12,25
crypto/libcrypto-shlib-threads_win.c,0,0,0,0
ssl/rio/libssl-lib-rio_notifier.c,0,0,0,0
thirdparty/libvorbis/lsp.c,0,0,0,0
ssl/libssl-lib-ssl_cert.c,6,6,15,27
thirdparty/libwebp/sharpyuv/sharpyuv_csp.c,0,0,0,0
drivers/png/resource_saver_png.c,6,0,4,10
thirdparty/embree/kernels/bvh/bvh4_factory.c,105,0,0,105
thirdparty/glslang/glslang/MachineIndependent/RemoveTree.c,0,0,0,0
scene/resources/visual_shader_nodes.c,90,14,170,274
thirdparty/jolt_physics/Jolt/ObjectStream/SerializableObject.c,0,0,0,0
lib/libcoreutils_a-c32ispunct.c,0,0,0,0
src/sleep.c,0,0,0,0
crypto/bn/libcrypto-shlib-bn_add.c,0,0,0,0
crypto/asn1/libcrypto-lib-tasn_dec.c,0,0,0,0
thirdparty/mbedtls/library/aesce.c,0,0,0,0
ssl/quic/libssl-lib-quic_rcidm.c,16,3,1,20
core/crypto/crypto.c,13,0,11,24
crypto/sm2/libcrypto-lib-sm2_sign.c,0,0,0,0
thirdparty/icu4c/common/bytestrie.c,0,0,0,0
crypto/bio/libcrypto-shlib-bf_prefix.c,0,0,0,0
test/destest-bin-destest.c,12,0,5,17
crypto/x509/libcrypto-shlib-x_name.c,0,0,0,0
editor/plugins/gizmos/label_3d_gizmo_plugin.c,0,0,0,0
scene/3d/physics/vehicle_body_3d.c,0,0,0,0
