File,for/loops,while/loops,do-while/loops,total
providers/implementations/ciphers/libdefault-lib-cipher_aes_cbc_hmac_sha1_hw.c,5,3,7,15
fuzz/server-test-bin-fuzz_rand.c,0,0,1,1
crypto/x509/libcrypto-shlib-v3_aaa.c,1,0,2,3
crypto/des/libcrypto-lib-fcrypt_b.c,0,0,1,1
crypto/ml_dsa/libcrypto-shlib-ml_dsa_sign.c,0,1,50,51
providers/implementations/macs/libdefault-lib-gmac_prov.c,0,0,1,1
test/evp_pkey_provided_test-bin-evp_pkey_provided_test.c,3,9,3,15
crypto/ui/libcrypto-lib-ui_lib.c,1,4,0,5
providers/implementations/ciphers/libcommon-lib-ciphercommon.c,1,0,0,1
crypto/bio/libcrypto-shlib-bio_addr.c,4,1,1,6
test/helpers/quic_radix_test-bin-ssltestlib.c,4,7,12,23
crypto/ec/libcrypto-shlib-ecp_nistz256.c,1,3,18,22
crypto/aes/libcrypto-lib-aesni-sha256-x86_64.c,0,0,12,12
ssl/quic/libssl-lib-quic_trace.c,0,0,9,9
test/pkcs7_test-bin-pkcs7_test.c,1,0,1,2
crypto/pkcs7/libcrypto-shlib-pk7_doit.c,6,1,2,9
test/helpers/quicapitest-bin-ssltestlib.c,4,7,12,23
ssl/rio/libssl-lib-rio_notifier.c,0,1,2,3
ssl/libssl-lib-ssl_cert.c,2,6,15,23
crypto/bn/libcrypto-shlib-bn_add.c,0,1,2,3
crypto/asn1/libcrypto-lib-tasn_dec.c,0,3,10,13
ssl/quic/libssl-lib-quic_rcidm.c,0,3,1,4
crypto/sm2/libcrypto-lib-sm2_sign.c,0,0,3,3
crypto/bio/libcrypto-shlib-bf_prefix.c,0,1,2,3
test/destest-bin-destest.c,0,0,5,5
crypto/x509/libcrypto-shlib-x_name.c,5,1,5,11
crypto/encode_decode/libcrypto-lib-encoder_meth.c,0,1,1,2
ssl/quic/libssl-shlib-quic_record_tx.c,0,5,7,12
crypto/engine/libcrypto-lib-tb_eckey.c,1,0,0,1
crypto/ec/libcrypto-lib-ecx_backend.c,1,0,0,1
crypto/siphash/libcrypto-lib-siphash.c,0,0,7,7
crypto/rsa/libcrypto-lib-rsa_ossl.c,0,1,3,4
test/bio_base64_test-bin-bio_base64_test.c,2,0,4,6
crypto/libcrypto-lib-param_build_set.c,0,0,2,2
crypto/bio/libcrypto-lib-bss_log.c,0,1,0,1
crypto/evp/libcrypto-lib-p_lib.c,1,0,1,2
crypto/ct/libcrypto-shlib-ct_x509v3.c,0,2,0,2
apps/openssl-bin-nseq.c,1,1,1,3
apps/lib/libapps-lib-apps.c,8,13,22,43
apps/openssl-bin-pkeyutl.c,0,1,4,5
crypto/libcrypto-shlib-initthread.c,0,5,4,9
crypto/x509/libcrypto-shlib-v3_pmaps.c,0,1,1,2
crypto/x509/libcrypto-shlib-t_x509.c,0,3,8,11
crypto/bio/libcrypto-lib-bss_dgram_pair.c,2,2,5,9
apps/lib/libapps-lib-opt.c,0,19,21,40
test/endecode_test-bin-endecode_test.c,0,2,1,3
crypto/bio/libcrypto-shlib-bss_dgram_pair.c,2,2,5,9
test/provider_pkey_test-bin-fake_rsaprov.c,1,0,0,1
ssl/quic/libssl-lib-quic_rstream.c,0,2,5,7
crypto/thread/libcrypto-lib-arch.c,0,1,1,2
test/x509aux-bin-x509aux.c,0,0,1,1
crypto/encode_decode/libcrypto-lib-decoder_lib.c,0,1,6,7
crypto/aes/libcrypto-shlib-vpaes-x86_64.c,0,0,2,2
crypto/asn1/libcrypto-shlib-bio_asn1.c,0,2,3,5
crypto/x509/libcrypto-shlib-t_acert.c,3,0,1,4
crypto/hashtable/libcrypto-shlib-hashfunc.c,0,0,1,1
crypto/evp/libcrypto-shlib-keymgmt_lib.c,0,0,1,1
apps/openssl-bin-genrsa.c,0,0,1,1
fuzz/client-test-bin-client.c,0,0,1,1
providers/implementations/rands/libdefault-lib-drbg_hmac.c,0,1,2,3
test/chacha_internal_test-bin-chacha_internal_test.c,0,0,1,1
test/param_build_test-bin-param_build_test.c,0,0,3,3
apps/openssl-bin-x509.c,5,6,3,14
crypto/x509/libcrypto-lib-v3_pcons.c,1,0,0,1
crypto/ec/curve448/arch_64/libcrypto-lib-f_impl64.c,0,0,1,1
crypto/md5/liblegacy-lib-md5_dgst.c,0,0,3,3
crypto/cmp/libcrypto-shlib-cmp_asn.c,1,0,2,3
fuzz/dtlsclient-test-bin-test-corpus.c,0,1,1,2
crypto/buffer/libcrypto-lib-buffer.c,0,0,2,2
crypto/chacha/libcrypto-shlib-chacha-x86_64.c,0,9,48,57
ssl/rio/libssl-shlib-rio_notifier.c,0,1,2,3
crypto/asn1/libcrypto-shlib-a_strex.c,0,2,18,20
fuzz/quic-srtm-test-bin-quic-srtm.c,0,0,1,1
crypto/mdc2/libcrypto-lib-mdc2dgst.c,0,0,2,2
test/evp_kdf_test-bin-evp_kdf_test.c,1,1,5,7
fuzz/quic-client-test-bin-quic-client.c,0,2,3,5
test/quic_qlog_test-bin-quic_qlog_test.c,1,0,0,1
crypto/x509/libcrypto-shlib-v3_sda.c,1,0,1,2
crypto/evp/libcrypto-lib-encode.c,0,3,5,8
test/danetest-bin-danetest.c,0,3,6,9
crypto/ffc/libcrypto-lib-ffc_params.c,1,1,0,2
crypto/lhash/libcrypto-shlib-lh_stats.c,1,0,3,4
ssl/record/libssl-lib-rec_layer_d1.c,0,1,2,3
crypto/rc2/libcrypto-lib-rc2_skey.c,0,0,4,4
crypto/bn/libcrypto-shlib-bn_sqrt.c,0,3,1,4
test/evp_libctx_test-bin-evp_libctx_test.c,0,0,1,1
ssl/quic/libssl-lib-quic_wire.c,0,0,9,9
crypto/evp/libcrypto-shlib-e_seed.c,0,0,4,4
apps/openssl-bin-pkey.c,0,1,1,2
crypto/ct/libcrypto-shlib-ct_log.c,0,1,0,1
ssl/quic/libssl-shlib-quic_tls.c,0,2,0,2
crypto/libcrypto-shlib-mem_sec.c,2,3,1,6
crypto/rsa/libcrypto-lib-rsa_chk.c,1,0,3,4
ssl/record/methods/libssl-lib-tls_common.c,2,6,18,26
fuzz/dtlsserver-test-bin-fuzz_rand.c,0,0,1,1
crypto/modes/libcrypto-lib-aesni-gcm-x86_64.c,40,0,0,40
ssl/quic/libssl-lib-quic_demux.c,0,5,3,8
crypto/ec/libcrypto-lib-ec_print.c,0,0,1,1
crypto/evp/libcrypto-shlib-e_bf.c,0,0,4,4
crypto/modes/libcrypto-shlib-cts128.c,0,0,10,10
fuzz/cms-test-bin-test-corpus.c,0,1,1,2
crypto/x509/libcrypto-lib-v3_conf.c,1,6,0,7
crypto/pkcs12/libcrypto-shlib-p12_utl.c,0,2,6,8
test/cipher_overhead_test-bin-cipher_overhead_test.c,0,1,1,2
providers/implementations/ciphers/libcommon-lib-ciphercommon_block.c,0,1,0,1
crypto/libcrypto-shlib-init.c,0,1,0,1
crypto/rsa/libcrypto-lib-rsa_x931.c,0,0,1,1
crypto/modes/libcrypto-shlib-cfb128.c,0,0,8,8
crypto/asn1/libcrypto-shlib-a_i2d_fp.c,1,1,0,2
crypto/pkcs12/libcrypto-shlib-p12_add.c,1,0,0,1
ssl/libssl-lib-ssl_ciph.c,0,15,17,32
crypto/rand/libcrypto-lib-rand_lib.c,0,0,1,1
providers/common/libdefault-lib-capabilities.c,0,0,2,2
providers/implementations/encode_decode/libdefault-lib-endecoder_common.c,0,4,0,4
crypto/aria/libcrypto-lib-aria.c,0,0,2,2
test/evp_extra_test-bin-evp_extra_test.c,12,3,11,26
crypto/evp/libcrypto-shlib-e_des.c,0,0,7,7
crypto/pem/libcrypto-shlib-pem_pkey.c,0,1,0,1
crypto/asn1/libcrypto-shlib-a_print.c,0,1,4,5
crypto/thread/libcrypto-lib-internal.c,0,0,1,1
fuzz/cmp-test-bin-fuzz_rand.c,0,0,1,1
crypto/evp/libcrypto-shlib-exchange.c,0,0,2,2
crypto/ec/libcrypto-lib-ec_lib.c,0,0,3,3
apps/openssl-bin-gendsa.c,0,1,0,1
providers/implementations/storemgmt/libdefault-lib-file_store.c,0,1,3,4
test/servername_test-bin-servername_test.c,0,1,0,1
crypto/rsa/libcrypto-lib-rsa_mp.c,0,0,1,1
crypto/modes/libcrypto-shlib-cbc128.c,0,0,3,3
crypto/store/libcrypto-lib-store_meth.c,0,1,0,1
crypto/libcrypto-shlib-trace.c,0,0,2,2
crypto/cms/libcrypto-lib-cms_sd.c,9,1,4,14
crypto/des/libcrypto-shlib-fcrypt_b.c,0,0,1,1
providers/implementations/keymgmt/libdefault-lib-dh_kmgmt.c,1,0,0,1
crypto/slh_dsa/libcrypto-lib-slh_fors.c,2,1,5,8
crypto/evp/libcrypto-shlib-p_seal.c,0,0,1,1
fuzz/ct-test-bin-test-corpus.c,0,1,1,2
crypto/modes/libcrypto-shlib-ofb128.c,1,0,1,2
crypto/ts/libcrypto-shlib-ts_rsp_verify.c,0,3,2,5
crypto/hashtable/libcrypto-shlib-hashtable.c,2,5,8,15
ssl/record/methods/libdefault-lib-ssl3_cbc.c,3,0,7,10
crypto/ocsp/libcrypto-lib-ocsp_prn.c,4,0,0,4
test/pkcs12_format_test-bin-pkcs12_format_test.c,0,1,1,2
crypto/ocsp/libcrypto-lib-v3_ocsp.c,0,1,0,1
crypto/libcrypto-shlib-params_from_text.c,0,0,3,3
crypto/x509/libcrypto-lib-by_file.c,0,2,1,3
providers/implementations/encode_decode/libdefault-lib-encode_key2text.c,0,1,0,1
crypto/idea/libcrypto-shlib-i_cfb64.c,0,0,2,2
test/pkey_meth_test-bin-pkey_meth_test.c,2,2,0,4
ssl/libssl-lib-d1_lib.c,1,2,1,4
test/rsa_test-bin-rsa_test.c,1,0,2,3
crypto/asn1/libcrypto-lib-tasn_prn.c,0,0,3,3
crypto/x509/libcrypto-lib-v3_pci.c,0,3,1,4
crypto/modes/libcrypto-lib-ocb128.c,3,3,7,13
ssl/record/methods/libssl-shlib-ssl3_cbc.c,3,0,7,10
test/quic_txpim_test-bin-quic_txpim_test.c,0,0,3,3
providers/common/libdefault-lib-provider_seeding.c,0,0,1,1
crypto/rc4/libcrypto-shlib-rc4-x86_64.c,0,1,10,11
crypto/ec/curve448/libcrypto-shlib-scalar.c,0,1,7,8
crypto/x509/libcrypto-shlib-v3_timespec.c,5,0,5,10
crypto/bn/libcrypto-lib-rsaz-3k-avx512.c,0,0,1,1
test/cmsapitest-bin-cmsapitest.c,0,0,1,1
crypto/asn1/libcrypto-shlib-asn_mstbl.c,1,0,1,2
ssl/quic/libssl-lib-quic_sstream.c,0,2,8,10
crypto/rsa/libcrypto-lib-rsa_depr.c,0,0,1,1
crypto/rc4/libcrypto-shlib-rc4-md5-x86_64.c,0,0,1,1
fuzz/x509-test-bin-test-corpus.c,0,1,1,2
crypto/bn/libcrypto-shlib-bn_rsa_fips186_4.c,0,3,0,3
crypto/asn1/libcrypto-shlib-a_mbstr.c,0,1,7,8
test/bio_meth_test-bin-bio_meth_test.c,0,0,1,1
test/provider_test-bin-p_test.c,1,1,2,4
crypto/ec/libcrypto-shlib-ecdsa_ossl.c,0,0,7,7
crypto/x509/libcrypto-lib-v3_ac_tgt.c,1,0,1,2
crypto/ui/libcrypto-shlib-ui_lib.c,1,4,0,5
crypto/encode_decode/libcrypto-shlib-decoder_meth.c,0,1,1,2
crypto/asn1/libcrypto-shlib-a_bitstr.c,0,1,2,3
crypto/x509/libcrypto-shlib-v3_lib.c,2,0,1,3
fuzz/x509-test-bin-fuzz_rand.c,0,0,1,1
crypto/asn1/libcrypto-lib-asn_mstbl.c,1,0,1,2
crypto/des/libcrypto-lib-cfb64ede.c,0,2,4,6
test/helpers/quic_radix_test-bin-noisydgrambio.c,1,2,6,9
crypto/x509/libcrypto-shlib-pcy_cache.c,0,0,1,1
test/ectest-bin-ectest.c,0,1,4,5
test/p_test-dso-p_test.c,1,1,2,4
crypto/modes/libcrypto-shlib-ctr128.c,1,2,3,6
crypto/evp/libcrypto-shlib-e_aria.c,0,0,15,15
providers/implementations/ciphers/liblegacy-lib-cipher_desx_hw.c,1,0,1,2
crypto/pem/libcrypto-lib-pem_info.c,1,0,1,2
providers/implementations/keymgmt/libdefault-lib-mlx_kmgmt.c,3,1,0,4
test/helpers/cmp_protect_test-bin-cmp_testlib.c,0,1,0,1
fuzz/conf-test-bin-test-corpus.c,0,1,1,2
ssl/libssl-shlib-bio_ssl.c,0,0,1,1
test/rc4test-bin-rc4test.c,4,0,1,5
crypto/libcrypto-lib-core_namemap.c,0,1,7,8
crypto/bn/libcrypto-shlib-rsaz_exp_x2.c,4,1,6,11
crypto/aes/libcrypto-shlib-bsaes-x86_64.c,0,2,9,11
crypto/asn1/libcrypto-lib-a_int.c,0,0,14,14
ssl/quic/libssl-lib-quic_channel.c,15,4,10,29
crypto/evp/libcrypto-lib-evp_cnf.c,0,1,0,1
apps/lib/libapps-lib-s_socket.c,0,2,6,8
ssl/quic/libssl-lib-qlog.c,2,3,4,9
crypto/engine/libcrypto-shlib-tb_eckey.c,1,0,0,1
crypto/poly1305/libcrypto-shlib-poly1305-x86_64.c,1,4,17,22
crypto/bn/libcrypto-shlib-bn_blind.c,0,0,2,2
crypto/bn/asm/libcrypto-shlib-x86_64-gcc.c,0,0,5,5
ssl/quic/libssl-shlib-quic_tls_api.c,0,1,0,1
crypto/asn1/libcrypto-lib-a_sign.c,0,0,1,1
crypto/thread/libcrypto-shlib-arch.c,0,1,1,2
crypto/engine/libcrypto-lib-tb_asnmth.c,1,2,2,5
crypto/ec/libcrypto-lib-ecp_nistz256-x86_64.c,0,0,9,9
crypto/bn/libcrypto-lib-bn_exp2.c,0,2,5,7
crypto/evp/libcrypto-shlib-e_aes.c,0,0,6,6
crypto/ec/curve448/libcrypto-shlib-curve448.c,2,7,6,15
crypto/des/libcrypto-shlib-qud_cksm.c,0,0,2,2
crypto/x509/libcrypto-shlib-x_crl.c,2,1,2,5
providers/implementations/kdfs/libdefault-lib-sshkdf.c,0,1,0,1
crypto/pkcs7/libcrypto-lib-pk7_smime.c,6,3,3,12
crypto/store/libcrypto-lib-store_register.c,0,0,3,3
test/helpers/quicapitest-bin-pktsplitbio.c,0,0,3,3
crypto/cms/libcrypto-lib-cms_smime.c,7,1,16,24
crypto/x509/libcrypto-lib-x509_lu.c,1,2,4,7
crypto/cms/libcrypto-shlib-cms_ess.c,0,1,0,1
crypto/engine/libcrypto-shlib-tb_asnmth.c,1,2,2,5
crypto/ts/libcrypto-lib-ts_rsp_sign.c,1,0,3,4
crypto/asn1/libcrypto-shlib-tasn_enc.c,5,0,2,7
ssl/libssl-lib-bio_ssl.c,0,0,1,1
crypto/x509/libcrypto-lib-by_store.c,0,0,3,3
crypto/cms/libcrypto-lib-cms_ess.c,0,1,0,1
crypto/ec/libcrypto-shlib-ecp_nistz256-x86_64.c,0,0,9,9
test/slh_dsa_test-bin-slh_dsa_test.c,2,1,2,5
crypto/evp/libcrypto-lib-e_bf.c,0,0,4,4
crypto/ec/libcrypto-lib-ec_curve.c,0,1,4,5
crypto/md4/libcrypto-shlib-md4_dgst.c,0,0,4,4
crypto/x509/libcrypto-shlib-v3_tlsf.c,0,1,1,2
crypto/evp/libcrypto-shlib-e_aes_cbc_hmac_sha256.c,5,2,7,14
fuzz/cmp-test-bin-test-corpus.c,0,1,1,2
crypto/libcrypto-lib-provider_child.c,0,1,1,2
ssl/record/methods/libssl-lib-tls1_meth.c,0,0,5,5
crypto/evp/libcrypto-shlib-e_idea.c,0,0,4,4
fuzz/smime-test-bin-test-corpus.c,0,1,1,2
crypto/crmf/libcrypto-shlib-crmf_lib.c,0,7,1,8
crypto/property/libcrypto-lib-property.c,4,2,3,9
crypto/rsa/libcrypto-shlib-rsa_chk.c,1,0,3,4
crypto/x509/libcrypto-lib-v3_timespec.c,5,0,5,10
crypto/rc2/libcrypto-shlib-rc2_skey.c,0,0,4,4
fuzz/slh-dsa-test-bin-test-corpus.c,0,1,1,2
crypto/rsa/libcrypto-lib-rsa_backend.c,0,0,4,4
test/helpers/quic_multistream_test-bin-quictestlib.c,0,1,11,12
test/params_conversion_test-bin-params_conversion_test.c,1,1,0,2
crypto/bn/libcrypto-lib-bn_mul.c,1,5,3,9
crypto/evp/libcrypto-shlib-ec_support.c,0,1,1,2
crypto/bn/libcrypto-lib-bn_gcd.c,0,4,4,8
apps/openssl-bin-crl2pkcs7.c,0,2,0,2
providers/implementations/kdfs/libdefault-lib-pkcs12kdf.c,0,1,6,7
crypto/engine/libcrypto-shlib-tb_digest.c,1,0,0,1
ssl/libssl-shlib-ssl_asn1.c,3,0,2,5
crypto/asn1/libcrypto-shlib-a_time.c,0,1,3,4
test/conf_include_test-bin-conf_include_test.c,0,3,1,4
ssl/quic/libssl-lib-quic_srtm.c,2,1,7,10
crypto/libcrypto-lib-cpuid.c,0,3,2,5
ssl/quic/libssl-lib-quic_rx_depack.c,0,1,1,2
crypto/async/libcrypto-lib-async.c,0,3,4,7
crypto/bn/libcrypto-shlib-rsaz_exp.c,0,0,3,3
ssl/statem/libssl-shlib-extensions_cust.c,0,2,8,10
crypto/bn/libcrypto-lib-bn_conv.c,0,3,5,8
crypto/sm3/libcrypto-lib-sm3.c,0,0,4,4
test/stack_test-bin-stack_test.c,1,1,15,17
crypto/siphash/libcrypto-shlib-siphash.c,0,0,7,7
crypto/ml_kem/libcrypto-shlib-ml_kem.c,0,4,64,68
crypto/hashtable/libssl-shlib-hashfunc.c,0,0,1,1
crypto/err/libcrypto-lib-err_prn.c,1,0,3,4
crypto/ec/libcrypto-shlib-ec_curve.c,0,1,4,5
crypto/engine/libcrypto-lib-eng_cnf.c,1,1,1,3
test/threadpool_test-bin-threadpool_test.c,0,0,7,7
crypto/evp/libcrypto-lib-e_cast.c,0,0,4,4
apps/openssl-bin-verify.c,3,2,1,6
test/confdump-bin-confdump.c,0,1,1,2
crypto/x509/libcrypto-lib-x509_req.c,0,2,0,2
crypto/engine/libcrypto-lib-tb_digest.c,1,0,0,1
ssl/quic/libssl-shlib-quic_impl.c,0,0,14,14
crypto/ec/libcrypto-lib-ec_mult.c,0,3,14,17
crypto/idea/libcrypto-lib-i_cbc.c,0,0,2,2
crypto/des/libcrypto-lib-qud_cksm.c,0,0,2,2
ssl/quic/libssl-shlib-uint_set.c,0,6,1,7
crypto/engine/libcrypto-shlib-eng_cnf.c,1,1,1,3
crypto/x509/libcrypto-shlib-x509_v3.c,0,1,3,4
crypto/x509/libcrypto-lib-pcy_cache.c,0,0,1,1
test/helpers/quic_multistream_test-bin-ssltestlib.c,4,7,12,23
test/helpers/quicfaultstest-bin-noisydgrambio.c,1,2,6,9
ssl/quic/libssl-shlib-quic_reactor.c,0,3,1,4
crypto/x509/libcrypto-shlib-v3_ac_tgt.c,1,0,1,2
crypto/x509/libcrypto-lib-v3_authattid.c,0,1,0,1
crypto/bf/libcrypto-lib-bf_skey.c,1,0,3,4
test/ciphername_test-bin-ciphername_test.c,1,0,1,2
fuzz/hashtable-test-bin-hashtable.c,0,0,1,1
ssl/libssl-lib-pqueue.c,1,0,2,3
crypto/bn/libcrypto-lib-rsaz-2k-avxifma.c,0,0,1,1
apps/openssl-bin-mac.c,0,1,2,3
crypto/bn/libcrypto-lib-bn_word.c,0,0,4,4
test/quic_client_test-bin-quic_client_test.c,0,0,2,2
providers/implementations/kdfs/libdefault-lib-x942kdf.c,1,1,1,3
fuzz/bndiv-test-bin-test-corpus.c,0,1,1,2
crypto/pkcs7/libcrypto-shlib-pk7_smime.c,6,3,3,12
ssl/statem/libssl-lib-extensions.c,0,0,9,9
crypto/evp/libcrypto-shlib-kdf_meth.c,0,0,1,1
crypto/asn1/libcrypto-lib-x_long.c,0,0,2,2
ssl/quic/libssl-lib-quic_port.c,10,5,1,16
crypto/bn/libcrypto-lib-bn_lib.c,0,0,22,22
apps/lib/libapps-lib-app_params.c,0,0,1,1
providers/implementations/kdfs/libdefault-lib-sskdf.c,1,3,0,4
crypto/cmp/libcrypto-shlib-cmp_util.c,2,1,1,4
test/v3nametest-bin-v3nametest.c,0,0,13,13
ssl/quic/libssl-shlib-quic_fifd.c,1,3,3,7
test/sslapitest-bin-sslapitest.c,12,4,30,46
engines/loader_attic-dso-e_loader_attic.c,3,1,9,13
crypto/slh_dsa/libcrypto-lib-slh_params.c,0,0,1,1
providers/implementations/ciphers/libdefault-lib-cipher_aes_gcm_hw.c,1,0,1,2
crypto/encode_decode/libcrypto-shlib-decoder_lib.c,0,1,6,7
crypto/cmp/libcrypto-shlib-cmp_client.c,0,2,1,3
crypto/rand/libcrypto-shlib-randfile.c,0,0,1,1
fuzz/provider-test-bin-test-corpus.c,0,1,1,2
test/helpers/quicfaultstest-bin-ssltestlib.c,4,7,12,23
test/threadstest-bin-threadstest.c,0,10,28,38
test/pkcs12_api_test-bin-pkcs12_api_test.c,0,0,1,1
test/provider_internal_test-bin-p_test.c,1,1,2,4
crypto/ec/libcrypto-shlib-ec_key.c,0,0,1,1
crypto/x509/libcrypto-shlib-v3_addr.c,6,8,10,24
crypto/pkcs12/libcrypto-lib-p12_crt.c,2,0,0,2
test/igetest-bin-igetest.c,0,0,12,12
test/helpers/quicfaultstest-bin-quictestlib.c,0,1,11,12
providers/implementations/ciphers/liblegacy-lib-cipher_blowfish.c,1,0,0,1
crypto/txt_db/libcrypto-lib-txt_db.c,0,3,16,19
crypto/bio/libcrypto-lib-bf_lbuf.c,0,2,1,3
crypto/asn1/libcrypto-shlib-tasn_new.c,0,0,1,1
crypto/whrlpool/libcrypto-shlib-wp-x86_64.c,0,0,2,2
crypto/ml_dsa/libcrypto-shlib-ml_dsa_key.c,0,0,11,11
crypto/bn/libcrypto-lib-rsaz-avx2.c,0,1,5,6
test/quic_txp_test-bin-quic_txp_test.c,1,1,2,4
ssl/quic/libssl-shlib-quic_lcidm.c,0,0,3,3
crypto/aes/libcrypto-lib-aes_ige.c,0,0,12,12
test/timing_load_creds-bin-timing_load_creds.c,0,0,4,4
engines/afalg-dso-e_afalg.c,1,1,2,4
test/enginetest-bin-enginetest.c,1,1,5,7
crypto/x509/libcrypto-lib-t_crl.c,0,1,0,1
apps/openssl-bin-rsa.c,0,1,0,1
crypto/des/libcrypto-shlib-cfb64ede.c,0,2,4,6
crypto/ml_dsa/libcrypto-shlib-ml_dsa_matrix.c,0,0,3,3
crypto/des/libcrypto-shlib-cbc_cksm.c,0,0,1,1
crypto/bn/libcrypto-shlib-x86_64-mont5.c,9,10,22,41
test/bio_prefix_text-bin-bio_prefix_text.c,0,2,3,5
ssl/record/methods/libssl-shlib-tls1_meth.c,0,0,5,5
crypto/mdc2/libcrypto-shlib-mdc2dgst.c,0,0,2,2
crypto/cmp/libcrypto-lib-cmp_client.c,0,2,1,3
ssl/libssl-lib-ssl_sess.c,2,3,5,10
crypto/rsa/libcrypto-lib-rsa_sp800_56b_gen.c,0,0,3,3
crypto/camellia/libcrypto-shlib-cmll-x86_64.c,2,2,2,6
crypto/libcrypto-shlib-bsearch.c,0,1,2,3
crypto/bn/libcrypto-lib-rsaz-x86_64.c,0,0,6,6
crypto/modes/libcrypto-lib-aes-gcm-avx512.c,72,0,0,72
crypto/asn1/libcrypto-lib-a_time.c,0,1,3,4
ssl/libssl-shlib-pqueue.c,1,0,2,3
test/cipherlist_test-bin-cipherlist_test.c,0,0,1,1
test/testutil/libtestutil-lib-options.c,0,2,3,5
crypto/x509/libcrypto-lib-x_crl.c,2,1,2,5
apps/openssl-bin-req.c,2,3,6,11
crypto/sm2/libcrypto-shlib-sm2_crypt.c,0,1,5,6
ssl/quic/libssl-shlib-quic_srtm.c,2,1,7,10
crypto/pkcs7/libcrypto-lib-pk7_doit.c,6,1,2,9
ssl/libssl-lib-ssl_mcnf.c,0,0,1,1
crypto/bio/libcrypto-lib-bss_conn.c,0,0,2,2
crypto/asn1/libcrypto-lib-i2d_evp.c,0,2,2,4
crypto/des/libcrypto-shlib-pcbc_enc.c,0,0,2,2
crypto/stack/libcrypto-shlib-stack.c,0,5,9,14
crypto/bio/libcrypto-shlib-bss_log.c,0,1,0,1
crypto/libcrypto-lib-ex_data.c,0,1,7,8
crypto/ec/curve448/libcrypto-lib-scalar.c,0,1,7,8
apps/lib/libapps-lib-http_server.c,0,8,6,14
crypto/camellia/libcrypto-lib-cmll-x86_64.c,2,2,2,6
crypto/bio/libcrypto-lib-bio_print.c,2,4,14,20
apps/openssl-bin-pkeyparam.c,0,0,1,1
crypto/objects/libcrypto-shlib-obj_dat.c,1,0,6,7
crypto/conf/libcrypto-lib-conf_mod.c,2,2,5,9
crypto/cms/libcrypto-shlib-cms_sd.c,9,1,4,14
crypto/evp/libcrypto-lib-e_des.c,0,0,7,7
crypto/ui/libcrypto-lib-ui_openssl.c,1,1,3,5
ssl/record/methods/libssl-shlib-tls13_meth.c,0,0,1,1
providers/libcrypto-shlib-defltprov.c,0,1,1,2
ssl/quic/libssl-lib-quic_impl.c,0,0,14,14
test/cmp_status_test-bin-cmp_status_test.c,0,0,1,1
crypto/modes/libcrypto-lib-ccm128.c,0,0,9,9
crypto/x509/libcrypto-shlib-x509_trust.c,2,2,0,4
test/helpers/tls13ccstest-bin-ssltestlib.c,4,7,12,23
test/ssl_old_test-bin-ssl_old_test.c,8,2,7,17
providers/implementations/ciphers/libdefault-lib-cipher_tdes_hw.c,1,0,2,3
test/helpers/quic_multistream_test-bin-noisydgrambio.c,1,2,6,9
ssl/quic/libssl-lib-quic_fifd.c,1,3,3,7
crypto/cms/libcrypto-shlib-cms_smime.c,7,1,16,24
ssl/libssl-shlib-ssl_rsa.c,1,2,8,11
crypto/ffc/libcrypto-shlib-ffc_key_generate.c,0,0,1,1
providers/legacy-dso-legacyprov.c,0,0,1,1
crypto/dsa/libcrypto-shlib-dsa_ossl.c,0,0,5,5
test/testutil/libtestutil-lib-random.c,0,0,2,2
crypto/x509/libcrypto-lib-x509_trust.c,2,2,0,4
test/helpers/quic_radix_test-bin-quictestlib.c,0,1,11,12
crypto/asn1/libcrypto-shlib-ameth_lib.c,2,1,1,4
providers/implementations/signature/libdefault-lib-eddsa_sig.c,1,0,0,1
crypto/bio/libcrypto-lib-bf_readbuff.c,0,1,2,3
crypto/asn1/libcrypto-shlib-x_long.c,0,0,2,2
apps/openssl-bin-passwd.c,3,4,40,47
ssl/quic/libssl-shlib-quic_port.c,10,5,1,16
test/ct_test-bin-ct_test.c,1,1,0,2
apps/lib/libapps-lib-s_cb.c,3,9,23,35
crypto/idea/libcrypto-shlib-i_cbc.c,0,0,2,2
crypto/async/libcrypto-shlib-async_wait.c,0,5,3,8
crypto/libcrypto-shlib-context.c,1,0,0,1
crypto/bn/libcrypto-shlib-rsaz-4k-avx512.c,0,0,2,2
test/x509_internal_test-bin-x509_internal_test.c,0,0,2,2
crypto/ct/libcrypto-lib-ct_log.c,0,1,0,1
crypto/rsa/libcrypto-shlib-rsa_depr.c,0,0,1,1
providers/implementations/ciphers/liblegacy-lib-cipher_idea.c,1,0,0,1
test/evp_test-bin-evp_test.c,10,14,36,60
test/property_test-bin-property_test.c,0,2,9,11
crypto/asn1/libcrypto-lib-ameth_lib.c,2,1,1,4
crypto/evp/libcrypto-shlib-bio_enc.c,2,1,3,6
crypto/x509/libcrypto-shlib-by_store.c,0,0,3,3
crypto/conf/libcrypto-lib-conf_def.c,0,16,22,38
crypto/sha/libcrypto-shlib-keccak1600-x86_64.c,1,2,1,4
ssl/libssl-lib-ssl_rsa.c,1,2,8,11
crypto/txt_db/libcrypto-shlib-txt_db.c,0,3,16,19
crypto/rsa/libcrypto-shlib-rsa_pss.c,0,0,3,3
test/evp_extra_test2-bin-tls-provider.c,1,3,28,32
apps/lib/cmp_client_test-bin-cmp_mock_srv.c,1,1,0,2
ssl/quic/libssl-shlib-quic_record_rx.c,0,7,4,11
