bestandsnaam,voor_origineel,voor_kol2,voor_kol3,voor_kol4,voor_kol5,na_origineel,na_kol2,na_kol3,na_kol4,na_kol5
file,File,for loops,while loops,do-while loops,total,File,for loops,while loops,do-while loops,total
libdefault-lib-cipher_sm4_gcm.c,,libdefault-lib-cipher_sm4_gcm.c,,libdefault-lib-cipher_sm4_gcm.c,,libdefault-lib-cipher_sm4_gcm.c,,libdefault-lib-cipher_sm4_gcm.c,,libdefault-lib-cipher_sm4_gcm.c,,../samples/decompilations/rerolled/providers implementations ciphers libdefault-lib-cipher_sm4_gcm.c,0,0,0,0
libcrypto-shlib-ts_req_print.c,,libcrypto-shlib-ts_req_print.c,,libcrypto-shlib-ts_req_print.c,,libcrypto-shlib-ts_req_print.c,,libcrypto-shlib-ts_req_print.c,,libcrypto-shlib-ts_req_print.c,,../samples/decompilations/rerolled/crypto ts libcrypto-shlib-ts_req_print.c,0,0,0,0
libcrypto-lib-p_verify.c,,libcrypto-lib-p_verify.c,,libcrypto-lib-p_verify.c,,libcrypto-lib-p_verify.c,,libcrypto-lib-p_verify.c,,libcrypto-lib-p_verify.c,,../samples/decompilations/rerolled/crypto evp libcrypto-lib-p_verify.c,0,0,0,0
gdscript_disassembler.linuxbsd.editor.x86_64.c,,gdscript_disassembler.linuxbsd.editor.x86_64.c,,gdscript_disassembler.linuxbsd.editor.x86_64.c,,gdscript_disassembler.linuxbsd.editor.x86_64.c,,gdscript_disassembler.linuxbsd.editor.x86_64.c,,gdscript_disassembler.linuxbsd.editor.x86_64.c,,../samples/decompilations/rerolled/modules gdscript gdscript_disassembler.linuxbsd.editor.x86_64.c,0,22,2,24
static_body_3d.linuxbsd.editor.x86_64.c,,static_body_3d.linuxbsd.editor.x86_64.c,,static_body_3d.linuxbsd.editor.x86_64.c,,static_body_3d.linuxbsd.editor.x86_64.c,,static_body_3d.linuxbsd.editor.x86_64.c,,static_body_3d.linuxbsd.editor.x86_64.c,,../samples/decompilations/rerolled/scene 3d physics static_body_3d.linuxbsd.editor.x86_64.c,0,0,0,0
printdfd.linuxbsd.editor.x86_64.c,,printdfd.linuxbsd.editor.x86_64.c,,printdfd.linuxbsd.editor.x86_64.c,,printdfd.linuxbsd.editor.x86_64.c,,printdfd.linuxbsd.editor.x86_64.c,,printdfd.linuxbsd.editor.x86_64.c,,../samples/decompilations/rerolled/thirdparty libktx lib dfdutils printdfd.linuxbsd.editor.x86_64.c,0,0,0,0
libcrypto-lib-eng_table.c,,libcrypto-lib-eng_table.c,,libcrypto-lib-eng_table.c,,libcrypto-lib-eng_table.c,,libcrypto-lib-eng_table.c,,libcrypto-lib-eng_table.c,,../samples/decompilations/rerolled/crypto engine libcrypto-lib-eng_table.c,7,1,3,11
libcrypto-shlib-aes-gcm-avx512.c,,libcrypto-shlib-aes-gcm-avx512.c,,libcrypto-shlib-aes-gcm-avx512.c,,libcrypto-shlib-aes-gcm-avx512.c,,libcrypto-shlib-aes-gcm-avx512.c,,libcrypto-shlib-aes-gcm-avx512.c,,../samples/decompilations/rerolled/crypto modes libcrypto-shlib-aes-gcm-avx512.c,167,0,0,167
openxr_valve_analog_threshold_extension.linuxbsd.editor.x86_64.c,,openxr_valve_analog_threshold_extension.linuxbsd.editor.x86_64.c,,openxr_valve_analog_threshold_extension.linuxbsd.editor.x86_64.c,,openxr_valve_analog_threshold_extension.linuxbsd.editor.x86_64.c,,openxr_valve_analog_threshold_extension.linuxbsd.editor.x86_64.c,,openxr_valve_analog_threshold_extension.linuxbsd.editor.x86_64.c,,../samples/decompilations/rerolled/modules openxr extensions openxr_valve_analog_threshold_extension.linuxbsd.editor.x86_64.c,0,0,0,0
texture_3d_editor_plugin.linuxbsd.editor.x86_64.c,,texture_3d_editor_plugin.linuxbsd.editor.x86_64.c,,texture_3d_editor_plugin.linuxbsd.editor.x86_64.c,,texture_3d_editor_plugin.linuxbsd.editor.x86_64.c,,texture_3d_editor_plugin.linuxbsd.editor.x86_64.c,,texture_3d_editor_plugin.linuxbsd.editor.x86_64.c,,../samples/decompilations/rerolled/editor plugins texture_3d_editor_plugin.linuxbsd.editor.x86_64.c,12,4,12,28
libssl-shlib-quic_txp.c,,libssl-shlib-quic_txp.c,,libssl-shlib-quic_txp.c,,libssl-shlib-quic_txp.c,,libssl-shlib-quic_txp.c,,libssl-shlib-quic_txp.c,,../samples/decompilations/rerolled/ssl quic libssl-shlib-quic_txp.c,5,1,13,19
quickhull.linuxbsd.editor.x86_64.c,,quickhull.linuxbsd.editor.x86_64.c,,quickhull.linuxbsd.editor.x86_64.c,,quickhull.linuxbsd.editor.x86_64.c,,quickhull.linuxbsd.editor.x86_64.c,,quickhull.linuxbsd.editor.x86_64.c,,../samples/decompilations/rerolled/thirdparty manifold src quickhull.linuxbsd.editor.x86_64.c,19,13,43,75
libssl-lib-quic_thread_assist.c,,libssl-lib-quic_thread_assist.c,,libssl-lib-quic_thread_assist.c,,libssl-lib-quic_thread_assist.c,,libssl-lib-quic_thread_assist.c,,libssl-lib-quic_thread_assist.c,,../samples/decompilations/rerolled/ssl quic libssl-lib-quic_thread_assist.c,0,0,0,0
sysinfo.linuxbsd.editor.x86_64.c,,sysinfo.linuxbsd.editor.x86_64.c,,sysinfo.linuxbsd.editor.x86_64.c,,sysinfo.linuxbsd.editor.x86_64.c,,sysinfo.linuxbsd.editor.x86_64.c,,sysinfo.linuxbsd.editor.x86_64.c,,../samples/decompilations/rerolled/thirdparty embree common sys sysinfo.linuxbsd.editor.x86_64.c,2,0,6,8
openxr_fb_update_swapchain_extension.linuxbsd.editor.x86_64.c,,openxr_fb_update_swapchain_extension.linuxbsd.editor.x86_64.c,,openxr_fb_update_swapchain_extension.linuxbsd.editor.x86_64.c,,openxr_fb_update_swapchain_extension.linuxbsd.editor.x86_64.c,,openxr_fb_update_swapchain_extension.linuxbsd.editor.x86_64.c,,openxr_fb_update_swapchain_extension.linuxbsd.editor.x86_64.c,,../samples/decompilations/rerolled/modules openxr extensions openxr_fb_update_swapchain_extension.linuxbsd.editor.x86_64.c,0,0,0,0
libcrypto-lib-punycode.c,,libcrypto-lib-punycode.c,,libcrypto-lib-punycode.c,,libcrypto-lib-punycode.c,,libcrypto-lib-punycode.c,,libcrypto-lib-punycode.c,,../samples/decompilations/rerolled/crypto libcrypto-lib-punycode.c,0,0,0,0
hb-static.linuxbsd.editor.x86_64.c,,hb-static.linuxbsd.editor.x86_64.c,,hb-static.linuxbsd.editor.x86_64.c,,hb-static.linuxbsd.editor.x86_64.c,,hb-static.linuxbsd.editor.x86_64.c,,hb-static.linuxbsd.editor.x86_64.c,,../samples/decompilations/rerolled/thirdparty harfbuzz src hb-static.linuxbsd.editor.x86_64.c,0,0,0,0
video_stream_theora.linuxbsd.editor.x86_64.c,,video_stream_theora.linuxbsd.editor.x86_64.c,,video_stream_theora.linuxbsd.editor.x86_64.c,,video_stream_theora.linuxbsd.editor.x86_64.c,,video_stream_theora.linuxbsd.editor.x86_64.c,,video_stream_theora.linuxbsd.editor.x86_64.c,,../samples/decompilations/rerolled/modules theora video_stream_theora.linuxbsd.editor.x86_64.c,12,5,26,43
navigation_link_3d.linuxbsd.editor.x86_64.c,,navigation_link_3d.linuxbsd.editor.x86_64.c,,navigation_link_3d.linuxbsd.editor.x86_64.c,,navigation_link_3d.linuxbsd.editor.x86_64.c,,navigation_link_3d.linuxbsd.editor.x86_64.c,,navigation_link_3d.linuxbsd.editor.x86_64.c,,../samples/decompilations/rerolled/scene 3d navigation_link_3d.linuxbsd.editor.x86_64.c,0,0,0,0
register_scene_types.linuxbsd.editor.x86_64.c,,register_scene_types.linuxbsd.editor.x86_64.c,,register_scene_types.linuxbsd.editor.x86_64.c,,register_scene_types.linuxbsd.editor.x86_64.c,,register_scene_types.linuxbsd.editor.x86_64.c,,register_scene_types.linuxbsd.editor.x86_64.c,,../samples/decompilations/rerolled/scene register_scene_types.linuxbsd.editor.x86_64.c,93,3,41,137
libcrypto-lib-tasn_typ.c,,libcrypto-lib-tasn_typ.c,,libcrypto-lib-tasn_typ.c,,libcrypto-lib-tasn_typ.c,,libcrypto-lib-tasn_typ.c,,libcrypto-lib-tasn_typ.c,,../samples/decompilations/rerolled/crypto asn1 libcrypto-lib-tasn_typ.c,0,0,0,0
libcrypto-lib-x_algor.c,,libcrypto-lib-x_algor.c,,libcrypto-lib-x_algor.c,,libcrypto-lib-x_algor.c,,libcrypto-lib-x_algor.c,,libcrypto-lib-x_algor.c,,../samples/decompilations/rerolled/crypto asn1 libcrypto-lib-x_algor.c,0,0,0,0
skeleton_modification_2d_stackholder.linuxbsd.editor.x86_64.c,,skeleton_modification_2d_stackholder.linuxbsd.editor.x86_64.c,,skeleton_modification_2d_stackholder.linuxbsd.editor.x86_64.c,,skeleton_modification_2d_stackholder.linuxbsd.editor.x86_64.c,,skeleton_modification_2d_stackholder.linuxbsd.editor.x86_64.c,,skeleton_modification_2d_stackholder.linuxbsd.editor.x86_64.c,,../samples/decompilations/rerolled/scene resources 2d skeleton skeleton_modification_2d_stackholder.linuxbsd.editor.x86_64.c,0,0,0,0
psa_crypto_pake.linuxbsd.editor.x86_64.c,,psa_crypto_pake.linuxbsd.editor.x86_64.c,,psa_crypto_pake.linuxbsd.editor.x86_64.c,,psa_crypto_pake.linuxbsd.editor.x86_64.c,,psa_crypto_pake.linuxbsd.editor.x86_64.c,,psa_crypto_pake.linuxbsd.editor.x86_64.c,,../samples/decompilations/rerolled/thirdparty mbedtls library psa_crypto_pake.linuxbsd.editor.x86_64.c,3,0,0,3
libcrypto-shlib-sha256-mb-x86_64.c,,libcrypto-shlib-sha256-mb-x86_64.c,,libcrypto-shlib-sha256-mb-x86_64.c,,libcrypto-shlib-sha256-mb-x86_64.c,,libcrypto-shlib-sha256-mb-x86_64.c,,libcrypto-shlib-sha256-mb-x86_64.c,,../samples/decompilations/rerolled/crypto sha libcrypto-shlib-sha256-mb-x86_64.c,0,0,0,0
libcrypto-lib-comp_lib.c,,libcrypto-lib-comp_lib.c,,libcrypto-lib-comp_lib.c,,libcrypto-lib-comp_lib.c,,libcrypto-lib-comp_lib.c,,libcrypto-lib-comp_lib.c,,../samples/decompilations/rerolled/crypto comp libcrypto-lib-comp_lib.c,0,0,0,0
libssl-shlib-d1_lib.c,,libssl-shlib-d1_lib.c,,libssl-shlib-d1_lib.c,,libssl-shlib-d1_lib.c,,libssl-shlib-d1_lib.c,,libssl-shlib-d1_lib.c,,../samples/decompilations/rerolled/ssl libssl-shlib-d1_lib.c,0,0,0,0
quic_newcid_test-bin-ssltestlib.c,,quic_newcid_test-bin-ssltestlib.c,,quic_newcid_test-bin-ssltestlib.c,,quic_newcid_test-bin-ssltestlib.c,,quic_newcid_test-bin-ssltestlib.c,,quic_newcid_test-bin-ssltestlib.c,,../samples/decompilations/rerolled/test helpers quic_newcid_test-bin-ssltestlib.c,6,7,12,25
libcrypto-lib-pem_x509.c,,libcrypto-lib-pem_x509.c,,libcrypto-lib-pem_x509.c,,libcrypto-lib-pem_x509.c,,libcrypto-lib-pem_x509.c,,libcrypto-lib-pem_x509.c,,../samples/decompilations/rerolled/crypto pem libcrypto-lib-pem_x509.c,0,0,0,0
shape_2d.linuxbsd.editor.x86_64.c,,shape_2d.linuxbsd.editor.x86_64.c,,shape_2d.linuxbsd.editor.x86_64.c,,shape_2d.linuxbsd.editor.x86_64.c,,shape_2d.linuxbsd.editor.x86_64.c,,shape_2d.linuxbsd.editor.x86_64.c,,../samples/decompilations/rerolled/scene resources 2d shape_2d.linuxbsd.editor.x86_64.c,0,0,0,0
libcrypto-shlib-provider_conf.c,,libcrypto-shlib-provider_conf.c,,libcrypto-shlib-provider_conf.c,,libcrypto-shlib-provider_conf.c,,libcrypto-shlib-provider_conf.c,,libcrypto-shlib-provider_conf.c,,../samples/decompilations/rerolled/crypto libcrypto-shlib-provider_conf.c,0,0,0,0
libcrypto-shlib-p12_mutl.c,,libcrypto-shlib-p12_mutl.c,,libcrypto-shlib-p12_mutl.c,,libcrypto-shlib-p12_mutl.c,,libcrypto-shlib-p12_mutl.c,,libcrypto-shlib-p12_mutl.c,,../samples/decompilations/rerolled/crypto pkcs12 libcrypto-shlib-p12_mutl.c,0,0,0,0
video_stream.linuxbsd.editor.x86_64.c,,video_stream.linuxbsd.editor.x86_64.c,,video_stream.linuxbsd.editor.x86_64.c,,video_stream.linuxbsd.editor.x86_64.c,,video_stream.linuxbsd.editor.x86_64.c,,video_stream.linuxbsd.editor.x86_64.c,,../samples/decompilations/rerolled/scene resources video_stream.linuxbsd.editor.x86_64.c,5,2,15,22
translation_domain.linuxbsd.editor.x86_64.c,,translation_domain.linuxbsd.editor.x86_64.c,,translation_domain.linuxbsd.editor.x86_64.c,,translation_domain.linuxbsd.editor.x86_64.c,,translation_domain.linuxbsd.editor.x86_64.c,,translation_domain.linuxbsd.editor.x86_64.c,,../samples/decompilations/rerolled/core string translation_domain.linuxbsd.editor.x86_64.c,0,0,0,0
libcrypto-shlib-conf_mall.c,,libcrypto-shlib-conf_mall.c,,libcrypto-shlib-conf_mall.c,,libcrypto-shlib-conf_mall.c,,libcrypto-shlib-conf_mall.c,,libcrypto-shlib-conf_mall.c,,../samples/decompilations/rerolled/crypto conf libcrypto-shlib-conf_mall.c,0,0,0,0
shortcut.linuxbsd.editor.x86_64.c,,shortcut.linuxbsd.editor.x86_64.c,,shortcut.linuxbsd.editor.x86_64.c,,shortcut.linuxbsd.editor.x86_64.c,,shortcut.linuxbsd.editor.x86_64.c,,shortcut.linuxbsd.editor.x86_64.c,,../samples/decompilations/rerolled/core input shortcut.linuxbsd.editor.x86_64.c,0,0,0,0
fatalerrtest-bin-ssltestlib.c,,fatalerrtest-bin-ssltestlib.c,,fatalerrtest-bin-ssltestlib.c,,fatalerrtest-bin-ssltestlib.c,,fatalerrtest-bin-ssltestlib.c,,fatalerrtest-bin-ssltestlib.c,,../samples/decompilations/rerolled/test helpers fatalerrtest-bin-ssltestlib.c,6,7,12,25
a_hash_map.linuxbsd.editor.x86_64.c,,a_hash_map.linuxbsd.editor.x86_64.c,,a_hash_map.linuxbsd.editor.x86_64.c,,a_hash_map.linuxbsd.editor.x86_64.c,,a_hash_map.linuxbsd.editor.x86_64.c,,a_hash_map.linuxbsd.editor.x86_64.c,,../samples/decompilations/rerolled/core templates a_hash_map.linuxbsd.editor.x86_64.c,0,0,0,0
unorm.linuxbsd.editor.x86_64.c,,unorm.linuxbsd.editor.x86_64.c,,unorm.linuxbsd.editor.x86_64.c,,unorm.linuxbsd.editor.x86_64.c,,unorm.linuxbsd.editor.x86_64.c,,unorm.linuxbsd.editor.x86_64.c,,../samples/decompilations/rerolled/thirdparty icu4c common unorm.linuxbsd.editor.x86_64.c,0,0,0,0
importer_mesh.linuxbsd.editor.x86_64.c,,importer_mesh.linuxbsd.editor.x86_64.c,,importer_mesh.linuxbsd.editor.x86_64.c,,importer_mesh.linuxbsd.editor.x86_64.c,,importer_mesh.linuxbsd.editor.x86_64.c,,importer_mesh.linuxbsd.editor.x86_64.c,,../samples/decompilations/rerolled/scene resources 3d importer_mesh.linuxbsd.editor.x86_64.c,21,39,130,190
tvgsvgutil.linuxbsd.editor.x86_64.c,,tvgsvgutil.linuxbsd.editor.x86_64.c,,tvgsvgutil.linuxbsd.editor.x86_64.c,,tvgsvgutil.linuxbsd.editor.x86_64.c,,tvgsvgutil.linuxbsd.editor.x86_64.c,,tvgsvgutil.linuxbsd.editor.x86_64.c,,../samples/decompilations/rerolled/thirdparty thorvg src loaders svg tvgSvgUtil.linuxbsd.editor.x86_64.c,0,0,0,0
resource.linuxbsd.editor.x86_64.c,,resource.linuxbsd.editor.x86_64.c,,resource.linuxbsd.editor.x86_64.c,,resource.linuxbsd.editor.x86_64.c,,resource.linuxbsd.editor.x86_64.c,,resource.linuxbsd.editor.x86_64.c,,../samples/decompilations/rerolled/core io resource.linuxbsd.editor.x86_64.c,15,14,65,94
libcrypto-shlib-ct_b64.c,,libcrypto-shlib-ct_b64.c,,libcrypto-shlib-ct_b64.c,,libcrypto-shlib-ct_b64.c,,libcrypto-shlib-ct_b64.c,,libcrypto-shlib-ct_b64.c,,../samples/decompilations/rerolled/crypto ct libcrypto-shlib-ct_b64.c,0,0,0,0
vfetchanalyzer.linuxbsd.editor.x86_64.c,,vfetchanalyzer.linuxbsd.editor.x86_64.c,,vfetchanalyzer.linuxbsd.editor.x86_64.c,,vfetchanalyzer.linuxbsd.editor.x86_64.c,,vfetchanalyzer.linuxbsd.editor.x86_64.c,,vfetchanalyzer.linuxbsd.editor.x86_64.c,,../samples/decompilations/rerolled/thirdparty meshoptimizer vfetchanalyzer.linuxbsd.editor.x86_64.c,0,0,0,0
libcrypto-lib-a_octet.c,,libcrypto-lib-a_octet.c,,libcrypto-lib-a_octet.c,,libcrypto-lib-a_octet.c,,libcrypto-lib-a_octet.c,,libcrypto-lib-a_octet.c,,../samples/decompilations/rerolled/crypto asn1 libcrypto-lib-a_octet.c,0,0,0,0
pk_ecc.linuxbsd.editor.x86_64.c,,pk_ecc.linuxbsd.editor.x86_64.c,,pk_ecc.linuxbsd.editor.x86_64.c,,pk_ecc.linuxbsd.editor.x86_64.c,,pk_ecc.linuxbsd.editor.x86_64.c,,pk_ecc.linuxbsd.editor.x86_64.c,,../samples/decompilations/rerolled/thirdparty mbedtls library pk_ecc.linuxbsd.editor.x86_64.c,0,0,0,0
hb-ot-shaper-arabic.linuxbsd.editor.x86_64.c,,hb-ot-shaper-arabic.linuxbsd.editor.x86_64.c,,hb-ot-shaper-arabic.linuxbsd.editor.x86_64.c,,hb-ot-shaper-arabic.linuxbsd.editor.x86_64.c,,hb-ot-shaper-arabic.linuxbsd.editor.x86_64.c,,hb-ot-shaper-arabic.linuxbsd.editor.x86_64.c,,../samples/decompilations/rerolled/thirdparty harfbuzz src hb-ot-shaper-arabic.linuxbsd.editor.x86_64.c,20,55,175,250
dictionarydata.linuxbsd.editor.x86_64.c,,dictionarydata.linuxbsd.editor.x86_64.c,,dictionarydata.linuxbsd.editor.x86_64.c,,dictionarydata.linuxbsd.editor.x86_64.c,,dictionarydata.linuxbsd.editor.x86_64.c,,dictionarydata.linuxbsd.editor.x86_64.c,,../samples/decompilations/rerolled/thirdparty icu4c common dictionarydata.linuxbsd.editor.x86_64.c,0,0,0,0
quic-lcidm-test-bin-quic-lcidm.c,,quic-lcidm-test-bin-quic-lcidm.c,,quic-lcidm-test-bin-quic-lcidm.c,,quic-lcidm-test-bin-quic-lcidm.c,,quic-lcidm-test-bin-quic-lcidm.c,,quic-lcidm-test-bin-quic-lcidm.c,,../samples/decompilations/rerolled/fuzz quic-lcidm-test-bin-quic-lcidm.c,0,0,0,0
rsa.linuxbsd.editor.x86_64.c,,rsa.linuxbsd.editor.x86_64.c,,rsa.linuxbsd.editor.x86_64.c,,rsa.linuxbsd.editor.x86_64.c,,rsa.linuxbsd.editor.x86_64.c,,rsa.linuxbsd.editor.x86_64.c,,../samples/decompilations/rerolled/thirdparty mbedtls library rsa.linuxbsd.editor.x86_64.c,7,3,10,20
libcrypto-shlib-eng_table.c,,libcrypto-shlib-eng_table.c,,libcrypto-shlib-eng_table.c,,libcrypto-shlib-eng_table.c,,libcrypto-shlib-eng_table.c,,libcrypto-shlib-eng_table.c,,../samples/decompilations/rerolled/crypto engine libcrypto-shlib-eng_table.c,7,1,3,11
label.linuxbsd.editor.x86_64.c,,label.linuxbsd.editor.x86_64.c,,label.linuxbsd.editor.x86_64.c,,label.linuxbsd.editor.x86_64.c,,label.linuxbsd.editor.x86_64.c,,label.linuxbsd.editor.x86_64.c,,../samples/decompilations/rerolled/scene gui label.linuxbsd.editor.x86_64.c,0,0,0,0
http_request.linuxbsd.editor.x86_64.c,,http_request.linuxbsd.editor.x86_64.c,,http_request.linuxbsd.editor.x86_64.c,,http_request.linuxbsd.editor.x86_64.c,,http_request.linuxbsd.editor.x86_64.c,,http_request.linuxbsd.editor.x86_64.c,,../samples/decompilations/rerolled/scene main http_request.linuxbsd.editor.x86_64.c,0,0,0,0
ssl_debug_helpers_generated.linuxbsd.editor.x86_64.c,,ssl_debug_helpers_generated.linuxbsd.editor.x86_64.c,,ssl_debug_helpers_generated.linuxbsd.editor.x86_64.c,,ssl_debug_helpers_generated.linuxbsd.editor.x86_64.c,,ssl_debug_helpers_generated.linuxbsd.editor.x86_64.c,,ssl_debug_helpers_generated.linuxbsd.editor.x86_64.c,,../samples/decompilations/rerolled/thirdparty mbedtls library ssl_debug_helpers_generated.linuxbsd.editor.x86_64.c,0,0,0,0
libcrypto-shlib-aes-x86_64.c,,libcrypto-shlib-aes-x86_64.c,,libcrypto-shlib-aes-x86_64.c,,libcrypto-shlib-aes-x86_64.c,,libcrypto-shlib-aes-x86_64.c,,libcrypto-shlib-aes-x86_64.c,,../samples/decompilations/rerolled/crypto aes libcrypto-shlib-aes-x86_64.c,0,0,0,0
string_name.linuxbsd.editor.x86_64.c,,string_name.linuxbsd.editor.x86_64.c,,string_name.linuxbsd.editor.x86_64.c,,string_name.linuxbsd.editor.x86_64.c,,string_name.linuxbsd.editor.x86_64.c,,string_name.linuxbsd.editor.x86_64.c,,../samples/decompilations/rerolled/core string string_name.linuxbsd.editor.x86_64.c,0,0,0,0
libcrypto-lib-v3_akeya.c,,libcrypto-lib-v3_akeya.c,,libcrypto-lib-v3_akeya.c,,libcrypto-lib-v3_akeya.c,,libcrypto-lib-v3_akeya.c,,libcrypto-lib-v3_akeya.c,,../samples/decompilations/rerolled/crypto x509 libcrypto-lib-v3_akeya.c,0,0,0,0
sharpyuv_cpu.linuxbsd.editor.x86_64.c,,sharpyuv_cpu.linuxbsd.editor.x86_64.c,,sharpyuv_cpu.linuxbsd.editor.x86_64.c,,sharpyuv_cpu.linuxbsd.editor.x86_64.c,,sharpyuv_cpu.linuxbsd.editor.x86_64.c,,sharpyuv_cpu.linuxbsd.editor.x86_64.c,,../samples/decompilations/rerolled/thirdparty libwebp sharpyuv sharpyuv_cpu.linuxbsd.editor.x86_64.c,0,0,0,0
libdefault-lib-decode_msblob2key.c,,libdefault-lib-decode_msblob2key.c,,libdefault-lib-decode_msblob2key.c,,libdefault-lib-decode_msblob2key.c,,libdefault-lib-decode_msblob2key.c,,libdefault-lib-decode_msblob2key.c,,../samples/decompilations/rerolled/providers implementations encode_decode libdefault-lib-decode_msblob2key.c,1,0,0,1
tinyexr.linuxbsd.editor.x86_64.c,,tinyexr.linuxbsd.editor.x86_64.c,,tinyexr.linuxbsd.editor.x86_64.c,,tinyexr.linuxbsd.editor.x86_64.c,,tinyexr.linuxbsd.editor.x86_64.c,,tinyexr.linuxbsd.editor.x86_64.c,,../samples/decompilations/rerolled/thirdparty tinyexr tinyexr.linuxbsd.editor.x86_64.c,71,35,312,418
info.linuxbsd.editor.x86_64.c,,info.linuxbsd.editor.x86_64.c,,info.linuxbsd.editor.x86_64.c,,info.linuxbsd.editor.x86_64.c,,info.linuxbsd.editor.x86_64.c,,info.linuxbsd.editor.x86_64.c,,../samples/decompilations/rerolled/thirdparty libtheora info.linuxbsd.editor.x86_64.c,1,0,4,5
libcrypto-shlib-property_query.c,,libcrypto-shlib-property_query.c,,libcrypto-shlib-property_query.c,,libcrypto-shlib-property_query.c,,libcrypto-shlib-property_query.c,,libcrypto-shlib-property_query.c,,../samples/decompilations/rerolled/crypto property libcrypto-shlib-property_query.c,0,0,0,0
libcrypto-lib-chacha-x86_64.c,,libcrypto-lib-chacha-x86_64.c,,libcrypto-lib-chacha-x86_64.c,,libcrypto-lib-chacha-x86_64.c,,libcrypto-lib-chacha-x86_64.c,,libcrypto-lib-chacha-x86_64.c,,../samples/decompilations/rerolled/crypto chacha libcrypto-lib-chacha-x86_64.c,41,9,48,98
libcrypto-lib-x_sig.c,,libcrypto-lib-x_sig.c,,libcrypto-lib-x_sig.c,,libcrypto-lib-x_sig.c,,libcrypto-lib-x_sig.c,,libcrypto-lib-x_sig.c,,../samples/decompilations/rerolled/crypto asn1 libcrypto-lib-x_sig.c,0,0,0,0
libcrypto-lib-bio_err.c,,libcrypto-lib-bio_err.c,,libcrypto-lib-bio_err.c,,libcrypto-lib-bio_err.c,,libcrypto-lib-bio_err.c,,libcrypto-lib-bio_err.c,,../samples/decompilations/rerolled/crypto bio libcrypto-lib-bio_err.c,0,0,0,0
libcrypto-shlib-cmeth_lib.c,,libcrypto-shlib-cmeth_lib.c,,libcrypto-shlib-cmeth_lib.c,,libcrypto-shlib-cmeth_lib.c,,libcrypto-shlib-cmeth_lib.c,,libcrypto-shlib-cmeth_lib.c,,../samples/decompilations/rerolled/crypto evp libcrypto-shlib-cmeth_lib.c,0,0,0,0
gl.linuxbsd.editor.x86_64.c,,gl.linuxbsd.editor.x86_64.c,,gl.linuxbsd.editor.x86_64.c,,gl.linuxbsd.editor.x86_64.c,,gl.linuxbsd.editor.x86_64.c,,gl.linuxbsd.editor.x86_64.c,,../samples/decompilations/rerolled/thirdparty glad gl.linuxbsd.editor.x86_64.c,0,0,0,0
tab_container.linuxbsd.editor.x86_64.c,,tab_container.linuxbsd.editor.x86_64.c,,tab_container.linuxbsd.editor.x86_64.c,,tab_container.linuxbsd.editor.x86_64.c,,tab_container.linuxbsd.editor.x86_64.c,,tab_container.linuxbsd.editor.x86_64.c,,../samples/decompilations/rerolled/scene gui tab_container.linuxbsd.editor.x86_64.c,6,20,46,72
packed_scene_editor_plugin.linuxbsd.editor.x86_64.c,,packed_scene_editor_plugin.linuxbsd.editor.x86_64.c,,packed_scene_editor_plugin.linuxbsd.editor.x86_64.c,,packed_scene_editor_plugin.linuxbsd.editor.x86_64.c,,packed_scene_editor_plugin.linuxbsd.editor.x86_64.c,,packed_scene_editor_plugin.linuxbsd.editor.x86_64.c,,../samples/decompilations/rerolled/editor plugins packed_scene_editor_plugin.linuxbsd.editor.x86_64.c,15,4,12,31
libcoreutils_a-mkstemp-safer.c,,libcoreutils_a-mkstemp-safer.c,,libcoreutils_a-mkstemp-safer.c,,libcoreutils_a-mkstemp-safer.c,,libcoreutils_a-mkstemp-safer.c,,libcoreutils_a-mkstemp-safer.c,,../samples/decompilations/rerolled/lib libcoreutils_a-mkstemp-safer.c,0,0,0,0
libcrypto-shlib-p_lib.c,,libcrypto-shlib-p_lib.c,,libcrypto-shlib-p_lib.c,,libcrypto-shlib-p_lib.c,,libcrypto-shlib-p_lib.c,,libcrypto-shlib-p_lib.c,,../samples/decompilations/rerolled/crypto evp libcrypto-shlib-p_lib.c,5,0,1,6
godot_space_2d.linuxbsd.editor.x86_64.c,,godot_space_2d.linuxbsd.editor.x86_64.c,,godot_space_2d.linuxbsd.editor.x86_64.c,,godot_space_2d.linuxbsd.editor.x86_64.c,,godot_space_2d.linuxbsd.editor.x86_64.c,,godot_space_2d.linuxbsd.editor.x86_64.c,,../samples/decompilations/rerolled/modules godot_physics_2d godot_space_2d.linuxbsd.editor.x86_64.c,0,0,0,0
libcrypto-lib-pem_oth.c,,libcrypto-lib-pem_oth.c,,libcrypto-lib-pem_oth.c,,libcrypto-lib-pem_oth.c,,libcrypto-lib-pem_oth.c,,libcrypto-lib-pem_oth.c,,../samples/decompilations/rerolled/crypto pem libcrypto-lib-pem_oth.c,0,0,0,0
script_instance.linuxbsd.editor.x86_64.c,,script_instance.linuxbsd.editor.x86_64.c,,script_instance.linuxbsd.editor.x86_64.c,,script_instance.linuxbsd.editor.x86_64.c,,script_instance.linuxbsd.editor.x86_64.c,,script_instance.linuxbsd.editor.x86_64.c,,../samples/decompilations/rerolled/core object script_instance.linuxbsd.editor.x86_64.c,1,0,3,4
