bestandsnaam,voor_origineel,voor_kol2,voor_kol3,voor_kol4,voor_kol5,na_origineel,na_kol2,na_kol3,na_kol4,na_kol5
file,File,for loops,while loops,do-while loops,total,File,for loops,while loops,do-while loops,total
image_loader_tga.linuxbsd.editor.x86_64.c,,image_loader_tga.linuxbsd.editor.x86_64.c,,image_loader_tga.linuxbsd.editor.x86_64.c,,image_loader_tga.linuxbsd.editor.x86_64.c,,image_loader_tga.linuxbsd.editor.x86_64.c,,image_loader_tga.linuxbsd.editor.x86_64.c,,../samples/decompilations/rerolled/modules tga image_loader_tga.linuxbsd.editor.x86_64.c,8,5,14,27
libcrypto-lib-slh_wots.c,,libcrypto-lib-slh_wots.c,,libcrypto-lib-slh_wots.c,,libcrypto-lib-slh_wots.c,,libcrypto-lib-slh_wots.c,,libcrypto-lib-slh_wots.c,,../samples/decompilations/rerolled/crypto slh_dsa libcrypto-lib-slh_wots.c,4,0,9,13
libcrypto-lib-signature.c,,libcrypto-lib-signature.c,,libcrypto-lib-signature.c,,libcrypto-lib-signature.c,,libcrypto-lib-signature.c,,libcrypto-lib-signature.c,,../samples/decompilations/rerolled/crypto evp libcrypto-lib-signature.c,10,1,2,13
openxr_vulkan_extension.linuxbsd.editor.x86_64.c,,openxr_vulkan_extension.linuxbsd.editor.x86_64.c,,openxr_vulkan_extension.linuxbsd.editor.x86_64.c,,openxr_vulkan_extension.linuxbsd.editor.x86_64.c,,openxr_vulkan_extension.linuxbsd.editor.x86_64.c,,openxr_vulkan_extension.linuxbsd.editor.x86_64.c,,../samples/decompilations/rerolled/modules openxr extensions platform openxr_vulkan_extension.linuxbsd.editor.x86_64.c,0,0,0,0
pairwise_fail_test-bin-pairwise_fail_test.c,,pairwise_fail_test-bin-pairwise_fail_test.c,,pairwise_fail_test-bin-pairwise_fail_test.c,,pairwise_fail_test-bin-pairwise_fail_test.c,,pairwise_fail_test-bin-pairwise_fail_test.c,,pairwise_fail_test-bin-pairwise_fail_test.c,,../samples/decompilations/rerolled/test pairwise_fail_test-bin-pairwise_fail_test.c,0,0,0,0
asn1_time_test-bin-a_time.c,,asn1_time_test-bin-a_time.c,,asn1_time_test-bin-a_time.c,,asn1_time_test-bin-a_time.c,,asn1_time_test-bin-a_time.c,,asn1_time_test-bin-a_time.c,,../samples/decompilations/rerolled/crypto asn1 asn1_time_test-bin-a_time.c,0,0,0,0
libcoreutils_a-dup-safer-flag.c,,libcoreutils_a-dup-safer-flag.c,,libcoreutils_a-dup-safer-flag.c,,libcoreutils_a-dup-safer-flag.c,,libcoreutils_a-dup-safer-flag.c,,libcoreutils_a-dup-safer-flag.c,,../samples/decompilations/rerolled/lib libcoreutils_a-dup-safer-flag.c,0,0,0,0
libssl-shlib-ssl_conf.c,,libssl-shlib-ssl_conf.c,,libssl-shlib-ssl_conf.c,,libssl-shlib-ssl_conf.c,,libssl-shlib-ssl_conf.c,,libssl-shlib-ssl_conf.c,,../samples/decompilations/rerolled/ssl libssl-shlib-ssl_conf.c,1,1,8,10
character_body_3d.linuxbsd.editor.x86_64.c,,character_body_3d.linuxbsd.editor.x86_64.c,,character_body_3d.linuxbsd.editor.x86_64.c,,character_body_3d.linuxbsd.editor.x86_64.c,,character_body_3d.linuxbsd.editor.x86_64.c,,character_body_3d.linuxbsd.editor.x86_64.c,,../samples/decompilations/rerolled/scene 3d physics character_body_3d.linuxbsd.editor.x86_64.c,17,8,32,57
undo_redo.linuxbsd.editor.x86_64.c,,undo_redo.linuxbsd.editor.x86_64.c,,undo_redo.linuxbsd.editor.x86_64.c,,undo_redo.linuxbsd.editor.x86_64.c,,undo_redo.linuxbsd.editor.x86_64.c,,undo_redo.linuxbsd.editor.x86_64.c,,../samples/decompilations/rerolled/core object undo_redo.linuxbsd.editor.x86_64.c,6,9,41,56
openxr_action_map.linuxbsd.editor.x86_64.c,,openxr_action_map.linuxbsd.editor.x86_64.c,,openxr_action_map.linuxbsd.editor.x86_64.c,,openxr_action_map.linuxbsd.editor.x86_64.c,,openxr_action_map.linuxbsd.editor.x86_64.c,,openxr_action_map.linuxbsd.editor.x86_64.c,,../samples/decompilations/rerolled/modules openxr action_map openxr_action_map.linuxbsd.editor.x86_64.c,5,3,31,39
ftpatent.linuxbsd.editor.x86_64.c,,ftpatent.linuxbsd.editor.x86_64.c,,ftpatent.linuxbsd.editor.x86_64.c,,ftpatent.linuxbsd.editor.x86_64.c,,ftpatent.linuxbsd.editor.x86_64.c,,ftpatent.linuxbsd.editor.x86_64.c,,../samples/decompilations/rerolled/thirdparty freetype src base ftpatent.linuxbsd.editor.x86_64.c,0,0,0,0
libcrypto-shlib-encoder_lib.c,,libcrypto-shlib-encoder_lib.c,,libcrypto-shlib-encoder_lib.c,,libcrypto-shlib-encoder_lib.c,,libcrypto-shlib-encoder_lib.c,,libcrypto-shlib-encoder_lib.c,,../samples/decompilations/rerolled/crypto encode_decode libcrypto-shlib-encoder_lib.c,0,0,0,0
constant_time_test-bin-constant_time_test.c,,constant_time_test-bin-constant_time_test.c,,constant_time_test-bin-constant_time_test.c,,constant_time_test-bin-constant_time_test.c,,constant_time_test-bin-constant_time_test.c,,constant_time_test-bin-constant_time_test.c,,../samples/decompilations/rerolled/test constant_time_test-bin-constant_time_test.c,0,0,0,0
libdefault-lib-ml_dsa_kmgmt.c,,libdefault-lib-ml_dsa_kmgmt.c,,libdefault-lib-ml_dsa_kmgmt.c,,libdefault-lib-ml_dsa_kmgmt.c,,libdefault-lib-ml_dsa_kmgmt.c,,libdefault-lib-ml_dsa_kmgmt.c,,../samples/decompilations/rerolled/providers implementations keymgmt libdefault-lib-ml_dsa_kmgmt.c,0,0,0,0
upnp_miniupnp.linuxbsd.editor.x86_64.c,,upnp_miniupnp.linuxbsd.editor.x86_64.c,,upnp_miniupnp.linuxbsd.editor.x86_64.c,,upnp_miniupnp.linuxbsd.editor.x86_64.c,,upnp_miniupnp.linuxbsd.editor.x86_64.c,,upnp_miniupnp.linuxbsd.editor.x86_64.c,,../samples/decompilations/rerolled/modules upnp upnp_miniupnp.linuxbsd.editor.x86_64.c,7,3,13,23
buildtest_c_types-bin-buildtest_types.c,,buildtest_c_types-bin-buildtest_types.c,,buildtest_c_types-bin-buildtest_types.c,,buildtest_c_types-bin-buildtest_types.c,,buildtest_c_types-bin-buildtest_types.c,,buildtest_c_types-bin-buildtest_types.c,,../samples/decompilations/rerolled/test buildtest_c_types-bin-buildtest_types.c,0,0,0,0
libdefault-lib-cipher_aes_cbc_hmac_sha256_hw.c,,libdefault-lib-cipher_aes_cbc_hmac_sha256_hw.c,,libdefault-lib-cipher_aes_cbc_hmac_sha256_hw.c,,libdefault-lib-cipher_aes_cbc_hmac_sha256_hw.c,,libdefault-lib-cipher_aes_cbc_hmac_sha256_hw.c,,libdefault-lib-cipher_aes_cbc_hmac_sha256_hw.c,,../samples/decompilations/rerolled/providers implementations ciphers libdefault-lib-cipher_aes_cbc_hmac_sha256_hw.c,11,3,7,21
libssl-lib-quic_tls_api.c,,libssl-lib-quic_tls_api.c,,libssl-lib-quic_tls_api.c,,libssl-lib-quic_tls_api.c,,libssl-lib-quic_tls_api.c,,libssl-lib-quic_tls_api.c,,../samples/decompilations/rerolled/ssl quic libssl-lib-quic_tls_api.c,7,1,0,8
ext_internal_test-bin-ext_internal_test.c,,ext_internal_test-bin-ext_internal_test.c,,ext_internal_test-bin-ext_internal_test.c,,ext_internal_test-bin-ext_internal_test.c,,ext_internal_test-bin-ext_internal_test.c,,ext_internal_test-bin-ext_internal_test.c,,../samples/decompilations/rerolled/test ext_internal_test-bin-ext_internal_test.c,0,0,0,0
button.linuxbsd.editor.x86_64.c,,button.linuxbsd.editor.x86_64.c,,button.linuxbsd.editor.x86_64.c,,button.linuxbsd.editor.x86_64.c,,button.linuxbsd.editor.x86_64.c,,button.linuxbsd.editor.x86_64.c,,../samples/decompilations/rerolled/scene gui button.linuxbsd.editor.x86_64.c,6,2,10,18
enet_packet_peer.linuxbsd.editor.x86_64.c,,enet_packet_peer.linuxbsd.editor.x86_64.c,,enet_packet_peer.linuxbsd.editor.x86_64.c,,enet_packet_peer.linuxbsd.editor.x86_64.c,,enet_packet_peer.linuxbsd.editor.x86_64.c,,enet_packet_peer.linuxbsd.editor.x86_64.c,,../samples/decompilations/rerolled/modules enet enet_packet_peer.linuxbsd.editor.x86_64.c,4,1,29,34
fastlz.linuxbsd.editor.x86_64.c,,fastlz.linuxbsd.editor.x86_64.c,,fastlz.linuxbsd.editor.x86_64.c,,fastlz.linuxbsd.editor.x86_64.c,,fastlz.linuxbsd.editor.x86_64.c,,fastlz.linuxbsd.editor.x86_64.c,,../samples/decompilations/rerolled/thirdparty misc fastlz.linuxbsd.editor.x86_64.c,0,0,0,0
libssl-shlib-rec_layer_s3.c,,libssl-shlib-rec_layer_s3.c,,libssl-shlib-rec_layer_s3.c,,libssl-shlib-rec_layer_s3.c,,libssl-shlib-rec_layer_s3.c,,libssl-shlib-rec_layer_s3.c,,../samples/decompilations/rerolled/ssl record libssl-shlib-rec_layer_s3.c,7,2,10,19
inreadableorder.linuxbsd.editor.x86_64.c,,inreadableorder.linuxbsd.editor.x86_64.c,,inreadableorder.linuxbsd.editor.x86_64.c,,inreadableorder.linuxbsd.editor.x86_64.c,,inreadableorder.linuxbsd.editor.x86_64.c,,inreadableorder.linuxbsd.editor.x86_64.c,,../samples/decompilations/rerolled/thirdparty glslang SPIRV InReadableOrder.linuxbsd.editor.x86_64.c,4,5,3,12
ucnv_io.linuxbsd.editor.x86_64.c,,ucnv_io.linuxbsd.editor.x86_64.c,,ucnv_io.linuxbsd.editor.x86_64.c,,ucnv_io.linuxbsd.editor.x86_64.c,,ucnv_io.linuxbsd.editor.x86_64.c,,ucnv_io.linuxbsd.editor.x86_64.c,,../samples/decompilations/rerolled/thirdparty icu4c common ucnv_io.linuxbsd.editor.x86_64.c,0,0,0,0
libdefault-lib-cipher_aes_ccm.c,,libdefault-lib-cipher_aes_ccm.c,,libdefault-lib-cipher_aes_ccm.c,,libdefault-lib-cipher_aes_ccm.c,,libdefault-lib-cipher_aes_ccm.c,,libdefault-lib-cipher_aes_ccm.c,,../samples/decompilations/rerolled/providers implementations ciphers libdefault-lib-cipher_aes_ccm.c,0,0,0,0
libcrypto-shlib-slh_dsa.c,,libcrypto-shlib-slh_dsa.c,,libcrypto-shlib-slh_dsa.c,,libcrypto-shlib-slh_dsa.c,,libcrypto-shlib-slh_dsa.c,,libcrypto-shlib-slh_dsa.c,,../samples/decompilations/rerolled/crypto slh_dsa libcrypto-shlib-slh_dsa.c,0,0,0,0
editor_expression_evaluator.linuxbsd.editor.x86_64.c,,editor_expression_evaluator.linuxbsd.editor.x86_64.c,,editor_expression_evaluator.linuxbsd.editor.x86_64.c,,editor_expression_evaluator.linuxbsd.editor.x86_64.c,,editor_expression_evaluator.linuxbsd.editor.x86_64.c,,editor_expression_evaluator.linuxbsd.editor.x86_64.c,,../samples/decompilations/rerolled/editor debugger editor_expression_evaluator.linuxbsd.editor.x86_64.c,10,10,22,42
worker_thread_pool.linuxbsd.editor.x86_64.c,,worker_thread_pool.linuxbsd.editor.x86_64.c,,worker_thread_pool.linuxbsd.editor.x86_64.c,,worker_thread_pool.linuxbsd.editor.x86_64.c,,worker_thread_pool.linuxbsd.editor.x86_64.c,,worker_thread_pool.linuxbsd.editor.x86_64.c,,../samples/decompilations/rerolled/core object worker_thread_pool.linuxbsd.editor.x86_64.c,14,20,78,112
psy.linuxbsd.editor.x86_64.c,,psy.linuxbsd.editor.x86_64.c,,psy.linuxbsd.editor.x86_64.c,,psy.linuxbsd.editor.x86_64.c,,psy.linuxbsd.editor.x86_64.c,,psy.linuxbsd.editor.x86_64.c,,../samples/decompilations/rerolled/thirdparty libvorbis psy.linuxbsd.editor.x86_64.c,5,15,38,58
gr_slot.linuxbsd.editor.x86_64.c,,gr_slot.linuxbsd.editor.x86_64.c,,gr_slot.linuxbsd.editor.x86_64.c,,gr_slot.linuxbsd.editor.x86_64.c,,gr_slot.linuxbsd.editor.x86_64.c,,gr_slot.linuxbsd.editor.x86_64.c,,../samples/decompilations/rerolled/thirdparty graphite src gr_slot.linuxbsd.editor.x86_64.c,0,0,0,0
packed_data_container.linuxbsd.editor.x86_64.c,,packed_data_container.linuxbsd.editor.x86_64.c,,packed_data_container.linuxbsd.editor.x86_64.c,,packed_data_container.linuxbsd.editor.x86_64.c,,packed_data_container.linuxbsd.editor.x86_64.c,,packed_data_container.linuxbsd.editor.x86_64.c,,../samples/decompilations/rerolled/core io packed_data_container.linuxbsd.editor.x86_64.c,8,6,69,83
libcrypto-lib-decoder_pkey.c,,libcrypto-lib-decoder_pkey.c,,libcrypto-lib-decoder_pkey.c,,libcrypto-lib-decoder_pkey.c,,libcrypto-lib-decoder_pkey.c,,libcrypto-lib-decoder_pkey.c,,../samples/decompilations/rerolled/crypto encode_decode libcrypto-lib-decoder_pkey.c,5,1,1,7
libcrypto-shlib-bf_buff.c,,libcrypto-shlib-bf_buff.c,,libcrypto-shlib-bf_buff.c,,libcrypto-shlib-bf_buff.c,,libcrypto-shlib-bf_buff.c,,libcrypto-shlib-bf_buff.c,,../samples/decompilations/rerolled/crypto bio libcrypto-shlib-bf_buff.c,0,0,0,0
libcoreutils_a-mountlist.c,,libcoreutils_a-mountlist.c,,libcoreutils_a-mountlist.c,,libcoreutils_a-mountlist.c,,libcoreutils_a-mountlist.c,,libcoreutils_a-mountlist.c,,../samples/decompilations/rerolled/lib libcoreutils_a-mountlist.c,0,0,0,0
libcrypto-lib-dso_win32.c,,libcrypto-lib-dso_win32.c,,libcrypto-lib-dso_win32.c,,libcrypto-lib-dso_win32.c,,libcrypto-lib-dso_win32.c,,libcrypto-lib-dso_win32.c,,../samples/decompilations/rerolled/crypto dso libcrypto-lib-dso_win32.c,0,0,0,0
quic_tserver_test-bin-quic_tserver_test.c,,quic_tserver_test-bin-quic_tserver_test.c,,quic_tserver_test-bin-quic_tserver_test.c,,quic_tserver_test-bin-quic_tserver_test.c,,quic_tserver_test-bin-quic_tserver_test.c,,quic_tserver_test-bin-quic_tserver_test.c,,../samples/decompilations/rerolled/test quic_tserver_test-bin-quic_tserver_test.c,0,0,0,0
libcommon-lib-der_ec_sig.c,,libcommon-lib-der_ec_sig.c,,libcommon-lib-der_ec_sig.c,,libcommon-lib-der_ec_sig.c,,libcommon-lib-der_ec_sig.c,,libcommon-lib-der_ec_sig.c,,../samples/decompilations/rerolled/providers common der libcommon-lib-der_ec_sig.c,0,0,0,0
resbund.linuxbsd.editor.x86_64.c,,resbund.linuxbsd.editor.x86_64.c,,resbund.linuxbsd.editor.x86_64.c,,resbund.linuxbsd.editor.x86_64.c,,resbund.linuxbsd.editor.x86_64.c,,resbund.linuxbsd.editor.x86_64.c,,../samples/decompilations/rerolled/thirdparty icu4c common resbund.linuxbsd.editor.x86_64.c,2,0,0,2
libcrypto-lib-bss_file.c,,libcrypto-lib-bss_file.c,,libcrypto-lib-bss_file.c,,libcrypto-lib-bss_file.c,,libcrypto-lib-bss_file.c,,libcrypto-lib-bss_file.c,,../samples/decompilations/rerolled/crypto bio libcrypto-lib-bss_file.c,0,0,0,0
editor_validation_panel.linuxbsd.editor.x86_64.c,,editor_validation_panel.linuxbsd.editor.x86_64.c,,editor_validation_panel.linuxbsd.editor.x86_64.c,,editor_validation_panel.linuxbsd.editor.x86_64.c,,editor_validation_panel.linuxbsd.editor.x86_64.c,,editor_validation_panel.linuxbsd.editor.x86_64.c,,../samples/decompilations/rerolled/editor gui editor_validation_panel.linuxbsd.editor.x86_64.c,11,6,28,45
libcrypto-shlib-evp_lib.c,,libcrypto-shlib-evp_lib.c,,libcrypto-shlib-evp_lib.c,,libcrypto-shlib-evp_lib.c,,libcrypto-shlib-evp_lib.c,,libcrypto-shlib-evp_lib.c,,../samples/decompilations/rerolled/crypto evp libcrypto-shlib-evp_lib.c,2,0,0,2
libcrypto-shlib-cms_lib.c,,libcrypto-shlib-cms_lib.c,,libcrypto-shlib-cms_lib.c,,libcrypto-shlib-cms_lib.c,,libcrypto-shlib-cms_lib.c,,libcrypto-shlib-cms_lib.c,,../samples/decompilations/rerolled/crypto cms libcrypto-shlib-cms_lib.c,0,0,0,0
allocator.linuxbsd.editor.x86_64.c,,allocator.linuxbsd.editor.x86_64.c,,allocator.linuxbsd.editor.x86_64.c,,allocator.linuxbsd.editor.x86_64.c,,allocator.linuxbsd.editor.x86_64.c,,allocator.linuxbsd.editor.x86_64.c,,../samples/decompilations/rerolled/thirdparty meshoptimizer allocator.linuxbsd.editor.x86_64.c,0,0,0,0
libcrypto-lib-e_rc2.c,,libcrypto-lib-e_rc2.c,,libcrypto-lib-e_rc2.c,,libcrypto-lib-e_rc2.c,,libcrypto-lib-e_rc2.c,,libcrypto-lib-e_rc2.c,,../samples/decompilations/rerolled/crypto evp libcrypto-lib-e_rc2.c,0,0,0,0
packettest-bin-packettest.c,,packettest-bin-packettest.c,,packettest-bin-packettest.c,,packettest-bin-packettest.c,,packettest-bin-packettest.c,,packettest-bin-packettest.c,,../samples/decompilations/rerolled/test packettest-bin-packettest.c,0,0,0,0
openxr_select_runtime.linuxbsd.editor.x86_64.c,,openxr_select_runtime.linuxbsd.editor.x86_64.c,,openxr_select_runtime.linuxbsd.editor.x86_64.c,,openxr_select_runtime.linuxbsd.editor.x86_64.c,,openxr_select_runtime.linuxbsd.editor.x86_64.c,,openxr_select_runtime.linuxbsd.editor.x86_64.c,,../samples/decompilations/rerolled/modules openxr editor openxr_select_runtime.linuxbsd.editor.x86_64.c,8,2,20,30
midi_driver_coremidi.linuxbsd.editor.x86_64.c,,midi_driver_coremidi.linuxbsd.editor.x86_64.c,,midi_driver_coremidi.linuxbsd.editor.x86_64.c,,midi_driver_coremidi.linuxbsd.editor.x86_64.c,,midi_driver_coremidi.linuxbsd.editor.x86_64.c,,midi_driver_coremidi.linuxbsd.editor.x86_64.c,,../samples/decompilations/rerolled/drivers coremidi midi_driver_coremidi.linuxbsd.editor.x86_64.c,0,0,0,0
x509-test-bin-x509.c,,x509-test-bin-x509.c,,x509-test-bin-x509.c,,x509-test-bin-x509.c,,x509-test-bin-x509.c,,x509-test-bin-x509.c,,../samples/decompilations/rerolled/fuzz x509-test-bin-x509.c,0,0,0,0
msdf-error-correction.linuxbsd.editor.x86_64.c,,msdf-error-correction.linuxbsd.editor.x86_64.c,,msdf-error-correction.linuxbsd.editor.x86_64.c,,msdf-error-correction.linuxbsd.editor.x86_64.c,,msdf-error-correction.linuxbsd.editor.x86_64.c,,msdf-error-correction.linuxbsd.editor.x86_64.c,,../samples/decompilations/rerolled/thirdparty msdfgen core msdf-error-correction.linuxbsd.editor.x86_64.c,0,0,0,0
spin_box.linuxbsd.editor.x86_64.c,,spin_box.linuxbsd.editor.x86_64.c,,spin_box.linuxbsd.editor.x86_64.c,,spin_box.linuxbsd.editor.x86_64.c,,spin_box.linuxbsd.editor.x86_64.c,,spin_box.linuxbsd.editor.x86_64.c,,../samples/decompilations/rerolled/scene gui spin_box.linuxbsd.editor.x86_64.c,14,10,18,42
libdefault-lib-sha3_prov.c,,libdefault-lib-sha3_prov.c,,libdefault-lib-sha3_prov.c,,libdefault-lib-sha3_prov.c,,libdefault-lib-sha3_prov.c,,libdefault-lib-sha3_prov.c,,../samples/decompilations/rerolled/providers implementations digests libdefault-lib-sha3_prov.c,0,0,0,0
sha256.linuxbsd.editor.x86_64.c,,sha256.linuxbsd.editor.x86_64.c,,sha256.linuxbsd.editor.x86_64.c,,sha256.linuxbsd.editor.x86_64.c,,sha256.linuxbsd.editor.x86_64.c,,sha256.linuxbsd.editor.x86_64.c,,../samples/decompilations/rerolled/thirdparty mbedtls library sha256.linuxbsd.editor.x86_64.c,6,0,10,16
libcrypto-lib-sha256-mb-x86_64.c,,libcrypto-lib-sha256-mb-x86_64.c,,libcrypto-lib-sha256-mb-x86_64.c,,libcrypto-lib-sha256-mb-x86_64.c,,libcrypto-lib-sha256-mb-x86_64.c,,libcrypto-lib-sha256-mb-x86_64.c,,../samples/decompilations/rerolled/crypto sha libcrypto-lib-sha256-mb-x86_64.c,0,0,0,0
quant.linuxbsd.editor.x86_64.c,,quant.linuxbsd.editor.x86_64.c,,quant.linuxbsd.editor.x86_64.c,,quant.linuxbsd.editor.x86_64.c,,quant.linuxbsd.editor.x86_64.c,,quant.linuxbsd.editor.x86_64.c,,../samples/decompilations/rerolled/thirdparty libtheora quant.linuxbsd.editor.x86_64.c,0,0,0,0
libcrypto-shlib-ec_kmeth.c,,libcrypto-shlib-ec_kmeth.c,,libcrypto-shlib-ec_kmeth.c,,libcrypto-shlib-ec_kmeth.c,,libcrypto-shlib-ec_kmeth.c,,libcrypto-shlib-ec_kmeth.c,,../samples/decompilations/rerolled/crypto ec libcrypto-shlib-ec_kmeth.c,1,0,0,1
godot_soft_body_3d.linuxbsd.editor.x86_64.c,,godot_soft_body_3d.linuxbsd.editor.x86_64.c,,godot_soft_body_3d.linuxbsd.editor.x86_64.c,,godot_soft_body_3d.linuxbsd.editor.x86_64.c,,godot_soft_body_3d.linuxbsd.editor.x86_64.c,,godot_soft_body_3d.linuxbsd.editor.x86_64.c,,../samples/decompilations/rerolled/modules godot_physics_3d godot_soft_body_3d.linuxbsd.editor.x86_64.c,16,12,68,96
shader_include.linuxbsd.editor.x86_64.c,,shader_include.linuxbsd.editor.x86_64.c,,shader_include.linuxbsd.editor.x86_64.c,,shader_include.linuxbsd.editor.x86_64.c,,shader_include.linuxbsd.editor.x86_64.c,,shader_include.linuxbsd.editor.x86_64.c,,../samples/decompilations/rerolled/scene resources shader_include.linuxbsd.editor.x86_64.c,7,4,18,29
siphash_internal_test-bin-siphash_internal_test.c,,siphash_internal_test-bin-siphash_internal_test.c,,siphash_internal_test-bin-siphash_internal_test.c,,siphash_internal_test-bin-siphash_internal_test.c,,siphash_internal_test-bin-siphash_internal_test.c,,siphash_internal_test-bin-siphash_internal_test.c,,../samples/decompilations/rerolled/test siphash_internal_test-bin-siphash_internal_test.c,0,0,0,0
libcrypto-lib-e_chacha20_poly1305.c,,libcrypto-lib-e_chacha20_poly1305.c,,libcrypto-lib-e_chacha20_poly1305.c,,libcrypto-lib-e_chacha20_poly1305.c,,libcrypto-lib-e_chacha20_poly1305.c,,libcrypto-lib-e_chacha20_poly1305.c,,../samples/decompilations/rerolled/crypto evp libcrypto-lib-e_chacha20_poly1305.c,3,2,5,10
libdefault-lib-cipher_aria_ccm.c,,libdefault-lib-cipher_aria_ccm.c,,libdefault-lib-cipher_aria_ccm.c,,libdefault-lib-cipher_aria_ccm.c,,libdefault-lib-cipher_aria_ccm.c,,libdefault-lib-cipher_aria_ccm.c,,../samples/decompilations/rerolled/providers implementations ciphers libdefault-lib-cipher_aria_ccm.c,0,0,0,0
idec_dec.linuxbsd.editor.x86_64.c,,idec_dec.linuxbsd.editor.x86_64.c,,idec_dec.linuxbsd.editor.x86_64.c,,idec_dec.linuxbsd.editor.x86_64.c,,idec_dec.linuxbsd.editor.x86_64.c,,idec_dec.linuxbsd.editor.x86_64.c,,../samples/decompilations/rerolled/thirdparty libwebp src dec idec_dec.linuxbsd.editor.x86_64.c,1,0,3,4
ssim.linuxbsd.editor.x86_64.c,,ssim.linuxbsd.editor.x86_64.c,,ssim.linuxbsd.editor.x86_64.c,,ssim.linuxbsd.editor.x86_64.c,,ssim.linuxbsd.editor.x86_64.c,,ssim.linuxbsd.editor.x86_64.c,,../samples/decompilations/rerolled/thirdparty libwebp src dsp ssim.linuxbsd.editor.x86_64.c,0,0,0,0
libcoreutils_a-c-strcasecmp.c,,libcoreutils_a-c-strcasecmp.c,,libcoreutils_a-c-strcasecmp.c,,libcoreutils_a-c-strcasecmp.c,,libcoreutils_a-c-strcasecmp.c,,libcoreutils_a-c-strcasecmp.c,,../samples/decompilations/rerolled/lib libcoreutils_a-c-strcasecmp.c,0,0,0,0
libssl-shlib-quic_rcidm.c,,libssl-shlib-quic_rcidm.c,,libssl-shlib-quic_rcidm.c,,libssl-shlib-quic_rcidm.c,,libssl-shlib-quic_rcidm.c,,libssl-shlib-quic_rcidm.c,,../samples/decompilations/rerolled/ssl quic libssl-shlib-quic_rcidm.c,16,3,1,20
libcrypto-shlib-sha1-x86_64.c,,libcrypto-shlib-sha1-x86_64.c,,libcrypto-shlib-sha1-x86_64.c,,libcrypto-shlib-sha1-x86_64.c,,libcrypto-shlib-sha1-x86_64.c,,libcrypto-shlib-sha1-x86_64.c,,../samples/decompilations/rerolled/crypto sha libcrypto-shlib-sha1-x86_64.c,0,0,0,0
color_rect.linuxbsd.editor.x86_64.c,,color_rect.linuxbsd.editor.x86_64.c,,color_rect.linuxbsd.editor.x86_64.c,,color_rect.linuxbsd.editor.x86_64.c,,color_rect.linuxbsd.editor.x86_64.c,,color_rect.linuxbsd.editor.x86_64.c,,../samples/decompilations/rerolled/scene gui color_rect.linuxbsd.editor.x86_64.c,2,0,3,5
libssl-lib-quic_reactor.c,,libssl-lib-quic_reactor.c,,libssl-lib-quic_reactor.c,,libssl-lib-quic_reactor.c,,libssl-lib-quic_reactor.c,,libssl-lib-quic_reactor.c,,../samples/decompilations/rerolled/ssl quic libssl-lib-quic_reactor.c,0,0,0,0
style_box.linuxbsd.editor.x86_64.c,,style_box.linuxbsd.editor.x86_64.c,,style_box.linuxbsd.editor.x86_64.c,,style_box.linuxbsd.editor.x86_64.c,,style_box.linuxbsd.editor.x86_64.c,,style_box.linuxbsd.editor.x86_64.c,,../samples/decompilations/rerolled/scene resources style_box.linuxbsd.editor.x86_64.c,8,2,22,32
physics_body_2d.linuxbsd.editor.x86_64.c,,physics_body_2d.linuxbsd.editor.x86_64.c,,physics_body_2d.linuxbsd.editor.x86_64.c,,physics_body_2d.linuxbsd.editor.x86_64.c,,physics_body_2d.linuxbsd.editor.x86_64.c,,physics_body_2d.linuxbsd.editor.x86_64.c,,../samples/decompilations/rerolled/scene 2d physics physics_body_2d.linuxbsd.editor.x86_64.c,10,1,14,25
trianglesplittermean.linuxbsd.editor.x86_64.c,,trianglesplittermean.linuxbsd.editor.x86_64.c,,trianglesplittermean.linuxbsd.editor.x86_64.c,,trianglesplittermean.linuxbsd.editor.x86_64.c,,trianglesplittermean.linuxbsd.editor.x86_64.c,,trianglesplittermean.linuxbsd.editor.x86_64.c,,../samples/decompilations/rerolled/thirdparty jolt_physics Jolt TriangleSplitter TriangleSplitterMean.linuxbsd.editor.x86_64.c,1,0,2,3
texture_loader_ktx.linuxbsd.editor.x86_64.c,,texture_loader_ktx.linuxbsd.editor.x86_64.c,,texture_loader_ktx.linuxbsd.editor.x86_64.c,,texture_loader_ktx.linuxbsd.editor.x86_64.c,,texture_loader_ktx.linuxbsd.editor.x86_64.c,,texture_loader_ktx.linuxbsd.editor.x86_64.c,,../samples/decompilations/rerolled/modules ktx texture_loader_ktx.linuxbsd.editor.x86_64.c,9,0,7,16
libssl-shlib-quic_fc.c,,libssl-shlib-quic_fc.c,,libssl-shlib-quic_fc.c,,libssl-shlib-quic_fc.c,,libssl-shlib-quic_fc.c,,libssl-shlib-quic_fc.c,,../samples/decompilations/rerolled/ssl quic libssl-shlib-quic_fc.c,1,0,0,1
quic_cfq_test-bin-quic_cfq_test.c,,quic_cfq_test-bin-quic_cfq_test.c,,quic_cfq_test-bin-quic_cfq_test.c,,quic_cfq_test-bin-quic_cfq_test.c,,quic_cfq_test-bin-quic_cfq_test.c,,quic_cfq_test-bin-quic_cfq_test.c,,../samples/decompilations/rerolled/test quic_cfq_test-bin-quic_cfq_test.c,0,0,0,0
