Repo,File,for loops,while loops,do-while loops,total
godot,scene/main/missing_node.c,0,0,0,0
godot,scene/main/http_request.c,2,2,0,4
godot,scene/main/multiplayer_peer.c,0,1,0,1
godot,scene/main/shader_globals_override.c,1,0,0,1
godot,scene/main/instance_placeholder.c,2,0,0,2
godot,scene/main/multiplayer_api.c,4,0,0,4
godot,scene/main/status_indicator.c,0,0,0,0
godot,scene/main/resource_preloader.c,1,1,0,2
godot,scene/main/viewport.c,29,21,0,50
godot,scene/main/canvas_item.c,5,4,0,9
godot,scene/main/timer.c,0,0,0,0
godot,scene/gui/texture_button.c,0,0,0,0
godot,scene/gui/flow_container.c,3,0,0,3
godot,scene/gui/dialogs.c,3,0,0,3
godot,scene/gui/texture_rect.c,0,0,0,0
godot,scene/gui/subviewport_container.c,7,0,0,7
godot,scene/gui/panel_container.c,2,0,0,2
godot,scene/gui/control.c,8,9,0,17
godot,scene/gui/center_container.c,2,0,0,2
godot,scene/gui/scroll_container.c,3,0,0,3
godot,scene/gui/tab_container.c,7,0,0,7
godot,scene/gui/graph_node.c,6,1,0,7
godot,scene/gui/button.c,0,0,0,0
godot,scene/gui/code_edit.c,90,3,0,93
godot,scene/gui/item_list.c,25,8,0,33
godot,scene/gui/option_button.c,8,0,0,8
godot,scene/gui/box_container.c,4,1,0,5
godot,scene/gui/link_button.c,0,0,0,0
godot,scene/gui/line_edit.c,13,1,0,14
godot,scene/gui/color_rect.c,0,0,0,0
godot,scene/gui/tree.c,50,44,0,94
godot,scene/gui/panel.c,0,0,0,0
godot,scene/gui/graph_edit.c,40,2,0,42
godot,scene/gui/aspect_ratio_container.c,2,0,0,2
godot,scene/gui/separator.c,0,0,0,0
godot,scene/gui/label.c,25,0,0,25
godot,scene/gui/slider.c,2,0,0,2
godot,scene/gui/split_container.c,2,0,0,2
godot,scene/gui/popup.c,2,1,0,3
godot,scene/gui/graph_edit_arranger.c,15,2,3,17
godot,scene/gui/margin_container.c,2,0,0,2
godot,scene/gui/base_button.c,0,0,0,0
godot,scene/gui/graph_frame.c,2,0,0,2
godot,scene/gui/check_box.c,0,0,0,0
godot,scene/gui/popup_menu.c,39,2,0,41
godot,scene/gui/scroll_bar.c,0,0,0,0
godot,scene/gui/tab_bar.c,15,1,0,16
godot,scene/gui/progress_bar.c,0,0,0,0
godot,scene/gui/file_dialog.c,13,7,0,20
godot,scene/gui/video_stream_player.c,7,0,0,7
godot,scene/gui/reference_rect.c,0,0,0,0
godot,scene/gui/menu_bar.c,15,0,2,15
godot,scene/gui/grid_container.c,6,2,0,8
godot,scene/gui/color_mode.c,4,0,0,4
godot,scene/gui/menu_button.c,1,0,0,1
godot,scene/gui/text_edit.c,118,16,2,134
godot,scene/gui/container.c,0,0,0,0
godot,scene/gui/rich_text_label.c,79,50,2,129
godot,scene/gui/color_picker.c,28,1,0,29
godot,scene/gui/texture_progress_bar.c,2,0,0,2
godot,scene/gui/check_button.c,0,0,0,0
godot,scene/gui/graph_element.c,2,0,0,2
godot,scene/gui/view_panner.c,0,0,0,0
godot,scene/gui/range.c,0,0,0,0
godot,scene/gui/nine_patch_rect.c,0,0,0,0
godot,scene/gui/rich_text_effect.c,0,0,0,0
godot,scene/gui/spin_box.c,0,0,0,0
godot,scene/2d/canvas_group.c,0,0,0,0
godot,scene/2d/tile_map.c,9,1,0,10
godot,scene/2d/navigation_region_2d.c,5,0,0,5
godot,scene/2d/cpu_particles_2d.c,7,2,0,9
godot,scene/2d/camera_2d.c,3,0,0,3
godot,scene/2d/navigation_obstacle_2d.c,3,0,0,3
godot,scene/2d/polygon_2d.c,23,0,0,23
godot,scene/2d/gpu_particles_2d.c,3,0,0,3
godot,scene/2d/mesh_instance_2d.c,2,0,0,2
godot,scene/2d/navigation_agent_2d.c,1,1,0,2
godot,scene/2d/node_2d.c,0,0,0,0
godot,scene/2d/sprite_2d.c,0,0,0,0
godot,scene/2d/line_builder.c,5,0,0,5
godot,scene/2d/line_2d.c,2,0,0,2
godot,scene/2d/animated_sprite_2d.c,0,1,0,1
godot,scene/2d/path_2d.c,8,0,0,8
godot,scene/2d/audio_stream_player_2d.c,1,0,0,1
godot,scene/2d/light_2d.c,0,0,0,0
godot,scene/2d/visible_on_screen_notifier_2d.c,0,0,0,0
godot,scene/2d/multimesh_instance_2d.c,3,0,0,3
godot,scene/2d/canvas_modulate.c,0,0,0,0
godot,scene/2d/physics/area_2d.c,8,0,0,8
godot,scene/2d/physics/static_body_2d.c,5,0,0,5
godot,scene/2d/physics/physical_bone_2d.c,1,1,0,2
godot,scene/2d/physics/animatable_body_2d.c,0,0,0,0
godot,scene/2d/physics/shape_cast_2d.c,2,1,0,3
godot,scene/2d/physics/collision_polygon_2d.c,4,0,0,4
godot,scene/2d/physics/collision_object_2d.c,6,1,0,7
godot,scene/2d/physics/joints/pin_joint_2d.c,0,0,0,0
godot,scene/2d/physics/joints/damped_spring_joint_2d.c,0,0,0,0
godot,scene/2d/physics/joints/joint_2d.c,0,0,0,0
godot,scene/2d/physics/joints/groove_joint_2d.c,0,0,0,0
godot,scene/2d/physics/kinematic_collision_2d.c,0,0,0,0
godot,scene/2d/physics/rigid_body_2d.c,7,0,0,7
godot,scene/2d/physics/physics_body_2d.c,0,0,0,0
godot,scene/2d/physics/character_body_2d.c,2,0,0,2
godot,scene/2d/physics/collision_shape_2d.c,0,0,0,0
godot,scene/2d/physics/ray_cast_2d.c,0,0,0,0
godot,scene/2d/parallax_background.c,1,0,0,1
godot,scene/2d/marker_2d.c,0,0,0,0
godot,scene/2d/touch_screen_button.c,0,0,0,0
godot,scene/2d/skeleton_2d.c,10,1,0,11
godot,scene/2d/tile_map_layer.c,61,1,0,62
godot,scene/2d/light_occluder_2d.c,4,0,0,4
godot,scene/2d/parallax_2d.c,0,0,0,0
godot,scene/2d/remote_transform_2d.c,0,0,0,0
godot,scene/2d/navigation_link_2d.c,0,0,0,0
godot,scene/2d/audio_listener_2d.c,0,0,0,0
godot,scene/2d/back_buffer_copy.c,0,0,0,0
godot,scene/2d/parallax_layer.c,0,0,0,0
godot,scene/debugger/scene_debugger.c,18,4,0,22
godot,scene/property_list_helper.c,1,0,0,1
godot,scene/property_utils.c,6,2,0,8
godot,scene/animation/animation_blend_space_2d.c,28,0,0,28
godot,scene/animation/root_motion_view.c,2,0,0,2
godot,scene/animation/animation_blend_space_1d.c,9,0,0,9
godot,scene/animation/animation_mixer.c,10,3,0,13
godot,scene/animation/tween.c,0,1,0,1
godot,scene/animation/animation_node_extension.c,0,0,0,0
godot,scene/animation/animation_node_state_machine.c,28,5,0,33
godot,scene/animation/animation_blend_tree.c,12,1,0,13
godot,scene/animation/animation_player.c,6,3,0,9
godot,scene/animation/animation_tree.c,12,2,0,14
godot,core/variant/variant_utility.c,14,0,0,14
godot,core/variant/variant_parser.c,33,18,0,51
godot,core/variant/variant_destruct.c,0,0,0,0
godot,core/variant/variant_op.c,0,0,0,0
godot,core/variant/variant.c,29,3,0,32
godot,core/variant/variant_call.c,5,0,0,5
godot,core/variant/callable.c,5,0,0,5
godot,core/variant/dictionary.c,2,0,0,2
godot,core/variant/callable_bind.c,6,0,0,6
godot,core/variant/array.c,23,0,0,23
godot,core/variant/variant_construct.c,5,0,0,5
godot,core/variant/variant_setget.c,8,0,0,8
godot,core/variant/variant_callable.c,0,0,0,0
godot,core/register_core_types.c,0,0,0,0
godot,core/doc_data.c,1,0,0,1
godot,core/math/vector3.c,0,0,0,0
godot,core/math/rect2.c,1,0,0,1
godot,core/math/geometry_2d.c,21,0,0,21
godot,core/math/rect2i.c,0,0,0,0
godot,core/math/transform_2d.c,2,0,0,2
godot,core/math/math_fieldwise.c,0,0,0,0
godot,core/math/expression.c,9,14,1,23
godot,core/math/a_star_grid_2d.c,10,9,0,19
godot,core/math/quaternion.c,0,0,0,0
godot,core/math/math_funcs.c,1,1,0,2
godot,core/math/dynamic_bvh.c,9,5,3,14
godot,core/math/vector4i.c,2,0,0,2
godot,core/math/projection.c,9,0,0,9
godot,core/math/basis.c,4,1,0,5
godot,core/math/face3.c,8,0,0,8
godot,core/math/convex_hull.c,19,22,14,41
godot,core/math/transform_interpolator.c,1,0,0,1
godot,core/math/a_star.c,8,11,0,19
godot,core/math/vector3i.c,0,0,0,0
godot,core/math/geometry_3d.c,53,3,0,56
godot,core/math/triangulate.c,6,0,0,6
godot,core/math/plane.c,0,0,0,0
godot,core/math/random_pcg.c,3,0,0,3
godot,core/math/triangle_mesh.c,9,3,0,12
godot,core/math/quick_hull.c,20,2,0,22
godot,core/math/aabb.c,3,0,0,3
godot,core/math/transform_3d.c,1,0,0,1
godot,core/math/vector2i.c,0,0,0,0
godot,core/math/color.c,3,0,0,3
godot,core/math/static_raycaster.c,0,0,0,0
godot,core/math/random_number_generator.c,0,0,0,0
godot,core/math/vector4.c,2,0,0,2
godot,core/math/vector2.c,0,0,0,0
godot,core/core_bind.c,15,0,0,15
godot,core/error/error_macros.c,0,3,0,3
godot,core/error/error_list.c,0,0,0,0
godot,core/config/engine.c,6,0,0,6
godot,core/config/project_settings.c,9,3,0,12
godot,core/crypto/hashing_context.c,0,0,0,0
godot,core/crypto/crypto.c,1,0,0,1
godot,core/crypto/crypto_core.c,0,0,0,0
godot,core/crypto/aes_context.c,2,0,0,2
godot,core/core_constants.c,0,0,0,0
godot,core/object/ref_counted.c,0,0,0,0
godot,core/object/callable_method_pointer.c,1,0,0,1
godot,core/object/class_db.c,14,37,0,51
godot,core/object/script_instance.c,0,1,0,1
godot,core/object/method_bind.c,2,0,0,2
godot,core/object/script_language.c,9,3,0,12
godot,core/object/script_language_extension.c,0,0,0,0
godot,core/object/message_queue.c,8,3,0,11
godot,core/object/undo_redo.c,4,3,0,7
godot,core/object/worker_thread_pool.c,11,7,0,18
godot,core/object/object.c,20,6,0,26
godot,core/version_hash.gen.c,0,0,0,0
godot,core/input/shortcut.c,5,0,0,5
godot,core/input/input.c,17,3,0,20
godot,core/input/input_map.c,5,0,0,5
godot,core/input/input_event.c,0,0,0,0
godot,core/input/default_controller_mappings.gen.c,0,0,0,0
godot,core/templates/hash_map.c,0,0,0,0
godot,core/templates/command_queue_mt.c,0,0,0,0
godot,core/templates/a_hash_map.c,0,0,0,0
godot,core/templates/rid_owner.c,0,0,0,0
godot,core/core_globals.c,0,0,0,0
godot,core/io/dir_access.c,2,6,0,8
godot,core/io/file_access_compressed.c,5,0,0,5
godot,core/io/marshalls.c,52,3,0,55
godot,core/io/remote_filesystem_client.c,7,2,0,9
godot,core/io/resource_importer.c,9,2,0,11
godot,core/io/packed_data_container.c,2,0,0,2
godot,core/io/udp_server.c,0,4,0,4
godot,core/io/packet_peer_dtls.c,0,0,0,0
godot,core/io/file_access_zip.c,2,0,0,2
godot,core/io/json.c,27,5,0,32
godot,core/io/file_access_encrypted.c,2,0,0,2
godot,core/io/image.c,108,9,0,117
godot,core/io/plist.c,14,2,0,16
godot,core/io/missing_resource.c,0,0,0,0
godot,core/io/stream_peer_tcp.c,0,2,0,2
godot,core/io/dtls_server.c,0,0,0,0
godot,core/io/pck_packer.c,8,1,0,9
godot,core/io/http_client.c,3,0,0,3
godot,core/io/packet_peer.c,2,1,0,3
godot,core/io/file_access.c,6,6,1,12
godot,core/io/stream_peer.c,0,0,0,0
godot,core/io/resource_format_binary.c,46,3,0,49
godot,core/io/resource_uid.c,4,1,1,5
godot,core/io/zip_io.c,0,1,0,1
godot,core/io/translation_loader_po.c,5,1,0,6
godot,core/io/tcp_server.c,0,0,0,0
godot,core/io/resource_loader.c,28,8,1,36
godot,core/io/file_access_memory.c,0,0,0,0
godot,core/io/compression.c,0,0,3,0
godot,core/io/resource.c,4,0,0,4
godot,core/io/xml_parser.c,5,12,0,17
godot,core/io/packet_peer_udp.c,0,1,1,1
godot,core/io/file_access_pack.c,11,1,0,12
godot,core/io/logger.c,4,1,0,5
godot,core/io/stream_peer_gzip.c,0,1,0,1
godot,core/io/net_socket.c,0,0,0,0
godot,core/io/resource_saver.c,10,0,0,10
godot,core/io/http_client_tcp.c,4,6,0,10
godot,core/io/config_file.c,0,1,0,1
godot,core/io/ip_address.c,7,0,0,7
godot,core/io/stream_peer_tls.c,0,0,0,0
godot,core/io/image_loader.c,5,1,0,6
godot,core/io/ip.c,2,1,0,3
godot,core/extension/gdextension_manager.c,3,1,0,4
godot,core/extension/gdextension_special_compat_hashes.c,0,0,0,0
godot,core/extension/gdextension_interface.c,5,0,0,5
godot,core/extension/extension_api_dump.c,21,1,0,22
godot,core/extension/gdextension_library_loader.c,6,1,0,7
godot,core/extension/gdextension.c,5,0,0,5
godot,core/os/os.c,1,0,0,1
godot,core/os/midi_driver.c,0,0,0,0
godot,core/os/keyboard.c,1,4,0,5
godot,core/os/memory.c,0,0,0,0
godot,core/os/main_loop.c,0,0,0,0
godot,core/os/thread.c,0,0,0,0
godot,core/os/thread_safe.c,0,0,0,0
godot,core/os/mutex.c,0,0,0,0
godot,core/os/time.c,3,3,0,6
godot,core/script_encryption_key.gen.c,0,0,0,0
godot,core/string/translation_server.c,5,7,0,12
godot,core/string/translation.c,0,0,0,0
godot,core/string/ustring.c,85,66,4,151
godot,core/string/node_path.c,15,1,0,16
godot,core/string/fuzzy_search.c,3,4,0,7
godot,core/string/string_builder.c,2,0,0,2
godot,core/string/optimized_translation.c,6,1,0,7
godot,core/string/string_name.c,4,8,0,12
godot,core/string/translation_domain.c,5,0,0,5
godot,core/string/print_string.c,0,5,0,5
godot,core/string/translation_po.c,6,0,0,6
godot,core/debugger/engine_profiler.c,0,0,0,0
godot,core/debugger/local_debugger.c,8,1,0,9
godot,core/debugger/debugger_marshalls.c,4,0,0,4
godot,core/debugger/remote_debugger_peer.c,1,3,0,4
godot,core/debugger/script_debugger.c,0,0,0,0
godot,core/debugger/remote_debugger.c,7,5,0,12
godot,core/debugger/engine_debugger.c,1,0,0,1
godot,drivers/png/resource_saver_png.c,0,0,0,0
godot,drivers/png/image_loader_png.c,0,0,0,0
godot,drivers/png/png_driver_common.c,0,0,0,0
godot,drivers/register_driver_types.c,0,0,0,0
godot,drivers/coremidi/midi_driver_coremidi.c,3,0,0,3
godot,drivers/pulseaudio/audio_driver_pulseaudio.c,4,7,1,11
godot,drivers/pulseaudio/pulse-so_wrap.c,0,0,0,0
godot,drivers/windows/dir_access_windows.c,1,1,0,2
godot,drivers/windows/file_access_windows.c,1,2,0,3
godot,drivers/windows/file_access_windows_pipe.c,0,0,0,0
godot,drivers/windows/net_socket_winsock.c,0,0,0,0
godot,drivers/windows/ip_windows.c,0,3,1,3
godot,drivers/windows/thread_windows.c,0,0,0,0
godot,drivers/winmidi/midi_driver_winmidi.c,2,0,0,2
godot,drivers/alsamidi/midi_driver_alsamidi.c,2,1,1,3
godot,drivers/gles3/storage/light_storage.c,23,2,1,25
godot,drivers/gles3/storage/utilities.c,3,0,0,3
godot,drivers/gles3/storage/render_scene_buffers_gles3.c,3,0,0,3
godot,drivers/gles3/storage/mesh_storage.c,35,4,0,39
godot,drivers/gles3/storage/texture_storage.c,31,2,0,33
godot,drivers/gles3/storage/particles_storage.c,8,4,0,12
godot,drivers/gles3/storage/config.c,2,0,0,2
godot,drivers/gles3/storage/material_storage.c,35,7,0,42
godot,drivers/gles3/shader_gles3.c,25,1,0,26
godot,drivers/gles3/environment/fog.c,0,0,0,0
godot,drivers/gles3/environment/gi.c,0,0,0,0
godot,drivers/gles3/effects/post_effects.c,0,0,0,0
godot,drivers/gles3/effects/cubemap_filter.c,2,0,0,2
godot,drivers/gles3/effects/feed_effects.c,0,0,0,0
godot,drivers/gles3/effects/glow.c,2,0,0,2
godot,drivers/gles3/effects/copy_effects.c,2,0,0,2
godot,drivers/gles3/rasterizer_gles3.c,1,0,0,1
godot,drivers/gles3/rasterizer_canvas_gles3.c,26,9,0,35
godot,drivers/gles3/rasterizer_scene_gles3.c,37,6,0,43
godot,drivers/egl/egl_manager.c,2,0,0,2
godot,drivers/alsa/audio_driver_alsa.c,3,2,0,5
godot,drivers/alsa/asound-so_wrap.c,0,0,0,0
godot,drivers/wasapi/audio_driver_wasapi.c,10,2,0,12
godot,drivers/d3d12/rendering_context_driver_d3d12.c,2,0,1,2
godot,drivers/d3d12/rendering_device_driver_d3d12.c,114,2,1,116
godot,drivers/d3d12/d3d12ma.c,0,0,0,0
godot,drivers/d3d12/dxil_hash.c,1,0,0,1
godot,drivers/unix/os_unix.c,5,3,2,8
godot,drivers/unix/dir_access_unix.c,1,2,0,3
godot,drivers/unix/syslog_logger.c,0,0,0,0
godot,drivers/unix/file_access_unix_pipe.c,0,0,0,0
godot,drivers/unix/thread_posix.c,0,0,0,0
godot,drivers/unix/ip_unix.c,1,0,1,1
godot,drivers/unix/net_socket_unix.c,0,0,0,0
godot,drivers/unix/file_access_unix.c,0,0,0,0
godot,drivers/xaudio2/audio_driver_xaudio2.c,5,2,0,7
godot,drivers/vulkan/rendering_context_driver_vulkan.c,11,0,0,11
godot,drivers/vulkan/vulkan_hooks.c,0,0,0,0
godot,drivers/vulkan/rendering_device_driver_vulkan.c,90,5,0,95
godot,modules/glslang/register_types.c,0,0,0,0
godot,modules/godot_physics_3d/godot_area_3d.c,4,0,0,4
godot,modules/godot_physics_3d/godot_body_3d.c,7,0,0,7
godot,modules/godot_physics_3d/godot_broad_phase_3d_bvh.c,0,0,0,0
godot,modules/godot_physics_3d/godot_collision_solver_3d.c,8,0,0,8
godot,modules/godot_physics_3d/godot_physics_server_3d.c,6,7,0,13
godot,modules/godot_physics_3d/godot_collision_object_3d.c,7,0,0,7
godot,modules/godot_physics_3d/godot_body_direct_state_3d.c,0,0,0,0
godot,modules/godot_physics_3d/godot_broad_phase_3d.c,0,0,0,0
godot,modules/godot_physics_3d/godot_body_pair_3d.c,10,0,0,10
godot,modules/godot_physics_3d/godot_step_3d.c,11,8,0,19
godot,modules/godot_physics_3d/joints/godot_pin_joint_3d.c,2,0,0,2
godot,modules/godot_physics_3d/joints/godot_slider_joint_3d.c,4,0,0,4
godot,modules/godot_physics_3d/joints/godot_generic_6dof_joint_3d.c,5,0,0,5
godot,modules/godot_physics_3d/joints/godot_cone_twist_joint_3d.c,2,0,0,2
godot,modules/godot_physics_3d/joints/godot_hinge_joint_3d.c,2,0,0,2
godot,modules/godot_physics_3d/gjk_epa.c,12,1,1,13
godot,modules/godot_physics_3d/godot_soft_body_3d.c,32,2,0,34
godot,modules/godot_physics_3d/godot_collision_solver_3d_sat.c,91,0,0,91
godot,modules/godot_physics_3d/register_types.c,0,0,0,0
godot,modules/godot_physics_3d/godot_area_pair_3d.c,0,0,0,0
godot,modules/godot_physics_3d/godot_space_3d.c,21,4,1,25
godot,modules/godot_physics_3d/godot_shape_3d.c,43,2,0,45
godot,modules/ktx/texture_loader_ktx.c,3,0,0,3
godot,modules/ktx/register_types.c,0,0,0,0
godot,modules/csg/csg_shape.c,38,1,0,39
godot,modules/csg/csg.c,3,0,0,3
godot,modules/csg/register_types.c,0,0,0,0
godot,modules/csg/editor/csg_gizmos.c,2,0,0,2
godot,modules/betsy/register_types.c,0,0,0,0
godot,modules/betsy/image_compress_betsy.c,7,1,0,8
godot,modules/regex/regex.c,4,1,0,5
godot,modules/regex/register_types.c,0,0,0,0
godot,modules/gdscript/gdscript_tokenizer.c,4,14,0,18
godot,modules/gdscript/gdscript_vm.c,11,5,0,16
godot,modules/gdscript/gdscript_editor.c,33,29,3,62
godot,modules/gdscript/gdscript_rpc_callable.c,0,0,0,0
godot,modules/gdscript/gdscript.c,17,43,0,60
godot,modules/gdscript/gdscript_parser.c,37,28,13,65
godot,modules/gdscript/gdscript_function.c,4,0,0,4
godot,modules/gdscript/gdscript_compiler.c,31,10,0,41
godot,modules/gdscript/gdscript_cache.c,0,1,0,1
godot,modules/gdscript/gdscript_tokenizer_buffer.c,9,2,0,11
godot,modules/gdscript/language_server/gdscript_text_document.c,2,0,0,2
godot,modules/gdscript/language_server/gdscript_extend_parser.c,22,4,0,26
godot,modules/gdscript/language_server/gdscript_language_protocol.c,0,5,0,5
godot,modules/gdscript/language_server/gdscript_language_server.c,0,1,0,1
godot,modules/gdscript/language_server/gdscript_workspace.c,20,5,0,25
godot,modules/gdscript/gdscript_warning.c,1,0,0,1
godot,modules/gdscript/register_types.c,0,0,0,0
godot,modules/gdscript/gdscript_byte_codegen.c,32,0,0,32
godot,modules/gdscript/gdscript_disassembler.c,22,0,0,22
godot,modules/gdscript/gdscript_lambda_callable.c,4,0,0,4
godot,modules/gdscript/gdscript_analyzer.c,45,17,0,62
godot,modules/gdscript/tests/test_gdscript.c,5,2,0,7
godot,modules/gdscript/tests/gdscript_test_runner.c,6,2,0,8
godot,modules/gdscript/gdscript_utility_callable.c,0,0,0,0
godot,modules/gdscript/gdscript_utility_functions.c,8,2,0,10
godot,modules/gdscript/editor/gdscript_translation_parser_plugin.c,11,0,0,11
godot,modules/gdscript/editor/gdscript_highlighter.c,12,11,0,23
godot,modules/gdscript/editor/gdscript_docgen.c,2,1,0,3
godot,modules/mono/utils/macos_utils.c,0,0,0,0
godot,modules/mono/utils/string_utils.c,2,1,0,3
godot,modules/mono/utils/naming_utils.c,8,0,0,8
godot,modules/mono/utils/path_utils.c,3,0,0,3
godot,modules/mono/csharp_script.c,11,10,0,21
godot,modules/mono/managed_callable.c,0,0,0,0
godot,modules/mono/glue/runtime_interop.c,2,1,0,3
godot,modules/mono/godotsharp_dirs.c,0,1,0,1
godot,modules/mono/register_types.c,0,0,0,0
godot,modules/mono/mono_gd/gd_mono.c,0,0,0,0
godot,modules/mono/mono_gd/gd_mono_cache.c,0,0,0,0
godot,modules/mono/signal_awaiter_utils.c,0,0,0,0
godot,modules/mono/class_db_api_json.c,2,0,0,2
godot,modules/mono/mono_gc_handle.c,0,0,0,0
godot,modules/mono/editor/hostfxr_resolver.c,1,1,0,2
godot,modules/mono/editor/semver.c,2,0,0,2
godot,modules/mono/editor/editor_internal_calls.c,0,0,0,0
godot,modules/mono/editor/code_completion.c,4,2,0,6
godot,modules/mono/editor/bindings_generator.c,28,8,0,36
godot,modules/hdr/register_types.c,0,0,0,0
godot,modules/hdr/image_loader_hdr.c,5,2,0,7
godot,modules/etcpak/register_types.c,0,0,0,0
godot,modules/etcpak/image_compress_etcpak.c,6,0,0,6
godot,modules/etcpak/image_decompress_etcpak.c,1,0,0,1
godot,modules/msdfgen/register_types.c,0,0,0,0
godot,modules/lightmapper_rd/register_types.c,0,0,0,0
godot,modules/lightmapper_rd/lightmapper_rd.c,62,3,0,65
godot,modules/webrtc/webrtc_peer_connection_js.c,0,0,0,0
godot,modules/webrtc/webrtc_data_channel_extension.c,0,0,0,0
godot,modules/webrtc/webrtc_multiplayer_peer.c,2,2,0,4
godot,modules/webrtc/webrtc_peer_connection.c,0,0,0,0
godot,modules/webrtc/register_types.c,0,0,0,0
godot,modules/webrtc/webrtc_data_channel.c,0,0,0,0
godot,modules/webrtc/webrtc_peer_connection_extension.c,0,0,0,0
godot,modules/webrtc/webrtc_data_channel_js.c,0,0,0,0
godot,modules/freetype/register_types.c,0,0,0,0
godot,modules/webxr/webxr_interface_js.c,10,0,0,10
godot,modules/webxr/register_types.c,0,0,0,0
godot,modules/webxr/webxr_interface.c,0,0,0,0
godot,modules/gridmap/grid_map.c,27,1,0,28
godot,modules/gridmap/register_types.c,0,0,0,0
godot,modules/gridmap/editor/grid_map_editor_plugin.c,40,0,0,40
godot,modules/mobile_vr/mobile_vr_interface.c,1,0,0,1
godot,modules/mobile_vr/register_types.c,0,0,0,0
godot,modules/enet/enet_packet_peer.c,1,0,0,1
godot,modules/enet/enet_connection.c,2,2,0,4
godot,modules/enet/register_types.c,0,0,0,0
godot,modules/enet/enet_multiplayer_peer.c,0,0,3,0
godot,modules/zip/zip_packer.c,0,0,0,0
godot,modules/zip/register_types.c,0,0,0,0
godot,modules/zip/zip_reader.c,1,1,1,2
godot,modules/cvtt/register_types.c,0,0,0,0
godot,modules/cvtt/image_compress_cvtt.c,11,0,0,11
godot,modules/jpg/image_loader_jpegd.c,3,0,0,3
godot,modules/jpg/register_types.c,0,0,0,0
godot,modules/fbx/fbx_state.c,0,0,0,0
godot,modules/fbx/fbx_document.c,54,3,0,57
godot,modules/fbx/register_types.c,0,0,0,0
godot,modules/fbx/editor/editor_scene_importer_fbx2gltf.c,0,0,0,0
godot,modules/fbx/editor/editor_scene_importer_ufbx.c,0,0,0,0
godot,modules/meshoptimizer/register_types.c,0,0,0,0
godot,modules/register_module_types.gen.c,0,0,0,0
godot,modules/tga/image_loader_tga.c,4,11,0,15
godot,modules/tga/register_types.c,0,0,0,0
godot,modules/astcenc/image_compress_astcenc.c,2,0,0,2
godot,modules/astcenc/register_types.c,0,0,0,0
godot,modules/bmp/image_loader_bmp.c,5,0,0,5
godot,modules/bmp/register_types.c,0,0,0,0
godot,modules/godot_physics_2d/godot_body_direct_state_2d.c,0,0,0,0
godot,modules/godot_physics_2d/godot_space_2d.c,20,4,1,24
godot,modules/godot_physics_2d/godot_collision_solver_2d.c,2,0,0,2
godot,modules/godot_physics_2d/godot_broad_phase_2d.c,0,0,0,0
godot,modules/godot_physics_2d/godot_body_2d.c,5,0,0,5
godot,modules/godot_physics_2d/godot_physics_server_2d.c,5,7,0,12
godot,modules/godot_physics_2d/godot_broad_phase_2d_bvh.c,0,0,0,0
godot,modules/godot_physics_2d/godot_shape_2d.c,16,2,0,18
godot,modules/godot_physics_2d/register_types.c,0,0,0,0
godot,modules/godot_physics_2d/godot_area_2d.c,4,0,0,4
godot,modules/godot_physics_2d/godot_collision_solver_2d_sat.c,17,0,0,17
godot,modules/godot_physics_2d/godot_area_pair_2d.c,0,0,0,0
godot,modules/godot_physics_2d/godot_joints_2d.c,0,0,0,0
godot,modules/godot_physics_2d/godot_collision_object_2d.c,7,0,0,7
godot,modules/godot_physics_2d/godot_body_pair_2d.c,7,0,0,7
godot,modules/godot_physics_2d/godot_step_2d.c,8,4,0,12
godot,modules/tinyexr/image_loader_tinyexr.c,6,0,0,6
godot,modules/tinyexr/image_saver_tinyexr.c,4,0,0,4
godot,modules/tinyexr/register_types.c,0,0,0,0
godot,modules/bcdec/image_decompress_bcdec.c,1,0,0,1
godot,modules/bcdec/register_types.c,0,0,0,0
godot,modules/noise/noise.c,11,0,0,11
godot,modules/noise/fastnoise_lite.c,0,0,0,0
godot,modules/noise/noise_texture_3d.c,5,0,0,5
godot,modules/noise/register_types.c,0,0,0,0
godot,modules/noise/noise_texture_2d.c,2,0,0,2
godot,modules/noise/editor/noise_editor_plugin.c,0,0,0,0
godot,modules/vorbis/audio_stream_ogg_vorbis.c,7,6,0,13
godot,modules/vorbis/register_types.c,0,0,0,0
godot,modules/vorbis/resource_importer_ogg_vorbis.c,0,0,0,0
godot,modules/minimp3/resource_importer_mp3.c,0,0,0,0
godot,modules/minimp3/audio_stream_mp3.c,2,1,0,3
godot,modules/minimp3/register_types.c,0,0,0,0
godot,modules/gltf/gltf_state.c,1,0,0,1
godot,modules/gltf/skin_tool.c,50,4,1,54
godot,modules/gltf/gltf_document.c,239,17,0,256
godot,modules/gltf/register_types.c,0,0,0,0
godot,modules/gltf/structures/gltf_animation.c,0,0,0,0
godot,modules/gltf/structures/gltf_mesh.c,0,0,0,0
godot,modules/gltf/structures/gltf_texture_sampler.c,0,0,0,0
godot,modules/gltf/structures/gltf_camera.c,0,0,0,0
godot,modules/gltf/structures/gltf_skin.c,15,1,0,16
godot,modules/gltf/structures/gltf_texture.c,0,0,0,0
godot,modules/gltf/structures/gltf_object_model_property.c,0,0,0,0
godot,modules/gltf/structures/gltf_skeleton.c,0,0,0,0
godot,modules/gltf/structures/gltf_node.c,0,1,1,1
godot,modules/gltf/structures/gltf_accessor.c,0,0,0,0
