Repo,File,for loops,while loops,do-while loops,total
godot,thirdparty/freetype/src/autofit/aflatin.c,45,5,7,50
godot,thirdparty/freetype/src/autofit/afdummy.c,0,0,0,0
godot,thirdparty/freetype/src/autofit/afmodule.c,2,0,0,2
godot,thirdparty/freetype/src/autofit/afloader.c,0,0,0,0
godot,thirdparty/freetype/src/autofit/afblue.c,0,0,0,0
godot,thirdparty/freetype/src/autofit/autofit.c,0,0,0,0
godot,thirdparty/freetype/src/autofit/afranges.c,0,0,0,0
godot,thirdparty/freetype/src/autofit/afshaper.c,6,5,0,11
godot,thirdparty/freetype/src/autofit/afglobal.c,12,0,0,12
godot,thirdparty/freetype/src/autofit/afindic.c,0,0,0,0
godot,thirdparty/freetype/src/autofit/afhints.c,40,4,1,44
godot,thirdparty/freetype/src/autofit/afcjk.c,34,8,5,42
godot,thirdparty/freetype/src/sdf/ftsdf.c,16,14,0,30
godot,thirdparty/freetype/src/sdf/ftbsdf.c,14,0,0,14
godot,thirdparty/freetype/src/sdf/ftsdfrend.c,0,0,0,0
godot,thirdparty/freetype/src/sdf/sdf.c,0,0,0,0
godot,thirdparty/freetype/src/sdf/ftsdfcommon.c,0,1,0,1
godot,thirdparty/freetype/src/svg/svg.c,0,0,0,0
godot,thirdparty/freetype/src/svg/ftsvg.c,0,0,0,0
godot,thirdparty/freetype/src/type1/t1load.c,39,2,0,41
godot,thirdparty/freetype/src/type1/t1afm.c,4,1,0,5
godot,thirdparty/freetype/src/type1/t1driver.c,1,0,0,1
godot,thirdparty/freetype/src/type1/type1.c,0,0,0,0
godot,thirdparty/freetype/src/type1/t1parse.c,2,2,0,4
godot,thirdparty/freetype/src/type1/t1gload.c,4,0,0,4
godot,thirdparty/freetype/src/type1/t1objs.c,0,1,0,1
godot,thirdparty/freetype/src/otvalid/otvalid.c,0,0,0,0
godot,thirdparty/freetype/src/otvalid/otvgsub.c,4,0,0,4
godot,thirdparty/freetype/src/otvalid/otvmod.c,0,0,0,0
godot,thirdparty/freetype/src/otvalid/otvgpos.c,12,0,0,12
godot,thirdparty/freetype/src/otvalid/otvjstf.c,2,0,0,2
godot,thirdparty/freetype/src/otvalid/otvcommn.c,25,0,0,25
godot,thirdparty/freetype/src/otvalid/otvmath.c,10,0,0,10
godot,thirdparty/freetype/src/otvalid/otvbase.c,4,0,0,4
godot,thirdparty/freetype/src/otvalid/otvgdef.c,2,0,0,2
godot,thirdparty/freetype/src/pshinter/pshmod.c,0,0,0,0
godot,thirdparty/freetype/src/pshinter/pshrec.c,12,1,0,13
godot,thirdparty/freetype/src/pshinter/pshglob.c,19,1,0,20
godot,thirdparty/freetype/src/pshinter/pshalgo.c,45,0,14,45
godot,thirdparty/freetype/src/pshinter/pshinter.c,0,0,0,0
godot,thirdparty/freetype/src/gxvalid/gxvopbd.c,1,0,0,1
godot,thirdparty/freetype/src/gxvalid/gxvbsln.c,1,0,0,1
godot,thirdparty/freetype/src/gxvalid/gxvalid.c,0,0,0,0
godot,thirdparty/freetype/src/gxvalid/gxvtrak.c,2,0,0,2
godot,thirdparty/freetype/src/gxvalid/gxvjust.c,3,1,0,4
godot,thirdparty/freetype/src/gxvalid/gxvfeat.c,2,0,0,2
godot,thirdparty/freetype/src/gxvalid/gxvlcar.c,1,0,0,1
godot,thirdparty/freetype/src/gxvalid/gxvmorx2.c,0,1,0,1
godot,thirdparty/freetype/src/gxvalid/gxvmort.c,3,0,0,3
godot,thirdparty/freetype/src/gxvalid/gxvmort2.c,0,1,0,1
godot,thirdparty/freetype/src/gxvalid/gxvmorx1.c,1,0,0,1
godot,thirdparty/freetype/src/gxvalid/gxvmorx5.c,0,1,0,1
godot,thirdparty/freetype/src/gxvalid/gxvmort0.c,0,0,0,0
godot,thirdparty/freetype/src/gxvalid/gxvmort5.c,0,1,0,1
godot,thirdparty/freetype/src/gxvalid/gxvprop.c,0,0,0,0
godot,thirdparty/freetype/src/gxvalid/gxvmort4.c,0,0,0,0
godot,thirdparty/freetype/src/gxvalid/gxvcommn.c,25,6,0,31
godot,thirdparty/freetype/src/gxvalid/gxvfgen.c,2,0,0,2
godot,thirdparty/freetype/src/gxvalid/gxvmorx4.c,0,0,0,0
godot,thirdparty/freetype/src/gxvalid/gxvmort1.c,1,0,0,1
godot,thirdparty/freetype/src/gxvalid/gxvmod.c,1,0,0,1
godot,thirdparty/freetype/src/gxvalid/gxvkern.c,4,0,0,4
godot,thirdparty/freetype/src/gxvalid/gxvmorx0.c,0,0,0,0
godot,thirdparty/freetype/src/gxvalid/gxvmorx.c,2,0,0,2
godot,thirdparty/pcre2/src/pcre2_jit_compile.c,23,46,17,69
godot,thirdparty/pcre2/src/pcre2_ord2utf.c,2,0,0,2
godot,thirdparty/pcre2/src/pcre2_pattern_info.c,0,1,0,1
godot,thirdparty/pcre2/src/pcre2_string_utils.c,4,4,0,8
godot,thirdparty/pcre2/src/pcre2_substitute.c,3,7,1,10
godot,thirdparty/pcre2/src/pcre2_context.c,0,0,0,0
godot,thirdparty/pcre2/src/pcre2_valid_utf.c,3,0,0,3
godot,thirdparty/pcre2/src/pcre2_jit_match.c,0,0,0,0
godot,thirdparty/pcre2/src/pcre2_study.c,17,8,12,25
godot,thirdparty/pcre2/src/pcre2_config.c,0,0,0,0
godot,thirdparty/pcre2/src/pcre2_chkdint.c,0,0,0,0
godot,thirdparty/pcre2/src/pcre2_jit_misc.c,1,1,0,2
godot,thirdparty/pcre2/src/pcre2_compile.c,60,50,8,110
godot,thirdparty/pcre2/src/pcre2_match.c,168,24,8,192
godot,thirdparty/pcre2/src/pcre2_substring.c,5,3,0,8
godot,thirdparty/pcre2/src/pcre2_find_bracket.c,1,0,0,1
godot,thirdparty/pcre2/src/pcre2_dfa_match.c,13,19,8,32
godot,thirdparty/pcre2/src/pcre2_ucptables.c,0,0,0,0
godot,thirdparty/pcre2/src/pcre2_error.c,2,1,0,3
godot,thirdparty/pcre2/src/pcre2_match_data.c,0,0,0,0
godot,thirdparty/pcre2/src/pcre2_newline.c,0,0,0,0
godot,thirdparty/pcre2/src/pcre2_extuni.c,0,2,0,2
godot,thirdparty/pcre2/src/pcre2_serialize.c,4,0,0,4
godot,thirdparty/pcre2/src/sljit/sljitNativeS390X.c,8,2,2,10
godot,thirdparty/pcre2/src/sljit/sljitNativePPC_common.c,8,5,4,13
godot,thirdparty/pcre2/src/sljit/sljitNativeRISCV_common.c,8,3,3,11
godot,thirdparty/pcre2/src/sljit/sljitNativeMIPS_32.c,0,2,0,2
godot,thirdparty/pcre2/src/sljit/sljitNativeMIPS_common.c,8,5,3,13
godot,thirdparty/pcre2/src/sljit/sljitNativePPC_64.c,0,2,0,2
godot,thirdparty/pcre2/src/sljit/sljitNativeX86_common.c,0,2,2,2
godot,thirdparty/pcre2/src/sljit/sljitNativeRISCV_32.c,0,0,0,0
godot,thirdparty/pcre2/src/sljit/sljitLir.c,1,4,5,5
godot,thirdparty/pcre2/src/sljit/sljitNativeMIPS_64.c,0,4,0,4
godot,thirdparty/pcre2/src/sljit/sljitNativeRISCV_64.c,0,0,0,0
godot,thirdparty/pcre2/src/sljit/sljitNativeX86_32.c,1,11,0,12
godot,thirdparty/pcre2/src/sljit/allocator_src/sljitExecAllocatorCore.c,0,2,0,2
godot,thirdparty/pcre2/src/sljit/allocator_src/sljitWXExecAllocatorPosix.c,0,0,0,0
godot,thirdparty/pcre2/src/sljit/allocator_src/sljitProtExecAllocatorNetBSD.c,0,0,0,0
godot,thirdparty/pcre2/src/sljit/allocator_src/sljitExecAllocatorWindows.c,0,0,0,0
godot,thirdparty/pcre2/src/sljit/allocator_src/sljitExecAllocatorPosix.c,0,0,0,0
godot,thirdparty/pcre2/src/sljit/allocator_src/sljitWXExecAllocatorWindows.c,0,0,0,0
godot,thirdparty/pcre2/src/sljit/allocator_src/sljitExecAllocatorApple.c,0,0,0,0
godot,thirdparty/pcre2/src/sljit/allocator_src/sljitExecAllocatorFreeBSD.c,0,0,0,0
godot,thirdparty/pcre2/src/sljit/allocator_src/sljitProtExecAllocatorPosix.c,0,0,0,0
godot,thirdparty/pcre2/src/sljit/sljitNativeARM_64.c,11,6,5,17
godot,thirdparty/pcre2/src/sljit/sljitNativeX86_64.c,9,4,0,13
godot,thirdparty/pcre2/src/sljit/sljitNativeARM_32.c,3,20,7,23
godot,thirdparty/pcre2/src/sljit/sljitNativeARM_T2_32.c,2,11,5,13
godot,thirdparty/pcre2/src/sljit/sljitUtils.c,0,0,0,0
godot,thirdparty/pcre2/src/sljit/sljitNativeLOONGARCH_64.c,8,3,3,11
godot,thirdparty/pcre2/src/sljit/sljitNativePPC_32.c,0,0,0,0
godot,thirdparty/pcre2/src/pcre2_xclass.c,0,1,0,1
godot,thirdparty/pcre2/src/pcre2_auto_possess.c,3,1,8,4
godot,thirdparty/pcre2/src/pcre2_script_run.c,5,0,0,5
godot,thirdparty/pcre2/src/pcre2_maketables.c,4,0,0,4
godot,thirdparty/pcre2/src/pcre2_tables.c,0,0,0,0
godot,thirdparty/pcre2/src/pcre2_ucd.c,0,0,0,0
godot,thirdparty/pcre2/src/pcre2_convert.c,1,7,5,8
godot,thirdparty/pcre2/src/pcre2_chartables.c,0,0,0,0
godot,thirdparty/clipper2/src/clipper.engine.c,14,61,6,75
godot,thirdparty/clipper2/src/clipper.offset.c,9,0,0,9
godot,thirdparty/clipper2/src/clipper.rectclip.c,6,15,5,21
godot,thirdparty/spirv-reflect/spirv_reflect.c,134,12,0,146
godot,thirdparty/enet/list.c,1,0,0,1
godot,thirdparty/enet/callbacks.c,0,0,0,0
godot,thirdparty/enet/packet.c,0,2,0,2
godot,thirdparty/enet/host.c,10,2,0,12
godot,thirdparty/enet/peer.c,7,4,0,11
godot,thirdparty/enet/protocol.c,11,4,3,15
godot,thirdparty/enet/enet_godot.c,2,0,0,2
godot,thirdparty/enet/compress.c,6,0,0,6
godot,thirdparty/ufbx/ufbx.c,334,145,12,479
godot,thirdparty/icu4c/i18n/ucln_in.c,0,1,0,1
godot,thirdparty/icu4c/i18n/scriptset.c,12,3,0,15
godot,thirdparty/icu4c/i18n/uspoof_impl.c,6,2,2,8
godot,thirdparty/icu4c/i18n/uspoof.c,3,0,0,3
godot,thirdparty/icu4c/common/ustr_titlecase_brkiter.c,0,0,0,0
godot,thirdparty/icu4c/common/ubidi.c,36,11,2,47
godot,thirdparty/icu4c/common/restrace.c,0,0,0,0
godot,thirdparty/icu4c/common/servlkf.c,0,1,0,1
godot,thirdparty/icu4c/common/charstr.c,2,2,0,4
godot,thirdparty/icu4c/common/ucnv2022.c,7,12,1,19
godot,thirdparty/icu4c/common/unifunct.c,0,0,0,0
godot,thirdparty/icu4c/common/uenum.c,0,0,0,0
godot,thirdparty/icu4c/common/ucnvscsu.c,2,13,1,15
godot,thirdparty/icu4c/common/servlk.c,0,0,0,0
godot,thirdparty/icu4c/common/loclikely.c,1,0,0,1
godot,thirdparty/icu4c/common/uscript_props.c,0,0,0,0
godot,thirdparty/icu4c/common/ustrtrns.c,5,25,6,30
godot,thirdparty/icu4c/common/utrie.c,25,6,2,31
godot,thirdparty/icu4c/common/emojiprops.c,3,2,0,5
godot,thirdparty/icu4c/common/mlbe.c,6,0,0,6
godot,thirdparty/icu4c/common/ucnv_u7.c,0,8,0,8
godot,thirdparty/icu4c/common/ustring.c,21,20,4,41
godot,thirdparty/icu4c/common/ruleiter.c,2,0,0,2
godot,thirdparty/icu4c/common/propname.c,7,1,1,8
godot,thirdparty/icu4c/common/ucol_swp.c,2,0,0,2
godot,thirdparty/icu4c/common/ubidiln.c,38,12,8,50
godot,thirdparty/icu4c/common/simpleformatter.c,6,1,0,7
godot,thirdparty/icu4c/common/bmpset.c,11,4,12,15
godot,thirdparty/icu4c/common/ucharstriebuilder.c,1,4,3,5
godot,thirdparty/icu4c/common/utrie_swap.c,0,0,0,0
godot,thirdparty/icu4c/common/bytestrie.c,6,3,3,9
godot,thirdparty/icu4c/common/lstmbe.c,13,4,0,17
godot,thirdparty/icu4c/common/ucnvdisp.c,0,0,0,0
godot,thirdparty/icu4c/common/ucnv_u16.c,0,6,8,6
godot,thirdparty/icu4c/common/uvectr32.c,12,1,0,13
godot,thirdparty/icu4c/common/normalizer2.c,0,0,0,0
godot,thirdparty/icu4c/common/ucnv_u32.c,4,14,0,18
godot,thirdparty/icu4c/common/resbund.c,0,0,0,0
godot,thirdparty/icu4c/common/ustr_wcs.c,5,2,0,7
godot,thirdparty/icu4c/common/locid.c,13,9,2,22
godot,thirdparty/icu4c/common/unifilt.c,0,0,0,0
godot,thirdparty/icu4c/common/uinvchar.c,3,12,0,15
godot,thirdparty/icu4c/common/cmemory.c,0,0,0,0
godot,thirdparty/icu4c/common/loclikelysubtags.c,10,2,0,12
godot,thirdparty/icu4c/common/uhash.c,4,8,1,12
godot,thirdparty/icu4c/common/serv.c,4,4,1,8
godot,thirdparty/icu4c/common/unormcmp.c,3,0,2,3
godot,thirdparty/icu4c/common/uniset_closure.c,9,0,0,9
godot,thirdparty/icu4c/common/servnotf.c,3,0,0,3
godot,thirdparty/icu4c/common/ucln_cmn.c,2,0,0,2
godot,thirdparty/icu4c/common/chariter.c,0,0,0,0
godot,thirdparty/icu4c/common/utf_impl.c,0,0,0,0
godot,thirdparty/icu4c/common/ucptrie.c,3,1,2,4
godot,thirdparty/icu4c/common/usetiter.c,0,0,0,0
godot,thirdparty/icu4c/common/localebuilder.c,2,4,0,6
godot,thirdparty/icu4c/common/ustrfmt.c,1,1,1,2
godot,thirdparty/icu4c/common/schriter.c,0,0,0,0
godot,thirdparty/icu4c/common/ucharstrieiterator.c,1,1,0,2
godot,thirdparty/icu4c/common/normlzr.c,0,2,0,2
godot,thirdparty/icu4c/common/ucase.c,10,2,1,12
godot,thirdparty/icu4c/common/errorcode.c,0,0,0,0
godot,thirdparty/icu4c/common/ulist.c,2,1,0,3
godot,thirdparty/icu4c/common/unistr_case_locale.c,0,0,0,0
godot,thirdparty/icu4c/common/ucnv_cb.c,0,1,0,1
godot,thirdparty/icu4c/common/umath.c,0,0,0,0
godot,thirdparty/icu4c/common/locresdata.c,1,0,0,1
godot,thirdparty/icu4c/common/ushape.c,14,16,0,30
godot,thirdparty/icu4c/common/ucnvbocu.c,2,8,0,10
godot,thirdparty/icu4c/common/uprops.c,2,1,0,3
godot,thirdparty/icu4c/common/ustrenum.c,0,0,0,0
godot,thirdparty/icu4c/common/umapfile.c,0,0,0,0
godot,thirdparty/icu4c/common/dtintrv.c,0,0,0,0
godot,thirdparty/icu4c/common/util.c,1,8,0,9
godot,thirdparty/icu4c/common/uniset.c,30,4,4,34
godot,thirdparty/icu4c/common/ucnvlat1.c,0,10,5,10
godot,thirdparty/icu4c/common/utrie2_builder.c,39,10,0,49
godot,thirdparty/icu4c/common/unistr_case.c,1,0,0,1
godot,thirdparty/icu4c/common/uiter.c,0,6,0,6
godot,thirdparty/icu4c/common/utypes.c,0,0,0,0
godot,thirdparty/icu4c/common/wintz.c,2,1,0,3
godot,thirdparty/icu4c/common/rbbidata.c,6,0,0,6
godot,thirdparty/icu4c/common/filteredbrk.c,4,4,1,8
godot,thirdparty/icu4c/common/rbbitblb.c,62,7,0,69
godot,thirdparty/icu4c/common/locutil.c,3,0,1,3
godot,thirdparty/icu4c/common/servrbf.c,0,0,0,0
godot,thirdparty/icu4c/common/servls.c,1,0,0,1
godot,thirdparty/icu4c/common/utrace.c,6,0,1,6
godot,thirdparty/icu4c/common/locdistance.c,5,0,0,5
godot,thirdparty/icu4c/common/ucasemap.c,5,5,0,10
godot,thirdparty/icu4c/common/bytestriebuilder.c,1,4,3,5
godot,thirdparty/icu4c/common/ustr_cnv.c,0,2,0,2
godot,thirdparty/icu4c/common/rbbistbl.c,2,1,0,3
godot,thirdparty/icu4c/common/uchar.c,0,3,1,3
godot,thirdparty/icu4c/common/caniter.c,9,7,0,16
godot,thirdparty/icu4c/common/ucnv_set.c,0,0,0,0
godot,thirdparty/icu4c/common/locdspnm.c,1,2,1,3
godot,thirdparty/icu4c/common/lsr.c,0,0,0,0
godot,thirdparty/icu4c/common/ucnv_ext.c,12,0,1,12
godot,thirdparty/icu4c/common/ucurr.c,25,14,0,39
godot,thirdparty/icu4c/common/appendable.c,0,1,1,1
godot,thirdparty/icu4c/common/uresdata.c,8,3,0,11
godot,thirdparty/icu4c/common/sharedobject.c,0,0,0,0
godot,thirdparty/icu4c/common/cstr.c,1,0,0,1
godot,thirdparty/icu4c/common/stringpiece.c,3,0,0,3
godot,thirdparty/icu4c/common/bytesinkutil.c,2,0,0,2
godot,thirdparty/icu4c/common/brkeng.c,0,3,0,3
godot,thirdparty/icu4c/common/servslkf.c,0,0,0,0
godot,thirdparty/icu4c/common/punycode.c,10,1,0,11
godot,thirdparty/icu4c/common/ucnv_lmb.c,4,6,0,10
godot,thirdparty/icu4c/common/uinit.c,0,0,0,0
godot,thirdparty/icu4c/common/rbbisetb.c,19,1,0,20
godot,thirdparty/icu4c/common/ucnvhz.c,0,2,0,2
godot,thirdparty/icu4c/common/ucnv_err.c,0,8,0,8
godot,thirdparty/icu4c/common/ucnv_bld.c,2,5,1,7
godot,thirdparty/icu4c/common/unames.c,30,43,2,73
godot,thirdparty/icu4c/common/ustrcase.c,6,8,2,14
godot,thirdparty/icu4c/common/usc_impl.c,1,3,0,4
godot,thirdparty/icu4c/common/ucnv_u8.c,6,11,0,17
godot,thirdparty/icu4c/common/uresbund.c,3,25,6,28
godot,thirdparty/icu4c/common/filterednormalizer2.c,4,2,0,6
godot,thirdparty/icu4c/common/ucmndata.c,3,2,0,5
godot,thirdparty/icu4c/common/unisetspan.c,26,2,6,28
godot,thirdparty/icu4c/common/brkiter.c,0,0,0,0
godot,thirdparty/icu4c/common/uchriter.c,0,0,0,0
godot,thirdparty/icu4c/common/locbased.c,0,0,0,0
godot,thirdparty/icu4c/common/pluralmap.c,1,0,0,1
godot,thirdparty/icu4c/common/locavailable.c,4,0,0,4
godot,thirdparty/icu4c/common/propsvec.c,4,1,2,5
godot,thirdparty/icu4c/common/ucnv_cnv.c,0,4,2,4
godot,thirdparty/icu4c/common/ulocale.c,0,0,0,0
godot,thirdparty/icu4c/common/localematcher.c,7,2,0,9
godot,thirdparty/icu4c/common/uscript.c,1,0,0,1
godot,thirdparty/icu4c/common/resource.c,0,0,0,0
godot,thirdparty/icu4c/common/uidna.c,10,0,0,10
godot,thirdparty/icu4c/common/uobject.c,0,0,0,0
godot,thirdparty/icu4c/common/ucnv_io.c,14,4,0,18
godot,thirdparty/icu4c/common/rbbinode.c,0,1,0,1
godot,thirdparty/icu4c/common/loadednormalizer2impl.c,0,0,0,0
godot,thirdparty/icu4c/common/unistr_props.c,2,0,0,2
godot,thirdparty/icu4c/common/ucnv_ct.c,13,3,0,16
godot,thirdparty/icu4c/common/uts46.c,11,3,2,14
godot,thirdparty/icu4c/common/uarrsort.c,1,4,2,5
godot,thirdparty/icu4c/common/utext.c,7,7,5,14
godot,thirdparty/icu4c/common/parsepos.c,0,0,0,0
godot,thirdparty/icu4c/common/ubidiwrt.c,4,4,11,8
godot,thirdparty/icu4c/common/bytestream.c,0,0,0,0
godot,thirdparty/icu4c/common/ustrcase_locale.c,0,0,0,0
godot,thirdparty/icu4c/common/icuplug.c,7,7,0,14
godot,thirdparty/icu4c/common/cwchar.c,0,4,0,4
godot,thirdparty/icu4c/common/ubidi_props.c,3,1,0,4
godot,thirdparty/icu4c/common/ubiditransform.c,2,0,1,2
godot,thirdparty/icu4c/common/locmap.c,6,2,0,8
godot,thirdparty/icu4c/common/rbbi.c,5,2,0,7
godot,thirdparty/icu4c/common/messagepattern.c,10,5,0,15
godot,thirdparty/icu4c/common/udatamem.c,0,0,0,0
godot,thirdparty/icu4c/common/unorm.c,0,2,0,2
godot,thirdparty/icu4c/common/ucat.c,0,0,0,0
godot,thirdparty/icu4c/common/characterproperties.c,8,0,0,8
godot,thirdparty/icu4c/common/localeprioritylist.c,2,3,0,5
godot,thirdparty/icu4c/common/edits.c,2,7,0,9
godot,thirdparty/icu4c/common/uset_props.c,0,0,0,0
godot,thirdparty/icu4c/common/ucharstrie.c,6,3,3,9
godot,thirdparty/icu4c/common/uniset_props.c,2,3,0,5
godot,thirdparty/icu4c/common/ures_cnv.c,0,0,0,0
godot,thirdparty/icu4c/common/patternprops.c,0,5,1,5
godot,thirdparty/icu4c/common/ucnvsel.c,14,3,0,17
godot,thirdparty/icu4c/common/ucnvmbcs.c,22,28,12,50
godot,thirdparty/icu4c/common/stringtriebuilder.c,1,8,5,9
godot,thirdparty/icu4c/common/uloc_tag.c,24,27,1,51
godot,thirdparty/icu4c/common/uloc.c,13,23,2,36
godot,thirdparty/icu4c/common/static_unicode_sets.c,4,0,0,4
godot,thirdparty/icu4c/common/ucasemap_titlecase_brkiter.c,0,0,0,0
godot,thirdparty/icu4c/common/udata.c,6,3,1,9
godot,thirdparty/icu4c/common/util_props.c,1,3,0,4
godot,thirdparty/icu4c/common/bytestrieiterator.c,1,1,0,2
godot,thirdparty/icu4c/common/unistr_cnv.c,1,0,1,1
godot,thirdparty/icu4c/common/ustack.c,0,0,0,0
godot,thirdparty/icu4c/common/usprep.c,4,1,0,5
godot,thirdparty/icu4c/common/locdispnames.c,4,1,1,5
godot,thirdparty/icu4c/common/udataswp.c,1,4,0,5
godot,thirdparty/icu4c/common/ulocbuilder.c,0,0,0,0
godot,thirdparty/icu4c/common/uhash_us.c,0,0,0,0
godot,thirdparty/icu4c/common/ucnv.c,7,5,5,12
godot,thirdparty/icu4c/common/utrie2.c,12,0,0,12
godot,thirdparty/icu4c/common/rbbi_cache.c,4,9,2,13
godot,thirdparty/icu4c/common/putil.c,6,7,0,13
godot,thirdparty/icu4c/common/ucnvisci.c,4,2,0,6
godot,thirdparty/icu4c/common/dictionarydata.c,3,0,0,3
godot,thirdparty/icu4c/common/ubrk.c,0,0,0,0
godot,thirdparty/icu4c/common/icudataver.c,0,0,0,0
godot,thirdparty/icu4c/common/uset.c,2,0,0,2
godot,thirdparty/icu4c/common/dictbe.c,14,15,8,29
godot,thirdparty/icu4c/common/uloc_keytype.c,0,4,0,4
godot,thirdparty/icu4c/common/unifiedcache.c,3,2,0,5
godot,thirdparty/icu4c/common/rbbiscan.c,8,1,0,9
godot,thirdparty/icu4c/common/unistr_titlecase_brkiter.c,0,0,0,0
godot,thirdparty/icu4c/common/uvectr64.c,4,0,0,4
godot,thirdparty/icu4c/common/rbbirb.c,2,2,1,4
godot,thirdparty/icu4c/common/resbund_cnv.c,0,0,0,0
godot,thirdparty/icu4c/common/umutex.c,1,1,0,2
godot,thirdparty/icu4c/common/uvector.c,18,1,0,19
godot,thirdparty/icu4c/common/cstring.c,2,0,4,2
godot,thirdparty/icu4c/common/normalizer2impl.c,22,21,4,43
godot,thirdparty/icu4c/common/umutablecptrie.c,29,20,6,49
godot,thirdparty/icu4c/common/unistr.c,7,7,3,14
godot,thirdparty/libtheora/encoder_disabled.c,0,0,0,0
godot,thirdparty/libtheora/info.c,4,0,0,4
godot,thirdparty/libtheora/encfrag.c,24,0,0,24
godot,thirdparty/libtheora/x86_vc/x86enc.c,0,0,0,0
godot,thirdparty/libtheora/x86_vc/mmxstate.c,0,2,0,2
godot,thirdparty/libtheora/x86_vc/mmxfdct.c,0,0,0,0
godot,thirdparty/libtheora/x86_vc/mmxidct.c,1,0,0,1
godot,thirdparty/libtheora/x86_vc/x86state.c,0,0,0,0
godot,thirdparty/libtheora/x86_vc/x86cpu.c,0,0,0,0
godot,thirdparty/libtheora/x86_vc/mmxfrag.c,3,0,0,3
godot,thirdparty/libtheora/x86_vc/mmxencfrag.c,0,0,0,0
godot,thirdparty/libtheora/decode.c,85,6,5,91
godot,thirdparty/libtheora/idct.c,8,0,0,8
godot,thirdparty/libtheora/mathops.c,10,0,0,10
godot,thirdparty/libtheora/internal.c,4,0,0,4
godot,thirdparty/libtheora/apiwrapper.c,0,0,0,0
godot,thirdparty/libtheora/fdct.c,16,0,0,16
godot,thirdparty/libtheora/decinfo.c,2,1,0,3
godot,thirdparty/libtheora/rate.c,3,5,1,8
godot,thirdparty/libtheora/bitpack.c,0,1,0,1
godot,thirdparty/libtheora/enquant.c,24,0,0,24
godot,thirdparty/libtheora/encode.c,64,1,3,65
godot,thirdparty/libtheora/tokenize.c,14,3,1,17
godot,thirdparty/libtheora/huffdec.c,6,5,6,11
godot,thirdparty/libtheora/x86/x86enc.c,0,0,0,0
godot,thirdparty/libtheora/x86/mmxstate.c,1,4,0,5
godot,thirdparty/libtheora/x86/mmxfdct.c,0,0,0,0
godot,thirdparty/libtheora/x86/mmxidct.c,1,0,0,1
godot,thirdparty/libtheora/x86/x86state.c,0,0,0,0
godot,thirdparty/libtheora/x86/x86cpu.c,0,0,0,0
godot,thirdparty/libtheora/x86/sse2idct.c,1,0,0,1
godot,thirdparty/libtheora/x86/x86enquant.c,4,0,0,4
godot,thirdparty/libtheora/x86/mmxfrag.c,3,0,0,3
godot,thirdparty/libtheora/x86/sse2fdct.c,0,0,0,0
godot,thirdparty/libtheora/x86/mmxencfrag.c,1,0,0,1
godot,thirdparty/libtheora/x86/sse2encfrag.c,1,0,0,1
godot,thirdparty/libtheora/analyze.c,85,1,2,86
godot,thirdparty/libtheora/decapiwrapper.c,0,0,0,0
godot,thirdparty/libtheora/quant.c,8,0,0,8
godot,thirdparty/libtheora/collect.c,27,1,1,28
godot,thirdparty/libtheora/encinfo.c,2,0,0,2
godot,thirdparty/libtheora/mcenc.c,24,0,0,24
godot,thirdparty/libtheora/state.c,32,5,0,37
godot,thirdparty/libtheora/fragment.c,8,0,0,8
godot,thirdparty/libtheora/dequant.c,8,0,1,8
godot,thirdparty/libtheora/encapiwrapper.c,0,0,0,0
godot,thirdparty/libtheora/huffenc.c,8,1,0,9
godot,thirdparty/cvtt/ConvectionKernels_S3TC.c,89,0,0,89
godot,thirdparty/cvtt/ConvectionKernels_IndexSelector.c,0,0,0,0
godot,thirdparty/cvtt/ConvectionKernels_Util.c,3,0,0,3
godot,thirdparty/cvtt/ConvectionKernels_SingleFile.c,0,0,0,0
godot,thirdparty/cvtt/ConvectionKernels_BCCommon.c,0,0,0,0
godot,thirdparty/cvtt/ConvectionKernels_ETC.c,254,0,0,254
godot,thirdparty/cvtt/ConvectionKernels_API.c,21,0,0,21
godot,thirdparty/cvtt/ConvectionKernels_BC6H_IO.c,0,0,0,0
godot,thirdparty/cvtt/ConvectionKernels_BC67.c,230,0,0,230
godot,thirdparty/cvtt/ConvectionKernels_BC7_PrioData.c,0,0,0,0
godot,thirdparty/meshoptimizer/clusterizer.c,29,1,0,30
godot,thirdparty/meshoptimizer/indexcodec.c,10,2,1,12
godot,thirdparty/meshoptimizer/overdrawanalyzer.c,10,0,0,10
godot,thirdparty/meshoptimizer/simplifier.c,75,4,1,79
godot,thirdparty/meshoptimizer/vfetchanalyzer.c,3,0,0,3
godot,thirdparty/meshoptimizer/stripifier.c,4,2,0,6
godot,thirdparty/meshoptimizer/allocator.c,0,0,0,0
godot,thirdparty/meshoptimizer/quantization.c,0,0,0,0
godot,thirdparty/meshoptimizer/vertexcodec.c,23,2,0,25
godot,thirdparty/meshoptimizer/indexgenerator.c,23,2,0,25
godot,thirdparty/meshoptimizer/vertexfilter.c,25,0,0,25
godot,thirdparty/meshoptimizer/overdrawoptimizer.c,13,0,0,13
godot,thirdparty/meshoptimizer/vfetchoptimizer.c,2,0,0,2
godot,thirdparty/meshoptimizer/spatialorder.c,10,0,0,10
godot,thirdparty/meshoptimizer/vcacheoptimizer.c,13,5,0,18
godot,thirdparty/meshoptimizer/vcacheanalyzer.c,3,0,0,3
godot,thirdparty/wslay/wslay_frame.c,3,1,0,4
