bestandsnaam,voor_origineel,voor_kol2,voor_kol3,voor_kol4,voor_kol5,na_origineel,na_kol2,na_kol3,na_kol4,na_kol5
file,File,for loops,while loops,do-while loops,total,File,for loops,while loops,do-while loops,total
buffer_dec.linuxbsd.editor.x86_64.c,../samples/decompilations/rerolled/thirdparty libwebp src dec buffer_dec.linuxbsd.editor.x86_64.c,3,0,0,3,,,,,
libcoreutils_a-readtokens0.c,../samples/decompilations/rerolled/lib libcoreutils_a-readtokens0.c,1,0,1,2,,,,,
config_enc.linuxbsd.editor.x86_64.c,../samples/decompilations/rerolled/thirdparty libwebp src enc config_enc.linuxbsd.editor.x86_64.c,0,0,0,0,,,,,
bench_crc-bench-crc.c,../samples/decompilations/rerolled/gnulib-tests bench_crc-bench-crc.c,0,0,0,0,,,,,
libssl-shlib-quic_lcidm.c,../samples/decompilations/rerolled/ssl quic libssl-shlib-quic_lcidm.c,8,0,3,11,,,,,
ufbx.linuxbsd.editor.x86_64.c,../samples/decompilations/rerolled/thirdparty ufbx ufbx.linuxbsd.editor.x86_64.c,217,137,395,749,,,,,
tvgpaint.linuxbsd.editor.x86_64.c,../samples/decompilations/rerolled/thirdparty thorvg src renderer tvgPaint.linuxbsd.editor.x86_64.c,5,3,8,16,,,,,
hb-ot-meta.linuxbsd.editor.x86_64.c,../samples/decompilations/rerolled/thirdparty harfbuzz src hb-ot-meta.linuxbsd.editor.x86_64.c,0,0,0,0,,,,,
libcoreutils_a-idcache.c,../samples/decompilations/rerolled/lib libcoreutils_a-idcache.c,0,0,0,0,,,,,
libcrypto-lib-aes_ige.c,../samples/decompilations/rerolled/crypto aes libcrypto-lib-aes_ige.c,8,0,12,20,,,,,
libcrypto-shlib-d2i_param.c,../samples/decompilations/rerolled/crypto asn1 libcrypto-shlib-d2i_param.c,0,0,0,0,,,,,
timing_load_creds-bin-timing_load_creds.c,../samples/decompilations/rerolled/test timing_load_creds-bin-timing_load_creds.c,0,0,0,0,,,,,
liblegacy-lib-cipher_rc4_hw.c,../samples/decompilations/rerolled/providers implementations ciphers liblegacy-lib-cipher_rc4_hw.c,0,0,0,0,,,,,
afalg-dso-e_afalg.c,../samples/decompilations/rerolled/engines afalg-dso-e_afalg.c,5,1,2,8,,,,,
cmp_msg_test-bin-cmp_msg_test.c,../samples/decompilations/rerolled/test cmp_msg_test-bin-cmp_msg_test.c,0,0,0,0,,,,,
enginetest-bin-enginetest.c,../samples/decompilations/rerolled/test enginetest-bin-enginetest.c,0,0,0,0,,,,,
libcrypto-lib-t_crl.c,../samples/decompilations/rerolled/crypto x509 libcrypto-lib-t_crl.c,0,0,0,0,,,,,
codebook.linuxbsd.editor.x86_64.c,../samples/decompilations/rerolled/thirdparty libvorbis codebook.linuxbsd.editor.x86_64.c,0,0,0,0,,,,,
openssl-bin-rsa.c,../samples/decompilations/rerolled/apps openssl-bin-rsa.c,0,0,0,0,,,,,
gdscript_analyzer.linuxbsd.editor.x86_64.c,../samples/decompilations/rerolled/modules gdscript gdscript_analyzer.linuxbsd.editor.x86_64.c,53,73,272,398,,,,,
dialogs.linuxbsd.editor.x86_64.c,../samples/decompilations/rerolled/scene gui dialogs.linuxbsd.editor.x86_64.c,12,10,39,61,,,,,
libcrypto-shlib-cfb64ede.c,../samples/decompilations/rerolled/crypto des libcrypto-shlib-cfb64ede.c,1,2,4,7,,,,,
libcommon-lib-der_dsa_key.c,../samples/decompilations/rerolled/providers common der libcommon-lib-der_dsa_key.c,0,0,0,0,,,,,
basisu_frontend.linuxbsd.editor.x86_64.c,../samples/decompilations/rerolled/thirdparty basis_universal encoder basisu_frontend.linuxbsd.editor.x86_64.c,79,91,526,696,,,,,
asn1parse.linuxbsd.editor.x86_64.c,../samples/decompilations/rerolled/thirdparty mbedtls library asn1parse.linuxbsd.editor.x86_64.c,0,0,0,0,,,,,
hb-fallback-shape.linuxbsd.editor.x86_64.c,../samples/decompilations/rerolled/thirdparty harfbuzz src hb-fallback-shape.linuxbsd.editor.x86_64.c,0,0,0,0,,,,,
libcoreutils_a-nproc.c,../samples/decompilations/rerolled/lib libcoreutils_a-nproc.c,0,0,0,0,,,,,
udp_server.linuxbsd.editor.x86_64.c,../samples/decompilations/rerolled/core io udp_server.linuxbsd.editor.x86_64.c,0,0,0,0,,,,,
libcrypto-lib-evp_utils.c,../samples/decompilations/rerolled/crypto evp libcrypto-lib-evp_utils.c,6,0,0,6,,,,,
libcrypto-shlib-ml_dsa_matrix.c,../samples/decompilations/rerolled/crypto ml_dsa libcrypto-shlib-ml_dsa_matrix.c,0,0,0,0,,,,,
collision_shape_3d_gizmo_plugin.linuxbsd.editor.x86_64.c,../samples/decompilations/rerolled/editor plugins gizmos collision_shape_3d_gizmo_plugin.linuxbsd.editor.x86_64.c,10,10,18,38,,,,,
keyboard.linuxbsd.editor.x86_64.c,../samples/decompilations/rerolled/core os keyboard.linuxbsd.editor.x86_64.c,0,0,0,0,,,,,
upnp_device.linuxbsd.editor.x86_64.c,../samples/decompilations/rerolled/modules upnp upnp_device.linuxbsd.editor.x86_64.c,0,0,0,0,,,,,
libcoreutils_a-xstrtod.c,../samples/decompilations/rerolled/lib libcoreutils_a-xstrtod.c,0,0,0,0,,,,,
libcrypto-lib-x509_ext.c,../samples/decompilations/rerolled/crypto x509 libcrypto-lib-x509_ext.c,0,0,0,0,,,,,
cylindershape.linuxbsd.editor.x86_64.c,../samples/decompilations/rerolled/thirdparty jolt_physics Jolt Physics Collision Shape CylinderShape.linuxbsd.editor.x86_64.c,3,1,6,10,,,,,
libcrypto-shlib-cmp_server.c,../samples/decompilations/rerolled/crypto cmp libcrypto-shlib-cmp_server.c,0,0,0,0,,,,,
libcrypto-shlib-a_utf8.c,../samples/decompilations/rerolled/crypto asn1 libcrypto-shlib-a_utf8.c,0,0,0,0,,,,,
hb-paint.linuxbsd.editor.x86_64.c,../samples/decompilations/rerolled/thirdparty harfbuzz src hb-paint.linuxbsd.editor.x86_64.c,0,0,0,0,,,,,
constants.linuxbsd.editor.x86_64.c,../samples/decompilations/rerolled/thirdparty brotli common constants.linuxbsd.editor.x86_64.c,0,0,0,0,,,,,
libcrypto-lib-dsa_meth.c,../samples/decompilations/rerolled/crypto dsa libcrypto-lib-dsa_meth.c,0,0,0,0,,,,,
back_buffer_copy.linuxbsd.editor.x86_64.c,../samples/decompilations/rerolled/scene 2d back_buffer_copy.linuxbsd.editor.x86_64.c,0,0,0,0,,,,,
libcrypto-shlib-cbc_cksm.c,../samples/decompilations/rerolled/crypto des libcrypto-shlib-cbc_cksm.c,0,0,0,0,,,,,
libcrypto-shlib-x86_64-mont5.c,../samples/decompilations/rerolled/crypto bn libcrypto-shlib-x86_64-mont5.c,14,10,22,46,,,,,
libcrypto-lib-dsa_depr.c,../samples/decompilations/rerolled/crypto dsa libcrypto-lib-dsa_depr.c,0,0,0,0,,,,,
chcon.c,../samples/decompilations/rerolled/src chcon.c,0,0,0,0,../samples/.cache/coreutils/coreutils-9.7/src/chcon.c,0,2,0,2
bio_prefix_text-bin-bio_prefix_text.c,../samples/decompilations/rerolled/test bio_prefix_text-bin-bio_prefix_text.c,0,0,0,0,,,,,
recastfilter.linuxbsd.editor.x86_64.c,../samples/decompilations/rerolled/thirdparty recastnavigation Recast Source RecastFilter.linuxbsd.editor.x86_64.c,0,0,0,0,,,,,
libcrypto-lib-pbe_scrypt.c,../samples/decompilations/rerolled/crypto evp libcrypto-lib-pbe_scrypt.c,0,0,0,0,,,,,
libcoreutils_a-mbslen.c,../samples/decompilations/rerolled/lib libcoreutils_a-mbslen.c,0,0,0,0,,,,,
smooth.linuxbsd.editor.x86_64.c,../samples/decompilations/rerolled/thirdparty freetype src smooth smooth.linuxbsd.editor.x86_64.c,0,0,0,0,,,,,
libcrypto-shlib-v3_attrdesc.c,../samples/decompilations/rerolled/crypto x509 libcrypto-shlib-v3_attrdesc.c,0,0,0,0,,,,,
yuv_sse2.linuxbsd.editor.x86_64.c,../samples/decompilations/rerolled/thirdparty libwebp src dsp yuv_sse2.linuxbsd.editor.x86_64.c,1,0,25,26,,,,,
libssl-lib-tls13_enc.c,../samples/decompilations/rerolled/ssl libssl-lib-tls13_enc.c,0,0,0,0,,,,,
particle_process_material_editor_plugin.linuxbsd.editor.x86_64.c,../samples/decompilations/rerolled/editor plugins particle_process_material_editor_plugin.linuxbsd.editor.x86_64.c,14,9,18,41,,,,,
libdefault-lib-mac_legacy_kmgmt.c,../samples/decompilations/rerolled/providers implementations keymgmt libdefault-lib-mac_legacy_kmgmt.c,0,0,0,0,,,,,
dir_access_unix.linuxbsd.editor.x86_64.c,../samples/decompilations/rerolled/drivers unix dir_access_unix.linuxbsd.editor.x86_64.c,13,7,22,42,,,,,
lossless_enc_msa.linuxbsd.editor.x86_64.c,../samples/decompilations/rerolled/thirdparty libwebp src dsp lossless_enc_msa.linuxbsd.editor.x86_64.c,0,0,0,0,,,,,
libssl-shlib-tls1_meth.c,../samples/decompilations/rerolled/ssl record methods libssl-shlib-tls1_meth.c,0,0,0,0,,,,,
rendering_context_driver_vulkan.linuxbsd.editor.x86_64.c,../samples/decompilations/rerolled/drivers vulkan rendering_context_driver_vulkan.linuxbsd.editor.x86_64.c,1,14,52,67,,,,,
libssl-shlib-ssl_rsa_legacy.c,../samples/decompilations/rerolled/ssl libssl-shlib-ssl_rsa_legacy.c,0,0,0,0,,,,,
ln.c,../samples/decompilations/rerolled/src ln.c,0,0,0,0,../samples/.cache/coreutils/coreutils-9.7/src/ln.c,1,1,0,2
thread_utils.linuxbsd.editor.x86_64.c,../samples/decompilations/rerolled/thirdparty libwebp src utils thread_utils.linuxbsd.editor.x86_64.c,0,0,0,0,,,,,
libcrypto-lib-property_query.c,../samples/decompilations/rerolled/crypto property libcrypto-lib-property_query.c,0,0,0,0,,,,,
dec_sse41.linuxbsd.editor.x86_64.c,../samples/decompilations/rerolled/thirdparty libwebp src dsp dec_sse41.linuxbsd.editor.x86_64.c,0,0,0,0,,,,,
rendering_device_commons.linuxbsd.editor.x86_64.c,../samples/decompilations/rerolled/servers rendering rendering_device_commons.linuxbsd.editor.x86_64.c,0,0,0,0,,,,,
gltf_physics_shape.linuxbsd.editor.x86_64.c,../samples/decompilations/rerolled/modules gltf extensions physics gltf_physics_shape.linuxbsd.editor.x86_64.c,8,0,17,25,,,,,
fsr2.linuxbsd.editor.x86_64.c,../samples/decompilations/rerolled/servers rendering renderer_rd effects fsr2.linuxbsd.editor.x86_64.c,66,10,60,136,,,,,
libcrypto-shlib-pk7_asn1.c,../samples/decompilations/rerolled/crypto pkcs7 libcrypto-shlib-pk7_asn1.c,0,0,0,0,,,,,
buildtest_c_sslerr_legacy-bin-buildtest_sslerr_legacy.c,../samples/decompilations/rerolled/test buildtest_c_sslerr_legacy-bin-buildtest_sslerr_legacy.c,0,0,0,0,,,,,
libcrypto-shlib-mdc2dgst.c,../samples/decompilations/rerolled/crypto mdc2 libcrypto-shlib-mdc2dgst.c,0,0,0,0,,,,,
shader.linuxbsd.editor.x86_64.c,../samples/decompilations/rerolled/scene resources shader.linuxbsd.editor.x86_64.c,10,14,61,85,,,,,
libcrypto-lib-cmp_client.c,../samples/decompilations/rerolled/crypto cmp libcrypto-lib-cmp_client.c,0,0,0,0,,,,,
libcrypto-lib-a_type.c,../samples/decompilations/rerolled/crypto asn1 libcrypto-lib-a_type.c,0,0,0,0,,,,,
code.linuxbsd.editor.x86_64.c,../samples/decompilations/rerolled/thirdparty graphite src Code.linuxbsd.editor.x86_64.c,3,1,3,7,,,,,
libcrypto-lib-prov_running.c,../samples/decompilations/rerolled/providers libcrypto-lib-prov_running.c,0,0,0,0,,,,,
libssl-lib-ssl_sess.c,../samples/decompilations/rerolled/ssl libssl-lib-ssl_sess.c,33,3,5,41,,,,,
libcoreutils_a-ctype_print.c,../samples/decompilations/rerolled/lib unictype libcoreutils_a-ctype_print.c,0,0,0,0,,,,,
editor_interface.linuxbsd.editor.x86_64.c,../samples/decompilations/rerolled/editor editor_interface.linuxbsd.editor.x86_64.c,5,16,63,84,,,,,
libssl-lib-quic_method.c,../samples/decompilations/rerolled/ssl quic libssl-lib-quic_method.c,0,0,0,0,,,,,
libcrypto-lib-ts_req_utils.c,../samples/decompilations/rerolled/crypto ts libcrypto-lib-ts_req_utils.c,0,0,0,0,,,,,
libcrypto-shlib-pcy_lib.c,../samples/decompilations/rerolled/crypto x509 libcrypto-shlib-pcy_lib.c,0,0,0,0,,,,,
uniset_props.linuxbsd.editor.x86_64.c,../samples/decompilations/rerolled/thirdparty icu4c common uniset_props.linuxbsd.editor.x86_64.c,0,0,0,0,,,,,
libcrypto-lib-rsa_sp800_56b_gen.c,../samples/decompilations/rerolled/crypto rsa libcrypto-lib-rsa_sp800_56b_gen.c,0,0,0,0,,,,,
namemap_internal_test-bin-namemap_internal_test.c,../samples/decompilations/rerolled/test namemap_internal_test-bin-namemap_internal_test.c,0,0,0,0,,,,,
sdf-error-estimation.linuxbsd.editor.x86_64.c,../samples/decompilations/rerolled/thirdparty msdfgen core sdf-error-estimation.linuxbsd.editor.x86_64.c,0,0,0,0,,,,,
libcrypto-shlib-cmll-x86_64.c,../samples/decompilations/rerolled/crypto camellia libcrypto-shlib-cmll-x86_64.c,0,0,0,0,,,,,
buildtest_c_conf_api-bin-buildtest_conf_api.c,../samples/decompilations/rerolled/test buildtest_c_conf_api-bin-buildtest_conf_api.c,0,0,0,0,,,,,
libcrypto-shlib-bsearch.c,../samples/decompilations/rerolled/crypto libcrypto-shlib-bsearch.c,0,0,0,0,,,,,
libcrypto-lib-rsaz-x86_64.c,../samples/decompilations/rerolled/crypto bn libcrypto-lib-rsaz-x86_64.c,0,0,0,0,,,,,
libcrypto-lib-aes-gcm-avx512.c,../samples/decompilations/rerolled/crypto modes libcrypto-lib-aes-gcm-avx512.c,167,0,0,167,,,,,
libcrypto-lib-a_time.c,../samples/decompilations/rerolled/crypto asn1 libcrypto-lib-a_time.c,0,0,0,0,,,,,
libssl-shlib-pqueue.c,../samples/decompilations/rerolled/ssl libssl-shlib-pqueue.c,0,0,0,0,,,,,
cipherlist_test-bin-cipherlist_test.c,../samples/decompilations/rerolled/test cipherlist_test-bin-cipherlist_test.c,0,0,0,0,,,,,
libtestutil-lib-options.c,../samples/decompilations/rerolled/test testutil libtestutil-lib-options.c,0,0,0,0,,,,,
libcrypto-lib-x_crl.c,../samples/decompilations/rerolled/crypto x509 libcrypto-lib-x_crl.c,6,1,2,9,,,,,
libcrypto-lib-e_rc4.c,../samples/decompilations/rerolled/crypto evp libcrypto-lib-e_rc4.c,0,0,0,0,,,,,
openssl-bin-req.c,../samples/decompilations/rerolled/apps openssl-bin-req.c,6,3,6,15,,,,,
libcrypto-shlib-sm2_crypt.c,../samples/decompilations/rerolled/crypto sm2 libcrypto-shlib-sm2_crypt.c,0,0,0,0,,,,,
characterproperties.linuxbsd.editor.x86_64.c,../samples/decompilations/rerolled/thirdparty icu4c common characterproperties.linuxbsd.editor.x86_64.c,0,0,0,0,,,,,
libssl-shlib-quic_srtm.c,../samples/decompilations/rerolled/ssl quic libssl-shlib-quic_srtm.c,6,1,7,14,,,,,
libcrypto-lib-p5_scrypt.c,../samples/decompilations/rerolled/crypto asn1 libcrypto-lib-p5_scrypt.c,0,0,0,0,,,,,
net_sockets.linuxbsd.editor.x86_64.c,../samples/decompilations/rerolled/thirdparty mbedtls library net_sockets.linuxbsd.editor.x86_64.c,0,0,0,0,,,,,
libcrypto-lib-pk7_doit.c,../samples/decompilations/rerolled/crypto pkcs7 libcrypto-lib-pk7_doit.c,0,0,0,0,,,,,
cksum-sum.c,../samples/decompilations/rerolled/src cksum-sum.c,0,0,0,0,,,,,
libssl-lib-ssl_mcnf.c,../samples/decompilations/rerolled/ssl libssl-lib-ssl_mcnf.c,0,0,0,0,,,,,
libcrypto-lib-bss_conn.c,../samples/decompilations/rerolled/crypto bio libcrypto-lib-bss_conn.c,0,0,0,0,,,,,
tile_set_editor.linuxbsd.editor.x86_64.c,../samples/decompilations/rerolled/editor plugins tiles tile_set_editor.linuxbsd.editor.x86_64.c,23,37,64,124,,,,,
locresdata.linuxbsd.editor.x86_64.c,../samples/decompilations/rerolled/thirdparty icu4c common locresdata.linuxbsd.editor.x86_64.c,0,0,0,0,,,,,
bitpack.linuxbsd.editor.x86_64.c,../samples/decompilations/rerolled/thirdparty libtheora bitpack.linuxbsd.editor.x86_64.c,0,0,0,0,,,,,
hb-ot-cff2-table.linuxbsd.editor.x86_64.c,../samples/decompilations/rerolled/thirdparty harfbuzz src hb-ot-cff2-table.linuxbsd.editor.x86_64.c,0,0,0,0,,,,,
slider_joint_3d.linuxbsd.editor.x86_64.c,../samples/decompilations/rerolled/scene 3d physics joints slider_joint_3d.linuxbsd.editor.x86_64.c,0,0,0,0,,,,,
uniq.c,../samples/decompilations/rerolled/src uniq.c,0,0,0,0,../samples/.cache/coreutils/coreutils-9.7/src/uniq.c,3,3,0,6
rich_text_label.linuxbsd.editor.x86_64.c,../samples/decompilations/rerolled/scene gui rich_text_label.linuxbsd.editor.x86_64.c,37,56,200,293,,,,,
libcrypto-lib-i2d_evp.c,../samples/decompilations/rerolled/crypto asn1 libcrypto-lib-i2d_evp.c,2,2,2,6,,,,,
libcrypto-shlib-pcbc_enc.c,../samples/decompilations/rerolled/crypto des libcrypto-shlib-pcbc_enc.c,0,0,0,0,,,,,
ptx.c,../samples/decompilations/rerolled/src ptx.c,0,0,0,0,../samples/.cache/coreutils/coreutils-9.7/src/ptx.c,16,15,0,31
openxr_visibility_mask.linuxbsd.editor.x86_64.c,../samples/decompilations/rerolled/modules openxr scene openxr_visibility_mask.linuxbsd.editor.x86_64.c,0,0,0,0,,,,,
tool_button_editor_plugin.linuxbsd.editor.x86_64.c,../samples/decompilations/rerolled/editor plugins tool_button_editor_plugin.linuxbsd.editor.x86_64.c,0,0,0,0,,,,,
libcrypto-shlib-p_legacy.c,../samples/decompilations/rerolled/crypto evp libcrypto-shlib-p_legacy.c,0,0,0,0,,,,,
ca_internals_test-bin-ca_internals_test.c,../samples/decompilations/rerolled/test ca_internals_test-bin-ca_internals_test.c,0,0,0,0,,,,,
libcrypto-shlib-aesni-xts-avx512.c,../samples/decompilations/rerolled/crypto aes libcrypto-shlib-aesni-xts-avx512.c,40,0,0,40,,,,,
libcrypto-shlib-mem.c,../samples/decompilations/rerolled/crypto libcrypto-shlib-mem.c,2,0,0,2,,,,,
buildtest_c_core_object-bin-buildtest_core_object.c,../samples/decompilations/rerolled/test buildtest_c_core_object-bin-buildtest_core_object.c,0,0,0,0,,,,,
libcrypto-shlib-ecb_enc.c,../samples/decompilations/rerolled/crypto des libcrypto-shlib-ecb_enc.c,0,0,0,0,,,,,
memory_buffer_alloc.linuxbsd.editor.x86_64.c,../samples/decompilations/rerolled/thirdparty mbedtls library memory_buffer_alloc.linuxbsd.editor.x86_64.c,0,0,0,0,,,,,
libcrypto-shlib-stack.c,../samples/decompilations/rerolled/crypto stack libcrypto-shlib-stack.c,0,0,0,0,,,,,
collada.linuxbsd.editor.x86_64.c,../samples/decompilations/rerolled/editor import 3d collada.linuxbsd.editor.x86_64.c,28,115,414,557,,,,,
libcrypto-shlib-bss_log.c,../samples/decompilations/rerolled/crypto bio libcrypto-shlib-bss_log.c,0,0,0,0,,,,,
libcrypto-lib-ex_data.c,../samples/decompilations/rerolled/crypto libcrypto-lib-ex_data.c,0,0,0,0,,,,,
asn1write.linuxbsd.editor.x86_64.c,../samples/decompilations/rerolled/thirdparty mbedtls library asn1write.linuxbsd.editor.x86_64.c,0,0,0,0,,,,,
material.linuxbsd.editor.x86_64.c,../samples/decompilations/rerolled/scene resources material.linuxbsd.editor.x86_64.c,22,39,137,198,,,,,
md5.linuxbsd.editor.x86_64.c,../samples/decompilations/rerolled/thirdparty mbedtls library md5.linuxbsd.editor.x86_64.c,5,0,5,10,,,,,
csplit.c,../samples/decompilations/rerolled/src csplit.c,0,0,0,0,../samples/.cache/coreutils/coreutils-9.7/src/csplit.c,13,10,0,23
libcrypto-lib-p12_decr.c,../samples/decompilations/rerolled/crypto pkcs12 libcrypto-lib-p12_decr.c,0,0,0,0,,,,,
libcrypto-lib-scalar.c,../samples/decompilations/rerolled/crypto ec curve448 libcrypto-lib-scalar.c,4,1,7,12,,,,,
audio_stream_player.linuxbsd.editor.x86_64.c,../samples/decompilations/rerolled/scene audio audio_stream_player.linuxbsd.editor.x86_64.c,0,0,0,0,,,,,
wsl_peer.linuxbsd.editor.x86_64.c,../samples/decompilations/rerolled/modules websocket wsl_peer.linuxbsd.editor.x86_64.c,9,6,34,49,,,,,
libdefault-lib-slh_dsa_kmgmt.c,../samples/decompilations/rerolled/providers implementations keymgmt libdefault-lib-slh_dsa_kmgmt.c,0,0,0,0,,,,,
libcrypto-shlib-encoder_err.c,../samples/decompilations/rerolled/crypto encode_decode libcrypto-shlib-encoder_err.c,0,0,0,0,,,,,
jolt_soft_body_3d.linuxbsd.editor.x86_64.c,../samples/decompilations/rerolled/modules jolt_physics objects jolt_soft_body_3d.linuxbsd.editor.x86_64.c,7,12,39,58,,,,,
unistr_case_locale.linuxbsd.editor.x86_64.c,../samples/decompilations/rerolled/thirdparty icu4c common unistr_case_locale.linuxbsd.editor.x86_64.c,0,0,0,0,,,,,
gdextension_manager.linuxbsd.editor.x86_64.c,../samples/decompilations/rerolled/core extension gdextension_manager.linuxbsd.editor.x86_64.c,0,0,0,0,,,,,
mapping0.linuxbsd.editor.x86_64.c,../samples/decompilations/rerolled/thirdparty libvorbis mapping0.linuxbsd.editor.x86_64.c,0,0,0,0,,,,,
libapps-lib-http_server.c,../samples/decompilations/rerolled/apps lib libapps-lib-http_server.c,0,0,0,0,,,,,
libcrypto-lib-cmll-x86_64.c,../samples/decompilations/rerolled/crypto camellia libcrypto-lib-cmll-x86_64.c,0,0,0,0,,,,,
jolt_body_accessor_3d.linuxbsd.editor.x86_64.c,../samples/decompilations/rerolled/modules jolt_physics spaces jolt_body_accessor_3d.linuxbsd.editor.x86_64.c,0,0,0,0,,,,,
aes.linuxbsd.editor.x86_64.c,../samples/decompilations/rerolled/thirdparty mbedtls library aes.linuxbsd.editor.x86_64.c,0,0,0,0,,,,,
libcrypto-lib-threads_none.c,../samples/decompilations/rerolled/crypto libcrypto-lib-threads_none.c,0,0,0,0,,,,,
buildtest_c_bn-bin-buildtest_bn.c,../samples/decompilations/rerolled/test buildtest_c_bn-bin-buildtest_bn.c,0,0,0,0,,,,,
file_access_pack.linuxbsd.editor.x86_64.c,../samples/decompilations/rerolled/core io file_access_pack.linuxbsd.editor.x86_64.c,0,0,0,0,,,,,
multiplayer_api.linuxbsd.editor.x86_64.c,../samples/decompilations/rerolled/scene main multiplayer_api.linuxbsd.editor.x86_64.c,0,0,0,0,,,,,
libcrypto-lib-bio_print.c,../samples/decompilations/rerolled/crypto bio libcrypto-lib-bio_print.c,0,0,0,0,,,,,
libcrypto-shlib-legacy_sm3.c,../samples/decompilations/rerolled/crypto sm3 libcrypto-shlib-legacy_sm3.c,0,0,0,0,,,,,
bytesinkutil.linuxbsd.editor.x86_64.c,../samples/decompilations/rerolled/thirdparty icu4c common bytesinkutil.linuxbsd.editor.x86_64.c,0,0,0,0,,,,,
openssl-bin-pkeyparam.c,../samples/decompilations/rerolled/apps openssl-bin-pkeyparam.c,0,0,0,0,,,,,
libcoreutils_a-modechange.c,../samples/decompilations/rerolled/lib libcoreutils_a-modechange.c,0,0,0,0,,,,,
libcoreutils_a-priv-set.c,../samples/decompilations/rerolled/lib libcoreutils_a-priv-set.c,0,0,0,0,,,,,
libcoreutils_a-base64.c,../samples/decompilations/rerolled/lib libcoreutils_a-base64.c,0,0,0,0,,,,,
libcrypto-shlib-x509rset.c,../samples/decompilations/rerolled/crypto x509 libcrypto-shlib-x509rset.c,0,0,0,0,,,,,
xr_pose.linuxbsd.editor.x86_64.c,../samples/decompilations/rerolled/servers xr xr_pose.linuxbsd.editor.x86_64.c,0,0,0,0,,,,,
progress_bar.linuxbsd.editor.x86_64.c,../samples/decompilations/rerolled/scene gui progress_bar.linuxbsd.editor.x86_64.c,6,0,14,20,,,,,
libcrypto-shlib-obj_dat.c,../samples/decompilations/rerolled/crypto objects libcrypto-shlib-obj_dat.c,5,0,6,11,,,,,
locutil.linuxbsd.editor.x86_64.c,../samples/decompilations/rerolled/thirdparty icu4c common locutil.linuxbsd.editor.x86_64.c,0,0,0,0,,,,,
initialize.linuxbsd.editor.x86_64.c,../samples/decompilations/rerolled/thirdparty glslang glslang MachineIndependent Initialize.linuxbsd.editor.x86_64.c,13,18,164,195,,,,,
type1.linuxbsd.editor.x86_64.c,../samples/decompilations/rerolled/thirdparty freetype src type1 type1.linuxbsd.editor.x86_64.c,4,17,33,54,,,,,
nice.c,../samples/decompilations/rerolled/src nice.c,0,0,0,0,../samples/.cache/coreutils/coreutils-9.7/src/nice.c,1,0,0,1
libcrypto-lib-conf_mod.c,../samples/decompilations/rerolled/crypto conf libcrypto-lib-conf_mod.c,0,0,0,0,,,,,
libcrypto-shlib-cms_sd.c,../samples/decompilations/rerolled/crypto cms libcrypto-shlib-cms_sd.c,0,0,0,0,,,,,
navigation_link_2d.linuxbsd.editor.x86_64.c,../samples/decompilations/rerolled/scene 2d navigation_link_2d.linuxbsd.editor.x86_64.c,0,0,0,0,,,,,
libcrypto-shlib-tasn_scn.c,../samples/decompilations/rerolled/crypto asn1 libcrypto-shlib-tasn_scn.c,0,0,0,0,,,,,
libcoreutils_a-fseek.c,../samples/decompilations/rerolled/lib libcoreutils_a-fseek.c,0,0,0,0,,,,,
libcrypto-lib-e_des.c,../samples/decompilations/rerolled/crypto evp libcrypto-lib-e_des.c,0,0,0,0,,,,,
cmp_hdr_test-bin-cmp_hdr_test.c,../samples/decompilations/rerolled/test cmp_hdr_test-bin-cmp_hdr_test.c,0,0,0,0,,,,,
libcrypto-shlib-ts_rsp_utils.c,../samples/decompilations/rerolled/crypto ts libcrypto-shlib-ts_rsp_utils.c,0,0,0,0,,,,,
libcrypto-shlib-time.c,../samples/decompilations/rerolled/crypto libcrypto-shlib-time.c,0,0,0,0,,,,,
lstmbe.linuxbsd.editor.x86_64.c,../samples/decompilations/rerolled/thirdparty icu4c common lstmbe.linuxbsd.editor.x86_64.c,5,6,16,27,,,,,
libcrypto-lib-ui_openssl.c,../samples/decompilations/rerolled/crypto ui libcrypto-lib-ui_openssl.c,0,0,0,0,,,,,
libssl-shlib-tls13_meth.c,../samples/decompilations/rerolled/ssl record methods libssl-shlib-tls13_meth.c,1,0,1,2,,,,,
libcrypto-shlib-defltprov.c,../samples/decompilations/rerolled/providers libcrypto-shlib-defltprov.c,0,0,0,0,,,,,
libssl-lib-quic_impl.c,../samples/decompilations/rerolled/ssl quic libssl-lib-quic_impl.c,4,0,14,18,,,,,
cmp_status_test-bin-cmp_status_test.c,../samples/decompilations/rerolled/test cmp_status_test-bin-cmp_status_test.c,0,0,0,0,,,,,
libcoreutils_a-version-etc-fsf.c,../samples/decompilations/rerolled/lib libcoreutils_a-version-etc-fsf.c,0,0,0,0,,,,,
navigation_region_3d_gizmo_plugin.linuxbsd.editor.x86_64.c,../samples/decompilations/rerolled/editor plugins gizmos navigation_region_3d_gizmo_plugin.linuxbsd.editor.x86_64.c,8,4,18,30,,,,,
libdefault-lib-cipher_tdes_wrap.c,../samples/decompilations/rerolled/providers implementations ciphers libdefault-lib-cipher_tdes_wrap.c,0,0,0,0,,,,,
libcrypto-lib-ccm128.c,../samples/decompilations/rerolled/crypto modes libcrypto-lib-ccm128.c,20,0,9,29,,,,,
