File,for loops,while loops,do-while loops,total
crypto/asn1/libcrypto-lib-asn1_err.c,0,0,0,0
test/confdump-bin-confdump.c,0,1,1,1
ssl/quic/libssl-lib-quic_reactor.c,0,3,1,3
crypto/cmp/libcrypto-lib-cmp_protect.c,0,0,0,0
crypto/asn1/libcrypto-shlib-p5_scrypt.c,0,0,0,0
ssl/libssl-shlib-t1_lib.c,9,15,59,24
crypto/evp/libcrypto-shlib-p5_crpt.c,0,0,2,0
test/wpackettest-bin-wpackettest.c,1,0,3,1
crypto/mdc2/libcrypto-shlib-mdc2dgst.c,0,0,2,0
providers/implementations/ciphers/libdefault-lib-cipher_aria_gcm_hw.c,0,0,0,0
test/priority_queue_test-bin-priority_queue_test.c,1,0,6,1
fuzz/cmp-test-bin-fuzz_rand.c,0,0,1,0
crypto/x509/libcrypto-shlib-x509_v3.c,0,1,3,1
crypto/dsa/libcrypto-shlib-dsa_backend.c,0,0,0,0
crypto/bio/libcrypto-shlib-bss_mem.c,0,0,1,0
test/buildtest_c_ecdsa-bin-buildtest_ecdsa.c,0,0,0,0
apps/openssl-bin-pkey.c,0,1,1,1
test/membio_test-bin-membio_test.c,0,0,0,0
crypto/camellia/libcrypto-shlib-cmll_ecb.c,0,0,0,0
crypto/pem/libcrypto-lib-pem_info.c,1,0,1,1
ssl/quic/libssl-shlib-uint_set.c,0,6,1,6
crypto/ts/libcrypto-shlib-ts_req_print.c,0,0,0,0
crypto/x509/libcrypto-lib-v3_conf.c,1,6,0,7
crypto/whrlpool/libcrypto-shlib-wp_dgst.c,1,2,5,3
test/buildtest_c_dsa-bin-buildtest_dsa.c,0,0,0,0
crypto/modes/libcrypto-lib-ghash-x86_64.c,130,4,3,134
fuzz/quic-srtm-test-bin-fuzz_rand.c,0,0,1,0
crypto/des/libcrypto-shlib-cfb64enc.c,0,0,2,0
crypto/seed/libcrypto-lib-seed_ecb.c,0,0,0,0
crypto/bn/libcrypto-shlib-x86_64-mont.c,8,2,32,10
ssl/quic/libssl-lib-quic_lcidm.c,0,0,3,0
crypto/asn1/libcrypto-shlib-d2i_pr.c,0,0,0,0
test/buildtest_c_rsa-bin-buildtest_rsa.c,0,0,0,0
crypto/ct/libcrypto-lib-ct_err.c,0,0,0,0
crypto/sha/libcrypto-shlib-keccak1600-x86_64.c,1,2,1,3
crypto/asn1/libcrypto-lib-bio_asn1.c,0,2,3,2
crypto/seed/libcrypto-shlib-seed_ecb.c,0,0,0,0
crypto/txt_db/libcrypto-lib-txt_db.c,0,3,16,3
test/x509_acert_test-bin-x509_acert_test.c,0,0,0,0
providers/common/der/libcommon-lib-der_ml_dsa_gen.c,0,0,0,0
ssl/quic/libssl-shlib-quic_engine.c,1,1,0,2
crypto/evp/libcrypto-lib-evp_fetch.c,0,0,0,0
crypto/libcrypto-shlib-time.c,0,0,0,0
test/testutil/libtestutil-lib-basic_output.c,0,0,0,0
crypto/bn/libcrypto-shlib-rsaz-2k-avxifma.c,0,0,1,0
crypto/md4/libcrypto-shlib-md4_one.c,0,0,0,0
providers/implementations/kdfs/liblegacy-lib-pvkkdf.c,0,0,0,0
crypto/ec/libcrypto-lib-ec_print.c,0,0,1,0
test/provider_test-bin-p_test.c,1,1,2,2
crypto/rsa/libcrypto-lib-rsa_meth.c,0,0,0,0
crypto/encode_decode/libcrypto-lib-decoder_pkey.c,1,1,1,2
