File,for loops,while loops,do-while loops,total
../samples/decompilations/rerolled/lib libcoreutils_a-mbrtoc32.c,0,0,0,0
../samples/decompilations/rerolled/crypto pkcs7 libcrypto-lib-pk7_asn1.c,0,0,0,0
../samples/decompilations/rerolled/lib libcoreutils_a-write-any-file.c,0,0,0,0
../samples/decompilations/rerolled/scene main canvas_layer.linuxbsd.editor.x86_64.c,0,0,0,0
../samples/decompilations/rerolled/crypto rsa libcrypto-shlib-rsa_prn.c,0,0,0,0
../samples/decompilations/rerolled/core math projection.linuxbsd.editor.x86_64.c,12,0,16,28
../samples/decompilations/rerolled/scene theme theme_db.linuxbsd.editor.x86_64.c,16,33,83,132
../samples/decompilations/rerolled/scene 3d decal.linuxbsd.editor.x86_64.c,6,1,13,20
../samples/decompilations/rerolled/test asn1_decode_test-bin-asn1_decode_test.c,0,0,0,0
../samples/decompilations/rerolled/thirdparty glad egl.linuxbsd.editor.x86_64.c,0,0,0,0
../samples/decompilations/rerolled/editor themes editor_theme.linuxbsd.editor.x86_64.c,6,20,23,49
../samples/decompilations/rerolled/ssl record methods libssl-lib-ssl3_meth.c,0,0,0,0
../samples/decompilations/rerolled/test helpers quic_radix_test-bin-ssltestlib.c,6,7,12,25
../samples/decompilations/rerolled/editor import 3d resource_importer_scene.linuxbsd.editor.x86_64.c,0,0,0,0
../samples/decompilations/rerolled/scene 2d touch_screen_button.linuxbsd.editor.x86_64.c,0,0,0,0
../samples/decompilations/rerolled/crypto ec libcrypto-shlib-ecp_nistz256.c,9,3,18,30
../samples/decompilations/rerolled/crypto aes libcrypto-lib-aesni-sha256-x86_64.c,0,0,0,0
../samples/decompilations/rerolled/servers rendering renderer_rd effects debug_effects.linuxbsd.editor.x86_64.c,6,8,34,48
../samples/decompilations/rerolled/lib libcoreutils_a-mbswidth.c,0,0,0,0
../samples/decompilations/rerolled/lib libcoreutils_a-hash-triple-simple.c,0,0,0,0
../samples/decompilations/rerolled/crypto x509 libcrypto-lib-pcy_lib.c,0,0,0,0
../samples/decompilations/rerolled/crypto aes libcrypto-shlib-aes_misc.c,0,0,0,0
../samples/decompilations/rerolled/crypto thread arch libcrypto-shlib-thread_win.c,0,0,0,0
../samples/decompilations/rerolled/ssl quic libssl-lib-quic_trace.c,1,0,9,10
../samples/decompilations/rerolled/test pkcs7_test-bin-pkcs7_test.c,0,0,0,0
../samples/decompilations/rerolled/editor themes editor_theme_manager.linuxbsd.editor.x86_64.c,0,0,0,0
../samples/decompilations/rerolled/thirdparty embree kernels bvh bvh_builder_twolevel.linuxbsd.editor.x86_64.c,44,108,230,382
../samples/decompilations/rerolled/test ocspapitest-bin-ocspapitest.c,1,0,0,1
../samples/decompilations/rerolled/crypto evp libcrypto-lib-p_legacy.c,0,0,0,0
../samples/decompilations/rerolled/drivers unix ip_unix.linuxbsd.editor.x86_64.c,0,0,0,0
../samples/decompilations/rerolled/crypto ui libcrypto-lib-ui_util.c,0,0,0,0
../samples/decompilations/rerolled/thirdparty icu4c common unormcmp.linuxbsd.editor.x86_64.c,0,0,0,0
../samples/decompilations/rerolled/crypto pkcs7 libcrypto-shlib-pk7_doit.c,0,0,0,0
../samples/decompilations/rerolled/thirdparty icu4c common simpleformatter.linuxbsd.editor.x86_64.c,0,0,0,0
../samples/decompilations/rerolled/lib libcoreutils_a-mcel.c,0,0,0,0
../samples/decompilations/rerolled/thirdparty jolt_physics Jolt Renderer DebugRenderer.linuxbsd.editor.x86_64.c,49,49,160,258
../samples/decompilations/rerolled/lib libcoreutils_a-mbszero.c,0,0,0,0
../samples/decompilations/rerolled/test versions-bin-versions.c,0,0,0,0
../samples/decompilations/rerolled/crypto dh libcrypto-shlib-dh_check.c,0,0,0,0
../samples/decompilations/rerolled/core variant callable.linuxbsd.editor.x86_64.c,3,11,17,31
../samples/decompilations/rerolled/thirdparty graphite src GlyphCache.linuxbsd.editor.x86_64.c,5,2,9,16
../samples/decompilations/rerolled/test helpers quicapitest-bin-ssltestlib.c,6,7,12,25
../samples/decompilations/rerolled/crypto libcrypto-shlib-threads_win.c,0,0,0,0
../samples/decompilations/rerolled/ssl rio libssl-lib-rio_notifier.c,0,0,0,0
../samples/decompilations/rerolled/thirdparty libvorbis lsp.linuxbsd.editor.x86_64.c,0,0,0,0
../samples/decompilations/rerolled/ssl libssl-lib-ssl_cert.c,6,6,15,27
../samples/decompilations/rerolled/thirdparty libwebp sharpyuv sharpyuv_csp.linuxbsd.editor.x86_64.c,0,0,0,0
../samples/decompilations/rerolled/drivers png resource_saver_png.linuxbsd.editor.x86_64.c,6,0,4,10
../samples/decompilations/rerolled/thirdparty embree kernels bvh bvh4_factory.linuxbsd.editor.x86_64.c,105,0,0,105
../samples/decompilations/rerolled/thirdparty glslang glslang MachineIndependent RemoveTree.linuxbsd.editor.x86_64.c,0,0,0,0
../samples/decompilations/rerolled/scene resources visual_shader_nodes.linuxbsd.editor.x86_64.c,90,14,170,274
../samples/decompilations/rerolled/thirdparty jolt_physics Jolt ObjectStream SerializableObject.linuxbsd.editor.x86_64.c,0,0,0,0
../samples/decompilations/rerolled/lib libcoreutils_a-c32ispunct.c,0,0,0,0
../samples/decompilations/rerolled/src sleep.c,0,0,0,0
../samples/decompilations/rerolled/crypto bn libcrypto-shlib-bn_add.c,0,0,0,0
../samples/decompilations/rerolled/crypto asn1 libcrypto-lib-tasn_dec.c,0,0,0,0
../samples/decompilations/rerolled/thirdparty mbedtls library aesce.linuxbsd.editor.x86_64.c,0,0,0,0
../samples/decompilations/rerolled/ssl quic libssl-lib-quic_rcidm.c,16,3,1,20
../samples/decompilations/rerolled/core crypto crypto.linuxbsd.editor.x86_64.c,13,0,11,24
../samples/decompilations/rerolled/crypto sm2 libcrypto-lib-sm2_sign.c,0,0,0,0
../samples/decompilations/rerolled/thirdparty icu4c common bytestrie.linuxbsd.editor.x86_64.c,0,0,0,0
../samples/decompilations/rerolled/crypto bio libcrypto-shlib-bf_prefix.c,0,0,0,0
../samples/decompilations/rerolled/test destest-bin-destest.c,12,0,5,17
../samples/decompilations/rerolled/crypto x509 libcrypto-shlib-x_name.c,0,0,0,0
../samples/decompilations/rerolled/editor plugins gizmos label_3d_gizmo_plugin.linuxbsd.editor.x86_64.c,0,0,0,0
../samples/decompilations/rerolled/scene 3d physics vehicle_body_3d.linuxbsd.editor.x86_64.c,0,0,0,0
../samples/decompilations/rerolled/crypto ec libcrypto-lib-ecp_mont.c,0,0,0,0
../samples/decompilations/rerolled/lib libcoreutils_a-btoc32.c,0,0,0,0
../samples/decompilations/rerolled/test sha_test-bin-sha_test.c,0,0,0,0
../samples/decompilations/rerolled/crypto encode_decode libcrypto-lib-encoder_meth.c,4,1,1,6
../samples/decompilations/rerolled/thirdparty icu4c common stringtriebuilder.linuxbsd.editor.x86_64.c,1,1,13,15
../samples/decompilations/rerolled/lib libcoreutils_a-fd-reopen.c,0,0,0,0
../samples/decompilations/rerolled/thirdparty minizip unzip.linuxbsd.editor.x86_64.c,0,0,0,0
../samples/decompilations/rerolled/crypto ocsp libcrypto-shlib-ocsp_lib.c,0,0,0,0
../samples/decompilations/rerolled/ssl quic libssl-shlib-quic_record_tx.c,1,5,7,13
../samples/decompilations/rerolled/thirdparty vhacd src btAlignedAllocator.linuxbsd.editor.x86_64.c,0,0,0,0
../samples/decompilations/rerolled/thirdparty libwebp src dsp lossless_enc_mips32.linuxbsd.editor.x86_64.c,0,0,0,0
../samples/decompilations/rerolled/lib unictype libcoreutils_a-ctype_graph.c,0,0,0,0
../samples/decompilations/rerolled/crypto engine libcrypto-lib-tb_eckey.c,0,0,0,0
../samples/decompilations/rerolled/crypto camellia libcrypto-lib-cmll_ctr.c,0,0,0,0
../samples/decompilations/rerolled/crypto bio libcrypto-shlib-bio_cb.c,0,0,0,0
../samples/decompilations/rerolled/crypto ec libcrypto-lib-ecx_backend.c,0,0,0,0
../samples/decompilations/rerolled/thirdparty glslang SPIRV SPVRemapper.linuxbsd.editor.x86_64.c,31,77,85,193
../samples/decompilations/rerolled/editor plugins audio_stream_randomizer_editor_plugin.linuxbsd.editor.x86_64.c,0,0,0,0
../samples/decompilations/rerolled/crypto libcrypto-shlib-ssl_err.c,0,0,0,0
../samples/decompilations/rerolled/servers xr xr_vrs.linuxbsd.editor.x86_64.c,0,0,0,0
../samples/decompilations/rerolled/crypto siphash libcrypto-lib-siphash.c,1,0,7,8
../samples/decompilations/rerolled/test buildtest_c_ecdh-bin-buildtest_ecdh.c,0,0,0,0
../samples/decompilations/rerolled/gnulib-tests vma-iter.c,0,0,0,0
../samples/decompilations/rerolled/test dtlstest-bin-dtlstest.c,0,0,0,0
../samples/decompilations/rerolled/crypto pkcs12 libcrypto-shlib-p12_key.c,0,0,0,0
../samples/decompilations/rerolled/crypto ec curve448 arch_32 libcrypto-lib-f_impl32.c,0,0,0,0
../samples/decompilations/rerolled/crypto rsa libcrypto-lib-rsa_ossl.c,1,1,3,5
../samples/decompilations/rerolled/thirdparty pcre2 src pcre2_tables_16.linuxbsd.editor.x86_64.c,0,0,0,0
../samples/decompilations/rerolled/scene resources 2d polygon_path_finder.linuxbsd.editor.x86_64.c,0,0,0,0
../samples/decompilations/rerolled/thirdparty libpng pngwrite.linuxbsd.editor.x86_64.c,4,2,19,25
../samples/decompilations/rerolled/scene 3d physics joints pin_joint_3d.linuxbsd.editor.x86_64.c,0,0,0,0
../samples/decompilations/rerolled/editor plugins gizmos fog_volume_gizmo_plugin.linuxbsd.editor.x86_64.c,0,0,0,0
../samples/decompilations/rerolled/crypto ec curve448 libcrypto-lib-curve448_tables.c,0,0,0,0
../samples/decompilations/rerolled/lib libcoreutils_a-fd-safer.c,0,0,0,0
../samples/decompilations/rerolled/scene 3d camera_3d.linuxbsd.editor.x86_64.c,6,5,17,28
../samples/decompilations/rerolled/thirdparty msdfgen core equation-solver.linuxbsd.editor.x86_64.c,0,0,0,0
../samples/decompilations/rerolled/test bio_base64_test-bin-bio_base64_test.c,0,0,0,0
../samples/decompilations/rerolled/thirdparty harfbuzz src hb-ft.linuxbsd.editor.x86_64.c,4,1,11,16
../samples/decompilations/rerolled/crypto engine libcrypto-shlib-eng_openssl.c,0,0,0,0
../samples/decompilations/rerolled/test provider_default_search_path_test-bin-provider_default_search_path_test.c,0,0,0,0
../samples/decompilations/rerolled/crypto libcrypto-lib-param_build_set.c,0,0,0,0
../samples/decompilations/rerolled/scene gui texture_rect.linuxbsd.editor.x86_64.c,0,0,0,0
../samples/decompilations/rerolled/lib libcoreutils_a-sockets.c,0,0,0,0
../samples/decompilations/rerolled/thirdparty libpng pngrutil.linuxbsd.editor.x86_64.c,0,0,0,0
../samples/decompilations/rerolled/thirdparty pcre2 src pcre2_auto_possess_32.linuxbsd.editor.x86_64.c,0,0,0,0
../samples/decompilations/rerolled/crypto bio libcrypto-lib-bss_log.c,0,0,0,0
../samples/decompilations/rerolled/crypto evp libcrypto-lib-p_lib.c,5,0,1,6
../samples/decompilations/rerolled/thirdparty embree common lexers tokenstream.linuxbsd.editor.x86_64.c,5,6,23,34
../samples/decompilations/rerolled/thirdparty icu4c common normlzr.linuxbsd.editor.x86_64.c,0,0,0,0
../samples/decompilations/rerolled/crypto thread arch libssl-shlib-thread_none.c,0,0,0,0
../samples/decompilations/rerolled/src mkdir.c,0,0,0,0
../samples/decompilations/rerolled/editor event_listener_line_edit.linuxbsd.editor.x86_64.c,7,4,19,30
../samples/decompilations/rerolled/thirdparty jolt_physics Jolt Physics Collision Shape MeshShape.linuxbsd.editor.x86_64.c,31,22,131,184
../samples/decompilations/rerolled/crypto ct libcrypto-shlib-ct_x509v3.c,0,0,0,0
../samples/decompilations/rerolled/thirdparty jolt_physics Jolt Physics Vehicle VehicleConstraint.linuxbsd.editor.x86_64.c,11,9,16,36
../samples/decompilations/rerolled/core templates command_queue_mt.linuxbsd.editor.x86_64.c,1,0,0,1
../samples/decompilations/rerolled/crypto rsa libcrypto-lib-rsa_err.c,0,0,0,0
../samples/decompilations/rerolled/test buildtest_c_hpke-bin-buildtest_hpke.c,0,0,0,0
../samples/decompilations/rerolled/thirdparty icu4c common unistr_cnv.linuxbsd.editor.x86_64.c,0,0,0,0
../samples/decompilations/rerolled/crypto ct libcrypto-lib-ct_b64.c,0,0,0,0
../samples/decompilations/rerolled/thirdparty libpng pngget.linuxbsd.editor.x86_64.c,0,0,0,0
../samples/decompilations/rerolled/thirdparty vhacd src btConvexHullComputer.linuxbsd.editor.x86_64.c,12,26,81,119
../samples/decompilations/rerolled/apps openssl-bin-nseq.c,0,0,0,0
../samples/decompilations/rerolled/lib unistr libcoreutils_a-u8-uctomb-aux.c,0,0,0,0
../samples/decompilations/rerolled/apps lib libapps-lib-log.c,0,0,0,0
../samples/decompilations/rerolled/thirdparty pcre2 src pcre2_xclass_16.linuxbsd.editor.x86_64.c,0,0,0,0
../samples/decompilations/rerolled/apps lib libapps-lib-apps.c,9,13,22,44
../samples/decompilations/rerolled/modules interactive_music audio_stream_synchronized.linuxbsd.editor.x86_64.c,0,0,0,0
../samples/decompilations/rerolled/apps openssl-bin-pkeyutl.c,0,0,0,0
../samples/decompilations/rerolled/crypto libcrypto-shlib-initthread.c,0,0,0,0
../samples/decompilations/rerolled/thirdparty icu4c i18n uspoof.linuxbsd.editor.x86_64.c,0,0,0,0
../samples/decompilations/rerolled/crypto x509 libcrypto-shlib-v3_pmaps.c,0,0,0,0
../samples/decompilations/rerolled/crypto x509 libcrypto-shlib-t_x509.c,0,0,0,0
../samples/decompilations/rerolled/scene 2d node_2d.linuxbsd.editor.x86_64.c,0,0,0,0
../samples/decompilations/rerolled/thirdparty libpng pngmem.linuxbsd.editor.x86_64.c,0,0,0,0
../samples/decompilations/rerolled/modules navigation 2d nav_mesh_generator_2d.linuxbsd.editor.x86_64.c,35,29,94,158
../samples/decompilations/rerolled/crypto ocsp libcrypto-lib-ocsp_asn.c,0,0,0,0
../samples/decompilations/rerolled/crypto bio libcrypto-lib-bss_dgram_pair.c,5,2,5,12
../samples/decompilations/rerolled/scene resources 2d concave_polygon_shape_2d.linuxbsd.editor.x86_64.c,0,0,0,0
../samples/decompilations/rerolled/thirdparty zstd compress hist.linuxbsd.editor.x86_64.c,0,0,0,0
../samples/decompilations/rerolled/modules godot_physics_3d joints godot_cone_twist_joint_3d.linuxbsd.editor.x86_64.c,2,4,12,18
../samples/decompilations/rerolled/crypto thread libcrypto-lib-api.c,0,0,0,0
../samples/decompilations/rerolled/ssl libssl-shlib-tls13_enc.c,0,0,0,0
../samples/decompilations/rerolled/core io remote_filesystem_client.linuxbsd.editor.x86_64.c,2,8,39,49
../samples/decompilations/rerolled/lib libcoreutils_a-long-options.c,0,0,0,0
../samples/decompilations/rerolled/src base64-basenc.c,0,0,0,0
../samples/decompilations/rerolled/crypto ec libcrypto-lib-ec_check.c,0,0,0,0
../samples/decompilations/rerolled/scene resources compressed_texture.linuxbsd.editor.x86_64.c,19,2,15,36
../samples/decompilations/rerolled/providers implementations exchange libdefault-lib-kdf_exch.c,0,0,0,0
../samples/decompilations/rerolled/apps lib libapps-lib-opt.c,0,0,0,0
../samples/decompilations/rerolled/crypto md5 libcrypto-lib-md5_one.c,0,0,0,0
../samples/decompilations/rerolled/scene gui control.linuxbsd.editor.x86_64.c,22,89,233,344
../samples/decompilations/rerolled/editor node_dock.linuxbsd.editor.x86_64.c,8,2,7,17
../samples/decompilations/rerolled/thirdparty libwebp src dsp lossless_sse2.linuxbsd.editor.x86_64.c,16,1,20,37
../samples/decompilations/rerolled/crypto property libcrypto-shlib-property_string.c,4,0,0,4
../samples/decompilations/rerolled/crypto ec libcrypto-shlib-ecx_key.c,0,0,0,0
../samples/decompilations/rerolled/test endecode_test-bin-endecode_test.c,0,0,0,0
../samples/decompilations/rerolled/crypto thread arch libcrypto-lib-thread_posix.c,2,0,0,2
../samples/decompilations/rerolled/thirdparty enet protocol.linuxbsd.editor.x86_64.c,0,0,0,0
../samples/decompilations/rerolled/crypto bio libcrypto-shlib-bss_dgram_pair.c,5,2,5,12
../samples/decompilations/rerolled/gnulib-tests getlocalename_l-unsafe.c,0,0,0,0
../samples/decompilations/rerolled/modules openxr extensions openxr_dpad_binding_extension.linuxbsd.editor.x86_64.c,6,1,14,21
../samples/decompilations/rerolled/crypto dso libcrypto-shlib-dso_err.c,0,0,0,0
../samples/decompilations/rerolled/apps lib ca_internals_test-bin-app_libctx.c,0,0,0,0
../samples/decompilations/rerolled/thirdparty icu4c common normalizer2impl.linuxbsd.editor.x86_64.c,0,0,0,0
../samples/decompilations/rerolled/test provider_pkey_test-bin-fake_rsaprov.c,0,0,0,0
../samples/decompilations/rerolled/thirdparty recastnavigation Recast Source RecastAssert.linuxbsd.editor.x86_64.c,0,0,0,0
../samples/decompilations/rerolled/editor plugins dedicated_server_export_plugin.linuxbsd.editor.x86_64.c,4,3,11,18
../samples/decompilations/rerolled/crypto ec libcrypto-shlib-ecp_mont.c,0,0,0,0
../samples/decompilations/rerolled/crypto seed libcrypto-lib-seed_ofb.c,0,0,0,0
../samples/decompilations/rerolled/thirdparty icu4c common ucol_swp.linuxbsd.editor.x86_64.c,0,0,0,0
../samples/decompilations/rerolled/modules betsy register_types.linuxbsd.editor.x86_64.c,0,0,0,0
../samples/decompilations/rerolled/thirdparty mbedtls library x509_create.linuxbsd.editor.x86_64.c,0,0,0,0
../samples/decompilations/rerolled/thirdparty mbedtls library ripemd160.linuxbsd.editor.x86_64.c,5,0,3,8
../samples/decompilations/rerolled/editor editor_dock_manager.linuxbsd.editor.x86_64.c,21,28,58,107
../samples/decompilations/rerolled/ssl quic libssl-lib-quic_rstream.c,0,0,0,0
../samples/decompilations/rerolled/drivers gles3 storage utilities.linuxbsd.editor.x86_64.c,3,6,30,39
../samples/decompilations/rerolled/editor plugins editor_plugin.linuxbsd.editor.x86_64.c,11,8,32,51
../samples/decompilations/rerolled/scene 3d skeleton_modifier_3d.linuxbsd.editor.x86_64.c,4,3,15,22
../samples/decompilations/rerolled/crypto cms libcrypto-lib-cms_ec.c,0,0,0,0
../samples/decompilations/rerolled/modules godot_physics_3d joints godot_pin_joint_3d.linuxbsd.editor.x86_64.c,2,4,12,18
../samples/decompilations/rerolled/crypto thread libcrypto-lib-arch.c,0,0,0,0
../samples/decompilations/rerolled/test x509aux-bin-x509aux.c,0,0,0,0
../samples/decompilations/rerolled/scene resources 2d separation_ray_shape_2d.linuxbsd.editor.x86_64.c,0,0,0,0
../samples/decompilations/rerolled/lib libcoreutils_a-c32isxdigit.c,0,0,0,0
../samples/decompilations/rerolled/crypto encode_decode libcrypto-lib-decoder_lib.c,1,1,6,8
../samples/decompilations/rerolled/test buildtest_c_dsa-bin-buildtest_dsa.c,0,0,0,0
../samples/decompilations/rerolled/thirdparty miniupnpc src upnpcommands.linuxbsd.editor.x86_64.c,0,0,0,0
../samples/decompilations/rerolled/crypto aes libcrypto-shlib-vpaes-x86_64.c,0,0,0,0
../samples/decompilations/rerolled/thirdparty icu4c common locdspnm.linuxbsd.editor.x86_64.c,0,0,0,0
../samples/decompilations/rerolled/drivers gles3 storage config.linuxbsd.editor.x86_64.c,0,0,0,0
../samples/decompilations/rerolled/apps lib libapps-lib-app_x509.c,0,0,0,0
../samples/decompilations/rerolled/thirdparty astcenc astcenc_compute_variance.linuxbsd.editor.x86_64.c,0,0,0,0
../samples/decompilations/rerolled/crypto asn1 libcrypto-shlib-bio_asn1.c,0,0,0,0
../samples/decompilations/rerolled/crypto x509 libcrypto-shlib-t_acert.c,0,0,0,0
../samples/decompilations/rerolled/core math vector3i.linuxbsd.editor.x86_64.c,0,0,0,0
../samples/decompilations/rerolled/crypto evp libcrypto-lib-names.c,4,0,0,4
../samples/decompilations/rerolled/thirdparty icu4c common utrie.linuxbsd.editor.x86_64.c,19,6,31,56
../samples/decompilations/rerolled/crypto libcrypto-lib-o_fopen.c,0,0,0,0
../samples/decompilations/rerolled/crypto hashtable libcrypto-shlib-hashfunc.c,0,0,0,0
../samples/decompilations/rerolled/crypto camellia libcrypto-lib-cmll_ofb.c,0,0,0,0
../samples/decompilations/rerolled/crypto evp libcrypto-shlib-keymgmt_lib.c,0,0,0,0
../samples/decompilations/rerolled/apps openssl-bin-genrsa.c,0,0,0,0
../samples/decompilations/rerolled/servers rendering renderer_rd effects vrs.linuxbsd.editor.x86_64.c,0,0,0,0
../samples/decompilations/rerolled/crypto x509 libcrypto-lib-v3_pcia.c,0,0,0,0
../samples/decompilations/rerolled/crypto asn1 libcrypto-shlib-a_octet.c,0,0,0,0
../samples/decompilations/rerolled/src prog-fprintf.c,0,0,0,0
../samples/decompilations/rerolled/servers rendering renderer_rd storage_rd texture_storage.linuxbsd.editor.x86_64.c,30,66,182,278
../samples/decompilations/rerolled/crypto evp libcrypto-shlib-pmeth_gn.c,2,0,0,2
../samples/decompilations/rerolled/core doc_data.linuxbsd.editor.x86_64.c,0,0,0,0
../samples/decompilations/rerolled/fuzz client-test-bin-client.c,0,0,0,0
../samples/decompilations/rerolled/providers implementations rands libdefault-lib-drbg_hmac.c,0,0,0,0
../samples/decompilations/rerolled/scene animation animation_mixer.linuxbsd.editor.x86_64.c,16,116,174,306
../samples/decompilations/rerolled/crypto ec libcrypto-shlib-ec_backend.c,0,0,0,0
../samples/decompilations/rerolled/test chacha_internal_test-bin-chacha_internal_test.c,0,0,0,0
../samples/decompilations/rerolled/src expr.c,0,0,0,0
../samples/decompilations/rerolled/crypto asn1 libcrypto-lib-a_digest.c,0,0,0,0
../samples/decompilations/rerolled/lib libcoreutils_a-aszprintf.c,0,0,0,0
../samples/decompilations/rerolled/crypto dsa libcrypto-lib-dsa_prn.c,0,0,0,0
../samples/decompilations/rerolled/test buildtest_c_cmac-bin-buildtest_cmac.c,0,0,0,0
../samples/decompilations/rerolled/test param_build_test-bin-param_build_test.c,0,0,0,0
../samples/decompilations/rerolled/modules jolt_physics objects jolt_physics_direct_body_state_3d.linuxbsd.editor.x86_64.c,0,0,0,0
../samples/decompilations/rerolled/editor project_manager.linuxbsd.editor.x86_64.c,23,43,115,181
../samples/decompilations/rerolled/scene 2d mesh_instance_2d.linuxbsd.editor.x86_64.c,0,0,0,0
../samples/decompilations/rerolled/test crltest-bin-crltest.c,0,0,0,0
../samples/decompilations/rerolled/lib libcoreutils_a-full-read.c,0,0,0,0
../samples/decompilations/rerolled/crypto conf libcrypto-lib-conf_err.c,0,0,0,0
../samples/decompilations/rerolled/editor import audio_stream_import_settings.linuxbsd.editor.x86_64.c,22,11,38,71
../samples/decompilations/rerolled/crypto x509 libcrypto-shlib-v3_audit_id.c,0,0,0,0
../samples/decompilations/rerolled/gnulib-tests xconcat-filename.c,0,0,0,0
../samples/decompilations/rerolled/thirdparty icu4c common locbased.linuxbsd.editor.x86_64.c,0,0,0,0
../samples/decompilations/rerolled/crypto libcrypto-lib-sleep.c,0,0,0,0
../samples/decompilations/rerolled/thirdparty msdfgen core Contour.linuxbsd.editor.x86_64.c,0,0,0,0
../samples/decompilations/rerolled/crypto dsa libcrypto-shlib-dsa_prn.c,0,0,0,0
../samples/decompilations/rerolled/thirdparty basis_universal transcoder basisu_transcoder.linuxbsd.editor.x86_64.c,55,57,457,569
../samples/decompilations/rerolled/lib libcoreutils_a-i-ring.c,1,0,0,1
../samples/decompilations/rerolled/thirdparty libvorbis smallft.linuxbsd.editor.x86_64.c,0,0,0,0
../samples/decompilations/rerolled/crypto asn1 libcrypto-shlib-x_algor.c,0,0,0,0
../samples/decompilations/rerolled/apps openssl-bin-x509.c,0,0,0,0
../samples/decompilations/rerolled/lib libcoreutils_a-af_alg.c,0,0,0,0
../samples/decompilations/rerolled/modules openxr extensions openxr_pico_controller_extension.linuxbsd.editor.x86_64.c,0,0,0,0
../samples/decompilations/rerolled/drivers gles3 storage texture_storage.linuxbsd.editor.x86_64.c,19,35,113,167
../samples/decompilations/rerolled/thirdparty vhacd src vhacdVolume.linuxbsd.editor.x86_64.c,7,11,93,111
../samples/decompilations/rerolled/scene 2d visible_on_screen_notifier_2d.linuxbsd.editor.x86_64.c,0,0,0,0
../samples/decompilations/rerolled/thirdparty embree kernels bvh bvh_builder_sah.linuxbsd.editor.x86_64.c,41,24,35,100
../samples/decompilations/rerolled/crypto x509 libcrypto-lib-v3_pcons.c,0,0,0,0
../samples/decompilations/rerolled/crypto x509 libcrypto-lib-x_all.c,2,0,0,2
../samples/decompilations/rerolled/thirdparty zlib inflate.linuxbsd.editor.x86_64.c,9,5,19,33
../samples/decompilations/rerolled/modules openxr editor openxr_action_map_editor.linuxbsd.editor.x86_64.c,19,18,38,75
../samples/decompilations/rerolled/modules multiplayer multiplayer_spawner.linuxbsd.editor.x86_64.c,7,18,35,60
../samples/decompilations/rerolled/platform android api api.linuxbsd.editor.x86_64.c,0,0,0,0
../samples/decompilations/rerolled/modules raycast static_raycaster_embree.linuxbsd.editor.x86_64.c,0,0,0,0
../samples/decompilations/rerolled/modules noise noise.linuxbsd.editor.x86_64.c,5,9,61,75
../samples/decompilations/rerolled/src comm.c,0,0,0,0
../samples/decompilations/rerolled/core math math_fieldwise.linuxbsd.editor.x86_64.c,0,0,0,0
../samples/decompilations/rerolled/crypto ec libcrypto-shlib-ec_check.c,0,0,0,0
../samples/decompilations/rerolled/crypto ec curve448 arch_64 libcrypto-lib-f_impl64.c,0,0,0,0
../samples/decompilations/rerolled/crypto md5 liblegacy-lib-md5_dgst.c,3,0,3,6
../samples/decompilations/rerolled/crypto cmp libcrypto-shlib-cmp_asn.c,0,0,0,0
../samples/decompilations/rerolled/crypto evp libcrypto-shlib-mac_lib.c,6,0,0,6
../samples/decompilations/rerolled/fuzz dtlsclient-test-bin-test-corpus.c,0,0,0,0
../samples/decompilations/rerolled/crypto buffer libcrypto-lib-buffer.c,0,0,0,0
../samples/decompilations/rerolled/src pwd.c,0,0,0,0
../samples/decompilations/rerolled/crypto chacha libcrypto-shlib-chacha-x86_64.c,41,9,48,98
../samples/decompilations/rerolled/ssl rio libssl-shlib-rio_notifier.c,0,0,0,0
../samples/decompilations/rerolled/crypto asn1 libcrypto-shlib-a_strex.c,0,0,0,0
../samples/decompilations/rerolled/lib libcoreutils_a-argmatch.c,0,0,0,0
../samples/decompilations/rerolled/drivers alsamidi midi_driver_alsamidi.linuxbsd.editor.x86_64.c,0,0,0,0
../samples/decompilations/rerolled/fuzz quic-srtm-test-bin-quic-srtm.c,0,0,0,0
../samples/decompilations/rerolled/crypto mdc2 libcrypto-lib-mdc2dgst.c,0,0,0,0
../samples/decompilations/rerolled/lib libcoreutils_a-xasprintf.c,0,0,0,0
../samples/decompilations/rerolled/thirdparty zstd common xxhash.linuxbsd.editor.x86_64.c,2,0,8,10
../samples/decompilations/rerolled/platform web export export_plugin.linuxbsd.editor.x86_64.c,0,0,0,0
../samples/decompilations/rerolled/thirdparty libwebp src enc picture_psnr_enc.linuxbsd.editor.x86_64.c,0,0,0,0
../samples/decompilations/rerolled/modules mbedtls packet_peer_mbed_dtls.linuxbsd.editor.x86_64.c,0,0,0,0
../samples/decompilations/rerolled/thirdparty icu4c common ubidiln.linuxbsd.editor.x86_64.c,0,0,0,0
../samples/decompilations/rerolled/thirdparty glslang glslang MachineIndependent Scan.linuxbsd.editor.x86_64.c,2,22,38,62
../samples/decompilations/rerolled/test evp_kdf_test-bin-evp_kdf_test.c,0,0,0,0
../samples/decompilations/rerolled/fuzz quic-client-test-bin-quic-client.c,0,0,0,0
../samples/decompilations/rerolled/crypto x509 libcrypto-lib-v3_group_ac.c,0,0,0,0
../samples/decompilations/rerolled/test quic_qlog_test-bin-quic_qlog_test.c,0,0,0,0
../samples/decompilations/rerolled/editor plugins sub_viewport_preview_editor_plugin.linuxbsd.editor.x86_64.c,0,0,0,0
