bestandsnaam,voor_origineel,voor_kol2,voor_kol3,voor_kol4,voor_kol5,na_origineel,na_kol2,na_kol3,na_kol4,na_kol5
file,File,Repo,File,for loops,while loops,do-while loops,total,File,for/loops,while/loops,do-while/loops,total
scene/resources/2d/skeleton/skeleton_modification_2d_twoboneik.c,scene/resources/2d/skeleton/skeleton_modification_2d_twoboneik.c,godot,scene/resources/2d/skeleton/skeleton_modification_2d_twoboneik.c,0,0,0,0,scene/resources/2d/skeleton/skeleton_modification_2d_twoboneik.c,0,0,0,0
scene/resources/2d/skeleton/skeleton_modification_2d.c,scene/resources/2d/skeleton/skeleton_modification_2d.c,godot,scene/resources/2d/skeleton/skeleton_modification_2d.c,0,0,0,0,scene/resources/2d/skeleton/skeleton_modification_2d.c,5,1,22,28
scene/resources/2d/skeleton/skeleton_modification_2d_physicalbones.c,scene/resources/2d/skeleton/skeleton_modification_2d_physicalbones.c,godot,scene/resources/2d/skeleton/skeleton_modification_2d_physicalbones.c,6,1,0,7,scene/resources/2d/skeleton/skeleton_modification_2d_physicalbones.c,0,0,0,0
scene/resources/2d/skeleton/skeleton_modification_2d_stackholder.c,scene/resources/2d/skeleton/skeleton_modification_2d_stackholder.c,godot,scene/resources/2d/skeleton/skeleton_modification_2d_stackholder.c,0,0,0,0,scene/resources/2d/skeleton/skeleton_modification_2d_stackholder.c,0,0,0,0
scene/resources/2d/navigation_polygon.c,scene/resources/2d/navigation_polygon.c,godot,scene/resources/2d/navigation_polygon.c,17,0,0,17,scene/resources/2d/navigation_polygon.c,5,17,57,79
scene/resources/2d/concave_polygon_shape_2d.c,scene/resources/2d/concave_polygon_shape_2d.c,godot,scene/resources/2d/concave_polygon_shape_2d.c,4,0,0,4,scene/resources/2d/concave_polygon_shape_2d.c,0,0,0,0
scene/resources/2d/circle_shape_2d.c,scene/resources/2d/circle_shape_2d.c,godot,scene/resources/2d/circle_shape_2d.c,1,0,0,1,scene/resources/2d/circle_shape_2d.c,0,0,0,0
scene/resources/2d/segment_shape_2d.c,scene/resources/2d/segment_shape_2d.c,godot,scene/resources/2d/segment_shape_2d.c,0,0,0,0,scene/resources/2d/segment_shape_2d.c,0,0,0,0
scene/resources/2d/tile_set.c,scene/resources/2d/tile_set.c,godot,scene/resources/2d/tile_set.c,102,25,0,127,scene/resources/2d/tile_set.c,173,238,704,1115
scene/resources/theme.c,scene/resources/theme.c,godot,scene/resources/theme.c,18,1,0,19,scene/resources/theme.c,32,107,242,381
scene/resources/mesh.c,scene/resources/mesh.c,godot,scene/resources/mesh.c,73,0,2,73,scene/resources/mesh.c,28,33,110,171
scene/resources/camera_attributes.c,scene/resources/camera_attributes.c,godot,scene/resources/camera_attributes.c,0,0,0,0,scene/resources/camera_attributes.c,0,0,0,0
scene/resources/visual_shader_particle_nodes.c,scene/resources/visual_shader_particle_nodes.c,godot,scene/resources/visual_shader_particle_nodes.c,15,0,0,15,scene/resources/visual_shader_particle_nodes.c,26,15,47,88
scene/resources/multimesh.c,scene/resources/multimesh.c,godot,scene/resources/multimesh.c,8,0,0,8,scene/resources/multimesh.c,5,0,20,25
scene/resources/shader.c,scene/resources/shader.c,godot,scene/resources/shader.c,0,0,0,0,scene/resources/shader.c,10,14,61,85
scene/resources/font.c,scene/resources/font.c,godot,scene/resources/font.c,64,6,0,70,scene/resources/font.c,39,57,144,240
scene/resources/compositor.c,scene/resources/compositor.c,godot,scene/resources/compositor.c,2,0,0,2,scene/resources/compositor.c,0,0,0,0
scene/resources/navigation_mesh.c,scene/resources/navigation_mesh.c,godot,scene/resources/navigation_mesh.c,7,0,0,7,scene/resources/navigation_mesh.c,0,0,0,0
scene/resources/shader_include.c,scene/resources/shader_include.c,godot,scene/resources/shader_include.c,0,0,0,0,scene/resources/shader_include.c,7,4,18,29
scene/resources/skeleton_profile.c,scene/resources/skeleton_profile.c,godot,scene/resources/skeleton_profile.c,5,0,0,5,scene/resources/skeleton_profile.c,0,0,0,0
scene/resources/placeholder_textures.c,scene/resources/placeholder_textures.c,godot,scene/resources/placeholder_textures.c,0,0,0,0,scene/resources/placeholder_textures.c,0,0,0,0
scene/resources/external_texture.c,scene/resources/external_texture.c,godot,scene/resources/external_texture.c,0,0,0,0,scene/resources/external_texture.c,6,0,10,16
scene/resources/video_stream.c,scene/resources/video_stream.c,godot,scene/resources/video_stream.c,0,0,0,0,scene/resources/video_stream.c,5,2,15,22
scene/resources/bit_map.c,scene/resources/bit_map.c,godot,scene/resources/bit_map.c,24,1,2,25,scene/resources/bit_map.c,0,0,0,0
scene/resources/style_box_texture.c,scene/resources/style_box_texture.c,godot,scene/resources/style_box_texture.c,2,0,0,2,scene/resources/style_box_texture.c,10,0,8,18
scene/resources/camera_texture.c,scene/resources/camera_texture.c,godot,scene/resources/camera_texture.c,0,0,0,0,scene/resources/camera_texture.c,0,0,0,0
scene/resources/animated_texture.c,scene/resources/animated_texture.c,godot,scene/resources/animated_texture.c,1,1,0,2,scene/resources/animated_texture.c,6,2,24,32
scene/resources/mesh_texture.c,scene/resources/mesh_texture.c,godot,scene/resources/mesh_texture.c,0,0,0,0,scene/resources/mesh_texture.c,6,0,7,13
scene/resources/audio_stream_polyphonic.c,scene/resources/audio_stream_polyphonic.c,godot,scene/resources/audio_stream_polyphonic.c,3,1,0,4,scene/resources/audio_stream_polyphonic.c,13,2,23,38
scene/resources/canvas_item_material.c,scene/resources/canvas_item_material.c,godot,scene/resources/canvas_item_material.c,0,1,0,1,scene/resources/canvas_item_material.c,0,0,0,0
scene/register_scene_types.c,scene/register_scene_types.c,godot,scene/register_scene_types.c,3,0,0,3,scene/register_scene_types.c,93,3,41,137
scene/3d/xr_face_modifier_3d.c,scene/3d/xr_face_modifier_3d.c,godot,scene/3d/xr_face_modifier_3d.c,1,0,0,1,scene/3d/xr_face_modifier_3d.c,0,0,0,0
scene/3d/light_3d.c,scene/3d/light_3d.c,godot,scene/3d/light_3d.c,0,0,0,0,,,,,
scene/3d/cpu_particles_3d.c,scene/3d/cpu_particles_3d.c,godot,scene/3d/cpu_particles_3d.c,9,2,0,11,scene/3d/cpu_particles_3d.c,44,17,71,132
scene/3d/lightmap_probe.c,scene/3d/lightmap_probe.c,godot,scene/3d/lightmap_probe.c,0,0,0,0,scene/3d/lightmap_probe.c,0,0,0,0
scene/3d/gpu_particles_collision_3d.c,scene/3d/gpu_particles_collision_3d.c,godot,scene/3d/gpu_particles_collision_3d.c,12,5,0,17,scene/3d/gpu_particles_collision_3d.c,16,10,51,77
scene/3d/decal.c,scene/3d/decal.c,godot,scene/3d/decal.c,0,0,0,0,scene/3d/decal.c,6,1,13,20
scene/3d/world_environment.c,scene/3d/world_environment.c,godot,scene/3d/world_environment.c,0,0,0,0,scene/3d/world_environment.c,4,1,9,14
scene/3d/velocity_tracker_3d.c,scene/3d/velocity_tracker_3d.c,godot,scene/3d/velocity_tracker_3d.c,2,0,0,2,scene/3d/velocity_tracker_3d.c,3,0,10,13
scene/3d/fog_volume.c,scene/3d/fog_volume.c,godot,scene/3d/fog_volume.c,0,0,0,0,scene/3d/fog_volume.c,0,0,0,0
scene/3d/skeleton_ik_3d.c,scene/3d/skeleton_ik_3d.c,godot,scene/3d/skeleton_ik_3d.c,4,5,0,9,scene/3d/skeleton_ik_3d.c,7,4,20,31
scene/3d/look_at_modifier_3d.c,scene/3d/look_at_modifier_3d.c,godot,scene/3d/look_at_modifier_3d.c,0,0,0,0,scene/3d/look_at_modifier_3d.c,0,0,0,0
scene/3d/gpu_particles_3d.c,scene/3d/gpu_particles_3d.c,godot,scene/3d/gpu_particles_3d.c,9,0,0,9,scene/3d/gpu_particles_3d.c,11,10,25,46
scene/3d/reflection_probe.c,scene/3d/reflection_probe.c,godot,scene/3d/reflection_probe.c,2,0,0,2,scene/3d/reflection_probe.c,0,0,0,0
scene/3d/skeleton_3d.c,scene/3d/skeleton_3d.c,godot,scene/3d/skeleton_3d.c,24,3,0,27,scene/3d/skeleton_3d.c,17,26,81,124
scene/3d/spring_bone_collision_sphere_3d.c,scene/3d/spring_bone_collision_sphere_3d.c,godot,scene/3d/spring_bone_collision_sphere_3d.c,0,0,0,0,scene/3d/spring_bone_collision_sphere_3d.c,0,0,0,0
scene/3d/skeleton_modifier_3d.c,scene/3d/skeleton_modifier_3d.c,godot,scene/3d/skeleton_modifier_3d.c,0,0,0,0,scene/3d/skeleton_modifier_3d.c,4,3,15,22
scene/3d/audio_listener_3d.c,scene/3d/audio_listener_3d.c,godot,scene/3d/audio_listener_3d.c,0,0,0,0,scene/3d/audio_listener_3d.c,0,0,0,0
scene/3d/multimesh_instance_3d.c,scene/3d/multimesh_instance_3d.c,godot,scene/3d/multimesh_instance_3d.c,2,0,0,2,scene/3d/multimesh_instance_3d.c,6,0,6,12
scene/3d/spring_bone_collision_3d.c,scene/3d/spring_bone_collision_3d.c,godot,scene/3d/spring_bone_collision_3d.c,0,0,0,0,scene/3d/spring_bone_collision_3d.c,0,0,0,0
scene/3d/importer_mesh_instance_3d.c,scene/3d/importer_mesh_instance_3d.c,godot,scene/3d/importer_mesh_instance_3d.c,0,0,0,0,scene/3d/importer_mesh_instance_3d.c,0,0,0,0
scene/3d/voxel_gi.c,scene/3d/voxel_gi.c,godot,scene/3d/voxel_gi.c,4,1,0,5,scene/3d/voxel_gi.c,11,4,31,46
scene/3d/xr_nodes.c,scene/3d/xr_nodes.c,godot,scene/3d/xr_nodes.c,4,0,0,4,scene/3d/xr_nodes.c,10,17,53,80
scene/3d/bone_attachment_3d.c,scene/3d/bone_attachment_3d.c,godot,scene/3d/bone_attachment_3d.c,0,0,0,0,scene/3d/bone_attachment_3d.c,0,0,0,0
scene/3d/remote_transform_3d.c,scene/3d/remote_transform_3d.c,godot,scene/3d/remote_transform_3d.c,0,0,0,0,scene/3d/remote_transform_3d.c,0,0,0,0
scene/3d/node_3d.c,scene/3d/node_3d.c,godot,scene/3d/node_3d.c,4,2,0,6,scene/3d/node_3d.c,11,5,24,40
scene/3d/path_3d.c,scene/3d/path_3d.c,godot,scene/3d/path_3d.c,2,0,0,2,scene/3d/path_3d.c,0,0,0,0
scene/3d/camera_3d.c,scene/3d/camera_3d.c,godot,scene/3d/camera_3d.c,2,0,0,2,scene/3d/camera_3d.c,6,5,17,28
scene/3d/mesh_instance_3d.c,scene/3d/mesh_instance_3d.c,godot,scene/3d/mesh_instance_3d.c,19,0,0,19,scene/3d/mesh_instance_3d.c,23,8,58,89
scene/3d/visible_on_screen_notifier_3d.c,scene/3d/visible_on_screen_notifier_3d.c,godot,scene/3d/visible_on_screen_notifier_3d.c,0,0,0,0,scene/3d/visible_on_screen_notifier_3d.c,0,0,0,0
scene/3d/physics/shape_cast_3d.c,scene/3d/physics/shape_cast_3d.c,godot,scene/3d/physics/shape_cast_3d.c,2,1,0,3,scene/3d/physics/shape_cast_3d.c,0,0,0,0
scene/3d/physics/animatable_body_3d.c,scene/3d/physics/animatable_body_3d.c,godot,scene/3d/physics/animatable_body_3d.c,0,0,0,0,scene/3d/physics/animatable_body_3d.c,0,0,0,0
scene/3d/physics/ray_cast_3d.c,scene/3d/physics/ray_cast_3d.c,godot,scene/3d/physics/ray_cast_3d.c,1,0,0,1,scene/3d/physics/ray_cast_3d.c,10,4,17,31
scene/3d/physics/character_body_3d.c,scene/3d/physics/character_body_3d.c,godot,scene/3d/physics/character_body_3d.c,4,0,0,4,scene/3d/physics/character_body_3d.c,17,8,32,57
scene/3d/physics/spring_arm_3d.c,scene/3d/physics/spring_arm_3d.c,godot,scene/3d/physics/spring_arm_3d.c,2,0,0,2,scene/3d/physics/spring_arm_3d.c,11,4,19,34
scene/3d/physics/physics_body_3d.c,scene/3d/physics/physics_body_3d.c,godot,scene/3d/physics/physics_body_3d.c,1,0,0,1,scene/3d/physics/physics_body_3d.c,11,1,25,37
scene/3d/physics/area_3d.c,scene/3d/physics/area_3d.c,godot,scene/3d/physics/area_3d.c,9,0,0,9,scene/3d/physics/area_3d.c,0,0,0,0
scene/3d/physics/physical_bone_3d.c,scene/3d/physics/physical_bone_3d.c,godot,scene/3d/physics/physical_bone_3d.c,2,0,0,2,scene/3d/physics/physical_bone_3d.c,0,0,0,0
scene/3d/physics/joints/pin_joint_3d.c,scene/3d/physics/joints/pin_joint_3d.c,godot,scene/3d/physics/joints/pin_joint_3d.c,1,0,0,1,scene/3d/physics/joints/pin_joint_3d.c,0,0,0,0
scene/3d/physics/joints/slider_joint_3d.c,scene/3d/physics/joints/slider_joint_3d.c,godot,scene/3d/physics/joints/slider_joint_3d.c,1,0,0,1,scene/3d/physics/joints/slider_joint_3d.c,0,0,0,0
scene/3d/physics/joints/cone_twist_joint_3d.c,scene/3d/physics/joints/cone_twist_joint_3d.c,godot,scene/3d/physics/joints/cone_twist_joint_3d.c,1,0,0,1,scene/3d/physics/joints/cone_twist_joint_3d.c,0,0,0,0
scene/3d/physics/joints/hinge_joint_3d.c,scene/3d/physics/joints/hinge_joint_3d.c,godot,scene/3d/physics/joints/hinge_joint_3d.c,2,0,0,2,scene/3d/physics/joints/hinge_joint_3d.c,0,0,0,0
scene/3d/physics/joints/joint_3d.c,scene/3d/physics/joints/joint_3d.c,godot,scene/3d/physics/joints/joint_3d.c,0,0,0,0,scene/3d/physics/joints/joint_3d.c,9,3,16,28
scene/3d/physics/joints/generic_6dof_joint_3d.c,scene/3d/physics/joints/generic_6dof_joint_3d.c,godot,scene/3d/physics/joints/generic_6dof_joint_3d.c,2,0,0,2,scene/3d/physics/joints/generic_6dof_joint_3d.c,14,0,31,45
scene/3d/physics/kinematic_collision_3d.c,scene/3d/physics/kinematic_collision_3d.c,godot,scene/3d/physics/kinematic_collision_3d.c,0,0,0,0,scene/3d/physics/kinematic_collision_3d.c,0,0,0,0
scene/3d/physics/vehicle_body_3d.c,scene/3d/physics/vehicle_body_3d.c,godot,scene/3d/physics/vehicle_body_3d.c,13,0,0,13,scene/3d/physics/vehicle_body_3d.c,0,0,0,0
scene/3d/physics/collision_polygon_3d.c,scene/3d/physics/collision_polygon_3d.c,godot,scene/3d/physics/collision_polygon_3d.c,2,0,0,2,scene/3d/physics/collision_polygon_3d.c,5,2,12,19
scene/3d/physics/collision_shape_3d.c,scene/3d/physics/collision_shape_3d.c,godot,scene/3d/physics/collision_shape_3d.c,3,0,0,3,scene/3d/physics/collision_shape_3d.c,6,6,21,33
scene/3d/physics/collision_object_3d.c,scene/3d/physics/collision_object_3d.c,godot,scene/3d/physics/collision_object_3d.c,8,1,0,9,scene/3d/physics/collision_object_3d.c,16,38,73,127
scene/3d/physics/rigid_body_3d.c,scene/3d/physics/rigid_body_3d.c,godot,scene/3d/physics/rigid_body_3d.c,7,0,0,7,scene/3d/physics/rigid_body_3d.c,0,0,0,0
scene/3d/physics/static_body_3d.c,scene/3d/physics/static_body_3d.c,godot,scene/3d/physics/static_body_3d.c,4,0,0,4,scene/3d/physics/static_body_3d.c,0,0,0,0
scene/3d/voxelizer.c,scene/3d/voxelizer.c,godot,scene/3d/voxelizer.c,43,3,0,46,scene/3d/voxelizer.c,18,14,79,111
scene/3d/audio_stream_player_3d.c,scene/3d/audio_stream_player_3d.c,godot,scene/3d/audio_stream_player_3d.c,10,0,0,10,scene/3d/audio_stream_player_3d.c,6,8,47,61
scene/3d/xr_body_modifier_3d.c,scene/3d/xr_body_modifier_3d.c,godot,scene/3d/xr_body_modifier_3d.c,7,0,0,7,scene/3d/xr_body_modifier_3d.c,8,4,25,37
scene/3d/physical_bone_simulator_3d.c,scene/3d/physical_bone_simulator_3d.c,godot,scene/3d/physical_bone_simulator_3d.c,13,0,0,13,scene/3d/physical_bone_simulator_3d.c,0,0,0,0
scene/3d/navigation_region_3d.c,scene/3d/navigation_region_3d.c,godot,scene/3d/navigation_region_3d.c,5,0,0,5,scene/3d/navigation_region_3d.c,8,8,32,48
scene/3d/xr_hand_modifier_3d.c,scene/3d/xr_hand_modifier_3d.c,godot,scene/3d/xr_hand_modifier_3d.c,8,0,0,8,scene/3d/xr_hand_modifier_3d.c,10,4,24,38
scene/3d/spring_bone_collision_plane_3d.c,scene/3d/spring_bone_collision_plane_3d.c,godot,scene/3d/spring_bone_collision_plane_3d.c,0,0,0,0,scene/3d/spring_bone_collision_plane_3d.c,0,0,0,0
scene/3d/lightmap_gi.c,scene/3d/lightmap_gi.c,godot,scene/3d/lightmap_gi.c,56,0,0,56,scene/3d/lightmap_gi.c,33,28,105,166
scene/3d/navigation_obstacle_3d.c,scene/3d/navigation_obstacle_3d.c,godot,scene/3d/navigation_obstacle_3d.c,6,0,0,6,scene/3d/navigation_obstacle_3d.c,0,0,0,0
scene/3d/visual_instance_3d.c,scene/3d/visual_instance_3d.c,godot,scene/3d/visual_instance_3d.c,0,0,0,0,scene/3d/visual_instance_3d.c,6,9,33,48
scene/3d/retarget_modifier_3d.c,scene/3d/retarget_modifier_3d.c,godot,scene/3d/retarget_modifier_3d.c,4,0,0,4,scene/3d/retarget_modifier_3d.c,0,0,0,0
scene/3d/soft_body_3d.c,scene/3d/soft_body_3d.c,godot,scene/3d/soft_body_3d.c,10,0,0,10,scene/3d/soft_body_3d.c,9,17,57,83
scene/3d/label_3d.c,scene/3d/label_3d.c,godot,scene/3d/label_3d.c,15,0,0,15,scene/3d/label_3d.c,23,9,47,79
scene/3d/spring_bone_collision_capsule_3d.c,scene/3d/spring_bone_collision_capsule_3d.c,godot,scene/3d/spring_bone_collision_capsule_3d.c,0,0,0,0,scene/3d/spring_bone_collision_capsule_3d.c,0,0,0,0
scene/3d/lightmapper.c,scene/3d/lightmapper.c,godot,scene/3d/lightmapper.c,0,0,0,0,scene/3d/lightmapper.c,0,0,0,0
scene/3d/navigation_agent_3d.c,scene/3d/navigation_agent_3d.c,godot,scene/3d/navigation_agent_3d.c,2,1,0,3,scene/3d/navigation_agent_3d.c,10,8,26,44
scene/3d/occluder_instance_3d.c,scene/3d/occluder_instance_3d.c,godot,scene/3d/occluder_instance_3d.c,12,0,0,12,scene/3d/occluder_instance_3d.c,16,9,49,74
scene/3d/spring_bone_simulator_3d.c,scene/3d/spring_bone_simulator_3d.c,godot,scene/3d/spring_bone_simulator_3d.c,22,2,0,24,scene/3d/spring_bone_simulator_3d.c,12,19,47,78
scene/3d/sprite_3d.c,scene/3d/sprite_3d.c,godot,scene/3d/sprite_3d.c,6,1,0,7,scene/3d/sprite_3d.c,13,30,89,132
scene/3d/marker_3d.c,scene/3d/marker_3d.c,godot,scene/3d/marker_3d.c,0,0,0,0,scene/3d/marker_3d.c,0,0,0,0
scene/3d/navigation_link_3d.c,scene/3d/navigation_link_3d.c,godot,scene/3d/navigation_link_3d.c,2,0,0,2,scene/3d/navigation_link_3d.c,0,0,0,0
scene/audio/audio_stream_player.c,scene/audio/audio_stream_player.c,godot,scene/audio/audio_stream_player.c,0,0,0,0,scene/audio/audio_stream_player.c,0,0,0,0
scene/audio/audio_stream_player_internal.c,scene/audio/audio_stream_player_internal.c,godot,scene/audio/audio_stream_player_internal.c,2,1,0,3,scene/audio/audio_stream_player_internal.c,9,14,36,59
scene/theme/theme_owner.c,scene/theme/theme_owner.c,godot,scene/theme/theme_owner.c,1,6,0,7,scene/theme/theme_owner.c,9,13,8,30
scene/theme/default_theme.c,scene/theme/default_theme.c,godot,scene/theme/default_theme.c,3,0,0,3,scene/theme/default_theme.c,0,0,0,0
scene/theme/theme_db.c,scene/theme/theme_db.c,godot,scene/theme/theme_db.c,1,4,0,5,scene/theme/theme_db.c,16,33,83,132
scene/main/window.c,scene/main/window.c,godot,scene/main/window.c,6,4,0,10,scene/main/window.c,19,96,235,350
scene/main/canvas_layer.c,scene/main/canvas_layer.c,godot,scene/main/canvas_layer.c,1,0,0,1,scene/main/canvas_layer.c,0,0,0,0
scene/main/node.c,scene/main/node.c,godot,scene/main/node.c,30,28,0,58,scene/main/node.c,75,71,175,321
scene/main/scene_tree.c,scene/main/scene_tree.c,godot,scene/main/scene_tree.c,24,2,0,26,scene/main/scene_tree.c,15,58,169,242
scene/main/missing_node.c,scene/main/missing_node.c,godot,scene/main/missing_node.c,0,0,0,0,scene/main/missing_node.c,0,0,0,0
scene/main/http_request.c,scene/main/http_request.c,godot,scene/main/http_request.c,2,2,0,4,scene/main/http_request.c,0,0,0,0
scene/main/multiplayer_peer.c,scene/main/multiplayer_peer.c,godot,scene/main/multiplayer_peer.c,0,1,0,1,scene/main/multiplayer_peer.c,5,2,32,39
scene/main/shader_globals_override.c,scene/main/shader_globals_override.c,godot,scene/main/shader_globals_override.c,1,0,0,1,scene/main/shader_globals_override.c,0,0,0,0
scene/main/instance_placeholder.c,scene/main/instance_placeholder.c,godot,scene/main/instance_placeholder.c,2,0,0,2,scene/main/instance_placeholder.c,12,3,16,31
scene/main/multiplayer_api.c,scene/main/multiplayer_api.c,godot,scene/main/multiplayer_api.c,4,0,0,4,scene/main/multiplayer_api.c,0,0,0,0
scene/main/status_indicator.c,scene/main/status_indicator.c,godot,scene/main/status_indicator.c,0,0,0,0,scene/main/status_indicator.c,0,0,0,0
scene/main/resource_preloader.c,scene/main/resource_preloader.c,godot,scene/main/resource_preloader.c,1,1,0,2,scene/main/resource_preloader.c,4,9,33,46
scene/main/viewport.c,scene/main/viewport.c,godot,scene/main/viewport.c,29,21,0,50,scene/main/viewport.c,27,79,177,283
scene/main/canvas_item.c,scene/main/canvas_item.c,godot,scene/main/canvas_item.c,5,4,0,9,scene/main/canvas_item.c,11,24,112,147
scene/main/timer.c,scene/main/timer.c,godot,scene/main/timer.c,0,0,0,0,scene/main/timer.c,4,2,24,30
scene/gui/texture_button.c,scene/gui/texture_button.c,godot,scene/gui/texture_button.c,0,0,0,0,scene/gui/texture_button.c,12,2,9,23
scene/gui/flow_container.c,scene/gui/flow_container.c,godot,scene/gui/flow_container.c,3,0,0,3,scene/gui/flow_container.c,8,4,22,34
scene/gui/dialogs.c,scene/gui/dialogs.c,godot,scene/gui/dialogs.c,3,0,0,3,scene/gui/dialogs.c,12,10,39,61
scene/gui/texture_rect.c,scene/gui/texture_rect.c,godot,scene/gui/texture_rect.c,0,0,0,0,scene/gui/texture_rect.c,0,0,0,0
scene/gui/subviewport_container.c,scene/gui/subviewport_container.c,godot,scene/gui/subviewport_container.c,7,0,0,7,scene/gui/subviewport_container.c,8,6,15,29
scene/gui/panel_container.c,scene/gui/panel_container.c,godot,scene/gui/panel_container.c,2,0,0,2,scene/gui/panel_container.c,9,2,7,18
scene/gui/control.c,scene/gui/control.c,godot,scene/gui/control.c,8,9,0,17,scene/gui/control.c,22,89,233,344
scene/gui/center_container.c,scene/gui/center_container.c,godot,scene/gui/center_container.c,2,0,0,2,scene/gui/center_container.c,9,1,9,19
scene/gui/scroll_container.c,scene/gui/scroll_container.c,godot,scene/gui/scroll_container.c,3,0,0,3,scene/gui/scroll_container.c,13,8,21,42
scene/gui/tab_container.c,scene/gui/tab_container.c,godot,scene/gui/tab_container.c,7,0,0,7,scene/gui/tab_container.c,6,20,46,72
scene/gui/graph_node.c,scene/gui/graph_node.c,godot,scene/gui/graph_node.c,6,1,0,7,scene/gui/graph_node.c,10,14,40,64
scene/gui/button.c,scene/gui/button.c,godot,scene/gui/button.c,0,0,0,0,scene/gui/button.c,6,2,10,18
scene/gui/code_edit.c,scene/gui/code_edit.c,godot,scene/gui/code_edit.c,90,3,0,93,scene/gui/code_edit.c,34,70,202,306
scene/gui/item_list.c,scene/gui/item_list.c,godot,scene/gui/item_list.c,25,8,0,33,scene/gui/item_list.c,16,24,82,122
scene/gui/option_button.c,scene/gui/option_button.c,godot,scene/gui/option_button.c,8,0,0,8,scene/gui/option_button.c,11,10,39,60
scene/gui/box_container.c,scene/gui/box_container.c,godot,scene/gui/box_container.c,4,1,0,5,scene/gui/box_container.c,11,6,16,33
scene/gui/link_button.c,scene/gui/link_button.c,godot,scene/gui/link_button.c,0,0,0,0,scene/gui/link_button.c,5,0,9,14
scene/gui/line_edit.c,scene/gui/line_edit.c,godot,scene/gui/line_edit.c,13,1,0,14,scene/gui/line_edit.c,15,10,45,70
scene/gui/color_rect.c,scene/gui/color_rect.c,godot,scene/gui/color_rect.c,0,0,0,0,scene/gui/color_rect.c,2,0,3,5
scene/gui/tree.c,scene/gui/tree.c,godot,scene/gui/tree.c,50,44,0,94,scene/gui/tree.c,58,48,141,247
scene/gui/panel.c,scene/gui/panel.c,godot,scene/gui/panel.c,0,0,0,0,scene/gui/panel.c,0,0,0,0
scene/gui/graph_edit.c,scene/gui/graph_edit.c,godot,scene/gui/graph_edit.c,40,2,0,42,scene/gui/graph_edit.c,45,79,183,307
scene/gui/aspect_ratio_container.c,scene/gui/aspect_ratio_container.c,godot,scene/gui/aspect_ratio_container.c,2,0,0,2,scene/gui/aspect_ratio_container.c,8,1,13,22
scene/gui/separator.c,scene/gui/separator.c,godot,scene/gui/separator.c,0,0,0,0,scene/gui/separator.c,0,0,0,0
scene/gui/label.c,scene/gui/label.c,godot,scene/gui/label.c,25,0,0,25,scene/gui/label.c,0,0,0,0
scene/gui/slider.c,scene/gui/slider.c,godot,scene/gui/slider.c,2,0,0,2,scene/gui/slider.c,9,4,14,27
scene/gui/split_container.c,scene/gui/split_container.c,godot,scene/gui/split_container.c,2,0,0,2,scene/gui/split_container.c,6,1,13,20
scene/gui/popup.c,scene/gui/popup.c,godot,scene/gui/popup.c,2,1,0,3,scene/gui/popup.c,0,0,0,0
scene/gui/graph_edit_arranger.c,scene/gui/graph_edit_arranger.c,godot,scene/gui/graph_edit_arranger.c,15,2,3,17,scene/gui/graph_edit_arranger.c,0,0,0,0
scene/gui/margin_container.c,scene/gui/margin_container.c,godot,scene/gui/margin_container.c,2,0,0,2,scene/gui/margin_container.c,9,1,7,17
scene/gui/base_button.c,scene/gui/base_button.c,godot,scene/gui/base_button.c,0,0,0,0,scene/gui/base_button.c,10,10,27,47
scene/gui/graph_frame.c,scene/gui/graph_frame.c,godot,scene/gui/graph_frame.c,2,0,0,2,scene/gui/graph_frame.c,9,2,4,15
scene/gui/check_box.c,scene/gui/check_box.c,godot,scene/gui/check_box.c,0,0,0,0,scene/gui/check_box.c,7,0,8,15
scene/gui/popup_menu.c,scene/gui/popup_menu.c,godot,scene/gui/popup_menu.c,39,2,0,41,scene/gui/popup_menu.c,19,26,79,124
scene/gui/scroll_bar.c,scene/gui/scroll_bar.c,godot,scene/gui/scroll_bar.c,0,0,0,0,scene/gui/scroll_bar.c,10,4,11,25
scene/gui/tab_bar.c,scene/gui/tab_bar.c,godot,scene/gui/tab_bar.c,15,1,0,16,scene/gui/tab_bar.c,20,12,49,81
scene/gui/progress_bar.c,scene/gui/progress_bar.c,godot,scene/gui/progress_bar.c,0,0,0,0,scene/gui/progress_bar.c,6,0,14,20
scene/gui/file_dialog.c,scene/gui/file_dialog.c,godot,scene/gui/file_dialog.c,13,7,0,20,scene/gui/file_dialog.c,21,40,91,152
scene/gui/video_stream_player.c,scene/gui/video_stream_player.c,godot,scene/gui/video_stream_player.c,7,0,0,7,scene/gui/video_stream_player.c,6,4,20,30
scene/gui/reference_rect.c,scene/gui/reference_rect.c,godot,scene/gui/reference_rect.c,0,0,0,0,scene/gui/reference_rect.c,0,0,0,0
scene/gui/menu_bar.c,scene/gui/menu_bar.c,godot,scene/gui/menu_bar.c,15,0,2,15,scene/gui/menu_bar.c,10,15,31,56
scene/gui/grid_container.c,scene/gui/grid_container.c,godot,scene/gui/grid_container.c,6,2,0,8,scene/gui/grid_container.c,12,26,46,84
scene/gui/color_mode.c,scene/gui/color_mode.c,godot,scene/gui/color_mode.c,4,0,0,4,scene/gui/color_mode.c,0,0,0,0
scene/gui/menu_button.c,scene/gui/menu_button.c,godot,scene/gui/menu_button.c,1,0,0,1,scene/gui/menu_button.c,7,4,24,35
