bestandsnaam,voor_origineel,voor_kol2,voor_kol3,voor_kol4,voor_kol5,na_origineel,na_kol2,na_kol3,na_kol4,na_kol5
file,File,Repo,File,for loops,while loops,do-while loops,total,File,for/loops,while/loops,do-while/loops,total
crypto/libcrypto-shlib-provider_conf.c,,crypto/libcrypto-shlib-provider_conf.c,,crypto/libcrypto-shlib-provider_conf.c,,crypto/libcrypto-shlib-provider_conf.c,,crypto/libcrypto-shlib-provider_conf.c,,crypto/libcrypto-shlib-provider_conf.c,,crypto/libcrypto-shlib-provider_conf.c,0,0,0,0
crypto/pkcs12/libcrypto-shlib-p12_mutl.c,,crypto/pkcs12/libcrypto-shlib-p12_mutl.c,,crypto/pkcs12/libcrypto-shlib-p12_mutl.c,,crypto/pkcs12/libcrypto-shlib-p12_mutl.c,,crypto/pkcs12/libcrypto-shlib-p12_mutl.c,,crypto/pkcs12/libcrypto-shlib-p12_mutl.c,,crypto/pkcs12/libcrypto-shlib-p12_mutl.c,0,0,0,0
crypto/conf/libcrypto-shlib-conf_mall.c,,crypto/conf/libcrypto-shlib-conf_mall.c,,crypto/conf/libcrypto-shlib-conf_mall.c,,crypto/conf/libcrypto-shlib-conf_mall.c,,crypto/conf/libcrypto-shlib-conf_mall.c,,crypto/conf/libcrypto-shlib-conf_mall.c,,crypto/conf/libcrypto-shlib-conf_mall.c,0,0,0,0
test/helpers/fatalerrtest-bin-ssltestlib.c,,test/helpers/fatalerrtest-bin-ssltestlib.c,,test/helpers/fatalerrtest-bin-ssltestlib.c,,test/helpers/fatalerrtest-bin-ssltestlib.c,,test/helpers/fatalerrtest-bin-ssltestlib.c,,test/helpers/fatalerrtest-bin-ssltestlib.c,,test/helpers/fatalerrtest-bin-ssltestlib.c,6,7,12,25
crypto/ct/libcrypto-shlib-ct_b64.c,,crypto/ct/libcrypto-shlib-ct_b64.c,,crypto/ct/libcrypto-shlib-ct_b64.c,,crypto/ct/libcrypto-shlib-ct_b64.c,,crypto/ct/libcrypto-shlib-ct_b64.c,,crypto/ct/libcrypto-shlib-ct_b64.c,,crypto/ct/libcrypto-shlib-ct_b64.c,0,0,0,0
crypto/asn1/libcrypto-lib-a_octet.c,,crypto/asn1/libcrypto-lib-a_octet.c,,crypto/asn1/libcrypto-lib-a_octet.c,,crypto/asn1/libcrypto-lib-a_octet.c,,crypto/asn1/libcrypto-lib-a_octet.c,,crypto/asn1/libcrypto-lib-a_octet.c,,crypto/asn1/libcrypto-lib-a_octet.c,0,0,0,0
thirdparty/harfbuzz/src/hb-ot-shaper-arabic.c,,thirdparty/harfbuzz/src/hb-ot-shaper-arabic.c,,thirdparty/harfbuzz/src/hb-ot-shaper-arabic.c,,thirdparty/harfbuzz/src/hb-ot-shaper-arabic.c,,thirdparty/harfbuzz/src/hb-ot-shaper-arabic.c,,thirdparty/harfbuzz/src/hb-ot-shaper-arabic.c,,thirdparty/harfbuzz/src/hb-ot-shaper-arabic.c,20,55,175,250
fuzz/quic-lcidm-test-bin-quic-lcidm.c,,fuzz/quic-lcidm-test-bin-quic-lcidm.c,,fuzz/quic-lcidm-test-bin-quic-lcidm.c,,fuzz/quic-lcidm-test-bin-quic-lcidm.c,,fuzz/quic-lcidm-test-bin-quic-lcidm.c,,fuzz/quic-lcidm-test-bin-quic-lcidm.c,,fuzz/quic-lcidm-test-bin-quic-lcidm.c,0,0,0,0
crypto/engine/libcrypto-shlib-eng_table.c,,crypto/engine/libcrypto-shlib-eng_table.c,,crypto/engine/libcrypto-shlib-eng_table.c,,crypto/engine/libcrypto-shlib-eng_table.c,,crypto/engine/libcrypto-shlib-eng_table.c,,crypto/engine/libcrypto-shlib-eng_table.c,,crypto/engine/libcrypto-shlib-eng_table.c,7,1,3,11
crypto/aes/libcrypto-shlib-aes-x86_64.c,,crypto/aes/libcrypto-shlib-aes-x86_64.c,,crypto/aes/libcrypto-shlib-aes-x86_64.c,,crypto/aes/libcrypto-shlib-aes-x86_64.c,,crypto/aes/libcrypto-shlib-aes-x86_64.c,,crypto/aes/libcrypto-shlib-aes-x86_64.c,,crypto/aes/libcrypto-shlib-aes-x86_64.c,0,0,0,0
crypto/x509/libcrypto-lib-v3_akeya.c,,crypto/x509/libcrypto-lib-v3_akeya.c,,crypto/x509/libcrypto-lib-v3_akeya.c,,crypto/x509/libcrypto-lib-v3_akeya.c,,crypto/x509/libcrypto-lib-v3_akeya.c,,crypto/x509/libcrypto-lib-v3_akeya.c,,crypto/x509/libcrypto-lib-v3_akeya.c,0,0,0,0
providers/implementations/encode_decode/libdefault-lib-decode_msblob2key.c,,providers/implementations/encode_decode/libdefault-lib-decode_msblob2key.c,,providers/implementations/encode_decode/libdefault-lib-decode_msblob2key.c,,providers/implementations/encode_decode/libdefault-lib-decode_msblob2key.c,,providers/implementations/encode_decode/libdefault-lib-decode_msblob2key.c,,providers/implementations/encode_decode/libdefault-lib-decode_msblob2key.c,,providers/implementations/encode_decode/libdefault-lib-decode_msblob2key.c,1,0,0,1
thirdparty/tinyexr/tinyexr.c,,thirdparty/tinyexr/tinyexr.c,,thirdparty/tinyexr/tinyexr.c,,thirdparty/tinyexr/tinyexr.c,,thirdparty/tinyexr/tinyexr.c,,thirdparty/tinyexr/tinyexr.c,,thirdparty/tinyexr/tinyexr.c,71,35,312,418
crypto/property/libcrypto-shlib-property_query.c,,crypto/property/libcrypto-shlib-property_query.c,,crypto/property/libcrypto-shlib-property_query.c,,crypto/property/libcrypto-shlib-property_query.c,,crypto/property/libcrypto-shlib-property_query.c,,crypto/property/libcrypto-shlib-property_query.c,,crypto/property/libcrypto-shlib-property_query.c,0,0,0,0
crypto/chacha/libcrypto-lib-chacha-x86_64.c,,crypto/chacha/libcrypto-lib-chacha-x86_64.c,,crypto/chacha/libcrypto-lib-chacha-x86_64.c,,crypto/chacha/libcrypto-lib-chacha-x86_64.c,,crypto/chacha/libcrypto-lib-chacha-x86_64.c,,crypto/chacha/libcrypto-lib-chacha-x86_64.c,,crypto/chacha/libcrypto-lib-chacha-x86_64.c,41,9,48,98
crypto/asn1/libcrypto-lib-x_sig.c,,crypto/asn1/libcrypto-lib-x_sig.c,,crypto/asn1/libcrypto-lib-x_sig.c,,crypto/asn1/libcrypto-lib-x_sig.c,,crypto/asn1/libcrypto-lib-x_sig.c,,crypto/asn1/libcrypto-lib-x_sig.c,,crypto/asn1/libcrypto-lib-x_sig.c,0,0,0,0
crypto/bio/libcrypto-lib-bio_err.c,,crypto/bio/libcrypto-lib-bio_err.c,,crypto/bio/libcrypto-lib-bio_err.c,,crypto/bio/libcrypto-lib-bio_err.c,,crypto/bio/libcrypto-lib-bio_err.c,,crypto/bio/libcrypto-lib-bio_err.c,,crypto/bio/libcrypto-lib-bio_err.c,0,0,0,0
crypto/evp/libcrypto-shlib-cmeth_lib.c,,crypto/evp/libcrypto-shlib-cmeth_lib.c,,crypto/evp/libcrypto-shlib-cmeth_lib.c,,crypto/evp/libcrypto-shlib-cmeth_lib.c,,crypto/evp/libcrypto-shlib-cmeth_lib.c,,crypto/evp/libcrypto-shlib-cmeth_lib.c,,crypto/evp/libcrypto-shlib-cmeth_lib.c,0,0,0,0
lib/libcoreutils_a-mkstemp-safer.c,,lib/libcoreutils_a-mkstemp-safer.c,,lib/libcoreutils_a-mkstemp-safer.c,,lib/libcoreutils_a-mkstemp-safer.c,,lib/libcoreutils_a-mkstemp-safer.c,,lib/libcoreutils_a-mkstemp-safer.c,,lib/libcoreutils_a-mkstemp-safer.c,0,0,0,0
crypto/evp/libcrypto-shlib-p_lib.c,,crypto/evp/libcrypto-shlib-p_lib.c,,crypto/evp/libcrypto-shlib-p_lib.c,,crypto/evp/libcrypto-shlib-p_lib.c,,crypto/evp/libcrypto-shlib-p_lib.c,,crypto/evp/libcrypto-shlib-p_lib.c,,crypto/evp/libcrypto-shlib-p_lib.c,5,0,1,6
crypto/pem/libcrypto-lib-pem_oth.c,,crypto/pem/libcrypto-lib-pem_oth.c,,crypto/pem/libcrypto-lib-pem_oth.c,,crypto/pem/libcrypto-lib-pem_oth.c,,crypto/pem/libcrypto-lib-pem_oth.c,,crypto/pem/libcrypto-lib-pem_oth.c,,crypto/pem/libcrypto-lib-pem_oth.c,0,0,0,0
crypto/ts/libcrypto-lib-ts_rsp_print.c,,crypto/ts/libcrypto-lib-ts_rsp_print.c,,crypto/ts/libcrypto-lib-ts_rsp_print.c,,crypto/ts/libcrypto-lib-ts_rsp_print.c,,crypto/ts/libcrypto-lib-ts_rsp_print.c,,crypto/ts/libcrypto-lib-ts_rsp_print.c,,crypto/ts/libcrypto-lib-ts_rsp_print.c,0,0,0,0
test/srptest-bin-srptest.c,,test/srptest-bin-srptest.c,,test/srptest-bin-srptest.c,,test/srptest-bin-srptest.c,,test/srptest-bin-srptest.c,,test/srptest-bin-srptest.c,,test/srptest-bin-srptest.c,0,0,0,0
crypto/err/libcrypto-lib-err.c,,crypto/err/libcrypto-lib-err.c,,crypto/err/libcrypto-lib-err.c,,crypto/err/libcrypto-lib-err.c,,crypto/err/libcrypto-lib-err.c,,crypto/err/libcrypto-lib-err.c,,crypto/err/libcrypto-lib-err.c,66,2,21,89
crypto/x509/libcrypto-shlib-x509_req.c,,crypto/x509/libcrypto-shlib-x509_req.c,,crypto/x509/libcrypto-shlib-x509_req.c,,crypto/x509/libcrypto-shlib-x509_req.c,,crypto/x509/libcrypto-shlib-x509_req.c,,crypto/x509/libcrypto-shlib-x509_req.c,,crypto/x509/libcrypto-shlib-x509_req.c,0,0,0,0
test/bio_enc_test-bin-bio_enc_test.c,,test/bio_enc_test-bin-bio_enc_test.c,,test/bio_enc_test-bin-bio_enc_test.c,,test/bio_enc_test-bin-bio_enc_test.c,,test/bio_enc_test-bin-bio_enc_test.c,,test/bio_enc_test-bin-bio_enc_test.c,,test/bio_enc_test-bin-bio_enc_test.c,11,2,3,16
crypto/pkcs12/libcrypto-shlib-p12_npas.c,,crypto/pkcs12/libcrypto-shlib-p12_npas.c,,crypto/pkcs12/libcrypto-shlib-p12_npas.c,,crypto/pkcs12/libcrypto-shlib-p12_npas.c,,crypto/pkcs12/libcrypto-shlib-p12_npas.c,,crypto/pkcs12/libcrypto-shlib-p12_npas.c,,crypto/pkcs12/libcrypto-shlib-p12_npas.c,0,0,0,0
test/helpers/cmp_server_test-bin-cmp_testlib.c,,test/helpers/cmp_server_test-bin-cmp_testlib.c,,test/helpers/cmp_server_test-bin-cmp_testlib.c,,test/helpers/cmp_server_test-bin-cmp_testlib.c,,test/helpers/cmp_server_test-bin-cmp_testlib.c,,test/helpers/cmp_server_test-bin-cmp_testlib.c,,test/helpers/cmp_server_test-bin-cmp_testlib.c,0,0,0,0
crypto/engine/libcrypto-lib-tb_rsa.c,,crypto/engine/libcrypto-lib-tb_rsa.c,,crypto/engine/libcrypto-lib-tb_rsa.c,,crypto/engine/libcrypto-lib-tb_rsa.c,,crypto/engine/libcrypto-lib-tb_rsa.c,,crypto/engine/libcrypto-lib-tb_rsa.c,,crypto/engine/libcrypto-lib-tb_rsa.c,0,0,0,0
crypto/rand/libcrypto-shlib-rand_uniform.c,,crypto/rand/libcrypto-shlib-rand_uniform.c,,crypto/rand/libcrypto-shlib-rand_uniform.c,,crypto/rand/libcrypto-shlib-rand_uniform.c,,crypto/rand/libcrypto-shlib-rand_uniform.c,,crypto/rand/libcrypto-shlib-rand_uniform.c,,crypto/rand/libcrypto-shlib-rand_uniform.c,0,0,0,0
providers/implementations/ciphers/liblegacy-lib-cipher_idea_hw.c,,providers/implementations/ciphers/liblegacy-lib-cipher_idea_hw.c,,providers/implementations/ciphers/liblegacy-lib-cipher_idea_hw.c,,providers/implementations/ciphers/liblegacy-lib-cipher_idea_hw.c,,providers/implementations/ciphers/liblegacy-lib-cipher_idea_hw.c,,providers/implementations/ciphers/liblegacy-lib-cipher_idea_hw.c,,providers/implementations/ciphers/liblegacy-lib-cipher_idea_hw.c,0,0,0,0
crypto/x509/libcrypto-shlib-v3_pku.c,,crypto/x509/libcrypto-shlib-v3_pku.c,,crypto/x509/libcrypto-shlib-v3_pku.c,,crypto/x509/libcrypto-shlib-v3_pku.c,,crypto/x509/libcrypto-shlib-v3_pku.c,,crypto/x509/libcrypto-shlib-v3_pku.c,,crypto/x509/libcrypto-shlib-v3_pku.c,0,0,0,0
test/evp_extra_test-bin-fake_pipelineprov.c,,test/evp_extra_test-bin-fake_pipelineprov.c,,test/evp_extra_test-bin-fake_pipelineprov.c,,test/evp_extra_test-bin-fake_pipelineprov.c,,test/evp_extra_test-bin-fake_pipelineprov.c,,test/evp_extra_test-bin-fake_pipelineprov.c,,test/evp_extra_test-bin-fake_pipelineprov.c,0,0,0,0
crypto/engine/libcrypto-lib-tb_dsa.c,,crypto/engine/libcrypto-lib-tb_dsa.c,,crypto/engine/libcrypto-lib-tb_dsa.c,,crypto/engine/libcrypto-lib-tb_dsa.c,,crypto/engine/libcrypto-lib-tb_dsa.c,,crypto/engine/libcrypto-lib-tb_dsa.c,,crypto/engine/libcrypto-lib-tb_dsa.c,0,0,0,0
crypto/bn/libcrypto-shlib-bn_mul.c,,crypto/bn/libcrypto-shlib-bn_mul.c,,crypto/bn/libcrypto-shlib-bn_mul.c,,crypto/bn/libcrypto-shlib-bn_mul.c,,crypto/bn/libcrypto-shlib-bn_mul.c,,crypto/bn/libcrypto-shlib-bn_mul.c,,crypto/bn/libcrypto-shlib-bn_mul.c,3,5,3,11
crypto/bn/libcrypto-shlib-bn_gcd.c,,crypto/bn/libcrypto-shlib-bn_gcd.c,,crypto/bn/libcrypto-shlib-bn_gcd.c,,crypto/bn/libcrypto-shlib-bn_gcd.c,,crypto/bn/libcrypto-shlib-bn_gcd.c,,crypto/bn/libcrypto-shlib-bn_gcd.c,,crypto/bn/libcrypto-shlib-bn_gcd.c,0,0,0,0
crypto/evp/libcrypto-lib-ctrl_params_translate.c,,crypto/evp/libcrypto-lib-ctrl_params_translate.c,,crypto/evp/libcrypto-lib-ctrl_params_translate.c,,crypto/evp/libcrypto-lib-ctrl_params_translate.c,,crypto/evp/libcrypto-lib-ctrl_params_translate.c,,crypto/evp/libcrypto-lib-ctrl_params_translate.c,,crypto/evp/libcrypto-lib-ctrl_params_translate.c,0,0,0,0
crypto/cms/libcrypto-shlib-cms_io.c,,crypto/cms/libcrypto-shlib-cms_io.c,,crypto/cms/libcrypto-shlib-cms_io.c,,crypto/cms/libcrypto-shlib-cms_io.c,,crypto/cms/libcrypto-shlib-cms_io.c,,crypto/cms/libcrypto-shlib-cms_io.c,,crypto/cms/libcrypto-shlib-cms_io.c,0,0,0,0
providers/implementations/ciphers/liblegacy-lib-cipher_rc4.c,,providers/implementations/ciphers/liblegacy-lib-cipher_rc4.c,,providers/implementations/ciphers/liblegacy-lib-cipher_rc4.c,,providers/implementations/ciphers/liblegacy-lib-cipher_rc4.c,,providers/implementations/ciphers/liblegacy-lib-cipher_rc4.c,,providers/implementations/ciphers/liblegacy-lib-cipher_rc4.c,,providers/implementations/ciphers/liblegacy-lib-cipher_rc4.c,0,0,0,0
crypto/evp/libcrypto-lib-e_null.c,,crypto/evp/libcrypto-lib-e_null.c,,crypto/evp/libcrypto-lib-e_null.c,,crypto/evp/libcrypto-lib-e_null.c,,crypto/evp/libcrypto-lib-e_null.c,,crypto/evp/libcrypto-lib-e_null.c,,crypto/evp/libcrypto-lib-e_null.c,0,0,0,0
providers/implementations/skeymgmt/libdefault-lib-generic.c,,providers/implementations/skeymgmt/libdefault-lib-generic.c,,providers/implementations/skeymgmt/libdefault-lib-generic.c,,providers/implementations/skeymgmt/libdefault-lib-generic.c,,providers/implementations/skeymgmt/libdefault-lib-generic.c,,providers/implementations/skeymgmt/libdefault-lib-generic.c,,providers/implementations/skeymgmt/libdefault-lib-generic.c,0,0,0,0
crypto/cms/libcrypto-shlib-cms_env.c,,crypto/cms/libcrypto-shlib-cms_env.c,,crypto/cms/libcrypto-shlib-cms_env.c,,crypto/cms/libcrypto-shlib-cms_env.c,,crypto/cms/libcrypto-shlib-cms_env.c,,crypto/cms/libcrypto-shlib-cms_env.c,,crypto/cms/libcrypto-shlib-cms_env.c,0,0,0,0
apps/openssl-bin-prime.c,,apps/openssl-bin-prime.c,,apps/openssl-bin-prime.c,,apps/openssl-bin-prime.c,,apps/openssl-bin-prime.c,,apps/openssl-bin-prime.c,,apps/openssl-bin-prime.c,0,0,0,0
thirdparty/pcre2/src/pcre2_study_16.c,,thirdparty/pcre2/src/pcre2_study_16.c,,thirdparty/pcre2/src/pcre2_study_16.c,,thirdparty/pcre2/src/pcre2_study_16.c,,thirdparty/pcre2/src/pcre2_study_16.c,,thirdparty/pcre2/src/pcre2_study_16.c,,thirdparty/pcre2/src/pcre2_study_16.c,0,0,0,0
crypto/engine/libcrypto-shlib-eng_ctrl.c,,crypto/engine/libcrypto-shlib-eng_ctrl.c,,crypto/engine/libcrypto-shlib-eng_ctrl.c,,crypto/engine/libcrypto-shlib-eng_ctrl.c,,crypto/engine/libcrypto-shlib-eng_ctrl.c,,crypto/engine/libcrypto-shlib-eng_ctrl.c,,crypto/engine/libcrypto-shlib-eng_ctrl.c,0,0,0,0
crypto/asn1/libcrypto-shlib-a_sign.c,,crypto/asn1/libcrypto-shlib-a_sign.c,,crypto/asn1/libcrypto-shlib-a_sign.c,,crypto/asn1/libcrypto-shlib-a_sign.c,,crypto/asn1/libcrypto-shlib-a_sign.c,,crypto/asn1/libcrypto-shlib-a_sign.c,,crypto/asn1/libcrypto-shlib-a_sign.c,0,0,0,0
providers/implementations/digests/liblegacy-lib-wp_prov.c,,providers/implementations/digests/liblegacy-lib-wp_prov.c,,providers/implementations/digests/liblegacy-lib-wp_prov.c,,providers/implementations/digests/liblegacy-lib-wp_prov.c,,providers/implementations/digests/liblegacy-lib-wp_prov.c,,providers/implementations/digests/liblegacy-lib-wp_prov.c,,providers/implementations/digests/liblegacy-lib-wp_prov.c,1,0,0,1
test/helpers/cmp_asn_test-bin-cmp_testlib.c,,test/helpers/cmp_asn_test-bin-cmp_testlib.c,,test/helpers/cmp_asn_test-bin-cmp_testlib.c,,test/helpers/cmp_asn_test-bin-cmp_testlib.c,,test/helpers/cmp_asn_test-bin-cmp_testlib.c,,test/helpers/cmp_asn_test-bin-cmp_testlib.c,,test/helpers/cmp_asn_test-bin-cmp_testlib.c,0,0,0,0
crypto/des/libcrypto-lib-cbc_cksm.c,,crypto/des/libcrypto-lib-cbc_cksm.c,,crypto/des/libcrypto-lib-cbc_cksm.c,,crypto/des/libcrypto-lib-cbc_cksm.c,,crypto/des/libcrypto-lib-cbc_cksm.c,,crypto/des/libcrypto-lib-cbc_cksm.c,,crypto/des/libcrypto-lib-cbc_cksm.c,0,0,0,0
crypto/cms/libcrypto-lib-cms_err.c,,crypto/cms/libcrypto-lib-cms_err.c,,crypto/cms/libcrypto-lib-cms_err.c,,crypto/cms/libcrypto-lib-cms_err.c,,crypto/cms/libcrypto-lib-cms_err.c,,crypto/cms/libcrypto-lib-cms_err.c,,crypto/cms/libcrypto-lib-cms_err.c,0,0,0,0
crypto/x509/libcrypto-shlib-v3_pcia.c,,crypto/x509/libcrypto-shlib-v3_pcia.c,,crypto/x509/libcrypto-shlib-v3_pcia.c,,crypto/x509/libcrypto-shlib-v3_pcia.c,,crypto/x509/libcrypto-shlib-v3_pcia.c,,crypto/x509/libcrypto-shlib-v3_pcia.c,,crypto/x509/libcrypto-shlib-v3_pcia.c,0,0,0,0
lib/libcoreutils_a-vaszprintf.c,,lib/libcoreutils_a-vaszprintf.c,,lib/libcoreutils_a-vaszprintf.c,,lib/libcoreutils_a-vaszprintf.c,,lib/libcoreutils_a-vaszprintf.c,,lib/libcoreutils_a-vaszprintf.c,,lib/libcoreutils_a-vaszprintf.c,0,0,0,0
crypto/ec/libcrypto-shlib-ec_cvt.c,,crypto/ec/libcrypto-shlib-ec_cvt.c,,crypto/ec/libcrypto-shlib-ec_cvt.c,,crypto/ec/libcrypto-shlib-ec_cvt.c,,crypto/ec/libcrypto-shlib-ec_cvt.c,,crypto/ec/libcrypto-shlib-ec_cvt.c,,crypto/ec/libcrypto-shlib-ec_cvt.c,0,0,0,0
crypto/cms/libcrypto-lib-cms_env.c,,crypto/cms/libcrypto-lib-cms_env.c,,crypto/cms/libcrypto-lib-cms_env.c,,crypto/cms/libcrypto-lib-cms_env.c,,crypto/cms/libcrypto-lib-cms_env.c,,crypto/cms/libcrypto-lib-cms_env.c,,crypto/cms/libcrypto-lib-cms_env.c,0,0,0,0
apps/lib/libapps-lib-apps_ui.c,,apps/lib/libapps-lib-apps_ui.c,,apps/lib/libapps-lib-apps_ui.c,,apps/lib/libapps-lib-apps_ui.c,,apps/lib/libapps-lib-apps_ui.c,,apps/lib/libapps-lib-apps_ui.c,,apps/lib/libapps-lib-apps_ui.c,4,0,1,5
apps/openssl-bin-ca.c,,apps/openssl-bin-ca.c,,apps/openssl-bin-ca.c,,apps/openssl-bin-ca.c,,apps/openssl-bin-ca.c,,apps/openssl-bin-ca.c,,apps/openssl-bin-ca.c,11,4,13,28
fuzz/server-test-bin-server.c,,fuzz/server-test-bin-server.c,,fuzz/server-test-bin-server.c,,fuzz/server-test-bin-server.c,,fuzz/server-test-bin-server.c,,fuzz/server-test-bin-server.c,,fuzz/server-test-bin-server.c,0,0,0,0
crypto/x509/libcrypto-lib-t_acert.c,,crypto/x509/libcrypto-lib-t_acert.c,,crypto/x509/libcrypto-lib-t_acert.c,,crypto/x509/libcrypto-lib-t_acert.c,,crypto/x509/libcrypto-lib-t_acert.c,,crypto/x509/libcrypto-lib-t_acert.c,,crypto/x509/libcrypto-lib-t_acert.c,0,0,0,0
apps/openssl-bin-engine.c,,apps/openssl-bin-engine.c,,apps/openssl-bin-engine.c,,apps/openssl-bin-engine.c,,apps/openssl-bin-engine.c,,apps/openssl-bin-engine.c,,apps/openssl-bin-engine.c,3,3,7,13
crypto/evp/libcrypto-lib-evp_pbe.c,,crypto/evp/libcrypto-lib-evp_pbe.c,,crypto/evp/libcrypto-lib-evp_pbe.c,,crypto/evp/libcrypto-lib-evp_pbe.c,,crypto/evp/libcrypto-lib-evp_pbe.c,,crypto/evp/libcrypto-lib-evp_pbe.c,,crypto/evp/libcrypto-lib-evp_pbe.c,0,0,0,0
crypto/asn1/libcrypto-lib-p5_pbe.c,,crypto/asn1/libcrypto-lib-p5_pbe.c,,crypto/asn1/libcrypto-lib-p5_pbe.c,,crypto/asn1/libcrypto-lib-p5_pbe.c,,crypto/asn1/libcrypto-lib-p5_pbe.c,,crypto/asn1/libcrypto-lib-p5_pbe.c,,crypto/asn1/libcrypto-lib-p5_pbe.c,0,0,0,0
crypto/bn/libcrypto-shlib-bn_srp.c,,crypto/bn/libcrypto-shlib-bn_srp.c,,crypto/bn/libcrypto-shlib-bn_srp.c,,crypto/bn/libcrypto-shlib-bn_srp.c,,crypto/bn/libcrypto-shlib-bn_srp.c,,crypto/bn/libcrypto-shlib-bn_srp.c,,crypto/bn/libcrypto-shlib-bn_srp.c,0,0,0,0
lib/libcoreutils_a-time_rz.c,,lib/libcoreutils_a-time_rz.c,,lib/libcoreutils_a-time_rz.c,,lib/libcoreutils_a-time_rz.c,,lib/libcoreutils_a-time_rz.c,,lib/libcoreutils_a-time_rz.c,,lib/libcoreutils_a-time_rz.c,0,0,0,0
test/buildtest_c_dtls1-bin-buildtest_dtls1.c,,test/buildtest_c_dtls1-bin-buildtest_dtls1.c,,test/buildtest_c_dtls1-bin-buildtest_dtls1.c,,test/buildtest_c_dtls1-bin-buildtest_dtls1.c,,test/buildtest_c_dtls1-bin-buildtest_dtls1.c,,test/buildtest_c_dtls1-bin-buildtest_dtls1.c,,test/buildtest_c_dtls1-bin-buildtest_dtls1.c,0,0,0,0
crypto/cms/libcrypto-shlib-cms_err.c,,crypto/cms/libcrypto-shlib-cms_err.c,,crypto/cms/libcrypto-shlib-cms_err.c,,crypto/cms/libcrypto-shlib-cms_err.c,,crypto/cms/libcrypto-shlib-cms_err.c,,crypto/cms/libcrypto-shlib-cms_err.c,,crypto/cms/libcrypto-shlib-cms_err.c,0,0,0,0
crypto/evp/libcrypto-shlib-evp_err.c,,crypto/evp/libcrypto-shlib-evp_err.c,,crypto/evp/libcrypto-shlib-evp_err.c,,crypto/evp/libcrypto-shlib-evp_err.c,,crypto/evp/libcrypto-shlib-evp_err.c,,crypto/evp/libcrypto-shlib-evp_err.c,,crypto/evp/libcrypto-shlib-evp_err.c,0,0,0,0
test/bn_internal_test-bin-bn_internal_test.c,,test/bn_internal_test-bin-bn_internal_test.c,,test/bn_internal_test-bin-bn_internal_test.c,,test/bn_internal_test-bin-bn_internal_test.c,,test/bn_internal_test-bin-bn_internal_test.c,,test/bn_internal_test-bin-bn_internal_test.c,,test/bn_internal_test-bin-bn_internal_test.c,0,0,0,0
lib/libcoreutils_a-tempname.c,,lib/libcoreutils_a-tempname.c,,lib/libcoreutils_a-tempname.c,,lib/libcoreutils_a-tempname.c,,lib/libcoreutils_a-tempname.c,,lib/libcoreutils_a-tempname.c,,lib/libcoreutils_a-tempname.c,0,0,0,0
providers/implementations/ciphers/libdefault-lib-cipher_aes.c,,providers/implementations/ciphers/libdefault-lib-cipher_aes.c,,providers/implementations/ciphers/libdefault-lib-cipher_aes.c,,providers/implementations/ciphers/libdefault-lib-cipher_aes.c,,providers/implementations/ciphers/libdefault-lib-cipher_aes.c,,providers/implementations/ciphers/libdefault-lib-cipher_aes.c,,providers/implementations/ciphers/libdefault-lib-cipher_aes.c,0,0,0,0
crypto/modes/libcrypto-lib-wrap128.c,,crypto/modes/libcrypto-lib-wrap128.c,,crypto/modes/libcrypto-lib-wrap128.c,,crypto/modes/libcrypto-lib-wrap128.c,,crypto/modes/libcrypto-lib-wrap128.c,,crypto/modes/libcrypto-lib-wrap128.c,,crypto/modes/libcrypto-lib-wrap128.c,0,0,0,0
ssl/libssl-shlib-ssl_init.c,,ssl/libssl-shlib-ssl_init.c,,ssl/libssl-shlib-ssl_init.c,,ssl/libssl-shlib-ssl_init.c,,ssl/libssl-shlib-ssl_init.c,,ssl/libssl-shlib-ssl_init.c,,ssl/libssl-shlib-ssl_init.c,0,0,0,0
apps/lib/ca_internals_test-bin-fmt.c,,apps/lib/ca_internals_test-bin-fmt.c,,apps/lib/ca_internals_test-bin-fmt.c,,apps/lib/ca_internals_test-bin-fmt.c,,apps/lib/ca_internals_test-bin-fmt.c,,apps/lib/ca_internals_test-bin-fmt.c,,apps/lib/ca_internals_test-bin-fmt.c,0,0,0,0
ssl/quic/libssl-lib-quic_obj.c,,ssl/quic/libssl-lib-quic_obj.c,,ssl/quic/libssl-lib-quic_obj.c,,ssl/quic/libssl-lib-quic_obj.c,,ssl/quic/libssl-lib-quic_obj.c,,ssl/quic/libssl-lib-quic_obj.c,,ssl/quic/libssl-lib-quic_obj.c,0,0,0,0
thirdparty/pcre2/src/pcre2_jit_compile_32.c,,thirdparty/pcre2/src/pcre2_jit_compile_32.c,,thirdparty/pcre2/src/pcre2_jit_compile_32.c,,thirdparty/pcre2/src/pcre2_jit_compile_32.c,,thirdparty/pcre2/src/pcre2_jit_compile_32.c,,thirdparty/pcre2/src/pcre2_jit_compile_32.c,,thirdparty/pcre2/src/pcre2_jit_compile_32.c,64,43,125,232
src/b2sum-digest.c,,src/b2sum-digest.c,,src/b2sum-digest.c,,src/b2sum-digest.c,,src/b2sum-digest.c,,src/b2sum-digest.c,,src/b2sum-digest.c,0,0,0,0
