File,for/loops,while/loops,do-while/loops,total
thirdparty/libpng/intel/intel_init.c,0,0,0,0
thirdparty/libpng/pngpread.c,0,3,14,17
thirdparty/jolt_physics/Jolt/Renderer/DebugRendererSimple.c,1,1,3,5
thirdparty/harfbuzz/src/hb-ot-tag.c,0,30,26,56
core/io/stream_peer.c,6,2,47,55
platform/register_platform_apis.gen.c,0,0,0,0
thirdparty/pcre2/src/pcre2_dfa_match_32.c,3,7,23,33
thirdparty/icu4c/common/utf_impl.c,0,0,0,0
scene/2d/canvas_group.c,5,0,12,17
editor/dependency_editor.c,27,33,108,168
thirdparty/libogg/bitwise.c,0,0,1,1
thirdparty/libvorbis/synthesis.c,0,1,0,1
thirdparty/pcre2/src/pcre2_find_bracket_32.c,0,0,0,0
thirdparty/icu4c/common/localebuilder.c,0,2,9,11
thirdparty/harfbuzz/src/hb-subset-cff2.c,18,34,177,229
scene/resources/2d/skeleton/skeleton_modification_2d_jiggle.c,5,3,14,22
modules/gltf/structures/gltf_texture.c,0,0,5,5
modules/godot_physics_3d/godot_area_3d.c,0,1,18,19
thirdparty/mbedtls/library/threading.c,0,0,0,0
thirdparty/icu4c/common/putil.c,0,1,6,7
editor/editor_resource_preview.c,8,13,41,62
thirdparty/graphite/src/Decompressor.c,0,1,7,8
thirdparty/harfbuzz/src/hb-outline.c,0,1,14,15
thirdparty/enet/callbacks.c,0,0,0,0
servers/rendering/renderer_rd/effects/taa.c,0,4,28,32
scene/2d/physics/joints/pin_joint_2d.c,6,0,18,24
thirdparty/jolt_physics/Jolt/Physics/Collision/NarrowPhaseStats.c,0,0,0,0
thirdparty/graphite/src/Pass.c,3,8,28,39
thirdparty/jolt_physics/Jolt/Physics/Constraints/SwingTwistConstraint.c,0,1,14,15
thirdparty/jolt_physics/Jolt/Physics/Collision/ManifoldBetweenTwoFaces.c,2,2,14,18
editor/import/resource_importer_bmfont.c,6,3,13,22
scene/3d/physics/kinematic_collision_3d.c,0,2,18,20
modules/interactive_music/audio_stream_interactive.c,13,22,87,122
scene/gui/code_edit.c,34,70,202,306
modules/gdscript/gdscript.c,53,145,386,584
thirdparty/jolt_physics/Jolt/Physics/Collision/Shape/MutableCompoundShape.c,11,5,41,57
thirdparty/cvtt/ConvectionKernels_API.c,0,0,4,4
thirdparty/libwebp/src/dec/buffer_dec.c,1,0,0,1
thirdparty/libwebp/src/enc/config_enc.c,0,0,0,0
thirdparty/ufbx/ufbx.c,214,159,487,860
thirdparty/thorvg/src/renderer/tvgPaint.c,1,3,8,12
thirdparty/harfbuzz/src/hb-ot-meta.c,0,4,4,8
platform/macos/export/export.c,0,0,3,3
thirdparty/libvorbis/codebook.c,0,8,21,29
modules/gdscript/gdscript_analyzer.c,43,76,283,402
scene/gui/dialogs.c,12,10,39,61
thirdparty/basis_universal/encoder/basisu_frontend.c,79,91,526,696
thirdparty/mbedtls/library/asn1parse.c,0,4,6,10
thirdparty/harfbuzz/src/hb-fallback-shape.c,0,0,0,0
core/io/udp_server.c,7,1,23,31
editor/plugins/gizmos/collision_shape_3d_gizmo_plugin.c,10,10,18,38
core/os/keyboard.c,0,0,16,16
thirdparty/brotli/common/platform.c,0,0,0,0
modules/upnp/upnp_device.c,0,0,23,23
thirdparty/jolt_physics/Jolt/Physics/Collision/Shape/CylinderShape.c,3,1,6,10
thirdparty/harfbuzz/src/hb-paint.c,0,3,5,8
thirdparty/embree/common/math/constants.c,0,0,0,0
scene/2d/back_buffer_copy.c,5,0,11,16
thirdparty/recastnavigation/Recast/Source/RecastFilter.c,1,2,8,11
thirdparty/freetype/src/smooth/smooth.c,0,2,19,21
thirdparty/libwebp/src/dsp/yuv_sse2.c,0,0,25,25
editor/plugins/particle_process_material_editor_plugin.c,14,9,18,41
drivers/unix/dir_access_unix.c,11,7,22,40
thirdparty/libwebp/src/dsp/lossless_enc_msa.c,0,0,0,0
drivers/vulkan/rendering_context_driver_vulkan.c,1,14,52,67
thirdparty/libwebp/src/utils/thread_utils.c,0,0,0,0
thirdparty/libwebp/src/dsp/dec_sse41.c,0,0,0,0
servers/rendering/rendering_device_commons.c,0,0,2,2
modules/gltf/extensions/physics/gltf_physics_shape.c,7,0,17,24
servers/rendering/renderer_rd/effects/fsr2.c,61,10,60,131
scene/resources/shader.c,6,14,61,81
thirdparty/graphite/src/Code.c,2,1,3,6
editor/editor_interface.c,5,17,70,92
thirdparty/icu4c/common/uniset_props.c,0,1,5,6
thirdparty/msdfgen/core/sdf-error-estimation.c,0,0,13,13
thirdparty/icu4c/common/characterproperties.c,2,0,5,7
thirdparty/mbedtls/library/net_sockets.c,3,1,3,7
editor/plugins/tiles/tile_set_editor.c,23,37,64,124
thirdparty/icu4c/common/locresdata.c,0,0,0,0
thirdparty/libtheora/bitpack.c,1,0,0,1
thirdparty/harfbuzz/src/hb-ot-cff2-table.c,3,7,31,41
scene/3d/physics/joints/slider_joint_3d.c,5,0,9,14
scene/gui/rich_text_label.c,37,56,200,293
modules/openxr/scene/openxr_visibility_mask.c,5,4,10,19
editor/plugins/tool_button_editor_plugin.c,9,4,23,36
thirdparty/mbedtls/library/memory_buffer_alloc.c,0,0,0,0
editor/import/3d/collada.c,8,115,414,537
thirdparty/mbedtls/library/asn1write.c,0,0,4,4
scene/resources/material.c,19,39,137,195
thirdparty/mbedtls/library/md5.c,3,0,5,8
scene/audio/audio_stream_player.c,4,4,20,28
modules/websocket/wsl_peer.c,8,6,34,48
modules/jolt_physics/objects/jolt_soft_body_3d.c,4,12,39,55
thirdparty/icu4c/common/unistr_case_locale.c,0,0,0,0
core/extension/gdextension_manager.c,8,14,56,78
thirdparty/libvorbis/mapping0.c,1,12,22,35
modules/jolt_physics/spaces/jolt_body_accessor_3d.c,0,0,0,0
thirdparty/mbedtls/library/aes.c,7,4,35,46
core/io/file_access_pack.c,19,11,56,86
scene/main/multiplayer_api.c,5,2,36,43
thirdparty/icu4c/common/bytesinkutil.c,0,0,2,2
servers/xr/xr_pose.c,0,0,15,15
scene/gui/progress_bar.c,5,0,14,19
thirdparty/icu4c/common/locutil.c,0,0,0,0
thirdparty/glslang/glslang/MachineIndependent/Initialize.c,9,18,164,191
thirdparty/freetype/src/type1/type1.c,2,17,33,52
scene/2d/navigation_link_2d.c,5,2,7,14
thirdparty/icu4c/common/lstmbe.c,2,6,16,24
editor/plugins/gizmos/navigation_region_3d_gizmo_plugin.c,7,4,18,29
thirdparty/zstd/compress/zstdmt_compress.c,3,2,24,29
servers/rendering/renderer_rd/renderer_scene_render_rd.c,4,11,44,59
editor/plugins/version_control_editor_plugin.c,14,30,74,118
thirdparty/basis_universal/encoder/basisu_basis_file.c,0,1,6,7
thirdparty/mbedtls/library/ssl_tls.c,21,9,19,49
editor/plugins/gradient_texture_2d_editor_plugin.c,18,8,13,39
modules/camera/camera_linux.c,4,2,5,11
thirdparty/pcre2/src/pcre2_ucd_16.c,0,0,0,0
scene/gui/flow_container.c,6,4,22,32
scene/2d/physics/animatable_body_2d.c,9,2,12,23
modules/jolt_physics/shapes/jolt_custom_ray_shape.c,0,0,7,7
modules/webrtc/register_types.c,4,0,29,33
thirdparty/libtheora/x86/sse2idct.c,0,0,0,0
servers/xr_server.c,2,9,34,45
core/templates/rid_owner.c,0,0,0,0
scene/gui/popup.c,7,11,19,37
thirdparty/libtheora/decinfo.c,0,0,5,5
thirdparty/misc/polypartition.c,10,40,116,166
thirdparty/embree/kernels/bvh/bvh_builder.c,48,44,92,184
servers/rendering/renderer_rd/storage_rd/render_data_rd.c,3,0,4,7
thirdparty/icu4c/common/usprep.c,0,0,0,0
thirdparty/miniupnpc/src/connecthostport.c,2,4,4,10
thirdparty/miniupnpc/src/addr_is_reserved.c,0,0,1,1
scene/3d/multimesh_instance_3d.c,5,0,6,11
core/input/default_controller_mappings.gen.c,0,0,0,0
editor/editor_undo_redo_manager.c,4,7,37,48
servers/physics_server_3d.c,14,15,89,118
core/extension/gdextension.c,21,44,140,205
scene/main/viewport.c,27,79,177,283
thirdparty/embree/common/tasking/taskschedulerinternal.c,1,11,20,32
thirdparty/vhacd/src/VHACD.c,0,8,59,67
thirdparty/recastnavigation/Recast/Source/RecastMesh.c,0,7,67,74
modules/csg/csg.c,2,4,15,21
editor/audio_stream_preview.c,5,9,23,37
servers/audio/effects/audio_effect_capture.c,8,1,26,35
thirdparty/thorvg/src/loaders/svg/tvgSvgCssStyle.c,0,1,6,7
scene/gui/center_container.c,7,1,9,17
thirdparty/basis_universal/encoder/basisu_pvrtc1_4.c,0,2,32,34
thirdparty/jolt_physics/Jolt/Core/StringTools.c,5,3,11,19
modules/navigation/3d/godot_navigation_server_3d.c,16,14,52,82
thirdparty/icu4c/common/ucnv_u8.c,0,0,0,0
thirdparty/jolt_physics/Jolt/Physics/Collision/Shape/ConvexHullShape.c,16,13,74,103
thirdparty/libwebp/sharpyuv/sharpyuv_sse2.c,0,1,7,8
thirdparty/freetype/src/pshinter/pshinter.c,4,10,80,94
servers/audio/audio_driver_dummy.c,0,0,3,3
thirdparty/libwebp/src/dec/webp_dec.c,6,0,1,7
modules/godot_physics_3d/godot_broad_phase_3d.c,0,0,0,0
servers/camera/camera_feed.c,3,0,25,28
thirdparty/jolt_physics/Jolt/Core/LinearCurve.c,0,2,0,2
thirdparty/glslang/glslang/MachineIndependent/ShaderLang.c,18,71,108,197
thirdparty/thorvg/src/loaders/svg/tvgSvgPath.c,0,2,4,6
modules/navigation/nav_obstacle.c,0,1,1,2
thirdparty/jolt_physics/Jolt/Skeleton/SkeletonPose.c,0,1,9,10
thirdparty/pcre2/src/pcre2_context_32.c,0,0,0,0
editor/plugins/mesh_editor_plugin.c,18,2,6,26
thirdparty/embree/kernels/common/scene_verify.c,0,0,1,1
editor/import/dynamic_font_import_settings.c,29,30,74,133
platform/android/export/godot_plugin_config.c,3,2,23,28
core/math/basis.c,0,3,2,5
thirdparty/freetype/src/autofit/autofit.c,25,34,116,175
thirdparty/harfbuzz/src/hb-ot-metrics.c,0,5,16,21
thirdparty/harfbuzz/src/hb-ot-shaper-syllabic.c,0,1,1,2
platform/linuxbsd/os_linuxbsd.c,5,13,28,46
thirdparty/libwebp/src/dsp/lossless_enc_sse41.c,0,0,0,0
servers/rendering/renderer_scene_cull.c,32,163,426,621
thirdparty/meshoptimizer/simplifier.c,3,13,80,96
editor/plugins/theme_editor_preview.c,22,9,16,47
modules/jolt_physics/joints/jolt_pin_joint_3d.c,0,0,0,0
scene/resources/3d/convex_polygon_shape_3d.c,6,1,19,26
scene/2d/physics/collision_shape_2d.c,5,3,20,28
platform/linuxbsd/export/export.c,0,0,2,2
thirdparty/glslang/glslang/MachineIndependent/intermOut.c,10,2,25,37
scene/resources/placeholder_textures.c,10,0,17,27
thirdparty/miniupnpc/src/upnpdev.c,0,0,1,1
thirdparty/pcre2/src/pcre2_pattern_info_16.c,0,1,1,2
modules/jolt_physics/shapes/jolt_cylinder_shape_3d.c,0,0,4,4
scene/3d/xr_body_modifier_3d.c,4,4,25,33
scene/resources/camera_texture.c,6,4,18,28
thirdparty/icu4c/common/ustrcase.c,0,0,7,7
scene/resources/mesh_data_tool.c,3,6,34,43
thirdparty/embree/kernels/bvh/bvh_builder_morton.c,19,48,104,171
thirdparty/vhacd/src/vhacdICHull.c,1,25,22,48
thirdparty/cvtt/ConvectionKernels_BCCommon.c,0,0,0,0
editor/debugger/editor_debugger_server.c,2,3,16,21
thirdparty/libpng/png.c,7,2,35,44
scene/2d/physics/collision_polygon_2d.c,5,6,24,35
scene/resources/2d/skeleton/skeleton_modification_2d.c,4,1,22,27
modules/openxr/register_types.c,8,0,9,17
modules/raycast/lightmap_raycaster_embree.c,4,7,18,29
modules/gltf/structures/gltf_skeleton.c,0,6,26,32
thirdparty/icu4c/common/icudataver.c,0,0,0,0
editor/plugins/embedded_process.c,6,4,16,26
core/io/file_access_memory.c,3,1,15,19
thirdparty/embree/kernels/common/state.c,2,5,29,36
editor/editor_settings.c,0,0,0,0
modules/gridmap/editor/grid_map_editor_plugin.c,18,21,113,152
modules/vorbis/resource_importer_ogg_vorbis.c,4,1,5,10
thirdparty/icu4c/common/util.c,0,3,7,10
thirdparty/libtheora/internal.c,1,0,3,4
editor/plugins/asset_library_editor_plugin.c,32,34,87,153
servers/navigation/navigation_path_query_result_2d.c,0,0,17,17
thirdparty/icu4c/common/ucnv_set.c,0,0,0,0
thirdparty/libwebp/src/dsp/yuv_mips_dsp_r2.c,0,0,0,0
thirdparty/freetype/src/cff/cff.c,23,15,45,83
thirdparty/graphite/src/Intervals.c,0,2,5,7
scene/3d/physics/physical_bone_3d.c,5,5,23,33
thirdparty/icu4c/common/rbbi.c,1,6,11,18
core/math/transform_interpolator.c,0,0,1,1
thirdparty/icu4c/common/dtintrv.c,0,0,0,0
thirdparty/recastnavigation/Recast/Source/RecastRasterization.c,0,7,5,12
thirdparty/embree/common/lexers/stringstream.c,2,2,6,10
thirdparty/jolt_physics/Jolt/Physics/Constraints/PointConstraint.c,0,0,8,8
modules/fbx/register_types.c,6,11,36,53
editor/plugins/collision_shape_2d_editor_plugin.c,8,4,10,22
modules/jolt_physics/shapes/jolt_custom_user_data_shape.c,0,0,1,1
scene/main/resource_preloader.c,3,9,33,45
modules/gdscript/gdscript_vm.c,3,8,48,59
servers/rendering/dummy/storage/texture_storage.c,0,0,6,6
core/math/triangle_mesh.c,3,25,56,84
thirdparty/rvo2/rvo2_2d/RVOSimulator2d.c,0,1,5,6
thirdparty/zlib/inftrees.c,0,1,8,9
thirdparty/libwebp/src/dsp/yuv_neon.c,0,0,0,0
thirdparty/freetype/src/pfr/pfr.c,7,8,23,38
modules/websocket/editor/editor_debugger_server_websocket.c,3,3,10,16
thirdparty/jolt_physics/Jolt/Skeleton/SkeletalAnimation.c,3,2,8,13
thirdparty/mbedtls/library/cmac.c,0,1,12,13
thirdparty/libpng/pngrtran.c,1,17,125,143
thirdparty/jolt_physics/Jolt/Physics/Vehicle/VehicleController.c,0,0,0,0
scene/2d/light_2d.c,7,1,12,20
thirdparty/harfbuzz/src/hb-ot-math.c,0,7,25,32
editor/import/3d/resource_importer_obj.c,16,8,34,58
thirdparty/jolt_physics/Jolt/Physics/Body/BodyInterface.c,0,0,1,1
platform/linuxbsd/dbus-so_wrap.c,0,0,0,0
thirdparty/zstd/compress/fse_compress.c,10,6,16,32
thirdparty/harfbuzz/src/hb-subset-repacker.c,0,0,0,0
thirdparty/mbedtls/library/error.c,0,0,0,0
thirdparty/basis_universal/encoder/basisu_backend.c,9,22,123,154
modules/mbedtls/dtls_server_mbedtls.c,3,0,4,7
modules/gdscript/gdscript_disassembler.c,0,22,2,24
scene/3d/physics/static_body_3d.c,5,2,16,23
thirdparty/libktx/lib/dfdutils/printdfd.c,0,2,7,9
modules/openxr/extensions/openxr_valve_analog_threshold_extension.c,6,1,21,28
editor/plugins/texture_3d_editor_plugin.c,12,4,12,28
thirdparty/manifold/src/quickhull.c,10,13,43,66
thirdparty/embree/common/sys/sysinfo.c,2,0,6,8
modules/openxr/extensions/openxr_fb_update_swapchain_extension.c,0,1,7,8
thirdparty/harfbuzz/src/hb-static.c,3,18,63,84
modules/theora/video_stream_theora.c,10,5,26,41
scene/3d/navigation_link_3d.c,4,4,7,15
scene/register_scene_types.c,93,3,41,137
scene/resources/2d/skeleton/skeleton_modification_2d_stackholder.c,5,0,10,15
thirdparty/brotli/dec/decode.c,5,17,57,79
thirdparty/mbedtls/library/psa_crypto_pake.c,1,0,0,1
thirdparty/graphite/src/Font.c,0,0,2,2
scene/resources/2d/shape_2d.c,6,0,18,24
scene/resources/video_stream.c,5,2,15,22
core/string/translation_domain.c,3,11,30,44
core/input/shortcut.c,3,0,11,14
core/templates/a_hash_map.c,10,126,42,178
thirdparty/icu4c/common/unorm.c,0,0,0,0
scene/resources/3d/importer_mesh.c,15,39,130,184
thirdparty/thorvg/src/loaders/svg/tvgSvgUtil.c,0,2,0,2
thirdparty/icu4c/common/resource.c,0,0,0,0
thirdparty/meshoptimizer/vfetchanalyzer.c,1,0,4,5
thirdparty/brotli/common/constants.c,0,0,0,0
thirdparty/mbedtls/library/pk_ecc.c,0,0,0,0
thirdparty/harfbuzz/src/hb-ot-shaper-arabic.c,18,56,178,252
servers/rendering/renderer_rd/environment/fog.c,6,16,98,120
thirdparty/icu4c/common/dictionarydata.c,0,0,3,3
thirdparty/mbedtls/library/rsa.c,5,3,10,18
scene/gui/label.c,11,16,60,87
scene/main/http_request.c,3,8,31,42
thirdparty/mbedtls/library/ssl_debug_helpers_generated.c,0,0,0,0
core/string/string_name.c,4,15,31,50
thirdparty/libwebp/sharpyuv/sharpyuv_cpu.c,0,0,0,0
thirdparty/tinyexr/tinyexr.c,44,35,312,391
thirdparty/libvorbis/info.c,0,3,28,31
thirdparty/glad/gl.c,0,2,5,7
scene/gui/tab_container.c,6,20,46,72
editor/plugins/packed_scene_editor_plugin.c,15,4,12,31
modules/godot_physics_2d/godot_space_2d.c,6,18,45,69
core/object/script_instance.c,0,0,3,3
scene/property_list_helper.c,2,3,22,27
modules/zip/register_types.c,0,0,2,2
scene/gui/panel.c,5,0,6,11
scene/3d/spring_bone_collision_3d.c,4,1,13,18
thirdparty/libpng/pngrio.c,0,0,0,0
thirdparty/freetype/src/base/ftotval.c,0,0,0,0
editor/plugins/gizmos/spring_arm_3d_gizmo_plugin.c,5,0,7,12
thirdparty/icu4c/common/ruleiter.c,0,0,2,2
modules/godot_physics_2d/godot_broad_phase_2d.c,0,0,0,0
modules/mobile_vr/register_types.c,0,0,1,1
servers/audio_server.c,20,71,155,246
thirdparty/libwebp/src/dec/vp8_dec.c,23,3,15,41
thirdparty/icu4c/common/rbbinode.c,0,2,3,5
thirdparty/mbedtls/library/psa_crypto_rsa.c,0,0,1,1
thirdparty/miniupnpc/src/minissdpc.c,2,2,19,23
thirdparty/astcenc/astcenc_pick_best_endpoint_format.c,0,2,5,7
thirdparty/icu4c/common/resbund_cnv.c,0,0,0,0
modules/upnp/upnp.c,0,0,29,29
editor/import/resource_importer_dynamic_font.c,8,1,8,17
modules/navigation/3d/nav_mesh_generator_3d.c,12,10,46,68
thirdparty/libwebp/src/utils/bit_reader_utils.c,1,0,3,4
thirdparty/pcre2/src/pcre2_study_16.c,0,4,30,34
thirdparty/glslang/glslang/MachineIndependent/limits.c,0,2,4,6
thirdparty/libktx/lib/texture.c,1,0,2,3
servers/rendering/rendering_server_globals.c,0,0,0,0
modules/gdscript/gdscript_byte_codegen.c,32,75,176,283
thirdparty/graphite/src/NameTable.c,1,3,12,16
thirdparty/libwebp/sharpyuv/sharpyuv_neon.c,0,0,0,0
thirdparty/embree/kernels/common/rtcore.c,0,8,12,20
scene/3d/gpu_particles_collision_3d.c,16,10,51,77
thirdparty/glslang/glslang/MachineIndependent/InfoSink.c,0,0,0,0
thirdparty/manifold/src/constructors.c,6,23,76,105
thirdparty/astcenc/astcenc_weight_align.c,0,1,13,14
editor/export/project_export.c,28,39,66,133
modules/gdscript/gdscript_tokenizer.c,1,12,48,61
scene/3d/audio_listener_3d.c,4,0,9,13
thirdparty/meshoptimizer/vertexfilter.c,0,2,15,17
thirdparty/pcre2/src/pcre2_jit_compile_32.c,58,43,125,226
thirdparty/thorvg/src/renderer/sw_engine/tvgSwMath.c,0,1,0,1
core/io/config_file.c,2,12,71,85
thirdparty/enet/packet.c,0,0,2,2
thirdparty/icu4c/common/umapfile.c,0,0,0,0
modules/godot_physics_2d/godot_area_2d.c,0,1,17,18
thirdparty/icu4c/common/ustr_wcs.c,0,0,0,0
thirdparty/rvo2/rvo2_2d/Agent2d.c,0,0,14,14
scene/gui/separator.c,9,0,10,19
thirdparty/jolt_physics/Jolt/Physics/Vehicle/VehicleDifferential.c,0,0,0,0
thirdparty/libwebp/src/enc/picture_csp_enc.c,0,3,18,21
thirdparty/mbedtls/library/poly1305.c,0,0,2,2
thirdparty/astcenc/astcenc_partition_tables.c,1,2,10,13
thirdparty/libwebp/src/mux/anim_encode.c,4,6,21,31
main/main.c,0,0,0,0
scene/2d/cpu_particles_2d.c,25,12,59,96
modules/jolt_physics/shapes/jolt_box_shape_3d.c,0,0,3,3
thirdparty/pcre2/src/pcre2_ord2utf_32.c,0,0,0,0
platform/ios/export/godot_plugin_config.c,1,3,24,28
thirdparty/pcre2/src/pcre2_maketables_16.c,1,1,3,5
thirdparty/openxr/src/external/jsoncpp/src/lib_json/json_value.c,3,18,51,72
modules/multiplayer/editor/multiplayer_editor_plugin.c,8,15,25,48
modules/multiplayer/editor/replication_editor.c,12,18,42,72
thirdparty/mbedtls/library/base64.c,0,2,3,5
scene/resources/2d/skeleton/skeleton_modification_2d_fabrik.c,5,11,35,51
thirdparty/mbedtls/library/ssl_client.c,2,0,1,3
thirdparty/jolt_physics/Jolt/Physics/PhysicsUpdateContext.c,0,1,11,12
modules/godot_physics_2d/godot_step_2d.c,4,2,16,22
servers/rendering/renderer_scene_render.c,0,0,6,6
modules/webxr/webxr_interface_js.c,0,0,0,0
editor/rename_dialog.c,13,10,24,47
modules/jolt_physics/joints/jolt_cone_twist_joint_3d.c,0,0,0,0
thirdparty/graphite/src/UtfCodec.c,0,0,0,0
modules/openxr/extensions/openxr_palm_pose_extension.c,0,1,7,8
editor/plugins/script_text_editor.c,41,46,147,234
thirdparty/mbedtls/library/pkcs5.c,1,1,5,7
thirdparty/libwebp/src/dsp/dec_mips_dsp_r2.c,0,0,0,0
scene/resources/style_box_flat.c,5,2,17,24
thirdparty/icu4c/common/bytestriebuilder.c,0,4,4,8
servers/rendering/renderer_rd/pipeline_cache_rd.c,0,1,7,8
editor/plugins/material_editor_plugin.c,30,6,17,53
servers/rendering/renderer_rd/forward_clustered/scene_shader_forward_clustered.c,6,20,105,131
modules/jolt_physics/misc/jolt_math_funcs.c,0,0,0,0
thirdparty/jolt_physics/Jolt/Physics/Collision/Shape/EmptyShape.c,0,0,1,1
thirdparty/mbedtls/library/ecp_curves.c,1,2,14,17
core/extension/gdextension_library_loader.c,6,6,56,68
thirdparty/icu4c/common/unifiedcache.c,0,1,5,6
core/math/random_number_generator.c,3,0,13,16
thirdparty/mbedtls/library/sha512.c,9,0,8,17
core/math/geometry_2d.c,18,32,87,137
thirdparty/thorvg/src/renderer/tvgScene.c,0,2,4,6
thirdparty/libktx/lib/miniz_wrapper.c,0,0,0,0
editor/plugins/editor_preview_plugins.c,15,4,35,54
thirdparty/embree/kernels/bvh/bvh.c,2,31,75,108
editor/editor_properties_vector.c,18,7,17,42
core/math/rect2.c,0,0,1,1
thirdparty/amd-fsr2/ffx_assert.c,0,0,0,0
core/version_hash.gen.c,0,0,0,0
thirdparty/libwebp/src/dsp/rescaler_sse2.c,0,3,10,13
modules/jolt_physics/joints/jolt_slider_joint_3d.c,0,0,0,0
editor/project_manager/project_tag.c,10,0,11,21
thirdparty/pcre2/src/pcre2_newline_16.c,0,0,0,0
modules/openxr/extensions/openxr_htc_vive_tracker_extension.c,1,1,12,14
thirdparty/jolt_physics/Jolt/Physics/SoftBody/SoftBodyShape.c,13,4,7,24
thirdparty/mbedtls/library/psa_crypto_ffdh.c,0,0,0,0
thirdparty/freetype/src/base/ftfstype.c,0,0,0,0
modules/navigation/2d/godot_navigation_server_2d.c,13,2,24,39
editor/editor_run.c,3,4,15,22
thirdparty/msdfgen/core/contour-combiners.c,7,14,31,52
thirdparty/icu4c/common/unames.c,9,13,58,80
thirdparty/amd-fsr2/ffx_fsr2.c,8,3,18,29
editor/plugins/cast_2d_editor_plugin.c,7,2,11,20
modules/navigation/3d/navigation_mesh_generator.c,2,0,8,10
servers/rendering/renderer_scene_occlusion_cull.c,2,0,6,8
thirdparty/cvtt/ConvectionKernels_Util.c,0,0,3,3
thirdparty/icu4c/common/uarrsort.c,0,3,4,7
thirdparty/mbedtls/library/bignum_mod_raw.c,0,0,0,0
thirdparty/mbedtls/library/psa_its_file.c,0,0,0,0
thirdparty/pcre2/src/pcre2_chartables_16.c,0,0,0,0
thirdparty/icu4c/common/uchar.c,1,0,3,4
scene/resources/canvas_item_material.c,5,8,33,46
thirdparty/freetype/src/base/ftbbox.c,1,2,0,3
thirdparty/libtheora/x86/mmxfrag.c,0,0,3,3
editor/gui/editor_quick_open_dialog.c,42,21,69,132
editor/reparent_dialog.c,13,2,8,23
thirdparty/libwebp/src/utils/quant_levels_utils.c,5,0,9,14
thirdparty/pcre2/src/pcre2_substring_16.c,0,2,7,9
scene/gui/graph_frame.c,9,2,4,15
thirdparty/thorvg/src/renderer/tvgInitializer.c,0,0,0,0
modules/enet/enet_multiplayer_peer.c,11,14,36,61
thirdparty/meshoptimizer/vfetchoptimizer.c,1,2,2,5
editor/plugins/skeleton_3d_editor_plugin.c,23,44,107,174
editor/register_exporters.gen.c,0,0,0,0
thirdparty/harfbuzz/src/hb-subset.c,108,433,1390,1931
editor/editor_help_search.c,39,41,126,206
thirdparty/icu4c/common/utrace.c,0,2,12,14
thirdparty/msdfgen/core/edge-segments.c,0,0,14,14
thirdparty/pcre2/src/pcre2_match_data_16.c,0,0,0,0
scene/resources/gradient.c,4,12,56,72
core/math/vector3.c,0,0,0,0
thirdparty/cvtt/ConvectionKernels_ETC.c,3,18,161,182
thirdparty/icu4c/common/ubiditransform.c,0,1,2,3
modules/openxr/scene/openxr_hand.c,5,0,25,30
scene/gui/grid_container.c,12,26,46,84
editor/import/3d/post_import_plugin_skeleton_renamer.c,6,10,25,41
thirdparty/libwebp/src/mux/muxinternal.c,1,8,17,26
scene/gui/tab_bar.c,15,12,51,78
thirdparty/freetype/src/base/ftbitmap.c,6,3,16,25
thirdparty/libwebp/sharpyuv/sharpyuv_gamma.c,0,0,2,2
modules/godot_physics_2d/godot_physics_server_2d.c,5,13,45,63
thirdparty/jolt_physics/Jolt/Physics/Collision/CastSphereVsTriangles.c,0,0,0,0
editor/plugins/particles_editor_plugin.c,18,20,57,95
thirdparty/jolt_physics/Jolt/TriangleSplitter/TriangleSplitterFixedLeafSize.c,1,4,13,18
thirdparty/icu4c/common/ucmndata.c,0,0,8,8
drivers/unix/os_unix.c,5,9,27,41
editor/debugger/editor_debugger_inspector.c,11,11,63,85
scene/2d/polygon_2d.c,10,7,47,64
core/math/a_star_grid_2d.c,5,6,41,52
editor/plugins/node_3d_editor_gizmos.c,11,19,115,145
modules/svg/image_loader_svg.c,5,3,16,24
drivers/gles3/effects/cubemap_filter.c,0,8,8,16
scene/3d/physics/collision_shape_3d.c,5,6,21,32
editor/add_metadata_dialog.c,14,5,24,43
servers/audio/effects/audio_effect_panner.c,8,0,11,19
thirdparty/mbedtls/library/timing.c,0,0,0,0
thirdparty/icu4c/common/usc_impl.c,0,1,3,4
core/script_encryption_key.gen.c,0,0,0,0
thirdparty/libwebp/src/dsp/enc.c,3,1,57,61
thirdparty/zstd/compress/zstd_compress_literals.c,3,0,1,4
core/io/packet_peer_udp.c,4,6,38,48
servers/rendering/renderer_rd/effects/ss_effects.c,9,6,135,150
core/error/error_list.c,0,0,0,0
modules/gdscript/gdscript_parser.c,39,166,416,621
thirdparty/jolt_physics/Jolt/Physics/Constraints/PathConstraintPath.c,0,0,1,1
scene/main/multiplayer_peer.c,5,2,32,39
modules/webrtc/webrtc_data_channel_extension.c,5,2,18,25
thirdparty/zstd/compress/zstd_double_fast.c,69,48,41,158
core/math/vector2i.c,0,0,0,0
scene/resources/2d/segment_shape_2d.c,5,0,10,15
modules/theora/register_types.c,6,0,7,13
thirdparty/pcre2/src/pcre2_script_run_16.c,0,0,0,0
scene/resources/text_line.c,3,0,17,20
scene/gui/split_container.c,6,1,13,20
thirdparty/thorvg/src/loaders/svg/tvgSvgLoader.c,0,0,9,9
thirdparty/harfbuzz/src/hb-ot-shaper-default.c,0,0,0,0
