File,for/loops,while/loops,do-while/loops,total
modules/multiplayer/scene_replication_interface.c,8,69,159,236
thirdparty/astcenc/astcenc_mathlib.c,0,0,0,0
thirdparty/icu4c/common/ucat.c,0,0,0,0
platform/linuxbsd/crash_handler_linuxbsd.c,0,0,10,10
thirdparty/jolt_physics/Jolt/Physics/Constraints/TwoBodyConstraint.c,0,0,2,2
scene/gui/color_mode.c,0,0,15,15
servers/xr/xr_body_tracker.c,6,0,18,24
thirdparty/libktx/lib/vkformat_check.c,0,0,0,0
modules/jolt_physics/objects/jolt_area_3d.c,1,19,44,64
thirdparty/thorvg/src/renderer/tvgSwCanvas.c,0,0,0,0
editor/plugins/tiles/atlas_merging_dialog.c,18,16,34,68
core/crypto/hashing_context.c,3,0,9,12
thirdparty/astcenc/astcenc_compress_symbolic.c,3,2,25,30
editor/editor_properties.c,55,134,276,465
thirdparty/libwebp/src/utils/palette.c,3,5,17,25
scene/3d/physics/joints/hinge_joint_3d.c,5,1,10,16
thirdparty/pcre2/src/pcre2_convert_32.c,0,5,16,21
editor/input_event_configuration_dialog.c,15,16,27,58
thirdparty/misc/mikktspace.c,4,16,52,72
modules/multiplayer/editor/editor_network_profiler.c,11,17,42,70
editor/plugins/gizmos/navigation_link_3d_gizmo_plugin.c,5,1,8,14
thirdparty/openxr/src/xr_generated_dispatch_table_core.c,0,0,0,0
modules/gdscript/gdscript_compiler.c,24,59,214,297
core/io/packet_peer.c,7,6,43,56
thirdparty/astcenc/astcenc_color_quantize.c,0,7,18,25
scene/3d/sprite_3d.c,12,30,89,131
modules/jolt_physics/shapes/jolt_sphere_shape_3d.c,0,0,3,3
scene/resources/animation_library.c,8,31,90,129
drivers/gles3/shader_gles3.c,4,48,144,196
core/io/stream_peer_tcp.c,4,2,16,22
scene/2d/physics/joints/groove_joint_2d.c,6,0,11,17
thirdparty/freetype/src/winfonts/winfnt.c,2,1,3,6
scene/resources/2d/navigation_polygon.c,4,17,57,78
thirdparty/mbedtls/library/hkdf.c,1,0,1,2
thirdparty/jolt_physics/Jolt/AABBTree/AABBTreeBuilder.c,0,14,20,34
scene/3d/physics/animatable_body_3d.c,8,2,12,22
modules/zip/zip_reader.c,3,1,16,20
modules/webrtc/webrtc_peer_connection_extension.c,0,2,7,9
drivers/gles3/environment/gi.c,0,0,0,0
thirdparty/icu4c/common/utrie_swap.c,0,0,0,0
modules/astcenc/register_types.c,0,0,0,0
thirdparty/zstd/common/error_private.c,0,0,0,0
thirdparty/icu4c/common/ucharstrieiterator.c,0,2,2,4
modules/webrtc/webrtc_peer_connection.c,5,0,38,43
editor/gui/editor_toaster.c,10,12,34,56
thirdparty/jolt_physics/Jolt/Physics/Constraints/FixedConstraint.c,0,0,10,10
scene/resources/navigation_mesh.c,1,4,26,31
thirdparty/icu4c/common/utypes.c,0,0,0,0
servers/audio/effects/audio_effect_chorus.c,8,0,20,28
scene/gui/check_button.c,7,0,8,15
editor/export/lipo.c,2,6,22,30
editor/plugins/bit_map_editor_plugin.c,18,0,6,24
scene/resources/image_texture.c,19,4,40,63
thirdparty/mbedtls/library/mps_trace.c,0,0,0,0
core/math/quick_hull.c,14,24,51,89
thirdparty/mbedtls/library/ecdsa.c,0,1,1,2
scene/2d/audio_stream_player_2d.c,6,4,25,35
thirdparty/icu4c/common/udata.c,0,5,4,9
modules/zip/zip_packer.c,3,0,10,13
thirdparty/icu4c/common/stringpiece.c,0,1,2,3
core/io/file_access.c,4,6,37,47
modules/gltf/extensions/gltf_document_extension.c,4,4,34,42
thirdparty/pcre2/src/pcre2_error_16.c,0,0,3,3
thirdparty/meshoptimizer/vcacheanalyzer.c,1,1,2,4
modules/godot_physics_3d/godot_shape_3d.c,17,28,76,121
thirdparty/thorvg/src/renderer/tvgTaskScheduler.c,0,3,9,12
servers/xr/xr_positional_tracker.c,6,7,43,56
thirdparty/jolt_physics/Jolt/Renderer/DebugRendererPlayback.c,23,13,34,70
editor/editor_file_system.c,51,73,300,424
servers/rendering/rendering_device_binds.c,5,5,34,44
platform/linuxbsd/x11/dynwrappers/xlib-so_wrap.c,0,0,0,0
thirdparty/embree/kernels/bvh/bvh_refit.c,1,4,24,29
thirdparty/pcre2/src/pcre2_substitute_32.c,0,1,8,9
editor/plugins/gizmos/vehicle_body_3d_gizmo_plugin.c,5,1,7,13
thirdparty/basis_universal/encoder/basisu_etc.c,4,21,43,68
modules/gdscript/gdscript_utility_callable.c,0,0,2,2
modules/gdscript/gdscript_utility_functions.c,4,20,34,58
editor/plugins/gizmos/spring_bone_3d_gizmo_plugin.c,10,2,6,18
thirdparty/mbedtls/library/ssl_tls12_client.c,4,2,4,10
thirdparty/libktx/lib/texture1.c,2,1,7,10
scene/resources/3d/separation_ray_shape_3d.c,5,0,11,16
thirdparty/spirv-reflect/spirv_reflect.c,15,68,160,243
thirdparty/jolt_physics/Jolt/Physics/Character/CharacterBase.c,0,0,0,0
servers/rendering/renderer_rd/storage_rd/forward_id_storage.c,0,0,0,0
thirdparty/enet/enet_godot.c,1,2,18,21
editor/editor_run_native.c,10,5,12,27
thirdparty/mbedtls/library/x509.c,1,4,7,12
modules/godot_physics_3d/register_types.c,0,0,0,0
scene/gui/item_list.c,16,24,82,122
scene/3d/bone_attachment_3d.c,4,7,23,34
thirdparty/mbedtls/library/ssl_tls13_generic.c,2,3,3,8
thirdparty/libwebp/src/dsp/dec_neon.c,0,0,0,0
drivers/gles3/rasterizer_gles3.c,0,0,4,4
thirdparty/libwebp/src/dsp/rescaler_neon.c,0,0,0,0
platform/ios/export/export.c,0,0,2,2
modules/jolt_physics/joints/jolt_generic_6dof_joint_3d.c,0,0,3,3
modules/openxr/extensions/openxr_htc_controller_extension.c,0,1,14,15
thirdparty/jolt_physics/Jolt/Physics/Collision/BroadPhase/QuadTree.c,4,10,49,63
thirdparty/glslang/glslang/MachineIndependent/preprocessor/PpAtom.c,3,4,15,22
thirdparty/msdfgen/core/edge-selectors.c,0,0,0,0
modules/navigation/3d/nav_map_builder_3d.c,4,8,33,45
thirdparty/libwebp/src/dec/io_dec.c,0,1,15,16
modules/openxr/openxr_util.c,0,0,0,0
platform/android/export/export.c,0,0,3,3
thirdparty/icu4c/common/uenum.c,0,0,0,0
modules/navigation/3d/nav_mesh_queries_3d.c,4,9,41,54
editor/editor_command_palette.c,14,31,71,116
editor/plugins/texture_editor_plugin.c,15,2,13,30
modules/gltf/structures/gltf_object_model_property.c,1,3,10,14
thirdparty/jolt_physics/Jolt/Physics/Vehicle/TrackedVehicleController.c,1,4,19,24
thirdparty/cvtt/ConvectionKernels_BC67.c,4,38,298,340
modules/multiplayer/scene_cache_interface.c,3,37,97,137
modules/mobile_vr/mobile_vr_interface.c,5,0,9,14
editor/editor_vcs_interface.c,9,3,49,61
thirdparty/harfbuzz/src/hb-set.c,6,22,90,118
thirdparty/basis_universal/encoder/3rdparty/android_astc_decomp.c,5,13,50,68
servers/movie_writer/movie_writer_pngwav.c,3,0,6,9
thirdparty/harfbuzz/src/hb-ot-shaper-use.c,1,18,37,56
modules/jolt_physics/shapes/jolt_custom_motion_shape.c,0,0,0,0
thirdparty/embree/common/simd/sse.c,0,0,0,0
thirdparty/libwebp/src/dsp/rescaler_mips_dsp_r2.c,0,0,0,0
thirdparty/icu4c/common/unisetspan.c,2,15,40,57
thirdparty/libtheora/info.c,0,0,4,4
core/string/node_path.c,3,8,36,47
thirdparty/pcre2/src/pcre2_chkdint_32.c,0,0,0,0
scene/resources/atlas_texture.c,6,2,17,25
thirdparty/etcpak/Tables.c,0,0,0,0
core/math/random_pcg.c,4,0,2,6
core/os/memory.c,0,0,0,0
modules/hdr/image_loader_hdr.c,4,3,9,16
thirdparty/icu4c/common/uloc_tag.c,1,29,52,82
thirdparty/jolt_physics/Jolt/Physics/Ragdoll/Ragdoll.c,16,14,57,87
editor/import/resource_importer_image.c,4,0,5,9
thirdparty/zstd/compress/zstd_opt.c,134,15,73,222
thirdparty/mbedtls/library/psa_crypto_se.c,0,0,0,0
core/io/resource_format_binary.c,15,29,152,196
thirdparty/zstd/compress/zstd_fast.c,66,22,55,143
editor/plugins/mesh_instance_3d_editor_plugin.c,20,12,34,66
thirdparty/jolt_physics/Jolt/Physics/Constraints/PathConstraint.c,0,0,12,12
editor/plugins/sprite_2d_editor_plugin.c,29,23,50,102
thirdparty/icu4c/common/uniset_closure.c,1,2,7,10
modules/gltf/extensions/gltf_document_extension_texture_ktx.c,5,3,9,17
core/io/logger.c,0,2,15,17
thirdparty/harfbuzz/src/hb-unicode.c,0,3,5,8
scene/resources/3d/capsule_shape_3d.c,5,1,12,18
editor/plugins/animation_blend_space_2d_editor.c,17,20,52,89
scene/resources/mesh.c,22,33,110,165
thirdparty/embree/kernels/bvh/bvh_intersector1_bvh4.c,127,38,61,226
thirdparty/harfbuzz/src/hb-ot-shape.c,3,9,32,44
modules/openxr/scene/openxr_composition_layer.c,12,4,23,39
thirdparty/embree/kernels/common/device.c,0,15,14,29
editor/script_create_dialog.c,19,14,33,66
scene/gui/nine_patch_rect.c,4,2,15,21
servers/navigation/navigation_path_query_parameters_2d.c,0,0,14,14
editor/plugins/collision_polygon_2d_editor_plugin.c,12,0,13,25
servers/audio/audio_effect.c,5,2,18,25
core/math/face3.c,0,6,4,10
thirdparty/libwebp/src/demux/demux.c,1,7,4,12
thirdparty/jolt_physics/Jolt/Physics/Collision/BroadPhase/BroadPhase.c,0,0,0,0
thirdparty/libwebp/src/utils/huffman_encode_utils.c,1,10,16,27
thirdparty/openxr/src/loader/loader_core.c,20,4,38,62
servers/rendering/renderer_rd/framebuffer_cache_rd.c,2,4,26,32
thirdparty/libwebp/src/enc/token_enc.c,0,4,7,11
thirdparty/icu4c/common/uchriter.c,0,5,1,6
editor/find_in_files.c,15,37,92,144
editor/import/resource_importer_bitmask.c,5,2,7,14
scene/3d/xr_hand_modifier_3d.c,4,4,24,32
modules/text_server_adv/register_types.c,0,0,1,1
modules/openxr/extensions/openxr_wmr_controller_extension.c,0,1,10,11
thirdparty/libwebp/src/mux/muxedit.c,2,4,1,7
thirdparty/msdfgen/core/Shape.c,4,3,31,38
thirdparty/libvorbis/window.c,0,0,0,0
thirdparty/miniupnpc/src/igd_desc_parse.c,4,0,0,4
core/os/main_loop.c,2,2,14,18
scene/gui/graph_edit.c,45,79,183,307
platform/ios/api/api.c,0,0,0,0
thirdparty/graphite/src/Position.c,0,0,0,0
servers/rendering/storage/mesh_storage.c,0,7,13,20
thirdparty/libktx/lib/basis_transcode.c,2,2,20,24
editor/import/resource_importer_shader_file.c,7,29,71,107
scene/gui/rich_text_effect.c,5,2,13,20
thirdparty/harfbuzz/src/hb-ot-color.c,0,14,26,40
thirdparty/zstd/decompress/zstd_decompress_block.c,7,4,114,125
scene/resources/2d/skeleton/skeleton_modification_2d_twoboneik.c,5,2,11,18
servers/audio/effects/audio_stream_generator.c,10,2,28,40
scene/audio/audio_stream_player_internal.c,9,14,36,59
editor/gui/editor_object_selector.c,12,7,20,39
editor/plugins/skeleton_2d_editor_plugin.c,8,2,5,15
thirdparty/jolt_physics/Jolt/Physics/Collision/GroupFilterTable.c,0,0,0,0
servers/rendering/renderer_rd/effects/motion_vectors_store.c,1,5,19,25
scene/resources/visual_shader.c,83,175,403,661
thirdparty/jolt_physics/Jolt/Physics/Constraints/RackAndPinionConstraint.c,0,0,0,0
editor/plugins/gizmos/soft_body_3d_gizmo_plugin.c,5,1,8,14
thirdparty/jolt_physics/Jolt/Geometry/Indexify.c,0,3,14,17
thirdparty/icu4c/common/ucnv_err.c,0,0,0,0
thirdparty/jolt_physics/Jolt/Core/JobSystemSingleThreaded.c,4,1,12,17
core/os/thread.c,0,0,0,0
thirdparty/icu4c/common/ucnvhz.c,0,0,0,0
thirdparty/jolt_physics/Jolt/Physics/Constraints/SixDOFConstraint.c,0,4,39,43
modules/dds/register_types.c,3,0,3,6
scene/resources/2d/skeleton/skeleton_modification_2d_physicalbones.c,6,4,22,32
servers/audio/effects/audio_effect_filter.c,7,0,29,36
modules/jsonrpc/jsonrpc.c,6,1,26,33
thirdparty/icu4c/common/chariter.c,0,0,0,0
platform/ios/export/export_plugin.c,25,29,137,191
scene/gui/slider.c,6,4,14,24
thirdparty/freetype/src/base/ftpfr.c,0,0,0,0
scene/resources/color_palette.c,0,0,4,4
scene/resources/bone_map.c,4,10,31,45
thirdparty/pcre2/src/pcre2_string_utils_16.c,0,0,0,0
thirdparty/etcpak/Dither.c,0,0,0,0
thirdparty/pcre2/src/pcre2_config_16.c,0,0,0,0
thirdparty/manifold/src/face_op.c,1,18,30,49
scene/gui/graph_edit_arranger.c,5,47,104,156
thirdparty/harfbuzz/src/hb-ot-shaper-indic.c,5,13,91,109
thirdparty/jolt_physics/Jolt/Core/Semaphore.c,0,2,0,2
thirdparty/openxr/src/common/filesystem_utils.c,0,1,16,17
thirdparty/pcre2/src/pcre2_context_16.c,0,0,0,0
thirdparty/zstd/compress/zstd_compress_sequences.c,0,0,6,6
thirdparty/harfbuzz/src/hb-shaper.c,0,1,1,2
modules/websocket/emws_peer.c,0,0,0,0
servers/rendering/shader_warnings.c,0,4,14,18
scene/resources/resource_format_text.c,9,61,174,244
thirdparty/mbedtls/library/ssl_tls13_keys.c,2,0,0,2
thirdparty/embree/common/sys/barrier.c,1,6,13,20
editor/plugins/navigation_polygon_editor_plugin.c,17,2,8,27
thirdparty/icu4c/common/ustrfmt.c,1,0,2,3
thirdparty/freetype/src/base/ftmm.c,0,0,0,0
core/math/convex_hull.c,2,31,63,96
thirdparty/thorvg/src/renderer/sw_engine/tvgSwRle.c,0,3,8,11
thirdparty/cvtt/ConvectionKernels_BC6H_IO.c,0,0,0,0
thirdparty/icu4c/common/punycode.c,0,0,0,0
thirdparty/jolt_physics/Jolt/Physics/Collision/TransformedShape.c,0,0,4,4
scene/resources/3d/world_3d.c,4,3,17,24
thirdparty/mbedtls/library/sha3.c,6,5,8,19
core/extension/gdextension_interface.c,2,8,33,43
thirdparty/embree/kernels/common/stat.c,16,0,11,27
editor/plugins/line_2d_editor_plugin.c,12,0,13,25
core/debugger/debugger_marshalls.c,6,2,12,20
scene/2d/light_occluder_2d.c,9,5,31,45
modules/navigation/nav_region.c,0,0,21,21
scene/resources/world_2d.c,4,3,12,19
scene/gui/margin_container.c,7,1,7,15
scene/2d/navigation_agent_2d.c,10,8,27,45
thirdparty/jolt_physics/Jolt/Physics/Constraints/HingeConstraint.c,2,0,4,6
thirdparty/libwebp/src/dsp/lossless_msa.c,0,0,0,0
drivers/windows/file_access_windows_pipe.c,0,0,0,0
scene/resources/gradient_texture.c,9,14,60,83
scene/resources/3d/cylinder_shape_3d.c,5,1,12,18
modules/jolt_physics/jolt_globals.c,0,0,0,0
thirdparty/icu4c/common/wintz.c,0,0,0,0
editor/plugins/tiles/tile_data_editors.c,44,70,204,318
modules/regex/register_types.c,3,0,8,11
scene/animation/root_motion_view.c,4,0,20,24
thirdparty/jolt_physics/Jolt/Core/Memory.c,0,0,0,0
thirdparty/libwebp/src/enc/near_lossless_enc.c,1,2,7,10
servers/movie_writer/movie_writer.c,3,4,43,50
thirdparty/pcre2/src/pcre2_pattern_info_32.c,0,1,1,2
modules/jolt_physics/objects/jolt_body_3d.c,4,5,16,25
drivers/gles3/storage/render_scene_buffers_gles3.c,4,4,24,32
thirdparty/miniupnpc/src/portlistingparse.c,0,2,8,10
thirdparty/mbedtls/library/hmac_drbg.c,8,1,2,11
thirdparty/libwebp/src/dsp/dec_mips32.c,0,0,0,0
thirdparty/mbedtls/library/bignum.c,8,11,32,51
drivers/unix/syslog_logger.c,0,0,0,0
editor/plugins/tiles/tile_set_scenes_collection_source_editor.c,18,14,28,60
thirdparty/icu4c/common/ucnv_cnv.c,0,0,0,0
modules/jolt_physics/spaces/jolt_query_filter_3d.c,0,1,0,1
scene/2d/parallax_2d.c,5,0,11,16
scene/gui/graph_node.c,10,14,40,64
platform/linuxbsd/x11/dynwrappers/xrandr-so_wrap.c,0,0,0,0
thirdparty/embree/common/sys/condition.c,0,0,0,0
editor/editor_data.c,15,60,160,235
scene/resources/text_file.c,4,0,5,9
modules/openxr/editor/openxr_select_interaction_profile_dialog.c,13,4,19,36
thirdparty/vhacd/src/FloatMath.c,0,10,110,120
thirdparty/libwebp/src/dsp/alpha_processing.c,0,1,21,22
thirdparty/icu4c/common/bmpset.c,4,7,22,33
editor/debugger/editor_debugger_tree.c,11,17,24,52
editor/themes/editor_icons.c,0,2,36,38
modules/openxr/editor/openxr_select_action_dialog.c,14,3,7,24
editor/plugins/packed_scene_translation_parser_plugin.c,9,8,34,51
servers/xr/xr_interface_extension.c,4,3,26,33
scene/2d/tile_map_layer.c,73,64,263,400
thirdparty/mbedtls/library/chachapoly.c,0,0,0,0
thirdparty/libpng/pngwtran.c,0,3,17,20
editor/plugins/path_2d_editor_plugin.c,11,4,22,37
thirdparty/freetype/src/psaux/psaux.c,15,29,71,115
thirdparty/libwebp/src/dsp/upsampling_neon.c,0,0,0,0
thirdparty/thorvg/src/loaders/svg/tvgXmlParser.c,1,4,16,21
thirdparty/graphite/src/GlyphFace.c,0,0,0,0
scene/animation/animation_node_state_machine.c,22,85,197,304
thirdparty/glslang/glslang/MachineIndependent/propagateNoContraction.c,5,18,29,52
scene/2d/line_builder.c,0,5,18,23
modules/tinyexr/image_saver_tinyexr.c,0,0,5,5
scene/3d/physics/joints/generic_6dof_joint_3d.c,5,0,31,36
thirdparty/icu4c/common/cstr.c,0,0,0,0
thirdparty/jolt_physics/Jolt/Physics/Collision/GroupFilter.c,0,0,0,0
scene/3d/physics/rigid_body_3d.c,6,22,53,81
thirdparty/astcenc/astcenc_integer_sequence.c,0,0,8,8
servers/audio/effects/audio_effect_limiter.c,8,0,17,25
thirdparty/glslang/glslang/MachineIndependent/ParseHelper.c,102,68,211,381
servers/extensions/physics_server_2d_extension.c,12,23,83,118
thirdparty/zstd/decompress/zstd_ddict.c,0,0,0,0
scene/2d/physics/area_2d.c,8,29,77,114
thirdparty/glslang/glslang/GenericCodeGen/CodeGen.c,0,0,0,0
modules/openxr/extensions/openxr_fb_display_refresh_rate_extension.c,0,1,11,12
core/math/vector2.c,0,0,5,5
thirdparty/icu4c/common/ucharstriebuilder.c,0,2,6,8
thirdparty/astcenc/astcenc_averages_and_directions.c,0,0,15,15
thirdparty/icu4c/common/ulist.c,0,6,0,6
modules/gdscript/gdscript_lambda_callable.c,1,1,4,6
thirdparty/manifold/src/polygon.c,18,36,59,113
modules/jolt_physics/shapes/jolt_concave_polygon_shape_3d.c,0,3,8,11
thirdparty/pcre2/src/pcre2_ucd_32.c,0,0,0,0
core/register_core_types.c,50,19,221,290
editor/plugins/gpu_particles_collision_sdf_editor_plugin.c,11,4,17,32
thirdparty/jolt_physics/Jolt/Physics/Constraints/ConstraintManager.c,9,7,17,33
servers/rendering/storage/render_data.c,5,0,17,22
thirdparty/icu4c/common/schriter.c,0,0,0,0
modules/mbedtls/stream_peer_mbedtls.c,6,0,11,17
thirdparty/libtheora/dequant.c,0,2,8,10
thirdparty/icu4c/common/emojiprops.c,0,2,3,5
editor/plugins/occluder_instance_3d_editor_plugin.c,3,2,6,11
servers/rendering/renderer_canvas_render.c,0,0,2,2
editor/run_instances_dialog.c,13,11,30,54
editor/editor_build_profile.c,24,47,116,187
servers/rendering/storage/camera_attributes_storage.c,0,0,7,7
thirdparty/libktx/lib/dfdutils/interpretdfd.c,0,0,11,11
thirdparty/jolt_physics/Jolt/Physics/Collision/Shape/TaperedCapsuleShape.c,0,0,8,8
thirdparty/jolt_physics/Jolt/Physics/Collision/CastConvexVsTriangles.c,0,4,18,22
thirdparty/meshoptimizer/clusterizer.c,2,4,35,41
modules/gdscript/language_server/gdscript_language_server.c,7,0,14,21
thirdparty/harfbuzz/src/hb-ot-shape-normalize.c,0,0,0,0
modules/gridmap/grid_map.c,35,40,147,222
thirdparty/harfbuzz/src/hb-subset-cff1.c,22,37,192,251
thirdparty/harfbuzz/src/hb-ot-shaper-khmer.c,3,0,35,38
thirdparty/glslang/glslang/MachineIndependent/iomapper.c,28,80,162,270
editor/plugins/gizmos/collision_polygon_3d_gizmo_plugin.c,9,8,34,51
editor/plugins/theme_editor_plugin.c,38,123,289,450
editor/editor_asset_installer.c,19,19,60,98
editor/project_settings_editor.c,20,23,68,111
scene/resources/2d/rectangle_shape_2d.c,5,0,8,13
scene/gui/file_dialog.c,21,40,91,152
core/core_bind.c,20,66,200,286
thirdparty/icu4c/common/rbbitblb.c,0,13,50,63
thirdparty/graphite/src/Silf.c,2,6,8,16
thirdparty/libwebp/src/utils/quant_levels_dec_utils.c,0,1,9,10
servers/audio/audio_filter_sw.c,0,0,2,2
servers/rendering/dummy/storage/utilities.c,0,4,7,11
servers/movie_writer/movie_writer_mjpeg.c,3,0,6,9
modules/openxr/editor/openxr_action_set_editor.c,13,6,21,40
modules/openxr/editor/openxr_editor_plugin.c,4,0,11,15
modules/gdscript/editor/gdscript_docgen.c,2,24,94,120
thirdparty/libwebp/src/enc/picture_rescale_enc.c,0,0,1,1
servers/rendering/renderer_rd/storage_rd/material_storage.c,8,131,265,404
editor/import/3d/scene_import_settings.c,47,41,130,218
thirdparty/pcre2/src/pcre2_jit_compile_16.c,65,44,134,243
thirdparty/jolt_physics/Jolt/Physics/Collision/Shape/ConvexShape.c,9,22,59,90
thirdparty/thorvg/src/renderer/sw_engine/tvgSwFill.c,0,1,40,41
scene/2d/audio_listener_2d.c,5,0,9,14
thirdparty/icu4c/common/rbbidata.c,0,0,0,0
scene/resources/texture_rd.c,10,6,23,39
scene/2d/path_2d.c,6,6,19,31
editor/plugins/tiles/tiles_editor_plugin.c,9,19,33,61
editor/plugins/animation_library_editor.c,28,42,100,170
editor/export/editor_export_platform_extension.c,4,3,34,41
thirdparty/libktx/lib/swap.c,0,0,0,0
thirdparty/jolt_physics/Jolt/Physics/StateRecorderImpl.c,0,1,2,3
thirdparty/glslang/glslang/MachineIndependent/preprocessor/PpScanner.c,0,11,34,45
thirdparty/brotli/common/context.c,0,0,0,0
thirdparty/harfbuzz/src/hb-subset-cff-common.c,6,5,29,40
modules/jolt_physics/objects/jolt_shaped_object_3d.c,3,2,18,23
servers/display_server.c,3,8,58,69
modules/webp/resource_saver_webp.c,3,0,5,8
modules/jolt_physics/spaces/jolt_job_system.c,2,6,15,23
thirdparty/thorvg/src/renderer/sw_engine/tvgSwRaster.c,5,33,79,117
thirdparty/pcre2/src/pcre2_study_32.c,0,4,30,34
thirdparty/jolt_physics/Jolt/Physics/Collision/Shape/Shape.c,33,24,56,113
thirdparty/glslang/glslang/MachineIndependent/Constant.c,12,9,66,87
modules/openxr/extensions/openxr_debug_utils_extension.c,0,3,7,10
thirdparty/mbedtls/library/psa_crypto_cipher.c,2,0,2,4
editor/group_settings_editor.c,12,24,88,124
core/variant/variant_setget.c,0,6,34,40
thirdparty/jolt_physics/Jolt/Skeleton/SkeletonMapper.c,4,7,21,32
drivers/gles3/rasterizer_scene_gles3.c,0,0,0,0
thirdparty/recastnavigation/Recast/Source/RecastMeshDetail.c,3,7,46,56
scene/main/scene_tree.c,15,58,169,242
thirdparty/zstd/common/entropy_common.c,6,2,5,13
thirdparty/libwebp/src/dsp/lossless_mips_dsp_r2.c,0,0,0,0
modules/openxr/editor/openxr_interaction_profile_editor.c,17,14,31,62
thirdparty/icu4c/common/serv.c,0,0,0,0
scene/gui/aspect_ratio_container.c,7,1,13,21
thirdparty/openxr/src/external/jsoncpp/src/lib_json/json_reader.c,8,41,82,131
thirdparty/jolt_physics/Jolt/Geometry/ConvexHullBuilder.c,10,17,50,77
scene/gui/check_box.c,7,0,8,15
thirdparty/libwebp/src/enc/webp_enc.c,1,0,3,4
scene/main/window.c,11,95,243,349
thirdparty/openxr/src/loader/manifest_file.c,5,7,61,73
core/string/print_string.c,1,1,4,6
thirdparty/libtheora/huffdec.c,0,14,13,27
thirdparty/pcre2/src/pcre2_ord2utf_16.c,0,0,0,0
servers/rendering/renderer_rd/effects/roughness_limiter.c,0,4,17,21
editor/plugins/tiles/tile_set_atlas_source_editor.c,44,71,237,352
scene/resources/multimesh.c,4,0,20,24
editor/import_defaults_editor.c,12,16,51,79
editor/editor_resource_picker.c,25,26,87,138
thirdparty/enet/peer.c,3,5,5,13
thirdparty/embree/kernels/bvh/bvh_intersector_hybrid4_bvh4.c,94,62,100,256
thirdparty/libwebp/src/enc/histogram_enc.c,3,11,28,42
thirdparty/pcre2/src/pcre2_maketables_32.c,1,1,3,5
modules/jpg/image_loader_jpegd.c,3,1,6,10
servers/xr/xr_tracker.c,3,0,11,14
editor/pot_generator.c,4,5,52,61
scene/resources/particle_process_material.c,6,11,41,58
thirdparty/harfbuzz/src/hb-map.c,3,10,21,34
thirdparty/libwebp/src/dsp/yuv.c,0,4,13,17
thirdparty/icu4c/common/mlbe.c,0,2,9,11
thirdparty/harfbuzz/src/hb-ot-shaper-hebrew.c,0,0,1,1
modules/gltf/extensions/gltf_spec_gloss.c,0,0,11,11
modules/noise/noise_texture_3d.c,6,10,46,62
editor/plugins/path_3d_editor_plugin.c,17,12,40,69
thirdparty/icu4c/common/ucnvsel.c,0,0,0,0
editor/scene_create_dialog.c,14,6,13,33
scene/2d/physics/joints/damped_spring_joint_2d.c,6,0,15,21
scene/3d/fog_volume.c,4,1,11,16
thirdparty/rvo2/rvo2_3d/RVOSimulator3d.c,0,0,3,3
editor/plugins/gizmos/collision_object_3d_gizmo_plugin.c,6,0,8,14
thirdparty/glslang/SPIRV/Logger.c,0,0,9,9
thirdparty/jolt_physics/Jolt/Physics/Constraints/PulleyConstraint.c,0,0,0,0
modules/godot_physics_2d/godot_collision_solver_2d.c,0,0,2,2
thirdparty/recastnavigation/Recast/Source/RecastContour.c,1,4,35,40
modules/gltf/extensions/physics/gltf_document_extension_physics.c,12,6,11,29
thirdparty/mbedtls/library/psa_crypto_driver_wrappers_no_static.c,0,0,0,0
thirdparty/freetype/src/lzw/ftlzw.c,3,3,2,8
thirdparty/basis_universal/encoder/basisu_astc_hdr_enc.c,8,19,118,145
thirdparty/manifold/src/sort.c,17,51,84,152
core/debugger/script_debugger.c,0,6,24,30
thirdparty/harfbuzz/src/hb-shape.c,0,2,0,2
thirdparty/icu4c/common/bytestream.c,0,0,0,0
modules/godot_physics_3d/godot_body_direct_state_3d.c,3,0,4,7
scene/gui/tree.c,67,48,146,261
thirdparty/zlib/zutil.c,0,0,0,0
editor/multi_node_edit.c,8,6,23,37
editor/plugins/shader_editor_plugin.c,24,37,50,111
editor/debugger/debug_adapter/debug_adapter_protocol.c,23,69,101,193
scene/resources/2d/skeleton/skeleton_modification_2d_lookat.c,5,1,10,16
servers/rendering/shader_preprocessor.c,6,33,81,120
thirdparty/libwebp/src/dsp/upsampling_sse2.c,7,0,14,21
thirdparty/libwebp/src/dsp/filters.c,0,1,13,14
core/debugger/engine_debugger.c,3,13,45,61
thirdparty/rvo2/rvo2_2d/Obstacle2d.c,0,0,0,0
thirdparty/libwebp/src/dsp/yuv_mips32.c,0,0,0,0
drivers/windows/file_access_windows.c,0,0,0,0
thirdparty/jolt_physics/Jolt/Physics/Vehicle/VehicleTransmission.c,0,0,1,1
thirdparty/icu4c/common/ucharstrie.c,0,4,9,13
scene/3d/audio_stream_player_3d.c,5,8,47,60
thirdparty/glslang/glslang/MachineIndependent/preprocessor/Pp.c,11,20,86,117
editor/themes/editor_scale.c,0,0,0,0
thirdparty/thorvg/src/common/tvgStr.c,0,3,4,7
scene/2d/sprite_2d.c,5,2,13,20
scene/main/canvas_item.c,11,24,112,147
thirdparty/astcenc/astcenc_block_sizes.c,6,3,44,53
