File,for loops,while loops,do-while loops,total loops,total nodes
../samples/decompilations/openssl/test sm2_internal_test-bin-sm2_internal_test.c,0,1,1,2,5457
../samples/decompilations/openssl/test ssl_test_ctx_test-bin-ssl_test_ctx_test.c,0,0,0,0,3493
../samples/decompilations/openssl/test params_api_test-bin-params_api_test.c,0,0,2,2,16701
../samples/decompilations/openssl/crypto pkcs12 libcrypto-lib-p12_add.c,1,0,0,1,2708
../samples/decompilations/openssl/crypto evp libcrypto-lib-pmeth_gn.c,0,0,0,0,4665
../samples/decompilations/openssl/crypto cmp libcrypto-lib-cmp_asn.c,1,0,2,3,14948
../samples/decompilations/openssl/crypto ct libcrypto-lib-ct_policy.c,0,0,0,0,790
../samples/decompilations/openssl/crypto ts libcrypto-shlib-ts_verify_ctx.c,0,0,0,0,2782
../samples/decompilations/openssl/providers implementations ciphers libdefault-lib-cipher_aes_gcm_siv_polyval.c,0,0,1,1,2872
../samples/decompilations/openssl/apps openssl-bin-smime.c,2,2,0,4,8431
../samples/decompilations/openssl/crypto ec libcrypto-shlib-ec_mult.c,0,3,14,17,10834
../samples/decompilations/openssl/crypto pkcs12 libcrypto-shlib-p12_sbag.c,0,0,0,0,2743
../samples/decompilations/openssl/crypto dh libcrypto-shlib-dh_group_params.c,0,0,0,0,661
../samples/decompilations/openssl/crypto rsa libcrypto-lib-rsa_crpt.c,0,0,0,0,1764
../samples/decompilations/openssl/crypto ml_dsa libcrypto-lib-ml_dsa_matrix.c,0,0,3,3,528
../samples/decompilations/openssl/crypto camellia libcrypto-lib-cmll_ecb.c,0,0,0,0,74
../samples/decompilations/openssl/fuzz asn1-test-bin-fuzz_rand.c,0,0,1,1,1942
../samples/decompilations/openssl/crypto seed libcrypto-lib-seed_cfb.c,0,0,0,0,58
../samples/decompilations/openssl/crypto x509 libcrypto-lib-x509_txt.c,0,0,0,0,1111
../samples/decompilations/openssl/crypto libssl-shlib-getenv.c,0,0,0,0,23
../samples/decompilations/openssl/crypto des libcrypto-shlib-fcrypt.c,0,0,2,2,2434
../samples/decompilations/openssl/crypto cmp libcrypto-lib-cmp_err.c,0,0,0,0,65
../samples/decompilations/openssl/crypto x509 libcrypto-lib-x509_set.c,0,0,0,0,2881
../samples/decompilations/openssl/apps lib libapps-lib-app_provider.c,0,1,1,2,1682
../samples/decompilations/openssl/ssl libssl-shlib-t1_trce.c,11,5,43,59,26617
../samples/decompilations/openssl/ssl libssl-shlib-ssl_txt.c,0,0,5,5,2932
../samples/decompilations/openssl/test buildtest_c_md4-bin-buildtest_md4.c,0,0,0,0,17
../samples/decompilations/openssl/crypto aes libcrypto-lib-aesni-sha1-x86_64.c,0,3,2,5,45495
../samples/decompilations/openssl/crypto evp libcrypto-shlib-e_des3.c,0,0,6,6,5423
../samples/decompilations/openssl/crypto bio libcrypto-shlib-bss_acpt.c,0,0,3,3,5367
../samples/decompilations/openssl/apps lib libapps-lib-fmt.c,0,0,0,0,24
../samples/decompilations/openssl/crypto camellia libcrypto-lib-cmll_cfb.c,0,0,0,0,172
../samples/decompilations/openssl/fuzz dtlsclient-test-bin-dtlsclient.c,0,0,1,1,822
../samples/decompilations/openssl/crypto idea libcrypto-lib-i_ecb.c,0,0,0,0,368
../samples/decompilations/openssl/providers implementations kdfs libdefault-lib-kbkdf.c,3,2,0,5,5494
../samples/decompilations/openssl/crypto evp libcrypto-lib-dh_support.c,0,0,0,0,366
../samples/decompilations/openssl/ssl rio libssl-shlib-poll_builder.c,0,0,3,3,1619
../samples/decompilations/openssl/test user_property_test-bin-user_property_test.c,0,0,0,0,999
../samples/decompilations/openssl/crypto seed libcrypto-lib-seed_ecb.c,0,0,0,0,74
../samples/decompilations/openssl/crypto pkcs12 libcrypto-lib-p12_init.c,0,0,0,0,586
../samples/decompilations/openssl/crypto evp libcrypto-shlib-bio_b64.c,1,3,8,12,7281
../samples/decompilations/openssl/test quic_multistream_test-bin-quic_multistream_test.c,4,4,13,21,54473
../samples/decompilations/openssl/crypto ec libcrypto-shlib-ec2_smpl.c,0,0,3,3,12752
../samples/decompilations/openssl/crypto bn libcrypto-lib-bn_add.c,0,1,2,3,1228
../samples/decompilations/openssl/crypto async arch libcrypto-lib-async_posix.c,0,0,0,0,885
../samples/decompilations/openssl/crypto asn1 libcrypto-lib-a_mbstr.c,0,1,7,8,5074
../samples/decompilations/openssl/crypto rsa libcrypto-shlib-rsa_ossl.c,0,1,3,4,13151
../samples/decompilations/openssl/crypto x509 libcrypto-lib-x509_meth.c,0,0,0,0,888
../samples/decompilations/openssl/crypto des libcrypto-lib-fcrypt.c,0,0,2,2,2434
../samples/decompilations/openssl/crypto evp libcrypto-lib-legacy_md5.c,0,0,0,0,189
../samples/decompilations/openssl/crypto cms libcrypto-lib-cms_dh.c,0,0,0,0,3596
../samples/decompilations/openssl/crypto asn1 libcrypto-shlib-asn1_item_list.c,0,0,1,1,3304
../samples/decompilations/openssl/crypto ts libcrypto-lib-ts_lib.c,0,0,1,1,902
../samples/decompilations/openssl/test priority_queue_test-bin-priority_queue_test.c,1,0,6,7,4498
../samples/decompilations/openssl/providers implementations kdfs libdefault-lib-pbkdf2_fips.c,0,0,0,0,1
../samples/decompilations/openssl/crypto x509 libcrypto-lib-v3_tlsf.c,0,1,1,2,1054
../samples/decompilations/openssl/ssl quic libssl-shlib-quic_wire.c,0,0,9,9,21140
../samples/decompilations/openssl/crypto pem libcrypto-shlib-pem_info.c,1,0,1,2,3102
../samples/decompilations/openssl/crypto asn1 libcrypto-lib-x_bignum.c,0,0,0,0,1189
../samples/decompilations/openssl/test dtls_mtu_test-bin-dtls_mtu_test.c,2,0,5,7,3668
../samples/decompilations/openssl/crypto ec libcrypto-lib-ecx_key.c,0,0,0,0,1269
../samples/decompilations/openssl/crypto asn1 libcrypto-lib-d2i_pu.c,0,0,0,0,1002
../samples/decompilations/openssl/crypto evp libcrypto-shlib-asymcipher.c,0,0,2,2,6070
../samples/decompilations/openssl/providers implementations ciphers libdefault-lib-cipher_aria.c,0,0,0,0,3467
../samples/decompilations/openssl/test errtest-bin-errtest.c,0,2,0,2,6296
../samples/decompilations/openssl/crypto bio libcrypto-lib-bss_fd.c,0,1,0,1,2323
../samples/decompilations/openssl/crypto objects libcrypto-lib-obj_err.c,0,0,0,0,65
../samples/decompilations/openssl/providers implementations kdfs libdefault-lib-krb5kdf.c,0,1,4,5,4163
../samples/decompilations/openssl/crypto dsa libcrypto-shlib-dsa_depr.c,0,0,0,0,217
../samples/decompilations/openssl/test trace_api_test-bin-trace_api_test.c,0,0,0,0,396
../samples/decompilations/openssl/crypto evp libcrypto-shlib-bio_ok.c,0,0,6,6,5319
../samples/decompilations/openssl/fuzz quic-client-test-bin-test-corpus.c,0,1,1,2,967
../samples/decompilations/openssl/crypto rsa libcrypto-lib-rsa_pss.c,0,0,3,3,5979
../samples/decompilations/openssl/test testutil libtestutil-lib-basic_output.c,0,0,0,0,2842
../samples/decompilations/openssl/ssl libssl-lib-t1_trce.c,11,5,43,59,26617
../samples/decompilations/openssl/crypto x509 libcrypto-shlib-x509_lu.c,1,2,4,7,9383
../samples/decompilations/openssl/ssl libssl-lib-ssl_txt.c,0,0,5,5,2932
../samples/decompilations/openssl/crypto bn libcrypto-shlib-rsaz-2k-avx512.c,0,0,1,1,3252
../samples/decompilations/openssl/providers implementations digests libdefault-lib-ripemd_prov.c,0,0,0,0,978
../samples/decompilations/openssl/fuzz bignum-test-bin-bignum.c,0,0,0,0,953
../samples/decompilations/openssl/crypto evp libcrypto-shlib-signature.c,0,1,2,3,11656
../samples/decompilations/openssl/providers common der libcommon-lib-der_dsa_sig.c,0,0,0,0,413
../samples/decompilations/openssl/crypto dso libcrypto-lib-dso_lib.c,0,0,0,0,3916
../samples/decompilations/openssl/ssl record methods libssl-shlib-ssl3_meth.c,0,0,0,0,3448
../samples/decompilations/openssl/ssl libssl-lib-ssl_utst.c,0,0,0,0,1
../samples/decompilations/openssl/ssl quic libssl-lib-quic_record_shared.c,0,0,0,0,6443
../samples/decompilations/openssl/crypto pkcs7 libcrypto-shlib-pk7_attr.c,0,0,0,0,1504
../samples/decompilations/openssl/test buildtest_c_async-bin-buildtest_async.c,0,0,0,0,17
../samples/decompilations/openssl/test buildtest_c_obj_mac-bin-buildtest_obj_mac.c,0,0,0,0,17
../samples/decompilations/openssl/crypto err libcrypto-shlib-err_save.c,2,0,6,8,4533
../samples/decompilations/openssl/crypto rsa libcrypto-lib-rsa_saos.c,0,0,0,0,935
../samples/decompilations/openssl/crypto ocsp libcrypto-lib-ocsp_ext.c,2,0,0,2,4759
../samples/decompilations/openssl/crypto dsa libcrypto-shlib-dsa_meth.c,0,0,0,0,1644
../samples/decompilations/openssl/crypto md4 libcrypto-lib-md4_one.c,0,0,0,0,226
../samples/decompilations/openssl/test helpers ssl_test-bin-ssl_test_ctx.c,0,3,1,4,15542
../samples/decompilations/openssl/crypto bn libcrypto-shlib-x86_64-gf2m.c,3,0,0,3,855
../samples/decompilations/openssl/test provider_status_test-bin-provider_status_test.c,0,1,1,2,4022
../samples/decompilations/openssl/crypto hashtable libcrypto-lib-hashtable.c,2,5,8,15,10018
../samples/decompilations/openssl/fuzz hashtable-test-bin-test-corpus.c,0,1,1,2,967
../samples/decompilations/openssl/crypto slh_dsa libcrypto-shlib-slh_fors.c,2,1,5,8,3203
../samples/decompilations/openssl/crypto evp libcrypto-shlib-bio_md.c,0,0,0,0,1649
../samples/decompilations/openssl/crypto asn1 libcrypto-lib-p5_pbev2.c,0,0,0,0,3481
../samples/decompilations/openssl/crypto x509 libcrypto-shlib-v3_san.c,0,2,5,7,7602
../samples/decompilations/openssl/crypto evp libcrypto-lib-evp_key.c,0,2,2,4,1544
../samples/decompilations/openssl/crypto aes libcrypto-shlib-aes_cfb.c,0,0,0,0,172
../samples/decompilations/openssl/apps ca_internals_test-bin-ca.c,6,4,13,23,26851
../samples/decompilations/openssl/crypto slh_dsa libcrypto-lib-slh_dsa.c,0,0,2,2,3440
../samples/decompilations/openssl/crypto libcrypto-lib-sparse_array.c,1,2,7,10,3823
../samples/decompilations/openssl/crypto ripemd libcrypto-shlib-rmd_dgst.c,0,0,4,4,13291
../samples/decompilations/openssl/crypto des libcrypto-shlib-cfb64enc.c,0,0,2,2,568
../samples/decompilations/openssl/crypto pkcs7 libcrypto-shlib-bio_pk7.c,0,0,0,0,79
../samples/decompilations/openssl/crypto bn libcrypto-shlib-rsaz-3k-avxifma.c,0,0,2,2,1169
../samples/decompilations/openssl/crypto pkcs7 libcrypto-shlib-pk7_mime.c,0,0,0,0,669
../samples/decompilations/openssl/crypto sha libcrypto-lib-sha1-mb-x86_64.c,0,2,11,13,155882
../samples/decompilations/openssl/crypto bn libcrypto-shlib-bn_conv.c,0,3,5,8,3646
../samples/decompilations/openssl/crypto asn1 libcrypto-shlib-x_val.c,0,0,0,0,317
../samples/decompilations/openssl/test mdc2test-bin-mdc2test.c,0,0,0,0,1017
../samples/decompilations/openssl/crypto aes libcrypto-shlib-aes_ecb.c,0,0,0,0,74
../samples/decompilations/openssl/providers implementations encode_decode libdefault-lib-encode_key2ms.c,0,0,0,0,1793
../samples/decompilations/openssl/crypto libcrypto-lib-core_algorithm.c,0,1,1,2,1360
../samples/decompilations/openssl/fuzz bignum-test-bin-test-corpus.c,0,1,1,2,967
../samples/decompilations/openssl/crypto modes libcrypto-lib-xts128.c,0,0,1,1,6096
../samples/decompilations/openssl/test testutil libtestutil-lib-load.c,0,0,1,1,1429
../samples/decompilations/openssl/crypto bn libcrypto-shlib-bn_intern.c,0,0,1,1,1755
../samples/decompilations/openssl/crypto http libcrypto-lib-http_lib.c,1,1,0,2,4637
../samples/decompilations/openssl/crypto ml_dsa libcrypto-shlib-ml_dsa_key_compress.c,0,0,0,0,1027
../samples/decompilations/openssl/crypto x509 libcrypto-shlib-by_file.c,0,2,1,3,3137
../samples/decompilations/openssl/crypto asn1 libcrypto-shlib-bio_ndef.c,0,0,0,0,2029
../samples/decompilations/openssl/crypto conf libcrypto-lib-conf_sap.c,0,0,0,0,359
../samples/decompilations/openssl/test provfetchtest-bin-provfetchtest.c,0,0,1,1,5285
../samples/decompilations/openssl/crypto evp libcrypto-shlib-legacy_md5_sha1.c,0,0,0,0,206
../samples/decompilations/openssl/crypto dh libcrypto-shlib-dh_depr.c,0,0,0,0,212
../samples/decompilations/openssl/crypto pem libcrypto-lib-pem_lib.c,0,1,8,9,13260
../samples/decompilations/openssl/test localetest-bin-localetest.c,1,0,0,1,748
../samples/decompilations/openssl/crypto hpke libcrypto-shlib-hpke.c,1,0,0,1,18038
../samples/decompilations/openssl/providers implementations ciphers libdefault-lib-cipher_sm4_ccm.c,0,0,0,0,308
../samples/decompilations/openssl/providers implementations digests liblegacy-lib-mdc2_prov.c,0,0,0,0,966
../samples/decompilations/openssl/crypto ffc libcrypto-lib-ffc_dh.c,0,0,3,3,1208
../samples/decompilations/openssl/crypto asn1 libcrypto-lib-tasn_fre.c,0,2,1,3,2711
../samples/decompilations/openssl/crypto ts libcrypto-lib-ts_rsp_verify.c,0,3,2,5,5819
../samples/decompilations/openssl/crypto modes libcrypto-lib-ghash-x86_64.c,130,4,3,137,36049
../samples/decompilations/openssl/ssl libssl-lib-ssl_conf.c,0,1,8,9,15828
../samples/decompilations/openssl/providers implementations signature libdefault-lib-rsa_sig.c,0,0,0,0,50837
../samples/decompilations/openssl/crypto bn libcrypto-shlib-bn_prime.c,0,13,9,22,7271
../samples/decompilations/openssl/crypto evp libcrypto-shlib-evp_fetch.c,0,0,0,0,7158
../samples/decompilations/openssl/test secmemtest-bin-secmemtest.c,0,0,2,2,2245
../samples/decompilations/openssl/crypto x509 libcrypto-lib-v3_pmaps.c,0,1,1,2,1060
../samples/decompilations/openssl/crypto ml_dsa libcrypto-lib-ml_dsa_sign.c,0,1,50,51,10703
../samples/decompilations/openssl/crypto dh libcrypto-shlib-dh_meth.c,0,0,0,0,1328
../samples/decompilations/openssl/crypto libcrypto-shlib-uid.c,0,0,0,0,45
../samples/decompilations/openssl/crypto asn1 libcrypto-lib-a_object.c,0,1,6,7,4780
../samples/decompilations/openssl/crypto ec libcrypto-shlib-ecp_nist.c,0,0,0,0,1356
../samples/decompilations/openssl/crypto dsa libcrypto-lib-dsa_ossl.c,0,0,5,5,5596
../samples/decompilations/openssl/crypto libcrypto-lib-params.c,1,0,3,4,18602
../samples/decompilations/openssl/crypto bn libcrypto-lib-rsaz-4k-avxifma.c,0,0,2,2,1689
../samples/decompilations/openssl/test testutil libtestutil-lib-fake_random.c,0,0,2,2,1938
../samples/decompilations/openssl/test quic_srt_gen_test-bin-quic_srt_gen_test.c,0,1,0,1,450
../samples/decompilations/openssl/crypto bn libcrypto-shlib-bn_word.c,0,0,4,4,1791
../samples/decompilations/openssl/crypto buffer libcrypto-shlib-buf_err.c,0,0,0,0,65
../samples/decompilations/openssl/test sslcorrupttest-bin-sslcorrupttest.c,0,1,1,2,2891
../samples/decompilations/openssl/crypto evp libcrypto-lib-p_sign.c,0,0,0,0,678
../samples/decompilations/openssl/test testutil libtestutil-lib-test_cleanup.c,0,0,0,0,16
../samples/decompilations/openssl/apps openssl-bin-info.c,0,1,0,1,435
../samples/decompilations/openssl/crypto ffc libcrypto-lib-ffc_key_generate.c,0,0,1,1,502
../samples/decompilations/openssl/crypto bn libcrypto-lib-bn_print.c,0,0,1,1,2652
../samples/decompilations/openssl/crypto encode_decode libcrypto-lib-encoder_err.c,0,0,0,0,65
../samples/decompilations/openssl/crypto crmf libcrypto-lib-crmf_lib.c,0,7,1,8,13256
../samples/decompilations/openssl/crypto ffc libcrypto-lib-ffc_key_validate.c,0,0,0,0,913
../samples/decompilations/openssl/crypto hmac libcrypto-lib-hmac.c,1,0,0,1,4053
../samples/decompilations/openssl/crypto thread arch libcrypto-lib-thread_none.c,0,0,0,0,1
../samples/decompilations/openssl/crypto sm4 libcrypto-shlib-sm4.c,0,0,1,1,13728
../samples/decompilations/openssl/apps openssl-bin-kdf.c,0,0,0,0,1944
../samples/decompilations/openssl/crypto x509 libcrypto-shlib-v3_ia5.c,0,0,0,0,491
../samples/decompilations/openssl/crypto bio libcrypto-lib-bio_sock2.c,0,0,0,0,2829
../samples/decompilations/openssl/test helpers quic_newcid_test-bin-noisydgrambio.c,1,2,6,9,5194
../samples/decompilations/openssl/crypto des libcrypto-lib-cfb64enc.c,0,0,2,2,568
../samples/decompilations/openssl/crypto store libcrypto-lib-store_lib.c,1,0,1,2,11922
../samples/decompilations/openssl/crypto md5 libcrypto-shlib-md5_one.c,0,0,0,0,226
../samples/decompilations/openssl/crypto x509 libcrypto-shlib-v3_pcons.c,1,0,0,1,706
../samples/decompilations/openssl/crypto md5 libcrypto-shlib-md5-x86_64.c,0,0,1,1,3744
../samples/decompilations/openssl/test buildtest_c_symhacks-bin-buildtest_symhacks.c,0,0,0,0,17
../samples/decompilations/openssl/test provider_test-bin-provider_test.c,0,1,1,2,3710
../samples/decompilations/openssl/crypto asn1 libcrypto-lib-asn_pack.c,0,0,0,0,886
../samples/decompilations/openssl/crypto x509 libcrypto-shlib-x509_meth.c,0,0,0,0,888
../samples/decompilations/openssl/crypto ec libcrypto-shlib-ec_lib.c,0,0,3,3,21326
../samples/decompilations/openssl/ssl statem libssl-shlib-statem_clnt.c,4,0,4,8,47184
../samples/decompilations/openssl/crypto bf libcrypto-shlib-bf_enc.c,0,0,2,2,6665
../samples/decompilations/openssl/crypto ui libcrypto-shlib-ui_openssl.c,1,1,3,5,2339
../samples/decompilations/openssl/crypto rand libcrypto-lib-prov_seed.c,0,0,0,0,1064
../samples/decompilations/openssl/crypto thread arch libssl-shlib-thread_win.c,0,0,0,0,1
../samples/decompilations/openssl/crypto libcrypto-lib-der_writer.c,0,0,2,2,3894
../samples/decompilations/openssl/crypto x509 libcrypto-shlib-v3_ind_iss.c,0,0,0,0,120
../samples/decompilations/openssl/apps openssl-bin-ecparam.c,0,1,1,2,3661
../samples/decompilations/openssl/providers implementations ciphers libdefault-lib-cipher_aes_gcm_siv_hw.c,0,0,5,5,7336
../samples/decompilations/openssl/test sslapitest-bin-filterprov.c,2,1,3,6,2253
../samples/decompilations/openssl/ssl statem libssl-shlib-extensions_clnt.c,6,3,8,17,29665
../samples/decompilations/openssl/test asn1_dsa_internal_test-bin-asn1_dsa_internal_test.c,0,0,0,0,1402
../samples/decompilations/openssl/providers implementations ciphers libdefault-lib-cipher_tdes_default.c,0,0,0,0,673
../samples/decompilations/openssl/crypto libcrypto-shlib-threads_pthread.c,0,3,4,7,5100
../samples/decompilations/openssl/ssl record libssl-lib-rec_layer_s3.c,5,2,10,17,22561
../samples/decompilations/openssl/crypto ct libcrypto-shlib-ct_vfy.c,0,0,0,0,1509
../samples/decompilations/openssl/crypto evp libcrypto-lib-p5_crpt.c,0,0,2,2,2065
../samples/decompilations/openssl/test buildtest_c_des-bin-buildtest_des.c,0,0,0,0,17
../samples/decompilations/openssl/crypto asn1 libcrypto-lib-asn_mime.c,1,24,7,32,16291
../samples/decompilations/openssl/crypto rc4 libcrypto-lib-rc4-x86_64.c,0,1,10,11,8472
../samples/decompilations/openssl/test aborttest-bin-aborttest.c,0,0,0,0,37
../samples/decompilations/openssl/crypto libcrypto-shlib-deterministic_nonce.c,0,0,2,2,1691
../samples/decompilations/openssl/test helpers cmp_msg_test-bin-cmp_testlib.c,0,1,0,1,573
../samples/decompilations/openssl/crypto engine libcrypto-shlib-eng_list.c,1,0,4,5,5344
../samples/decompilations/openssl/ssl quic libssl-shlib-json_enc.c,3,1,10,14,16316
../samples/decompilations/openssl/crypto ffc libcrypto-lib-ffc_params_generate.c,0,4,7,11,10722
../samples/decompilations/openssl/providers implementations ciphers liblegacy-lib-cipher_seed.c,1,0,0,1,876
../samples/decompilations/openssl/crypto rsa libcrypto-shlib-rsa_x931g.c,0,0,0,0,2137
../samples/decompilations/openssl/crypto ffc libcrypto-lib-ffc_params_validate.c,1,0,0,1,1671
../samples/decompilations/openssl/providers common der libdefault-lib-der_sm2_gen.c,0,0,0,0,1
../samples/decompilations/openssl/crypto comp libcrypto-lib-c_zlib.c,0,0,0,0,74
../samples/decompilations/openssl/crypto ec libcrypto-lib-ecp_nist.c,0,0,0,0,1356
../samples/decompilations/openssl/crypto bn libcrypto-shlib-bn_exp2.c,0,2,5,7,2641
../samples/decompilations/openssl/test helpers recordlentest-bin-ssltestlib.c,4,7,12,23,18890
../samples/decompilations/openssl/test buildtest_c_cryptoerr_legacy-bin-buildtest_cryptoerr_legacy.c,0,0,0,0,17
../samples/decompilations/openssl/crypto encode_decode libcrypto-lib-decoder_meth.c,0,1,1,2,6275
../samples/decompilations/openssl/crypto x509 libcrypto-shlib-x509_err.c,0,0,0,0,65
../samples/decompilations/openssl/crypto evp libcrypto-shlib-digest.c,0,0,1,1,16239
../samples/decompilations/openssl/crypto ui libcrypto-lib-ui_null.c,0,0,0,0,19
../samples/decompilations/openssl/providers implementations keymgmt libdefault-lib-kdf_legacy_kmgmt.c,0,0,0,0,478
../samples/decompilations/openssl/crypto evp libcrypto-lib-kdf_meth.c,0,0,1,1,2549
../samples/decompilations/openssl/crypto bn libcrypto-lib-bn_x931p.c,0,1,3,4,1733
../samples/decompilations/openssl/test helpers cmp_vfy_test-bin-cmp_testlib.c,0,1,0,1,573
../samples/decompilations/openssl/crypto libcrypto-lib-comp_methods.c,0,0,0,0,341
../samples/decompilations/openssl/test buildtest_c_ml_kem-bin-buildtest_ml_kem.c,0,0,0,0,17
../samples/decompilations/openssl/crypto asn1 libcrypto-lib-a_d2i_fp.c,0,1,2,3,2584
../samples/decompilations/openssl/crypto rsa libcrypto-shlib-rsa_x931.c,0,0,1,1,888
../samples/decompilations/openssl/crypto evp libcrypto-shlib-pmeth_lib.c,0,2,0,2,32229
../samples/decompilations/openssl/crypto evp libcrypto-lib-e_aes.c,0,0,6,6,24485
../samples/decompilations/openssl/crypto x509 libcrypto-lib-v3_addr.c,6,8,10,24,23483
../samples/decompilations/openssl/crypto ocsp libcrypto-shlib-ocsp_vfy.c,0,1,2,3,4339
../samples/decompilations/openssl/apps lib libtestutil-lib-opt.c,0,19,21,40,13314
../samples/decompilations/openssl/crypto evp libcrypto-lib-e_aes_cbc_hmac_sha256.c,5,2,7,14,20648
../samples/decompilations/openssl/crypto libcrypto-shlib-cversion.c,0,0,0,0,313
../samples/decompilations/openssl/test rsa_sp800_56b_test-bin-rsa_sp800_56b_test.c,0,0,0,0,13235
../samples/decompilations/openssl/crypto asn1 libcrypto-shlib-a_verify.c,0,0,0,0,2450
../samples/decompilations/openssl/test fatalerrtest-bin-fatalerrtest.c,0,0,0,0,1180
../samples/decompilations/openssl/crypto ffc libcrypto-shlib-ffc_params_generate.c,0,4,7,11,10722
../samples/decompilations/openssl/crypto conf libcrypto-shlib-conf_def.c,0,16,22,38,13080
../samples/decompilations/openssl/providers common der libdefault-lib-der_sm2_key.c,0,0,0,0,99
../samples/decompilations/openssl/crypto bio libcrypto-shlib-bf_lbuf.c,0,2,1,3,4204
../samples/decompilations/openssl/crypto slh_dsa libcrypto-shlib-slh_params.c,0,0,1,1,161
../samples/decompilations/openssl/crypto x509 libcrypto-lib-v3_skid.c,0,0,0,0,1165
../samples/decompilations/openssl/test buildtest_c_pem-bin-buildtest_pem.c,0,0,0,0,17
../samples/decompilations/openssl/crypto ffc libcrypto-shlib-ffc_params_validate.c,1,0,0,1,1671
../samples/decompilations/openssl/crypto ml_dsa libcrypto-shlib-ml_dsa_ntt.c,0,0,8,8,1651
../samples/decompilations/openssl/crypto asn1 libcrypto-shlib-evp_asn1.c,0,0,0,0,1610
../samples/decompilations/openssl/crypto ec libcrypto-lib-ec2_smpl.c,0,0,3,3,12752
../samples/decompilations/openssl/crypto modes libcrypto-shlib-gcm128.c,3,3,10,16,24206
../samples/decompilations/openssl/crypto ec libcrypto-shlib-curve25519.c,1,2,38,41,54945
../samples/decompilations/openssl/ssl record methods libssl-lib-tls_multib.c,0,0,1,1,2014
../samples/decompilations/openssl/ssl libssl-lib-tls_srp.c,5,0,0,5,9669
../samples/decompilations/openssl/apps openssl-bin-openssl.c,0,0,4,4,3465
../samples/decompilations/openssl/test rand_test-bin-rand_test.c,3,0,7,10,7506
../samples/decompilations/openssl/apps openssl-bin-cms.c,5,4,1,10,17216
../samples/decompilations/openssl/crypto evp libcrypto-lib-p_enc.c,0,0,0,0,171
../samples/decompilations/openssl/crypto libcrypto-lib-o_time.c,0,0,0,0,1784
../samples/decompilations/openssl/test evp_pkey_dparams_test-bin-evp_pkey_dparams_test.c,0,0,1,1,1450
../samples/decompilations/openssl/crypto pkcs12 libcrypto-shlib-p12_crt.c,2,0,0,2,4414
../samples/decompilations/openssl/crypto rsa libcrypto-lib-rsa_pk1.c,1,1,15,17,6659
../samples/decompilations/openssl/crypto store libcrypto-shlib-store_lib.c,1,0,1,2,11922
../samples/decompilations/openssl/providers common der libcommon-lib-der_digests_gen.c,0,0,0,0,1
../samples/decompilations/openssl/test time_test-bin-time_test.c,0,0,0,0,930
../samples/decompilations/openssl/apps lib libapps-lib-engine_loader.c,0,0,0,0,1804
../samples/decompilations/openssl/crypto x509 libcrypto-lib-x_pubkey.c,0,0,0,0,12970
../samples/decompilations/openssl/ssl record methods libssl-lib-tlsany_meth.c,0,0,0,0,1336
../samples/decompilations/openssl/crypto bio libcrypto-lib-bss_dgram.c,1,4,9,14,13094
../samples/decompilations/openssl/crypto dsa libcrypto-shlib-dsa_ameth.c,0,0,0,0,6007
../samples/decompilations/openssl/crypto x509 libcrypto-shlib-v3_single_use.c,0,0,0,0,120
../samples/decompilations/openssl/crypto engine libcrypto-shlib-eng_dyn.c,0,0,1,1,4747
../samples/decompilations/openssl/crypto ts libcrypto-shlib-ts_lib.c,0,0,1,1,902
../samples/decompilations/openssl/crypto libcrypto-shlib-quic_vlint.c,0,0,0,0,906
../samples/decompilations/openssl/crypto ec curve448 libcrypto-lib-f_generic.c,0,1,9,10,6433
../samples/decompilations/openssl/test lhash_test-bin-lhash_test.c,4,0,21,25,7972
../samples/decompilations/openssl/ssl quic libssl-shlib-quic_types.c,0,0,0,0,155
../samples/decompilations/openssl/test wpackettest-bin-wpackettest.c,1,0,3,4,16462
../samples/decompilations/openssl/crypto libcrypto-lib-params_dup.c,0,2,6,8,3132
../samples/decompilations/openssl/ssl quic libssl-lib-cc_newreno.c,0,0,0,0,8567
../samples/decompilations/openssl/test quic_cc_test-bin-quic_cc_test.c,0,2,2,4,5311
../samples/decompilations/openssl/ssl statem libssl-shlib-statem_dtls.c,1,6,6,13,17258
../samples/decompilations/openssl/crypto modes libcrypto-shlib-siv128.c,0,0,0,0,5608
../samples/decompilations/openssl/test helpers json_test-bin-noisydgrambio.c,1,2,6,9,5194
../samples/decompilations/openssl/test buildtest_c_rsa-bin-buildtest_rsa.c,0,0,0,0,17
../samples/decompilations/openssl/crypto engine libcrypto-lib-eng_dyn.c,0,0,1,1,4747
../samples/decompilations/openssl/crypto cmp libcrypto-lib-cmp_status.c,0,1,3,4,2962
../samples/decompilations/openssl/crypto async libcrypto-lib-async_wait.c,0,5,3,8,2581
../samples/decompilations/openssl/crypto libcrypto-shlib-core_fetch.c,0,0,0,0,1417
../samples/decompilations/openssl/crypto x509 libcrypto-shlib-x_all.c,0,0,0,0,11081
../samples/decompilations/openssl/crypto ca_internals_test-bin-ctype.c,0,0,0,0,262
../samples/decompilations/openssl/ssl quic libssl-shlib-quic_txpim.c,1,1,0,2,2128
../samples/decompilations/openssl/crypto libcrypto-lib-threads_win.c,0,0,0,0,1
../samples/decompilations/openssl/crypto x509 libcrypto-shlib-v3_ist.c,0,1,0,1,1860
